Gene = GAPT
index = 573
Annotated 5SS: [ 107 2249]
Annotated 3SS: [2183 2811]
SMsplice 5SS: [ 107 2404]
SMsplice 3SS: [2275 5287]
top_k =  500
Partition function (log Z): -5.159561082639945

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.919637080040171
Position 2404: 0.7806389191338903
Position 396: 0.106370762207277
Position 622: 0.10523276827853258
Position 699: 0.09105186517198348
Position 129: 0.055797586996886965
Position 2397: 0.0261115567436982
Position 111: 0.01935449192344625
Position 3904: 0.011265909701117745
Position 2249: 0.0069109570035467355
Position 3397: 0.00673579156750953
Position 3267: 0.005726339261405663
Position 455: 0.005323622021151098
Position 229: 0.003971338732456506
Position 1457: 0.0036121781481235965
Position 521: 0.0034923876857931623
Position 817: 0.002767274835004142
Position 3064: 0.0019218116216447414
Position 1150: 0.0016272369952397606
Position 831: 0.0015668372591289396
Position 3236: 0.0013002271978231456
Position 1062: 0.001260055580364505
Position 1950: 0.001031949772638379
Position 733: 0.0005126406922197234
Position 977: 0.0004379935518477916
Position 2061: 0.0004048728568644316
Position 449: 0.0002671909706150817
Position 391: 0.00014237225268933748
Position 53: 0.00010524164794352866
Position 161: 6.11666876430106e-05
Position 472: 3.8532558430266204e-05
Position 6: 3.519486237394492e-05
Position 3185: 1.1334356153645459e-05
Position 3271: 1.0611567896181526e-05
Position 491: 7.010641572308263e-06
Position 2870: 5.788720084730765e-06
Position 470: 3.5242278022748477e-06
Position 867: 3.3349813850747006e-06
Position 260: 3.177386284572721e-06
Position 351: 2.904241214448291e-06
Position 546: 2.515021826334631e-06
Position 860: 2.4806969666468223e-06
Position 433: 2.427035882408e-06
Position 265: 1.6524713647210653e-06
Position 661: 1.436338340192837e-06
Position 403: 1.381642570748426e-06
Position 36: 1.113954944252239e-06
Position 19: 9.83356682055461e-07
Position 525: 6.912091824469417e-07
Position 595: 6.324910719622176e-07
Position 308: 3.5138421739930024e-07
Position 383: 3.3422543407415636e-07
Position 300: 9.642722331471951e-08
Position 271: 8.72340996765819e-08
Position 223: 6.08065544748272e-08
Position 200: 1.9773243226277545e-08
Position 165: 1.5405049169095544e-09
Position 602: 1.7825604255031808e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2275: 0.753295890670534
Position 5287: 0.3260939153870056
Position 545: 0.19226143762726877
Position 4308: 0.10287806507398144
Position 3168: 0.08533174415610423
Position 319: 0.07573295965381291
Position 5361: 0.06072663562273183
Position 3635: 0.05057453227893844
Position 4574: 0.04945137029295277
Position 2183: 0.04476615846117212
Position 5209: 0.04205166736223289
Position 2709: 0.039276119551514915
Position 5181: 0.03591995359492436
Position 2712: 0.0221922542753346
Position 5334: 0.021854474082599152
Position 200: 0.021534948743721877
Position 322: 0.018168807939055242
Position 4531: 0.017153128629242693
Position 4534: 0.013968907119463712
Position 4706: 0.013446350782614773
Position 4494: 0.011126257633926136
Position 2322: 0.010896729929668636
Position 2212: 0.01070016194714222
Position 521: 0.010532014709884517
Position 4281: 0.009271027605198323
Position 2811: 0.008318347723489399
Position 4073: 0.007975586507466789
Position 1932: 0.0070434502948452495
Position 964: 0.006444038906734452
Position 524: 0.005378885037832871
Position 4601: 0.004928990272789382
Position 2948: 0.0038924807897567338
Position 940: 0.0038642946266193474
Position 3512: 0.003811427132648387
Position 4735: 0.0036701440367430957
Position 4147: 0.0036503124805039814
Position 3030: 0.0036236873876769
Position 3144: 0.003096201657065708
Position 3099: 0.003094883971653505
Position 3674: 0.002949518332453948
Position 3355: 0.0027568047674427594
Position 351: 0.002666726260260424
Position 2752: 0.0026441207259785236
Position 755: 0.002568903419387709
Position 5315: 0.002525138260053168
Position 4267: 0.0023761552050127043
Position 3788: 0.0022866788041966376
Position 1805: 0.0021334094325217287
Position 226: 0.0016737391883424565
Position 4750: 0.0016686282128220529
Position 2727: 0.0015726706522254886
Position 636: 0.0014687871726051516
Position 2848: 0.0014431999252257292
Position 602: 0.0014136181523886013
Position 729: 0.0013805405161972845
Position 1380: 0.0011702204048270961
Position 3235: 0.0011315974751113277
Position 1414: 0.0011016429462308063
Position 4346: 0.0010581466980582638
Position 3310: 0.001020875200168131
Position 4425: 0.0009728676564597903
Position 1322: 0.0008376969548286045
Position 4928: 0.0008306294669227534
Position 2974: 0.0008283481359322091
Position 5386: 0.0008061589808689766
Position 2100: 0.0007866405376432954
Position 395: 0.000749410015347526
Position 2372: 0.0007066661863107383
Position 2672: 0.0006830644268972683
Position 3447: 0.0006672568447001053
Position 811: 0.0006442364614334106
Position 376: 0.0006415795701756309
Position 2612: 0.0005831803139313245
Position 2293: 0.0005680761082508475
Position 685: 0.0005523400711939501
Position 572: 0.0005503298918504563
Position 3564: 0.0005438745855819791
Position 2041: 0.0005382211548492402
Position 5422: 0.00046942044583798124
Position 3062: 0.0004547130025440547
Position 4174: 0.0003839299143957094
Position 2609: 0.0003613842093613563
Position 4611: 0.00032191454444194364
Position 3531: 0.00031368102607219156
Position 2536: 0.0002859039731599713
Position 1319: 0.00026877084717175087
Position 2123: 0.00024812664108321417
Position 1833: 0.00023928330096904457
Position 968: 0.00020918848289911736
Position 1025: 0.0001961449127929787
Position 3085: 0.0001638212571041806
Position 1784: 0.0001589718780113589
Position 3396: 0.00014831330298710311
Position 3247: 0.00014632237834668322
Position 207: 0.00014585466300223233
Position 431: 0.00013888101578108224
Position 3129: 0.00011104303944332968
Position 667: 9.53786346255144e-05
Position 2459: 8.388000062643097e-05
Position 2591: 7.71108439238688e-05
Position 1600: 7.007027895821202e-05
Position 3756: 6.430434938246179e-05
Position 1044: 5.224035074230646e-05
Position 2061: 4.4022964393584216e-05
Position 233: 1.0515174593858815e-05
Position 260: 7.07784778009566e-06
Position 2107: 4.3748199661906585e-06
Position 258: 3.1051993581824123e-06
Position 761: 1.5205907038834959e-07
Position 72: 9.878442357565887e-08
Position 455: 3.6816479270438496e-08
Position 433: 3.633308206623148e-08
Position 128: 3.479741028999109e-08
Position 470: 3.3810729839472166e-08
Position 106: 1.236573116787531e-08
Position 80: 5.582908203117476e-09
Position 86: 2.7993563097739978e-09
Position 154: 7.714503135944886e-11
Position 161: 6.860719427626198e-11
Position 111: 3.9163502141717115e-12
Position 82: 5.023495736750864e-14
Position 84: 6.881294276500609e-15
Position 115: 5.557263800492555e-15
