Gene = PSMC2
index = 1088
Annotated 5SS: [  223  2868  9045 10036 10880 17175 17845 18526 19394 21250 22702 22896]
Annotated 3SS: [ 2609  9006  9953 10779 17042 17771 18429 19228 21161 22498 22798 22982]
SMsplice 5SS: [  223  2868 10036 10880 17175 17845 18526 19389 21250 22702 22896]
SMsplice 3SS: [ 2771  9953 10779 17042 17771 18429 19193 21161 22498 22798 22982]
top_k =  500
Partition function (log Z): 20.939325137551464

Sorted 5' Splice Sites (High to Low Probability):
Position 22702: 0.9983711661527268
Position 10880: 0.9978587867232841
Position 22896: 0.9965624310907675
Position 223: 0.9933213198828807
Position 18526: 0.9928447945654661
Position 21250: 0.963389515680064
Position 10036: 0.9483920817298058
Position 17175: 0.8693357699486435
Position 2868: 0.8011541521904958
Position 17845: 0.7350955686754096
Position 19389: 0.609030603464049
Position 17434: 0.47405783355933
Position 9045: 0.4718523728405153
Position 19394: 0.3375378004099603
Position 822: 0.28612514872746636
Position 10622: 0.244061964400579
Position 23084: 0.21942255450380704
Position 6490: 0.17985855393821223
Position 19623: 0.14783549153932168
Position 15756: 0.11030152302380244
Position 18868: 0.08696826984270839
Position 2125: 0.08576831750266736
Position 19075: 0.06278583492828528
Position 2336: 0.04336091836475489
Position 19947: 0.04131842432677877
Position 19199: 0.03499391898023799
Position 2610: 0.028559167664752593
Position 17137: 0.024712570851558823
Position 10369: 0.017479725685301522
Position 2686: 0.016662150115736976
Position 17442: 0.015379453446596612
Position 18719: 0.014303321947944338
Position 23075: 0.012684990053862517
Position 19399: 0.012152061979890716
Position 18676: 0.01128773585620628
Position 12791: 0.010446394949083788
Position 17685: 0.010359947822278778
Position 1497: 0.010163837201329028
Position 20169: 0.008570138141849015
Position 23016: 0.008416873413323596
Position 22526: 0.00707345354645879
Position 632: 0.0070707597919992555
Position 9105: 0.006750253411342159
Position 1362: 0.006645985025648926
Position 13814: 0.0064457940620591524
Position 20159: 0.006399729396210234
Position 1008: 0.006299767357008799
Position 13185: 0.006289484622911577
Position 18331: 0.006129486914701965
Position 4445: 0.00595763915986468
Position 13173: 0.00578291542743933
Position 14788: 0.0055689930312143145
Position 1014: 0.005477694615615025
Position 7760: 0.005233413553447911
Position 8026: 0.005066799573498689
Position 22427: 0.004913086092302607
Position 6254: 0.00483856806890544
Position 11579: 0.004128255097373886
Position 18349: 0.0038169671734439347
Position 19293: 0.003783938596739884
Position 13698: 0.0036075999374820147
Position 21936: 0.0032177043583197238
Position 10713: 0.0030547566944926574
Position 578: 0.0030022687592282083
Position 1773: 0.002755870062553623
Position 13832: 0.0026630254545971167
Position 21571: 0.002497972673881062
Position 2429: 0.002067655045932063
Position 23280: 0.0018900397743117194
Position 5098: 0.0017743319399224468
Position 19763: 0.0016600374222720156
Position 10297: 0.0015801372543114412
Position 10073: 0.0014641180031090579
Position 10230: 0.0014493178527894696
Position 15623: 0.0010514778020878912
Position 23442: 0.0010450576464176454
Position 861: 0.000929709237220605
Position 2251: 0.0007795648555384073
Position 23158: 0.0006267799236523649
Position 2712: 0.0006208416913467675
Position 2470: 0.0006130553999186171
Position 186: 0.0005770741946189017
Position 542: 0.0005527535219698909
Position 2117: 0.00046750173535949194
Position 21549: 0.00044047155065582915
Position 20505: 0.0004331653143589373
Position 229: 0.0003707958122183483
Position 14362: 0.0003127266839034563
Position 14705: 0.0003042634171624664
Position 2454: 0.0002982802723739915
Position 15497: 0.00027450841864801363
Position 21301: 0.00022115978103824646
Position 15501: 0.00021788892438094897
Position 973: 0.0001468610169938986
Position 18473: 0.00012934256409515683
Position 19385: 0.00011499970562333247
Position 22603: 0.00011477947032372831
Position 1116: 0.00010530496193709838
Position 538: 9.19988613577038e-05
Position 199: 8.46750329034915e-05
Position 227: 8.153289482732846e-05
Position 1123: 5.8674812482669686e-05
Position 1850: 5.610519357232589e-05
Position 176: 5.0064710313294945e-05
Position 22577: 4.174951209618462e-05
Position 565: 4.0718257186666934e-05
Position 936: 3.930558771867571e-05
Position 18502: 3.716974395438636e-05
Position 1514: 3.480843698893569e-05
Position 1507: 3.1625581390480785e-05
Position 19237: 2.3368068674953776e-05
Position 351: 1.977438000142878e-05
Position 235: 1.9664809185627406e-05
Position 18663: 1.8308228623851335e-05
Position 19118: 1.7181393687194857e-05
Position 9: 1.5012171652414611e-05
