Gene = ICMT
index = 674
Annotated 5SS: [ 224 1055 2467 4039]
Annotated 3SS: [  965  2296  3820 10677]
SMsplice 5SS: [ 224  441 1055 4039]
SMsplice 3SS: [  314   965  3820 14017]
top_k =  500
Partition function (log Z): -9.037009193956866

Sorted 5' Splice Sites (High to Low Probability):
Position 4039: 0.8097005401582225
Position 224: 0.7960113736179519
Position 1055: 0.7588958503095629
Position 441: 0.6405575035200934
Position 3627: 0.39325532214894915
Position 1536: 0.19492994956892215
Position 2467: 0.11502613152170989
Position 1357: 0.11155431311619173
Position 3978: 0.07280479833951371
Position 901: 0.05365232357064662
Position 14152: 0.03367562840012439
Position 3931: 0.024308628488202356
Position 10534: 0.018913899480853476
Position 719: 0.018809786117277467
Position 4295: 0.016086962664056716
Position 493: 0.014098281020140987
Position 11087: 0.011291368187642743
Position 8560: 0.01031556770063432
Position 405: 0.008881263321199621
Position 544: 0.008740536668261776
Position 13228: 0.008032309931928954
Position 353: 0.007458411633658611
Position 1109: 0.007391351274482806
Position 10849: 0.006834083200111621
Position 660: 0.006529742753639135
Position 2854: 0.005073804027648484
Position 457: 0.004308716430744688
Position 2432: 0.003213415848049262
Position 524: 0.0032016863622997284
Position 879: 0.003077917945534419
Position 1289: 0.003015808049665934
Position 804: 0.0026901722355157113
Position 3392: 0.002473632671099338
Position 723: 0.0017899786458296886
Position 1323: 0.0014815212725419144
Position 548: 0.0011581202579432255
Position 1351: 0.0011432540611405933
Position 572: 0.0010583157958774427
Position 992: 0.0010524630809998646
Position 670: 0.000635282734626886
Position 269: 0.0005598186329417084
Position 664: 0.0005118263127217823
Position 2680: 0.000457578643781622
Position 3964: 0.0004424141091055946
Position 2774: 0.00044045487456927904
Position 1619: 0.0004267581839516459
Position 694: 0.00042338223327874363
Position 347: 0.00040133276843261
Position 2187: 0.00029935794287019136
Position 409: 0.00029168600481968576
Position 827: 0.0002369330244101418
Position 107: 0.00022599918200533488
Position 690: 0.00020018949773542165
Position 1310: 0.00016837599645594362
Position 768: 0.00015687685886889085
Position 447: 0.00011746476895645043
Position 483: 0.00011534844829999312
Position 6079: 0.0001146757377021626
Position 473: 0.0001092404698945546
Position 624: 8.865035204795885e-05
Position 287: 8.168148485953652e-05
Position 539: 7.454448480129229e-05
Position 1184: 7.11861420931254e-05
Position 1161: 1.818497318610494e-05
Position 452: 1.409101294814564e-05
Position 412: 1.0113780569559438e-05
Position 808: 9.331629847126073e-06
Position 12: 9.119234870586613e-07
Position 72: 4.320974502535877e-07
Position 170: 1.0889612862830403e-07
Position 427: 8.729421565392668e-08
Position 1113: 5.4001543775750975e-08
Position 314: 1.2199295476717662e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3820: 0.9221675892710489
Position 965: 0.7221130746500666
Position 14017: 0.6281718129834025
Position 314: 0.5345009161783287
Position 3500: 0.3454616088033143
Position 1288: 0.15642283548531657
Position 10677: 0.1444998958503615
Position 2296: 0.11901025679665264
Position 1428: 0.06821933961066197
Position 10460: 0.05264489603579596
Position 3516: 0.04979421839563499
Position 854: 0.0492198296122626
Position 6200: 0.031107751184407766
Position 14694: 0.029135513452673026
Position 13188: 0.026446138816103165
Position 3741: 0.024322900968890875
Position 1203: 0.023057999333577148
Position 14714: 0.022890014018855216
Position 745: 0.021258203558820413
Position 1487: 0.015935055129784475
Position 4192: 0.0153050891942299
Position 11517: 0.015075141844588844
Position 1452: 0.01392456159966992
Position 11498: 0.012697899023772979
Position 8413: 0.012403636285406772
Position 523: 0.011800386376700812
Position 1257: 0.010947596573173181
Position 8753: 0.008933529709764958
Position 1304: 0.008841681250478062
Position 10971: 0.008632896317340863
Position 13015: 0.006843104741865712
Position 1461: 0.0060972862118588746
Position 11874: 0.0056623381524077004
Position 6196: 0.005248870689433916
Position 8091: 0.004434292172708498
Position 1218: 0.003916674028114187
Position 1154: 0.0034498898173115702
Position 2551: 0.003346409943291003
Position 8944: 0.0029041598592879293
Position 3465: 0.002725981578982303
Position 11393: 0.0026670954503802023
Position 6914: 0.002474376378711431
Position 3260: 0.002473632671099338
Position 4283: 0.002438740642988767
Position 2581: 0.0021843041076976943
Position 2753: 0.001856774897332411
Position 4906: 0.0016865917423212222
Position 352: 0.0016350496893638954
Position 593: 0.0014386156408657562
Position 969: 0.0012982635287923235
Position 6489: 0.0012298719824683359
Position 900: 0.0012037871280539574
Position 5128: 0.001173031190907811
Position 4400: 0.0011561621791860534
Position 6795: 0.0011472200134116613
