Gene = NNT
index = 946
Annotated 5SS: [   168   6624  10415  13343  16397  21398  25665  41603  42080  42788
  46586  47865  49162  50491  53351  54091  56628  72948  75084  97515
 100014]
Annotated 3SS: [  6419  10184  13124  16308  21308  25476  41468  41887  42633  46423
  47753  49015  50294  53116  53929  56447  72787  75001  97395  99897
 101531]
SMsplice 5SS: [    31   5964   6624   8077  10362  13343  16397  21398  25665  41603
  42039  42788  45884  46586  47865  49162  50491  53351  54091  56628
  72948  75084  97515 100014]
SMsplice 3SS: [  5804   6419   7951  10184  13124  16308  21308  25434  41468  41887
  42633  45670  46423  47753  49015  50354  53116  53929  56447  72787
  75001  97395  99897 101531]
top_k =  500
Partition function (log Z): -29.513454685555644

Sorted 5' Splice Sites (High to Low Probability):
Position 13343: 0.9972771226359778
Position 6624: 0.9034295437235316
Position 16397: 0.8949213928468048
Position 21398: 0.8701062064919927
Position 5964: 0.776141591959515
Position 25665: 0.7079846331208518
Position 3530: 0.5862088807921881
Position 8077: 0.5823810463715101
Position 31: 0.5469572349545643
Position 28439: 0.5022224232010383
Position 10759: 0.46605840701611445
Position 1800: 0.46566100408189776
Position 10362: 0.4491633755590785
Position 10314: 0.30298381126803503
Position 19888: 0.2947680674511438
Position 572: 0.19354544524195474
Position 11897: 0.179280096087709
Position 20659: 0.17711896725985954
Position 168: 0.17202612426011665
Position 8111: 0.16894390726259859
Position 21428: 0.12989379350800928
Position 7671: 0.12036076892633477
Position 27502: 0.09718227806038743
Position 25545: 0.09285032951860774
Position 19443: 0.08978572411313952
Position 1041: 0.07506734913492012
Position 20489: 0.07327907721621237
Position 7696: 0.07090728343112046
Position 16449: 0.06634470781714236
Position 25631: 0.06555439049809604
Position 1948: 0.06532939204942478
Position 7773: 0.05986912440640421
Position 27715: 0.05912869540296436
Position 6829: 0.0584369512202219
Position 27734: 0.05613939398307004
Position 10415: 0.05297059374754309
Position 6266: 0.043267686264575035
Position 7417: 0.04256975514053497
Position 10928: 0.03896772451509318
Position 4424: 0.03843646503498102
Position 3217: 0.0363537698114569
Position 25400: 0.034211183297852735
Position 11907: 0.029751304680712135
Position 6018: 0.026970821027455724
Position 5996: 0.02684656133089202
Position 36080: 0.025603612669053533
Position 6540: 0.02155671427720221
Position 27852: 0.020806381189323295
Position 5944: 0.018823432463093218
Position 282: 0.015972027755036096
Position 245: 0.01498461604768316
Position 897: 0.014848542501275005
Position 19306: 0.01358124427670796
