Gene = PTPDC1
index = 1098
Annotated 5SS: [  346   994  3483  3835 11026 14151 17323 19957]
Annotated 3SS: [  821  3401  3715 10887 12891 17136 19845 23398]
SMsplice 5SS: [  276   994  3483  3835 11026 17323]
SMsplice 3SS: [  821  3401  3715 10887 17136 23398]
top_k =  500
Partition function (log Z): -0.8918254730990491

Sorted 5' Splice Sites (High to Low Probability):
Position 11026: 0.9898991450245024
Position 3835: 0.9851653031075813
Position 17323: 0.9814004542960628
Position 3483: 0.8179249242033791
Position 994: 0.8069425856368314
Position 276: 0.7052864542056988
Position 10330: 0.5530631690301273
Position 13008: 0.49358795254067167
Position 19275: 0.32596099108959864
Position 54: 0.27040349975828487
Position 21957: 0.26631269742880814
Position 15759: 0.22862165015645441
Position 15426: 0.2058823609279179
Position 19957: 0.18401193232914898
Position 7301: 0.16979745512217917
Position 10516: 0.16213876716550574
Position 9691: 0.09068005519349005
Position 5744: 0.08636988388977337
Position 706: 0.07620811903564188
Position 346: 0.06313049609002848
Position 9286: 0.06256752071302764
Position 24026: 0.05582080318022989
Position 340: 0.04844700371994833
Position 3509: 0.048097101754218906
Position 7845: 0.03880348896505959
Position 1945: 0.034965548125954884
Position 9723: 0.03448150470973794
Position 16683: 0.033878848608038185
Position 4020: 0.02725530799998593
Position 14136: 0.02582866395480363
Position 20056: 0.02365437770900498
Position 23528: 0.023145657665262716
Position 931: 0.02203131919517458
Position 11967: 0.019349741893479513
Position 609: 0.018707798614087667
Position 19297: 0.01776212488492894
Position 108: 0.013521227197081027
Position 918: 0.012672274849682637
Position 14151: 0.011242243404208475
Position 6374: 0.011082655228286019
Position 954: 0.010980701339643368
Position 12064: 0.010754637328741047
Position 1369: 0.01022995204975376
Position 15458: 0.009930530127714866
Position 2264: 0.00932626755692373
Position 11518: 0.009140727782356356
Position 10415: 0.008605294470778785
Position 9055: 0.0058553622478986185
Position 10074: 0.0053770555338016925
Position 10710: 0.005140728586963699
Position 16164: 0.005135240324726877
Position 6078: 0.004911446929662943
Position 10959: 0.004740314316525561
Position 1180: 0.004546251300179747
Position 16298: 0.0042013795592303295
Position 10574: 0.004176946803133087
Position 11590: 0.0037463858311290645
Position 20641: 0.003708932420604735
Position 3999: 0.003393271282550179
Position 9891: 0.0032230850958439557
Position 14591: 0.0031612707196480806
Position 10350: 0.0028956448076018783
Position 11647: 0.002749237606695265
Position 20168: 0.00273439746585652
Position 2223: 0.0026777185906201326
Position 11471: 0.002110299511153827
Position 20062: 0.0020194387960480445
Position 2290: 0.0017023088718055232
Position 12383: 0.0016577193543564578
Position 3754: 0.0014925378914763328
Position 11030: 0.0014724579420572384
Position 10479: 0.0014566501765360086
Position 2937: 0.001268654970066389
Position 3115: 0.0012483077371108384
Position 282: 0.0010338162223933129
Position 23558: 0.000978972931778544
Position 5937: 0.0008808312087697649
Position 545: 0.0007287398824625826
Position 12339: 0.0007219041955542873
Position 12703: 0.0006957261488234501
Position 378: 0.0005822260507829328
Position 192: 0.0005491247847490098
Position 11040: 0.0004456126340312176
Position 1118: 0.00033737373045901735
Position 1906: 0.00025977797591836293
Position 138: 0.00020949582975883627
Position 4772: 0.0001892379777342117
Position 3948: 0.00016441237806828182
Position 297: 0.00016094738148554347
Position 288: 0.0001573437924605766
Position 631: 0.00010596291824635692
Position 386: 0.00010080568410146532
Position 857: 7.481950317538268e-05
Position 5064: 7.040500194508075e-05
Position 3984: 6.959203100903775e-05
Position 1185: 5.820199349094228e-05
Position 4225: 5.729089172282766e-05
Position 484: 4.6127945056069304e-05
Position 58: 4.3095510911293476e-05
Position 613: 3.9492321690643843e-05
Position 466: 3.7514713770552077e-05
Position 410: 3.659988597278997e-05
Position 1050: 3.250388116623861e-05
Position 568: 3.0383331329691253e-05
Position 36: 2.1475310653392428e-05
Position 6022: 1.7568970580931054e-05
Position 440: 1.3020060329931733e-05
Position 1365: 1.138478591025813e-05
Position 681: 5.472882738110868e-06
Position 470: 3.8957533511021165e-06
Position 1816: 2.0132335114126585e-06
Position 1897: 1.467143281729651e-06
Position 1849: 1.1655990877122267e-06
Position 847: 1.0022308482539909e-06
Position 42: 6.387595709345622e-07
Position 588: 2.397252049748197e-07
Position 408: 8.381372467962271e-08
Position 97: 4.028904173249692e-08
Position 415: 1.5568520767339417e-08
Position 413: 1.0520085500937791e-08
Position 257: 2.4181093984680113e-09
Position 517: 1.1888194804095921e-09
Position 615: 3.825753807918749e-12
Position 263: 2.6176873911582743e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10887: 0.9893544705217479
Position 3715: 0.9236295500211411
Position 821: 0.8324035701189186
Position 3401: 0.8072869630916722
Position 17136: 0.5521524284184993
Position 12891: 0.491892704990789
Position 10123: 0.48142201820964037
Position 23398: 0.45192422114334596
Position 17207: 0.43331958408461024
Position 21822: 0.4283304667047195
Position 23945: 0.23248390529975574
Position 15329: 0.1982631500948139
Position 19845: 0.19787226800826366
Position 19153: 0.18953678640104277
Position 15649: 0.16607730574158874
Position 10445: 0.1486494667810319
Position 7214: 0.13064916561644313
Position 19170: 0.12862620708240644
Position 9613: 0.10870818767100415
Position 10264: 0.10156130833125238
Position 5597: 0.08485165821948752
Position 9005: 0.058930790583519424
Position 15507: 0.05705169118144807
Position 164: 0.057002815870665864
Position 3680: 0.056229665947009635
Position 544: 0.05416699021949067
Position 24170: 0.051971182955840474
Position 275: 0.03421997224264783
Position 1815: 0.03367155379086258
Position 14042: 0.03038092226976272
Position 3908: 0.03028357997731248
Position 16534: 0.026225405067029087
