Gene = RP11-216L13.16
index = 1164
Annotated 5SS: [  60 1030 2610 3284 3814 4115 5667 6573 7618 8504]
Annotated 3SS: [ 889 2538 3172 3711 4088 5490 6432 7509 8404 8899]
SMsplice 5SS: [  60 1030 3284 3814 7202 7618 8504]
SMsplice 3SS: [ 934 3172 3711 7091 7509 8404 8899]
top_k =  500
Partition function (log Z): 8.01729862291938

Sorted 5' Splice Sites (High to Low Probability):
Position 3814: 0.9972727964015661
Position 8504: 0.9495071308712254
Position 3284: 0.9491021727682661
Position 1030: 0.9217865342290678
Position 60: 0.8946314351923403
Position 7202: 0.7689833934404806
Position 6573: 0.7446899736187649
Position 2610: 0.47783440146655587
Position 1733: 0.4775266761869747
Position 7618: 0.353029451778256
Position 5667: 0.27662924102152736
Position 7707: 0.19819177403388555
Position 7841: 0.14657808491989172
Position 5619: 0.14333597294805553
Position 1803: 0.12182454902310735
Position 2880: 0.06137728682797884
Position 9027: 0.05811600365817657
Position 4115: 0.0561141395822573
Position 2995: 0.05490877570892548
Position 1541: 0.044376269491641175
Position 2394: 0.030079404841898
Position 7904: 0.02130818655366066
Position 3621: 0.021302049342181807
Position 3323: 0.020119454024637804
Position 6798: 0.01517511751883034
Position 7948: 0.014489722477871694
Position 9034: 0.0135788210409617
Position 2476: 0.012401501858972071
Position 3401: 0.01082226908520994
Position 636: 0.008479841106835726
Position 7657: 0.007727337756148609
Position 9044: 0.007027068046948025
Position 2512: 0.0069754261033761755
Position 2723: 0.006928410437530058
Position 2815: 0.006897091151786748
Position 3308: 0.00560186862001432
Position 499: 0.0054046221719348374
Position 3440: 0.005236273004008265
Position 7015: 0.004435045838261998
Position 6171: 0.0043685157811815456
Position 6844: 0.004123451050206003
Position 6529: 0.004070771810763805
Position 4310: 0.0038536728765215735
Position 904: 0.003717605698576488
Position 5366: 0.003526272839863575
Position 8787: 0.003411029159834096
Position 8236: 0.0032979120321661834
Position 1536: 0.0032713043676968257
Position 1328: 0.0025380611631699245
Position 2831: 0.0024519012485065554
Position 7019: 0.0021175480546852935
Position 3362: 0.0019813002767420994
Position 8784: 0.0019057658322658307
Position 798: 0.0018650308581002397
Position 6751: 0.0017893766375912843
Position 9974: 0.0017846875082379765
Position 4732: 0.0017696435765946908
Position 4274: 0.0015510502700950342
Position 4187: 0.0014318829113549808
Position 4725: 0.0013154847421525777
Position 7411: 0.0011960122216631962
Position 3478: 0.0011779305770130517
Position 5226: 0.001051791634487062
Position 2841: 0.0009588990063935036
Position 2820: 0.0009330373305262258
Position 2336: 0.0008871304503087772
Position 5630: 0.0008293061453646685
Position 1674: 0.0008270340573061718
Position 77: 0.0008267093151314519
Position 567: 0.0007635068255413357
Position 1520: 0.0006644890483041396
Position 6523: 0.0006237718461118223
Position 6447: 0.000539475185757718
Position 4191: 0.00046396081804943843
Position 311: 0.00041282697971739703
Position 3583: 0.0003768559096862662
Position 659: 0.0003612088429447259
Position 3295: 0.0003298262714117164
Position 4163: 0.0002912524268257597
Position 9003: 0.00027657343331633297
Position 9838: 0.00026620856086844466
Position 5020: 0.0002461050140630611
Position 12: 0.00021496749813816157
Position 288: 0.00018845264315289447
Position 741: 0.00018627865838875455
Position 3279: 0.00016866248947230566
Position 244: 0.00016712963192601146
Position 1235: 0.00016402502571493522
Position 344: 0.00015244112754533935
Position 306: 0.00014496997674381574
Position 2348: 0.0001449108554693107
Position 3288: 0.00013975448967752587
Position 532: 0.00013182543195527617
Position 4255: 0.00012984564910323298
Position 689: 0.00012130633374268332
Position 90: 0.00010532077860412804
Position 771: 7.573739562376416e-05
Position 980: 6.616012736149905e-05
Position 560: 6.529705551274902e-05
Position 827: 5.6461550079403794e-05
Position 1606: 5.2718012683289165e-05
Position 167: 4.265945124108978e-05
Position 1034: 4.1716465263317766e-05
Position 6: 4.154554519852087e-05
Position 35: 2.8458553693738344e-05
Position 1418: 2.7294536399298714e-05
Position 230: 2.534582088197473e-05
Position 304: 2.0744759550339975e-05
Position 576: 2.0248414592635088e-05
Position 1306: 1.3526428323170886e-05
Position 2516: 1.1207252932478469e-05
Position 3883: 1.1072737478798658e-05
Position 1451: 1.039614862805437e-05
Position 3981: 9.81253934427443e-06
Position 697: 9.714270321109308e-06
Position 3875: 8.57124963986796e-06
Position 32: 8.480639866460386e-06
Position 3856: 8.006438965781956e-06
Position 779: 7.932202430798266e-06
Position 1630: 7.0892644036153675e-06
Position 7648: 6.952365167175863e-06
Position 178: 5.8995460856337714e-06
Position 1883: 3.346349983621055e-06
Position 1626: 2.094560137072298e-06
Position 1090: 7.887563092618261e-07
Position 1042: 7.584060516894632e-07
Position 3818: 4.212202176620421e-07
Position 4021: 2.9903521894023264e-07
Position 977: 1.0054803091775353e-07
Position 4221: 8.445973311343954e-08
Position 974: 5.25138489720267e-08
Position 65: 2.5159408996160444e-09
Position 397: 9.020801300050728e-10
Position 30: 2.2045101045255542e-10
Position 198: 3.288739549641229e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3711: 0.9640790201188814
Position 8404: 0.9311950772775196
Position 7091: 0.7526521679169809
Position 3172: 0.6919029169796229
Position 7509: 0.6608831340567852
Position 8899: 0.5055861295725206
Position 1649: 0.47369514038321564
Position 934: 0.4362213827228316
Position 2538: 0.42242064285015496
Position 5490: 0.42037958868219044
Position 889: 0.3640737952869864
Position 6432: 0.1992947056571135
Position 6257: 0.19031105893683503
Position 9214: 0.17638850435244324
Position 8681: 0.15197174565208804
Position 6477: 0.13372763189147271
Position 3102: 0.13098945913133164
Position 6439: 0.11791167261445623
Position 3178: 0.11377322022273947
Position 1695: 0.08524970370581846
Position 2393: 0.06971116792286951
Position 6362: 0.06443361960076649
Position 2285: 0.054984197047581514
Position 9697: 0.0531698157803286
Position 7747: 0.042938569757594
Position 3215: 0.037518541799844
Position 2655: 0.03620965986270653
Position 9692: 0.03212035201877463
Position 3668: 0.031007921933260425
Position 4088: 0.03092465624089435
Position 10174: 0.028360376483693037
Position 7552: 0.0230771117712894
Position 4066: 0.019709926735411217
Position 1359: 0.019054163234045258
Position 3533: 0.018698177167025428
Position 3240: 0.01777649373142683
Position 7067: 0.01680507511207303
Position 1385: 0.01672022525761679
Position 1490: 0.016401436436414
Position 9313: 0.015980894175448263
Position 8756: 0.015285832287761765
Position 10138: 0.01474147087072721
Position 8408: 0.014465823541577074
Position 2362: 0.014206201469172385
Position 2964: 0.013980028669663002
Position 6494: 0.013511947221262213
Position 2879: 0.01303555221327672
Position 6202: 0.012660837123784156
Position 952: 0.012504104659134806
Position 6715: 0.012089407235128004
Position 1234: 0.012035148115509518
Position 2802: 0.011567812042606294
Position 949: 0.011329450539760321
Position 8606: 0.011014972406450602
Position 2288: 0.010848506883511348
Position 10186: 0.010809762918199003
Position 8696: 0.009529164093514982
Position 7483: 0.009082923451260001
Position 8974: 0.007905210635237038
Position 6268: 0.007657011548477035
Position 6879: 0.007626754380390884
Position 1024: 0.007564668652056452
Position 9394: 0.007512753572256218
Position 7752: 0.00715881817403544
Position 6235: 0.006243294752749913
Position 995: 0.006078129152270645
Position 1574: 0.005846257340832503
Position 6673: 0.005759696412162391
Position 4011: 0.005534813307026656
Position 2799: 0.004943511408213672
Position 1321: 0.004325512853480584
Position 6569: 0.0043149127311071615
Position 1587: 0.004216778041023932
Position 8620: 0.003935545112497748
Position 2679: 0.0038130017645611356
Position 1652: 0.003684451133073614
Position 9182: 0.00357241846936827
Position 9928: 0.003525319719756481
Position 8865: 0.003483524127121862
Position 8020: 0.0033660528229259006
Position 6614: 0.0030961419427110426
Position 8862: 0.003072554722503143
Position 8660: 0.002945171557336699
Position 8478: 0.00268786041178409
Position 3926: 0.0026493123804252152
Position 3545: 0.002636626225381475
Position 9745: 0.0025683724419317045
Position 3646: 0.0022023370171486154
Position 5161: 0.002125430627946692
Position 7269: 0.0020690009050666814
Position 1409: 0.0020538786457273686
Position 7625: 0.00201471931480357
Position 8430: 0.001996635712363957
Position 875: 0.0019742350496880856
Position 1801: 0.0019153228596191162
Position 3981: 0.001845699175901239
Position 7438: 0.0017951681037393927
Position 2638: 0.0017785868218171074
Position 6103: 0.0017706852650838795
Position 7802: 0.0016137234781767851
Position 3133: 0.0015361970382580783
Position 6056: 0.0014487237319420873
Position 9043: 0.001433858021504575
Position 2712: 0.001349803373914959
Position 1623: 0.001327904382536241
Position 4310: 0.0013221670990119976
Position 4070: 0.0012191204337163556
Position 2578: 0.0012032732755753095
Position 10007: 0.001178133591147851
Position 9368: 0.0011586925569821269
Position 4588: 0.001151228538687027
Position 5990: 0.0011491067841555788
Position 5102: 0.0011407990839155224
Position 8732: 0.0011147570446057684
Position 2388: 0.00109627658438883
Position 10103: 0.0010428527920749997
Position 9095: 0.000984325458255932
Position 2932: 0.0009454096112794098
Position 9722: 0.0009315940563439554
Position 1609: 0.0009108009838492467
Position 1182: 0.0009008282540567446
Position 2664: 0.0008916334759561418
Position 9580: 0.0008300662062360172
Position 5337: 0.0008021578117595073
Position 4244: 0.0007391020240795949
Position 1471: 0.0007014642449131894
Position 5188: 0.0006803784218493662
Position 7113: 0.0006367440360507358
Position 2708: 0.0006180371538465908
Position 3675: 0.0006155825219304151
Position 1771: 0.0005951955273148101
Position 9172: 0.0005223287550246078
Position 5504: 0.0004959517250194475
Position 8500: 0.00038736578584560677
Position 8795: 0.0003693882322965825
Position 1356: 0.00034883242938715516
Position 142: 0.00034297452256566057
Position 3566: 0.00032005323597601547
Position 9364: 0.00031604783198493637
Position 1388: 0.0003095131695669963
Position 7325: 0.0002659930548187
Position 4569: 0.000250414094948626
Position 2239: 0.00025003682953910676
Position 4806: 0.00024610501406306114
Position 4558: 0.00024387658961316279
Position 9221: 0.00024179148306758606
Position 1626: 0.0002076225315836034
Position 8935: 0.00019218395874565956
Position 8715: 0.0001738173818882742
Position 3937: 0.00016246609640633875
Position 4053: 0.00015242400605595382
Position 1533: 0.000128802687930687
Position 4386: 9.9732799059111e-05
Position 7039: 9.939315602086093e-05
Position 3985: 9.542169747801558e-05
Position 206: 8.482998568472713e-05
Position 4503: 8.430055307921656e-05
Position 3582: 8.286792975411145e-05
Position 1203: 8.245402088553237e-05
Position 812: 8.115130992237694e-05
Position 1706: 7.951109439372482e-05
Position 1732: 7.045876288418296e-05
Position 1063: 6.934818816650133e-05
Position 3758: 6.539968386383973e-05
Position 840: 5.693401176907163e-05
Position 2994: 5.5859841436518696e-05
Position 4248: 4.7919177611737126e-05
Position 2522: 4.7576139322428e-05
Position 1494: 4.4442143747189274e-05
Position 4187: 3.805930355623015e-05
Position 4602: 3.4607812734579895e-05
Position 4463: 2.9503838591878808e-05
Position 784: 2.832544441715252e-05
Position 961: 2.6114492530111484e-05
Position 3726: 2.601752470584073e-05
Position 7463: 2.3751162185708965e-05
Position 1654: 2.3218104871735472e-05
Position 1592: 2.1577380332853783e-05
Position 583: 1.3817107214526333e-05
Position 2420: 1.3099232189248234e-05
Position 589: 8.673351382521939e-06
Position 854: 7.848531828388989e-06
Position 847: 6.432759451263948e-06
Position 833: 5.690561334680147e-06
Position 3788: 5.666783856234574e-06
Position 702: 5.4238418701171795e-06
Position 716: 5.071154833158132e-06
Position 438: 4.877087451463697e-06
Position 1713: 4.541330921635579e-06
Position 385: 4.347723122632088e-06
Position 3722: 4.102888390476403e-06
Position 1332: 3.97120328771002e-06
Position 805: 3.6046518963348003e-06
Position 1549: 3.473076841812367e-06
Position 400: 2.7316519138993567e-06
Position 148: 2.4908617061034794e-06
Position 2423: 2.1927708074563577e-06
Position 1184: 2.0297562268615556e-06
Position 3791: 1.8259116990619003e-06
Position 825: 1.8024765866704061e-06
Position 797: 1.7727242297232343e-06
Position 818: 1.747277377360423e-06
Position 754: 1.448214299563855e-06
Position 526: 1.2252279932381047e-06
Position 347: 9.67793402640931e-07
Position 309: 9.398481404364157e-07
Position 392: 8.491597704060867e-07
Position 294: 8.463676687747847e-07
Position 1067: 6.850284951558653e-07
Position 3766: 6.537899755498516e-07
Position 491: 4.949914233142072e-07
Position 483: 4.852590336338417e-07
Position 3677: 4.722228920590662e-07
Position 126: 4.377154330576243e-07
Position 219: 4.216023591560913e-07
Position 3794: 3.512404099611302e-07
Position 535: 3.201073599390392e-07
Position 178: 2.444673449814745e-07
Position 415: 2.286255795419062e-07
Position 210: 2.2805843618024198e-07
Position 167: 2.1070227420853667e-07
Position 153: 1.6524458343485998e-07
Position 3940: 1.5398506286811043e-07
Position 612: 1.443880644873442e-07
Position 3889: 1.408541716054567e-07
Position 370: 1.4053202163713855e-07
Position 423: 1.3839437713488317e-07
Position 506: 1.2859141564463396e-07
Position 187: 1.276186015656151e-07
Position 4105: 1.2338409048732966e-07
Position 474: 1.1783643346864142e-07
Position 430: 1.0529205262463909e-07
Position 453: 1.0163210171804099e-07
Position 732: 8.970253885693858e-08
Position 790: 8.374384999577836e-08
Position 725: 7.467905324529011e-08
Position 224: 7.124390989132449e-08
Position 617: 6.475621412641617e-08
Position 340: 5.99069552322273e-08
Position 566: 5.892003117349493e-08
Position 325: 5.816112007448645e-08
Position 363: 5.1381482448013074e-08
Position 408: 5.020104408773742e-08
Position 3944: 4.716298522033721e-08
Position 513: 4.641862179116432e-08
Position 551: 4.4377265032069815e-08
Position 332: 4.279334168854697e-08
Position 544: 4.199829713987941e-08
Position 257: 4.1091621551561594e-08
Position 1051: 4.0284084031544e-08
Position 777: 3.900956966095217e-08
Position 528: 3.441779337660549e-08
Position 498: 3.432134658575e-08
Position 250: 3.3320713261280424e-08
Position 709: 3.230203290210661e-08
Position 469: 3.085559252335502e-08
Position 635: 2.7257088577577042e-08
Position 280: 2.3922047598658375e-08
Position 596: 2.2387873086238947e-08
Position 446: 1.910900514211859e-08
Position 619: 1.888757301175758e-08
Position 695: 1.5483041081635067e-08
Position 679: 1.5478007190968723e-08
Position 558: 1.5124539442602763e-08
Position 649: 1.3376823006436219e-08
Position 739: 1.2673157827136875e-08
Position 761: 7.548618739315565e-09
Position 117: 5.555119382493559e-09
Position 747: 5.138816051813576e-09
Position 4212: 4.798422528048994e-09
Position 355: 4.419925970015213e-09
Position 242: 3.892173927749821e-09
Position 604: 3.891407924543264e-09
Position 476: 3.856009224328185e-09
Position 302: 3.761174787092465e-09
Position 198: 3.490369928418502e-09
Position 672: 3.413945209432524e-09
Position 158: 2.5015318430495764e-09
