Gene = FXN
index = 569
Annotated 5SS: [  689 11224 18002 29777]
Annotated 3SS: [11125 17880 29678 37352]
SMsplice 5SS: [  689  4661 11224 18002 29777]
SMsplice 3SS: [ 4525 11125 17880 29678 37352]
top_k =  500
Partition function (log Z): -6.707486669154941

Sorted 5' Splice Sites (High to Low Probability):
Position 18002: 0.9999345908859434
Position 11224: 0.9873474135263905
Position 29777: 0.8655084255433985
Position 4661: 0.843759542863273
Position 689: 0.5875925976014473
Position 33453: 0.5732399543480765
Position 30618: 0.40821846944763385
Position 25750: 0.3921423847540887
Position 787: 0.3771423937114163
Position 6346: 0.3632242126295064
Position 36883: 0.33709928321342103
Position 37572: 0.22559258192202772
Position 30451: 0.15353023186179898
Position 12013: 0.14201085307395767
Position 29785: 0.13302427490813315
Position 14143: 0.07483802491760157
Position 7537: 0.05819882100875555
Position 8303: 0.05754279155753214
Position 38075: 0.05299153641683195
Position 6248: 0.043940999820587315
Position 13918: 0.043247639016602855
Position 1385: 0.036904742766922786
Position 1060: 0.032922412655896925
Position 1583: 0.028038075823340888
Position 36990: 0.027489080981083793
Position 36396: 0.02710548109105274
Position 5995: 0.025476994749901557
Position 10559: 0.022632926922393687
Position 13962: 0.021715054382607877
Position 1696: 0.020880700559961236
Position 37986: 0.018295243230253926
Position 6570: 0.01765985830873165
Position 10481: 0.016876640882256516
Position 31885: 0.014499540877672374
Position 37118: 0.010876898699295881
Position 995: 0.009972495579181498
Position 10014: 0.009316164970982553
Position 36902: 0.007520385308559467
Position 14160: 0.006467452392131535
Position 316: 0.006420164553430194
Position 35421: 0.005736435365386238
Position 11252: 0.005585295468861041
Position 6466: 0.005582509011151165
Position 10193: 0.0054537293097895075
Position 44: 0.005312226380164016
Position 37951: 0.0051741882837355365
Position 1484: 0.005173863416786508
Position 31002: 0.005045473238101214
Position 89: 0.004865026308525046
Position 4863: 0.004802634786104307
Position 5033: 0.004428663287864705
Position 35211: 0.004039131650585812
Position 32812: 0.0038969514706218983
Position 5763: 0.003841643062609298
Position 6708: 0.003014624616027888
Position 4553: 0.002916583843004077
Position 14171: 0.0027526550684699195
Position 9530: 0.0027403529508824654
Position 30865: 0.002658528100391517
Position 12934: 0.002274975751684685
Position 33892: 0.0022466038634117854
Position 3426: 0.0021184082033953865
Position 4687: 0.0018693480053148712
Position 32854: 0.0016397438420529035
Position 38296: 0.0014679712874131193
Position 11434: 0.001454881072657194
Position 13323: 0.0013775788600231746
Position 5685: 0.001299991966599941
Position 9514: 0.0012903353507953072
Position 11794: 0.0010221494553741385
Position 5183: 0.0009364655323603306
Position 6574: 0.0009033243105552273
Position 6753: 0.0008617202299181065
Position 11343: 0.0008007698536986472
Position 6120: 0.0006455947148493002
Position 13490: 0.0005685055465776594
Position 1215: 0.0005267003432349654
Position 693: 0.00046538772202536815
Position 929: 0.00028443795803612506
Position 985: 0.00019490476728470764
Position 1044: 0.00014124327199216755
Position 997: 7.930109072059582e-05
Position 323: 5.375237586035817e-05
Position 548: 5.221222171854109e-05
Position 413: 4.881642666668012e-05
Position 125: 4.555390831433252e-05
Position 185: 4.257871298835052e-05
Position 1089: 2.895823624808259e-05
Position 157: 2.6831594754768863e-05
Position 134: 1.567906064997934e-05
Position 941: 1.3588626033496042e-05
Position 268: 1.3274371880415283e-05
Position 972: 1.3025679402765297e-05
Position 305: 1.2059990779029414e-05
Position 526: 9.996724990611387e-06
Position 220: 9.36407810947638e-06
Position 777: 6.848557432010307e-06
Position 109: 5.0353467068498744e-06
Position 1070: 4.7078298750825435e-06
Position 1091: 4.067232649955753e-06
Position 259: 3.462109600951718e-06
Position 329: 3.35568514022486e-06
Position 1005: 3.005917674779457e-06
Position 1103: 2.559208599207721e-06
Position 602: 2.375252579926186e-06
Position 1118: 1.206124613797685e-06
Position 1120: 1.1748561330418614e-06
Position 470: 1.0328659911676112e-06
Position 401: 9.00861675876481e-07
Position 370: 4.4517226208844237e-07
Position 1099: 3.279960595323078e-07
Position 873: 1.4069847816189668e-07
Position 386: 1.2781693387628405e-07
Position 864: 1.189634390325088e-07
Position 457: 3.508456087392797e-08
Position 339: 2.268177235717948e-08
Position 444: 1.6357737407684646e-08
Position 619: 6.310529997310918e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 29678: 0.9978476575600228
Position 17880: 0.9976361391141905
Position 11125: 0.9928707492072263
Position 37352: 0.8431022131037177
Position 4525: 0.7450659413903202
Position 33210: 0.50582066811948
Position 25576: 0.3921423847540887
Position 36793: 0.3389898813525883
Position 6184: 0.32912998392184717
Position 30546: 0.28886570050424915
Position 38171: 0.21528848350621022
Position 30350: 0.18621891008867447
Position 37872: 0.15090180844714027
Position 11932: 0.10762621881347748
Position 4582: 0.07540509716000081
Position 30480: 0.06070780430912607
Position 33165: 0.05341001273990459
Position 8181: 0.05294689303659551
Position 1371: 0.052341828787739526
Position 36759: 0.0448348294170949
Position 6234: 0.040380124948080506
Position 10394: 0.039509567804650134
Position 36217: 0.03430605615335155
Position 13876: 0.03092004856257033
Position 14040: 0.030740343537870637
Position 14071: 0.028726881647244382
Position 37250: 0.02648611717112953
Position 6447: 0.02427342648835154
Position 1311: 0.023246335069864153
Position 33117: 0.02171225663739935
Position 904: 0.021267062120273416
Position 7375: 0.020506200965718136
Position 13785: 0.020290205328256698
Position 7343: 0.01882405583887546
Position 6163: 0.016831538257623437
Position 31753: 0.016496498390001422
Position 30525: 0.015070532260229513
Position 11902: 0.01253568254990564
Position 36989: 0.012072618214804959
Position 6153: 0.011356647197792299
Position 4404: 0.011199849639583315
Position 13917: 0.011110949985591426
Position 6247: 0.01078492244510331
Position 11948: 0.01058999367699878
Position 7222: 0.01013318340120074
Position 5897: 0.008890742006869503
Position 38611: 0.00879809894175378
Position 11864: 0.008745433247567753
Position 7403: 0.008735380802961205
Position 30747: 0.007951181843431623
Position 5823: 0.007698959965508135
Position 5856: 0.0075767407155364445
Position 32616: 0.007505571943799679
Position 4631: 0.007022141205171389
Position 1292: 0.0070007075293096735
Position 13961: 0.006892053667799454
Position 30369: 0.006424630982938703
Position 35622: 0.006315145228985227
Position 13747: 0.006116265579359413
Position 35358: 0.005736435365386238
Position 9610: 0.00546455741851787
Position 10062: 0.005453729309789506
Position 33181: 0.005439326219797086
Position 33692: 0.005308707949455508
Position 30577: 0.004951991048604184
Position 13750: 0.00478671647977093
Position 8201: 0.004595898520936623
Position 13814: 0.004379425758991856
Position 4974: 0.004342517727334745
Position 5611: 0.004118044664425219
Position 35147: 0.004039131650585812
Position 9358: 0.0040306883016777715
Position 4469: 0.003577171716660269
Position 824: 0.003576729437772114
Position 37711: 0.0028433943485586875
Position 37686: 0.002571538505211741
Position 33412: 0.002468145003209999
Position 14004: 0.0024525820071246386
Position 14117: 0.0024336887263238694
Position 17888: 0.0023623886463360355
Position 4501: 0.002302433053486283
Position 12823: 0.0022749757516846844
Position 11287: 0.0022085884489726967
Position 9713: 0.0021707572982336584
Position 4372: 0.0020106970638353195
Position 3318: 0.0019137015502699026
Position 439: 0.0017675394446730903
Position 4180: 0.0017502397851089555
Position 5943: 0.0017155131225264594
Position 9777: 0.0016808502542310253
Position 6260: 0.0016677425133483296
Position 617: 0.0016171822270061751
Position 1176: 0.0015622401989883418
Position 910: 0.0015343295213330792
Position 11839: 0.0014804294806048278
Position 4777: 0.0014269648825735177
Position 13097: 0.001377578860023174
Position 4710: 0.0012992868771924927
Position 5595: 0.0010798492585079378
Position 32049: 0.0010263230857208675
Position 11987: 0.0010143658617002248
Position 11564: 0.0009691945859363527
Position 5076: 0.000936466056119457
Position 4793: 0.0007489123806745231
Position 1116: 0.0007301028463586625
Position 29317: 0.0006850428915089728
Position 30839: 0.0006701398742111239
Position 4772: 0.0006699502833834981
Position 6371: 0.0006357053651043857
Position 4806: 0.0006343188180560404
Position 13403: 0.0005685055465776593
Position 1350: 0.00047909418186175927
Position 1604: 0.00041590214191194563
Position 31992: 0.00040884994559591665
Position 33755: 0.0003810481476201329
Position 30646: 0.0003577593185834521
Position 1506: 0.00034037166970120303
Position 1227: 0.00030908122267445337
Position 34287: 0.0003000459923539273
Position 30700: 0.0002690727003102735
Position 1525: 0.0002481253944119338
Position 1528: 0.00022596169162318196
Position 3278: 0.00020470665312548442
Position 31115: 0.0001577468145689508
Position 5784: 0.00014793079727269264
Position 1491: 0.00013962940938779775
Position 1461: 0.00013676458434039472
Position 425: 0.00011966614621481965
Position 4301: 0.00011918089186777766
Position 4368: 0.00011457729147144087
Position 1561: 0.00010489479269275893
Position 467: 9.720113966523696e-05
Position 5651: 9.271639594638295e-05
Position 13720: 8.883530406147157e-05
Position 4947: 8.614609880012405e-05
Position 13658: 8.282919244866076e-05
Position 442: 6.867364542870497e-05
Position 11641: 6.520703135460781e-05
Position 11006: 6.199512509221865e-05
Position 32552: 5.6455498403118466e-05
Position 11310: 4.716166760824351e-05
Position 6077: 3.9702118752872404e-05
Position 6315: 3.1183237841229e-05
Position 19277: 1.3953329658201212e-05
Position 30842: 1.1767273201410233e-05
Position 11787: 6.641368801454196e-06
Position 755: 5.6017022068632145e-06
Position 689: 2.665179871217687e-06
Position 23151: 2.540573211193044e-06
Position 946: 1.4033856541982843e-06
Position 20019: 1.3493482057973085e-06
Position 4320: 1.3470583104634246e-06
Position 19273: 9.33563299990921e-07
Position 22559: 8.511118402579373e-07
Position 22785: 8.436738027800502e-07
Position 479: 8.370870554143219e-07
Position 18641: 8.240738732737303e-07
Position 20132: 7.950524932156869e-07
Position 1044: 5.764832822074453e-07
Position 619: 5.045042754220416e-07
Position 573: 3.805204874387025e-07
Position 444: 3.0564156777552166e-07
Position 589: 2.5570894989831296e-07
Position 548: 2.357373333632504e-07
Position 17308: 2.2761576359842513e-07
Position 457: 2.2041315123067933e-07
Position 16633: 1.8286134224522804e-07
Position 578: 1.4717332132265866e-07
Position 486: 1.1202061000438851e-07
Position 711: 9.064298617648231e-08
Position 583: 8.719309948972334e-08
Position 386: 8.606303194327295e-08
Position 1056: 7.032521308923218e-08
Position 992: 6.117584750103742e-08
Position 14261: 6.11343425894394e-08
Position 962: 4.629521309178302e-08
Position 693: 4.6013896008506233e-08
Position 551: 4.1556695780587214e-08
Position 522: 3.1920172275546044e-08
Position 356: 2.713185695602165e-08
Position 958: 2.611532331962329e-08
Position 967: 1.8476252827396117e-08
Position 11433: 1.7131727711368014e-08
Position 353: 1.2906904675619082e-08
Position 412: 9.98447879832287e-09
Position 759: 2.8790708486770246e-09
Position 511: 2.2488874116192366e-09
Position 840: 1.287861089728494e-09
Position 804: 1.02548276370769e-09
Position 117: 3.567698798488044e-10
Position 240: 3.5546981729555185e-10
Position 501: 3.306385160676913e-10
Position 273: 3.286259347906906e-10
Position 494: 2.085485412319743e-10
