Gene = PPP6C
index = 1065
Annotated 5SS: [  175 18734 28978 31578 35913 36286]
Annotated 3SS: [18637 28911 31435 35832 36075 39896]
SMsplice 5SS: [  175 17910 18544 18734 28978 31578 35913 36286]
SMsplice 3SS: [17816 18423 18637 28874 31435 35832 36075 39931]
top_k =  500
Partition function (log Z): -4.8022314455035815

Sorted 5' Splice Sites (High to Low Probability):
Position 18734: 0.9996364326165974
Position 175: 0.9675926474522855
Position 36286: 0.9062127579514658
Position 35913: 0.870838715519642
Position 31578: 0.794582661278779
Position 28978: 0.6688026018050223
Position 37569: 0.5190795190349724
Position 9643: 0.402284809422646
Position 35939: 0.12785731341119821
Position 928: 0.10980820708581553
Position 900: 0.06240164353364031
Position 2120: 0.05310395806444161
Position 11569: 0.04860274776807379
Position 2384: 0.04525224878991548
Position 36254: 0.044783388675700656
Position 768: 0.04469541671745484
Position 41357: 0.04067641040155689
Position 41330: 0.040292575646302245
Position 8251: 0.03821479981271879
Position 9619: 0.03084705248078898
Position 123: 0.022016197242917177
Position 29449: 0.015333377188901917
Position 39778: 0.014038153927037271
Position 38944: 0.013876815163654695
Position 37592: 0.009174486264530636
Position 639: 0.007962702414486884
Position 661: 0.00784906308418312
Position 36274: 0.005548322602679957
Position 24545: 0.005488116836274246
Position 629: 0.005016714616960005
Position 679: 0.003403913781800798
Position 40056: 0.0033597133525893304
Position 785: 0.0023138976759227775
Position 36671: 0.002258665140001369
Position 37412: 0.0021733901889190448
Position 40535: 0.002054219698105368
Position 37588: 0.0013702938068373
Position 36204: 0.0013561318942053881
Position 39990: 0.0011507679315744435
Position 950: 0.0008864909136877375
Position 257: 0.0006297805837716367
Position 940: 0.0005876385565750895
Position 38914: 0.0005477987657774601
Position 331: 0.0004940377698584347
Position 563: 0.00046405197612465294
Position 364: 0.0003825905261122658
Position 18844: 0.00036356684071252174
Position 373: 0.00030067238116263773
Position 37508: 0.00025774566318473074
Position 1779: 0.00012185097302759352
Position 38358: 0.00010099305615000243
Position 1695: 9.149522408575422e-05
Position 702: 9.009030514724992e-05
Position 391: 8.888752256223946e-05
Position 36497: 7.738777069399934e-05
Position 1317: 7.071867279827621e-05
Position 967: 5.551740595481496e-05
Position 816: 4.239853902019343e-05
Position 411: 3.993005138200606e-05
Position 633: 3.19210866293602e-05
Position 345: 3.112984475332081e-05
Position 674: 2.249117135749801e-05
Position 631: 2.036770654708764e-05
Position 150: 1.9659734892916516e-05
Position 747: 1.924098045571886e-05
Position 307: 1.6333399367736927e-05
Position 453: 1.1806145192527463e-05
Position 36199: 1.063685843333917e-05
Position 36309: 9.500706348513314e-06
Position 36432: 5.404056263635083e-06
Position 697: 3.3959852382731302e-06
Position 751: 3.3748352921789963e-06
Position 819: 3.2897878767473036e-06
Position 209: 3.173465603711216e-07
Position 275: 2.419883822123696e-07
Position 358: 2.3759952687098636e-07
Position 88: 4.952877718032519e-08
Position 127: 4.006489120666531e-08
Position 75: 2.9463079424176245e-08
