Gene = TSTD1
index = 1500
Annotated 5SS: [ 111  440 1078]
Annotated 3SS: [ 316  914 1163]
SMsplice 5SS: [ 111  440 1078]
SMsplice 3SS: [ 316  834 1163]
top_k =  500
Partition function (log Z): -2.8774635850194743

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.8859494650926636
Position 1078: 0.8129325103665016
Position 440: 0.7898054732401565
Position 246: 0.10128067358073561
Position 466: 0.04150454625991716
Position 1088: 0.03072708752998835
Position 492: 0.004599300441358555
Position 796: 0.0022033057695026934
Position 916: 0.0019483264237519539
Position 447: 0.0012788727974127583
Position 382: 0.0012102006784322301
Position 1017: 0.0011988670574100112
Position 483: 0.000720879456291129
Position 764: 0.0006817000729212531
Position 583: 0.000387718316104428
Position 148: 0.00036356261890287963
Position 139: 0.0002896349122585169
Position 761: 0.0002588148768616717
Position 157: 0.00017290101766078027
Position 768: 0.00016135454633570533
Position 790: 0.00014101832222263572
Position 922: 0.00010874174419391623
Position 930: 0.00010802931854538078
Position 1211: 3.861842128377855e-05
Position 914: 3.793559387629036e-05
Position 1062: 3.207231466662632e-05
Position 469: 3.043830626907955e-05
Position 549: 2.537072919662982e-05
Position 1197: 2.402116673065054e-05
Position 86: 1.8373086987514995e-05
Position 325: 9.100241936671427e-06
Position 209: 7.650829565793994e-06
Position 175: 7.470135565531374e-06
Position 1108: 6.062416096974998e-06
Position 180: 5.085655944125475e-06
Position 634: 3.1454468052340816e-06
Position 744: 2.1780881060582625e-06
Position 9: 1.8649605808435701e-06
Position 806: 1.449840343537181e-06
Position 1090: 1.3025585685608674e-06
Position 268: 3.5995132330940284e-07
Position 215: 1.2471182935921268e-08
Position 37: 8.615985492201405e-09
Position 198: 3.2796073465377094e-09
Position 165: 2.291993909023263e-09
Position 344: 1.2981090428271896e-09
Position 299: 4.861013923100328e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1163: 0.9148895590188678
Position 316: 0.7314000091367852
Position 834: 0.5663722360528127
Position 914: 0.30995330459100906
Position 355: 0.07228237666898168
Position 1021: 0.03648447715568679
Position 295: 0.020152033363766846
Position 278: 0.007689629297235049
Position 850: 0.0036131178824227853
Position 961: 0.0028269455589443036
Position 586: 0.0022308576764241512
Position 982: 0.0021561730520288894
Position 634: 0.0015019972521060356
Position 940: 0.0013175263667290328
Position 735: 0.0010643598563633834
Position 570: 0.0009101063011012214
Position 245: 0.0008121419192301696
Position 856: 0.0006362586197564871
Position 841: 0.0005466680610366638
Position 870: 0.00037871214626526066
Position 1316: 0.0002965937184941464
Position 518: 0.00020684021930584163
Position 577: 9.765615491665053e-05
Position 1137: 8.913841797806672e-05
Position 1273: 5.023555664617327e-05
Position 979: 3.996080286297628e-05
Position 946: 3.471763263641188e-05
Position 950: 3.357890692272281e-05
Position 988: 3.1179717829551883e-05
Position 590: 2.5869883412369826e-05
Position 1042: 2.308523255683908e-05
Position 1030: 2.014891927845189e-05
Position 233: 1.7154506102870674e-05
Position 193: 9.587649550569293e-06
Position 1333: 8.923195739438976e-06
Position 799: 8.390275545442258e-06
Position 928: 8.231233101238442e-06
Position 1190: 8.023818760855665e-06
Position 566: 7.861639656343335e-06
Position 1051: 5.841663399935243e-06
Position 740: 5.6524814935019265e-06
Position 399: 5.212597167826558e-06
Position 922: 4.991370166444896e-06
Position 1183: 4.643432438164748e-06
Position 445: 4.24362513212658e-06
Position 761: 3.5020602073418465e-06
Position 406: 2.5816556312170216e-06
Position 643: 2.022134418897739e-06
Position 640: 2.000821305945541e-06
Position 421: 1.8259372464988037e-06
Position 1100: 1.5454253055773377e-06
Position 206: 1.4937811431454558e-06
Position 396: 1.1766876460012108e-06
Position 250: 1.0876892267751646e-06
Position 708: 6.077629241539615e-07
Position 1345: 3.850957944799911e-07
Position 533: 3.7945923826032644e-07
Position 647: 3.1132925772040933e-07
Position 175: 2.44220232657441e-07
Position 188: 8.001440573563033e-08
Position 162: 1.3023125191164267e-08
Position 171: 1.8705527081383905e-09
Position 78: 3.312994415238349e-10
Position 110: 1.7050901513357762e-10
Position 477: 3.37527966327789e-11
Position 465: 9.527887373173997e-12
Position 488: 4.0388074265192226e-12
Position 479: 1.6650884755397062e-13
Position 452: 1.0983102581017975e-13
