Gene = RIIAD1
index = 1142
Annotated 5SS: [  84  626 6085 7357]
Annotated 3SS: [ 548 6037 7228 7950]
SMsplice 5SS: [  84  626 2702]
SMsplice 3SS: [ 548 2601 7950]
top_k =  500
Partition function (log Z): -4.9511816401808915

Sorted 5' Splice Sites (High to Low Probability):
Position 626: 0.920376985678335
Position 84: 0.8928498529125702
Position 2702: 0.6784628521213973
Position 6939: 0.3629273901221572
Position 7357: 0.3227720646990562
Position 6299: 0.19055950586890147
Position 3199: 0.15194208034154663
Position 6927: 0.11389880993998054
Position 6085: 0.09748551747228622
Position 400: 0.08754230017976357
Position 88: 0.06134488186565399
Position 6143: 0.04272290151397407
Position 3117: 0.03097343417714293
Position 3247: 0.01696938526003048
Position 1377: 0.01617076802407274
Position 6943: 0.009888153196236281
Position 1165: 0.008068528856173304
Position 4468: 0.0073614044634338505
Position 2937: 0.007148439412905803
Position 987: 0.005883787608167797
Position 7473: 0.0025305096014454657
Position 7621: 0.002308115341541817
Position 2714: 0.002186784763871828
Position 4812: 0.002068718677295719
Position 1491: 0.0019009786395770632
Position 1425: 0.001560894273314363
Position 3176: 0.0015312528084024432
Position 354: 0.0015145064519346402
Position 2434: 0.0014568744029608766
Position 2286: 0.0012762018370648038
Position 688: 0.001116334970393674
Position 123: 0.0010016317536897005
Position 630: 0.000674925976173294
Position 1677: 0.0005687490090641414
Position 1542: 0.0003966455873349892
Position 597: 0.0003272590213187569
Position 1145: 0.0002855674956695846
Position 1401: 0.0002677733890521278
Position 203: 0.00024868982722522486
Position 1645: 0.0001472606248490689
Position 1240: 8.747797532530811e-05
Position 1140: 8.310952315187202e-05
Position 450: 5.7575177598231555e-05
Position 412: 5.202358298396439e-05
Position 121: 5.197200712153846e-05
Position 111: 4.447974795898317e-05
Position 2626: 3.992563425853907e-05
Position 3216: 9.946856380359007e-06
Position 2906: 9.871070733273974e-06
Position 281: 3.665990663950961e-06
Position 466: 2.2205881037682353e-06
Position 3920: 2.163352193196504e-06
Position 3717: 2.05414521356416e-06
Position 575: 1.6351908278549592e-06
Position 941: 1.5303660356750515e-06
Position 190: 8.018875192296105e-07
Position 894: 6.510591856940972e-07
Position 524: 6.025578326716092e-07
Position 244: 5.199836131558972e-07
Position 666: 4.974160408227466e-07
Position 864: 3.9995840124049575e-07
Position 613: 3.601699381779793e-07
Position 819: 2.972667573616117e-07
Position 616: 2.6020950664768007e-07
Position 1235: 1.6103253845486763e-07
Position 633: 1.1716054074334646e-07
Position 698: 1.0313499083756654e-07
Position 821: 4.965578936635041e-08
Position 886: 3.8608792625172306e-08
Position 924: 2.7846145514896224e-08
Position 602: 1.3855729448203224e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7950: 0.6828867652169751
Position 2601: 0.668393620540877
Position 548: 0.6408437887394162
Position 7228: 0.37140008462696017
Position 6846: 0.24371682904142475
Position 7198: 0.1843779193245562
Position 476: 0.17471568501522475
Position 6214: 0.17244052843963295
Position 6688: 0.1550165581667785
Position 2984: 0.12853013152317397
Position 6037: 0.1273929125293493
Position 492: 0.09601738771870999
Position 3068: 0.08453972548485506
Position 6593: 0.05337160298896634
Position 241: 0.04500389480464338
Position 4285: 0.03020343846848813
Position 5859: 0.02619629758668436
Position 6638: 0.024577351131395007
Position 1029: 0.01917255063797208
Position 6660: 0.013457886393282539
Position 5945: 0.011527456293373279
Position 7429: 0.011103139062002767
Position 1309: 0.007667362412896881
Position 2607: 0.007664145522515799
Position 2812: 0.006566712782534108
Position 1221: 0.004316996756919512
Position 748: 0.00394552029266367
Position 2562: 0.0038350599437069794
Position 7512: 0.0038157728036866193
Position 3093: 0.00367588306681378
Position 260: 0.0035574169583221624
Position 2387: 0.0031698944714549817
Position 5139: 0.002856254499696929
Position 203: 0.002313422722005331
Position 6228: 0.002044333580669396
Position 4707: 0.0019366723016501117
Position 2202: 0.0018199119694520512
Position 554: 0.0016455479339232647
Position 3283: 0.0011779322822146336
Position 844: 0.0011328947198285708
Position 5225: 0.0011208034960463772
