Gene = CRHBP
index = 411
Annotated 5SS: [  503   982  1474  3151  6177 10748]
Annotated 3SS: [  887  1315  2939  6027 10629 16014]
SMsplice 5SS: [  503   982  1474  2639  3151 10748]
SMsplice 3SS: [  887  1374  2529  3006 10629 16014]
top_k =  500
Partition function (log Z): 5.105441317217555

Sorted 5' Splice Sites (High to Low Probability):
Position 1474: 0.9938263297120096
Position 3151: 0.9296663317475683
Position 982: 0.8998580144809232
Position 10748: 0.788666500073075
Position 503: 0.6593450521616834
Position 6177: 0.6454070186640715
Position 2639: 0.4459764002043623
Position 238: 0.26253046371850747
Position 10753: 0.20927675340865748
Position 8029: 0.20816921771925145
Position 2614: 0.17307314344507158
Position 11412: 0.15433275352014172
Position 4537: 0.1436279703219768
Position 16141: 0.13260263389491814
Position 11379: 0.13215595210423334
Position 6417: 0.09800284277835418
Position 1028: 0.0911998024356772
Position 10213: 0.08175713224788342
Position 10960: 0.06917533849085382
Position 493: 0.06699593068731419
Position 6518: 0.04746785602993612
Position 2654: 0.04637400324351319
Position 6437: 0.04545012177867369
Position 16208: 0.04211168366546573
Position 5775: 0.038147575153205306
Position 12030: 0.03686853884158513
Position 10217: 0.03674018627895809
Position 16112: 0.03299086628507774
Position 4446: 0.023168637069462802
Position 15129: 0.020043514102099563
Position 2372: 0.019890059045425533
Position 2621: 0.01924081927509841
Position 6577: 0.018040792007924224
Position 13113: 0.015397946993915822
Position 266: 0.015326193454531248
Position 2940: 0.013800621728907704
Position 11283: 0.012452946979147471
Position 9337: 0.010003714566387469
Position 6380: 0.009271483159490942
Position 11806: 0.008787254614626755
Position 66: 0.008750414108001195
Position 12668: 0.00838670841482302
Position 2485: 0.006346165677283022
Position 11472: 0.0054942045636316595
Position 1438: 0.003538097570256494
Position 9649: 0.0032551095422359514
Position 1704: 0.0030895988892419447
Position 2183: 0.0030045189886642176
Position 6448: 0.002576687102225925
Position 248: 0.002040625211181163
Position 2426: 0.0019565471585571764
Position 592: 0.0019196131018661272
Position 1983: 0.0017431126409216797
Position 6278: 0.0015479806392669241
Position 2647: 0.0014310502537326912
Position 2241: 0.0014001841877571278
Position 12633: 0.001368787855564532
Position 3014: 0.0011226554225107683
Position 1038: 0.0009968472120612229
Position 45: 0.0009810377955000239
Position 6156: 0.0008937274790743371
Position 155: 0.0008085338251395015
Position 1975: 0.0006550033083095638
Position 11151: 0.0006438775547932408
Position 11145: 0.0006330115808352594
Position 2002: 0.000623859113087927
Position 2043: 0.0005568304713849949
Position 10833: 0.0005401865178614225
Position 815: 0.0004491486900754026
Position 11155: 0.00043636224747634273
Position 11507: 0.00039444643068709017
Position 3419: 0.0003762414161629756
Position 1689: 0.0003143519439903256
Position 10772: 0.00019857499204158636
Position 1123: 0.00017402023739252747
Position 1876: 0.00016977720107672414
Position 6123: 0.0001601444905690334
Position 965: 0.00013357410539685573
Position 2352: 0.00013147149247023083
Position 2693: 0.00013065165052517653
Position 3712: 0.00012026187451324602
Position 3601: 0.00011804094540848877
Position 3028: 0.00010842599741741836
Position 3808: 0.0001061233486496642
Position 986: 9.717705070818271e-05
Position 12871: 8.654522278737853e-05
Position 52: 7.769636439818784e-05
Position 94: 7.257291044507892e-05
Position 2676: 6.49539535532309e-05
Position 361: 6.434364926330847e-05
Position 4135: 5.671972461246969e-05
Position 217: 5.387691725122472e-05
Position 544: 4.982589682411178e-05
Position 734: 4.48064870749502e-05
Position 3572: 4.296816601084177e-05
Position 12300: 3.344576850968522e-05
Position 10971: 2.870931308919822e-05
Position 130: 2.3909164637303882e-05
Position 3205: 1.7855158307950564e-05
Position 3953: 1.6492851016658067e-05
Position 636: 1.0085401277875068e-05
Position 133: 9.17902509399687e-06
Position 359: 8.746692520647704e-06
Position 1154: 6.418991466370079e-06
Position 424: 6.365246090540218e-06
Position 136: 6.178040326415636e-06
Position 1317: 5.388879080690211e-06
Position 224: 4.920585615947781e-06
Position 3352: 3.992926478493552e-06
Position 11177: 3.818163355323913e-06
Position 6442: 3.7618889964344257e-06
Position 829: 3.2672798319932806e-06
Position 3988: 3.2340992266516907e-06
Position 3458: 3.1716369158796937e-06
Position 121: 2.2155183972108e-06
Position 445: 2.1995394036557604e-06
Position 1522: 1.920704302864176e-06
Position 1567: 1.6315656611740492e-06
Position 1451: 1.6302448122443597e-06
Position 447: 9.396125820443213e-07
Position 1199: 8.677675558029313e-07
Position 599: 4.3602158328565173e-07
Position 347: 3.2670202259637277e-07
Position 185: 2.5347210965031874e-07
Position 803: 1.7099337350979184e-07
Position 1725: 6.716787087601306e-08
Position 1103: 9.186153427226008e-10
Position 1571: 3.566311858374336e-10
Position 542: 1.1072974258830694e-11
Position 206: 1.2986972910897818e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 10629: 0.9344568973650141
Position 16014: 0.7240970374612539
Position 1374: 0.7132346376851613
Position 2529: 0.6229394903062904
Position 887: 0.5266502897494827
Position 3006: 0.4688100209204564
Position 2939: 0.4112243882214692
Position 6027: 0.3742681002044948
Position 848: 0.3715146679130058
Position 1315: 0.27271339243199205
Position 6047: 0.2538806143688799
Position 7920: 0.1980484977077672
Position 6355: 0.19042275567843953
Position 4210: 0.14476542943897652
Position 11637: 0.13706149939692738
Position 10114: 0.11849731852684155
Position 11049: 0.11693013383289302
Position 928: 0.08961293273446402
Position 11341: 0.08499046731825093
Position 16408: 0.08361753524666946
Position 16694: 0.07235378870763717
Position 10832: 0.06982827702619482
Position 11177: 0.06971528607177621
Position 10490: 0.06504212277752763
Position 13078: 0.05960073725072451
Position 15573: 0.05502862687615846
Position 16633: 0.0500437871720135
Position 2887: 0.03723674391196516
Position 11892: 0.034710214593545285
Position 5621: 0.028020168849421906
Position 2556: 0.026874813587707342
Position 11255: 0.021423452432381213
Position 11303: 0.016809873152306413
Position 4324: 0.015433207735330681
Position 2263: 0.015275325128901488
Position 392: 0.01473450757883113
Position 6506: 0.013635948269886431
Position 15030: 0.011902097337161296
Position 2613: 0.011484595715245861
Position 12594: 0.01078251734244508
Position 15006: 0.010697548926177398
Position 7898: 0.0101207200114843
Position 11219: 0.009501712816245305
Position 2091: 0.009438823291873484
Position 6509: 0.00936574594653882
Position 2502: 0.008821352766402767
Position 9065: 0.007644842055962356
Position 6324: 0.007254476748353175
Position 5918: 0.007065981301538081
Position 3043: 0.006942235147758124
Position 5981: 0.006440346821669066
Position 1400: 0.00633502653374258
Position 2558: 0.00605515666774127
Position 5667: 0.006044153465060643
Position 14699: 0.005852912038318156
Position 11411: 0.0055268216298444235
Position 2843: 0.005356809659355069
Position 2371: 0.005347817112402527
Position 3046: 0.004868237282608709
Position 4379: 0.004815020000942514
Position 13909: 0.004682205926065435
Position 2963: 0.004288546220901735
Position 15527: 0.004221816038697038
Position 13325: 0.003910909103707881
Position 1591: 0.0028384446139399348
Position 1387: 0.002687054905459754
Position 364: 0.002559284123398114
Position 9135: 0.0023588725104251138
Position 5625: 0.002271058628148998
Position 2216: 0.0022394052686791227
Position 16252: 0.0020052864919433352
Position 5652: 0.0018121942105737568
Position 11506: 0.0018022409753972784
Position 6075: 0.0017894026977526849
Position 9439: 0.0017544054452789185
Position 6086: 0.0017364657212360598
Position 11824: 0.0017024136054774527
