Gene = SHFM1
index = 1252
Annotated 5SS: [  204 15094]
Annotated 3SS: [14999 20924]
SMsplice 5SS: [  204 14909 15094]
SMsplice 3SS: [14808 14999 20924]
top_k =  500
Partition function (log Z): -5.507083975535817

Sorted 5' Splice Sites (High to Low Probability):
Position 15094: 0.9999524668973487
Position 672: 0.7413822511069614
Position 204: 0.5637425378420846
Position 443: 0.4108586084902891
Position 14909: 0.34488461058644493
Position 15314: 0.22696924430013163
Position 1744: 0.14902110495155235
Position 16032: 0.14662092111529
Position 15535: 0.07925692210608574
Position 264: 0.07140952118589394
Position 3105: 0.06064405001106612
Position 477: 0.05087733599189499
Position 241: 0.039625825867615865
Position 18691: 0.028099376389028038
Position 400: 0.01861518191609487
Position 20988: 0.013948917867371215
Position 16992: 0.011484787129581358
Position 17897: 0.010397679317416045
Position 16691: 0.00774615325250457
Position 20647: 0.0076577601096281265
Position 17447: 0.0052091921475853255
Position 15221: 0.004502882935952265
Position 846: 0.004056651746239078
Position 149: 0.003243587556295747
Position 19323: 0.003132040639334678
Position 73: 0.0030134318014112564
Position 19278: 0.002794942372506935
Position 15475: 0.0023864563536273187
Position 159: 0.002333096744435027
Position 43: 0.0022477514628575276
Position 19586: 0.0016444563346071808
Position 19606: 0.0015157247788373945
Position 15483: 0.000896591635023575
Position 22: 0.0008594954618278877
Position 16641: 0.0008047373345910088
Position 17827: 0.0007012652336712477
Position 2950: 0.0005223713623743655
Position 221: 0.0004020329681333956
Position 467: 0.0003905994629847649
Position 372: 0.0003628201257640082
Position 106: 0.0002975352489325885
Position 481: 0.00028748252594483584
Position 273: 0.00027762311968946
Position 52: 0.00011744851972739493
Position 471: 6.168510219890219e-05
Position 130: 5.472480763285401e-05
Position 306: 5.202444811940912e-05
Position 229: 4.858508731823124e-05
Position 79: 2.6464229270455034e-05
Position 492: 1.2972153177086734e-05
Position 27: 1.213425317016005e-05
Position 46: 8.022826399776473e-06
Position 33: 7.948656245403355e-06
Position 13: 7.857804222477234e-06
Position 258: 7.762259408049315e-06
Position 256: 7.08643970164211e-06
Position 163: 4.649311270436158e-06
Position 6203: 4.514974740161993e-06
Position 181: 3.0976798393792245e-06
Position 379: 2.888425116734615e-06
Position 502: 2.5617176887399084e-06
Position 227: 2.162687104633507e-06
Position 447: 2.088724702671774e-06
Position 108: 1.883316255475058e-06
Position 381: 1.4180132025002831e-06
Position 57: 4.2280599081246556e-07
Position 529: 2.869026461753127e-07
Position 4904: 2.605039253447969e-07
Position 190: 1.8219707225223969e-07
Position 122: 2.6460539331706515e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14999: 0.9902888632523944
Position 20924: 0.8008094143425658
Position 560: 0.5446112036242614
Position 14808: 0.35456116512156205
Position 15202: 0.23991306341155796
Position 563: 0.12760058752107148
Position 354: 0.1153304895450842
Position 15353: 0.06951394187774294
Position 1661: 0.05966831764857453
Position 15972: 0.059000126130092145
Position 17254: 0.05679303939456509
Position 16005: 0.05410529054937851
Position 590: 0.05347236250843066
Position 286: 0.04296827184870761
Position 1676: 0.041273329932591904
Position 19272: 0.032128902602110224
Position 1618: 0.023279636420089112
Position 18603: 0.022003983624579105
Position 17826: 0.02171646483295181
Position 15821: 0.020568427941636883
Position 17093: 0.019296198985997083
Position 3007: 0.01724093634213081
Position 16871: 0.016713469271984676
Position 633: 0.016060105769707764
Position 15836: 0.015325960434946106
Position 19435: 0.013726809389269635
Position 2917: 0.013619015152657706
Position 1593: 0.013078531436354547
Position 19914: 0.011320365026249404
Position 21409: 0.011252174884490564
Position 2980: 0.009830117802873033
Position 365: 0.009717711071744125
Position 3030: 0.008977836350620131
