Gene = RP4-608O15.3
index = 1184
Annotated 5SS: [   158 129905 131284 138329]
Annotated 3SS: [129709 131106 138145 139135]
SMsplice 5SS: [   158   7261   8502  10938  12139  34871  78269  78565  85546  87293
  87754  93178  94927  95394 106239 129905 131284]
SMsplice 3SS: [  7083   8324  10754  12051  34811  78104  78384  85362  87115  87570
  92994  94749  95210 106083 129709 131106 139009]
top_k =  500
Partition function (log Z): -54.69831554339877

Sorted 5' Splice Sites (High to Low Probability):
Position 7261: 0.9653352015858633
Position 158: 0.9159645173995185
Position 10938: 0.8375026156512307
Position 8502: 0.716875335371709
Position 12139: 0.5685681216051849
Position 17110: 0.5059434457663526
Position 5927: 0.30930578357731253
Position 9519: 0.27589626660976696
Position 18270: 0.21946733179203276
Position 8400: 0.13030092772120463
Position 19063: 0.09180060241044487
Position 112: 0.07851565919249828
Position 19122: 0.07465867492044805
Position 8408: 0.07059894609437788
Position 7694: 0.05910203814561296
Position 6985: 0.05609819954059983
Position 8908: 0.04961372609625125
Position 12230: 0.044234093366096704
Position 7822: 0.03615436242970931
Position 4104: 0.028475058971666183
Position 442: 0.025868499694762816
Position 9977: 0.022354194328965914
Position 3700: 0.020297681612491392
Position 1988: 0.01997518472938694
Position 19251: 0.01933206290058172
Position 1330: 0.013447743667670596
Position 10881: 0.010464072414850572
Position 2941: 0.00951316096140147
Position 12662: 0.009419137987412906
Position 2243: 0.009207408699525212
Position 19978: 0.0090694453496896
Position 7150: 0.007707745069426483
Position 4640: 0.007618235453887633
Position 7471: 0.006808094272180088
Position 1992: 0.0066911288441122325
Position 1720: 0.006434777507167781
Position 369: 0.006184258583196044
Position 1947: 0.005761254887808546
Position 10113: 0.005748887390315327
Position 11407: 0.00567955487351159
Position 16009: 0.005132977934191728
Position 7936: 0.0051309098537737526
Position 5806: 0.004983236085601205
Position 11572: 0.004910070146663815
Position 2386: 0.004369953020368537
Position 7616: 0.0041119713256401605
Position 11580: 0.003777228135713654
Position 10563: 0.0036180870111348455
Position 7253: 0.0033841772467797138
Position 3635: 0.003137464532798578
Position 728: 0.002739861525547434
Position 3193: 0.00215405842692454
Position 11813: 0.002020516977896109
Position 3578: 0.0014855687350239248
Position 10915: 0.0014681293060564593
Position 7684: 0.0013104271605437192
Position 11168: 0.0011758053516208505
Position 11200: 0.0011139194020606273
Position 11576: 0.0009582673377284705
Position 11584: 0.0008513509441500453
Position 11568: 0.000703831312713072
Position 11251: 0.0005392032443775836
Position 11002: 0.0001783074865832575
Position 221: 0.00010801079566658271
Position 118: 6.322234630146667e-05
Position 8421: 4.7432571152145276e-05
Position 7333: 2.9834860912266294e-05
Position 3916: 2.402440522927853e-05
Position 3162: 1.9073274835634226e-05
Position 1982: 1.6795289608427196e-05
Position 2367: 1.512566063883224e-05
Position 2148: 1.5024723246272744e-05
Position 4119: 1.0981114580242657e-05
