Gene = ARV1
index = 98
Annotated 5SS: [  231  9391 11215 16936 18219]
Annotated 3SS: [ 9270 11060 16710 18071 21088]
SMsplice 5SS: [  231  9391 11215 16936 17935 18219 20339]
SMsplice 3SS: [ 9270 11060 16710 17800 18071 20120 20573]
top_k =  500
Partition function (log Z): -1.3132200468252453

Sorted 5' Splice Sites (High to Low Probability):
Position 9391: 0.9960794094274207
Position 18219: 0.9308989685922239
Position 11215: 0.9275805979975759
Position 16936: 0.7872772491442085
Position 20339: 0.7091901848287091
Position 231: 0.4776161397475052
Position 2856: 0.46696268310740463
Position 17935: 0.4563721330968356
Position 17882: 0.4079261768021394
Position 9708: 0.3756740711674231
Position 21395: 0.33201012922895323
Position 710: 0.3281711716106064
Position 17539: 0.312352894091725
Position 11650: 0.26054979595136635
Position 471: 0.24109506298109853
Position 20172: 0.22680739907578323
Position 243: 0.1596363809173724
Position 11421: 0.10317133936891502
Position 155: 0.10303110592096419
Position 7521: 0.09514526772188359
Position 16176: 0.08890042791090443
Position 11370: 0.0783396791858239
Position 208: 0.06750593664491181
Position 18754: 0.06642154769614543
Position 17095: 0.06280614224397893
Position 19476: 0.051560029268805874
Position 20611: 0.0457822518646336
Position 13422: 0.04429089095582132
Position 18090: 0.040837673119217405
Position 20753: 0.040763016024550174
Position 9817: 0.027205714391289264
Position 3255: 0.025363356059293553
Position 7893: 0.018193149031972822
Position 1199: 0.014594427150448896
Position 2429: 0.012253715521489208
Position 11634: 0.010309280078956996
Position 18159: 0.006662554705445141
Position 718: 0.00578889486925254
Position 738: 0.005347851233766734
Position 695: 0.005124184469345698
Position 1602: 0.004702296257702647
Position 11800: 0.004543613829490781
Position 17178: 0.0032975796932379516
Position 2544: 0.0031301576645680796
Position 328: 0.002307171750527877
Position 21364: 0.0014321532919740207
Position 2631: 0.0014272114718631539
Position 18990: 0.00107242547682574
Position 477: 0.0006907299860904805
Position 102: 0.00022276532422990227
Position 149: 0.000186995841901028
Position 188: 0.000158110946461064
Position 250: 0.00010239043178502446
Position 46: 9.922570504593437e-05
Position 303: 9.108625091821543e-05
Position 426: 6.78430222916288e-05
Position 513: 6.440227566377993e-05
Position 238: 5.785878999128077e-05
Position 740: 5.573575065576859e-05
Position 235: 4.6525186469643856e-05
Position 185: 3.957927220523678e-05
Position 633: 3.112022556967097e-05
Position 229: 2.8851590629359445e-05
Position 905: 2.8338201104637834e-05
Position 33: 1.8123252292746057e-05
Position 688: 1.7521640183567294e-05
Position 368: 1.55802469467944e-05
Position 210: 1.5123388202002471e-05
Position 1009: 1.108265534832267e-05
Position 784: 1.0577972912112235e-05
Position 525: 9.936095985401718e-06
Position 577: 9.720963068896346e-06
Position 245: 9.300188476516772e-06
Position 916: 7.531741724814083e-06
Position 692: 6.8301551884983255e-06
Position 1118: 5.513892191852442e-06
Position 111: 5.239422977507118e-06
Position 323: 4.4336045415469025e-06
