Gene = UROC1
index = 1538
Annotated 5SS: [  180  7110  8189  9358  9807 10032 11829 12073 13779 16556 17079 17717
 18437 19723 21736 25356 28498 29576 34405]
Annotated 3SS: [ 6978  8094  9297  9677  9969 11761 11928 13689 16492 16898 17618 18363
 19600 21664 25256 28397 29493 34304 35287]
SMsplice 5SS: [  180  7110  8189  9358  9807 10032 11829 12073 13779 16556 17717 18219
 18437 21736 25356 28498 29576 34405]
SMsplice 3SS: [ 6978  8094  9297  9677  9909 11761 11928 13689 16492 17618 18122 18363
 21664 25256 28397 29493 34304 35287]
top_k =  500
Partition function (log Z): 35.20039518776486

Sorted 5' Splice Sites (High to Low Probability):
Position 25356: 0.9996342174355244
Position 12073: 0.9989759847870472
Position 8189: 0.9923686874253541
Position 28498: 0.9864502539430808
Position 18437: 0.9837590429713368
Position 17717: 0.9687999169372902
Position 180: 0.9357946565249143
Position 29576: 0.9281650538567371
Position 9358: 0.925411100568999
Position 21736: 0.881329098993693
Position 10032: 0.8753393411966742
Position 9807: 0.8580612849502816
Position 11829: 0.8237529273565118
Position 16556: 0.739356378236478
Position 13779: 0.6710674940757332
Position 7110: 0.6046870156462165
Position 34405: 0.5672822591962319
Position 23361: 0.48628688636593914
Position 416: 0.41139570130055975
Position 18626: 0.3411915543363889
Position 27717: 0.3292718307409866
Position 4385: 0.3228181157140304
Position 28675: 0.31150050622775
Position 19015: 0.31060534006433194
Position 6733: 0.2839946325545992
Position 19577: 0.2654609523039287
Position 19723: 0.2652962979657179
Position 27941: 0.2604964627994786
Position 16430: 0.25066279301106625
Position 7062: 0.23415022048364464
Position 6695: 0.22955781108682746
Position 20589: 0.19440289765640256
Position 17079: 0.1782884392270864
Position 537: 0.1626086125957899
Position 24449: 0.15263452258614496
Position 929: 0.12790414928811125
Position 21795: 0.11867090100631109
Position 19751: 0.11453641695324565
Position 12700: 0.10096694653075536
Position 13290: 0.09164203849215624
Position 14323: 0.0900823847498235
Position 20963: 0.08904757573146976
Position 16743: 0.07416990739229903
Position 28185: 0.07125432411936565
Position 27721: 0.068079622541213
Position 15973: 0.06360983599012865
Position 35387: 0.061019401601781514
Position 29007: 0.060464470264442384
Position 1067: 0.05515994513545906
Position 10661: 0.053759504368418934
Position 472: 0.05220370814440607
Position 7123: 0.05055337696075653
Position 25928: 0.04541691681694188
Position 9822: 0.04498760998618533
Position 30348: 0.0414387752631322
Position 29063: 0.038655088126605626
Position 6247: 0.03518485653597256
Position 34576: 0.03301325285124909
Position 8453: 0.032656651538832245
Position 25649: 0.032575334094370634
Position 34346: 0.03180671578705362
Position 22861: 0.029322905792692578
Position 24451: 0.02851754915138265
Position 4121: 0.027158438158757046
Position 23499: 0.026990606920155053
Position 34117: 0.026040816670534477
Position 14283: 0.025608286196159766
Position 34581: 0.024159430634972123
Position 24409: 0.024039356937745195
Position 12488: 0.022477053886340397
Position 17960: 0.022472422066590343
Position 9155: 0.02134044356732742
Position 11762: 0.02006626386527195
Position 34599: 0.018455122614848045
Position 11782: 0.018243699870925043
Position 12688: 0.018030221866921006
Position 20610: 0.017226163353086823
Position 13514: 0.017099673881943413
Position 12674: 0.016928932722489128
Position 9157: 0.016612284005703064
Position 22759: 0.0161944982663304
Position 5690: 0.016036000389106297
Position 3225: 0.015543834755799854
Position 27796: 0.01506740127157676
Position 12358: 0.014169938672767508
Position 13368: 0.013204926413555933
Position 17545: 0.0123815816204995
Position 18259: 0.012252795517240548
Position 13104: 0.011591044737358572
Position 12371: 0.011059271999148704
Position 21009: 0.011029861843678128
Position 14087: 0.010976642795411719
Position 4952: 0.010899821021189944
Position 3800: 0.01067297381969167
Position 20501: 0.010538606463432824
Position 21001: 0.010511262410432834
Position 28174: 0.010240575860602336
Position 12898: 0.010142834520428712
Position 18841: 0.010106527494420777
Position 33032: 0.009630039308917721
Position 18056: 0.00912645289680323
Position 800: 0.009125873573361329
Position 4588: 0.008761623803819726
Position 9513: 0.00862865666839028
Position 5739: 0.008250471680779383
Position 7119: 0.008211569858981133
Position 12235: 0.008053417118633737
Position 14648: 0.007999450608783317
Position 5684: 0.007972155161684931
Position 7335: 0.006720605781906083
Position 10611: 0.006505021778861287
Position 26907: 0.00641044178782461
Position 7080: 0.006227933411420239
Position 1071: 0.005288798839675434
Position 17473: 0.00495552201395337
Position 20626: 0.004892827152611507
Position 231: 0.004765564306368567
Position 27709: 0.004739625304698423
Position 32585: 0.004679388150880755
Position 24932: 0.00451029361903681
Position 17973: 0.004496475628587397
Position 9734: 0.004345962085464556
Position 19735: 0.0043352729426129055
Position 18670: 0.004276928625865857
Position 23445: 0.00420694567948032
Position 11439: 0.0041044198433830385
Position 7962: 0.003886754921296265
Position 7873: 0.0038112642901927877
Position 1013: 0.0035803257589864684
Position 3577: 0.003438933696752982
Position 2991: 0.0033911613605837267
Position 4532: 0.003373708945587885
Position 24011: 0.0031396831504268805
Position 19391: 0.003089481608765347
Position 9337: 0.0029964764461472213
Position 29056: 0.0029951166908252797
Position 26173: 0.0029483343434974036
Position 29294: 0.0027968480152318845
Position 241: 0.0027219732745270594
Position 4405: 0.002493120554876754
Position 9970: 0.0024748114753343382
Position 19903: 0.0024146090868329482
Position 31415: 0.0021459282503081454
Position 8647: 0.0019395959749910197
Position 32661: 0.001897199028895546
Position 18385: 0.0018831217282548605
Position 7642: 0.0018758789981692442
Position 7905: 0.001763159247822014
Position 8929: 0.001742727808835475
Position 7086: 0.0014813398033386065
Position 23759: 0.0013287933972049501
Position 9857: 0.001218497420173212
Position 12456: 0.0012037206852541554
Position 654: 0.001199804133700041
Position 4576: 0.001146055904845079
Position 22439: 0.0010812114904881114
Position 18757: 0.0010532136733714156
Position 34571: 0.001052133182804985
Position 17890: 0.0007654643362236817
Position 8986: 0.0007512729934244583
Position 589: 0.0006750307291589121
Position 1197: 0.0006240056752158488
Position 7205: 0.0005776123176402816
Position 11854: 0.0005648835774127649
Position 20267: 0.000535345853613404
Position 9739: 0.0005224531296863185
Position 476: 0.0004881945272845046
Position 25715: 0.000477717523225039
Position 19268: 0.0004030778469661922
Position 19303: 0.0003964210773859749
Position 9531: 0.00039637684161995834
Position 25361: 0.00035136931981797915
Position 11986: 0.0003419998686135068
Position 9610: 0.00030155585309021295
Position 4181: 0.00025407433037273245
Position 19850: 0.0002125780147776809
Position 8312: 0.00020362078573859236
Position 16455: 0.0001768158622459893
Position 10490: 0.0001730515007416543
Position 427: 0.00017160101760079784
Position 11381: 0.00015955689028062577
Position 18123: 0.00015461402924158175
Position 18509: 0.00015145783760981042
Position 9613: 0.00013373268795713065
Position 18063: 0.00012553124359296122
Position 12059: 0.00011001975618945184
Position 804: 7.314535693139382e-05
Position 322: 7.01995102877413e-05
Position 4728: 6.521444215193677e-05
Position 9313: 5.62646360882473e-05
Position 28955: 5.314266191392428e-05
Position 316: 4.694983250436063e-05
Position 129: 4.665172232185575e-05
Position 2931: 4.436630432918555e-05
Position 25585: 3.471128288985441e-05
Position 9999: 2.8037942807503535e-05
Position 18496: 2.7410326655142104e-05
Position 29584: 2.72983465673622e-05
Position 187: 2.1206529528567723e-05
Position 19065: 2.052204783909841e-05
Position 761: 1.813893099063018e-05
Position 455: 1.7646478333036907e-05
Position 434: 1.5943282127740918e-05
Position 28916: 1.3988790664343143e-05
Position 234: 1.2993325801949586e-05
Position 144: 1.2838189863613294e-05
Position 483: 1.2116456284476193e-05
Position 28431: 1.1712592653212324e-05
Position 29727: 1.1083088143084157e-05
Position 18517: 1.0605797681567878e-05
Position 612: 1.0190008328547376e-05
Position 12051: 8.519167113836718e-06
Position 17649: 8.3310100897199e-06
