Gene = TDRD10
index = 1387
Annotated 5SS: [  811  4687  5102  6263 18156 19261 39848 40603 41892 42299 42731 45261]
Annotated 3SS: [ 4657  5021  6203 18084 19103 39804 40511 41743 42152 42575 45189 45458]
SMsplice 5SS: [  811  5102  6263  7652 18156 19261 19428 29149 32386 37747 39848 41892
 42299 42731 45261]
SMsplice 3SS: [ 5021  6203  7576 18084 19103 19333 29036 32258 37549 39804 41743 42152
 42575 45189 45458]
top_k =  500
Partition function (log Z): -10.69782765594337

Sorted 5' Splice Sites (High to Low Probability):
Position 19261: 0.9948266364726612
Position 19688: 0.993809022984651
Position 5102: 0.9310124856508365
Position 39848: 0.9157102699836908
Position 7652: 0.8205792854801287
Position 19428: 0.7643694350684019
Position 811: 0.7498010418462848
Position 6263: 0.600391872626647
Position 18156: 0.5700839935105305
Position 9029: 0.46960685605519104
Position 4687: 0.24030238603662746
Position 1572: 0.1758379848496696
Position 3927: 0.15634066781345954
Position 5857: 0.14801962512201722
Position 19433: 0.09210760165341887
Position 831: 0.08596935160255784
Position 2518: 0.0836775056338932
Position 1563: 0.06525583370616486
Position 9234: 0.05796644645388401
Position 86: 0.04641809783318448
Position 15815: 0.041151405558086725
Position 1553: 0.04106158211429607
Position 297: 0.0381357085639742
Position 475: 0.03436720846541533
Position 10410: 0.029777750481897063
Position 7759: 0.020370155643230598
Position 171: 0.018161740452997753
Position 559: 0.01810510013816391
Position 6807: 0.017026132169526774
Position 5922: 0.015563977491156084
Position 6165: 0.015120500886167601
Position 784: 0.013402814068179256
Position 6065: 0.013031014149351853
Position 8645: 0.012375360535555314
Position 6545: 0.011585486944545023
Position 1962: 0.010184792006116637
Position 195: 0.008432669751518044
Position 6020: 0.007934303442375182
Position 1567: 0.0065884938019751885
Position 6513: 0.00623376982320903
Position 2672: 0.006158345187337476
Position 6404: 0.005414905248087415
Position 8232: 0.00449300083977531
Position 5484: 0.0037056965495988344
Position 5406: 0.002794814966290228
Position 5821: 0.0026149058826714353
Position 359: 0.0024465401861280454
Position 583: 0.0019656228441197123
Position 5803: 0.001798069020119558
Position 19945: 0.0008432856633364073
Position 8769: 0.0007929674136007229
Position 957: 0.0007326680393372281
Position 852: 0.0007281512593426021
Position 432: 0.0007224369058246349
Position 1236: 0.0006907996850800379
Position 21182: 0.0006752046629565602
Position 8051: 0.000669082059360718
Position 319: 0.000592559155106132
Position 1188: 0.0005277048188559209
