Gene = MCIDAS
index = 821
Annotated 5SS: [ 297  481  740 4365 5140 6300]
Annotated 3SS: [ 383  647 4291 4915 6188 6508]
SMsplice 5SS: [ 297  481  740 4365 6300]
SMsplice 3SS: [ 383  647 4291 6188 6508]
top_k =  500
Partition function (log Z): 1.5487200249145772

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9947154544784377
Position 6300: 0.9849809610896894
Position 297: 0.9770636278422473
Position 740: 0.7835527806737299
Position 3753: 0.29627389806232335
Position 4587: 0.15471036595386026
Position 4059: 0.13892934518336023
Position 4710: 0.13748177495295957
Position 5140: 0.08389655178106245
Position 4096: 0.07519254999987159
Position 3279: 0.06670038076762007
Position 4454: 0.061847648015871996
Position 2930: 0.05100654149485023
Position 1062: 0.04584293473093807
Position 3211: 0.040789649338157215
Position 4346: 0.034478603648409684
Position 5232: 0.031137857155723654
Position 4451: 0.020216923717552047
Position 5086: 0.012948143897586847
Position 4369: 0.012500117403957572
Position 6810: 0.01059228800948471
Position 4585: 0.009104186438855306
Position 6291: 0.0067452182021562265
Position 4038: 0.0066589907386483465
Position 1256: 0.00619838584789217
Position 3162: 0.004975018910778502
Position 3965: 0.0037742898252092227
Position 4654: 0.0029337306684832113
Position 1516: 0.002516567228711838
Position 857: 0.0024332615240933576
Position 5652: 0.002271962657711689
Position 531: 0.0022028143233099513
Position 2233: 0.0021939725480311007
Position 6599: 0.0020889212876436707
Position 6419: 0.0020399651565108953
Position 2851: 0.0016027135772109504
Position 3525: 0.0014696988195961743
Position 6412: 0.0010116520991158716
Position 3203: 0.0009081961128759861
Position 3252: 0.0007882765164212428
Position 3608: 0.0005934095451366268
Position 305: 0.0005538048059949805
Position 110: 0.0005534599502304275
Position 3035: 0.00044926041344709876
Position 6945: 0.00044475400687259706
Position 919: 0.00042297564675443535
Position 2063: 0.0004071475652682648
Position 3600: 0.0002610778811144116
Position 2262: 0.0002229573739883261
Position 3044: 0.00020913361115099994
Position 1929: 0.00018253617803824248
Position 3827: 0.0001696488470971118
Position 47: 0.00015740183728611757
Position 185: 0.0001398682198351403
Position 700: 0.00013762909696717995
Position 1326: 0.00013026967222022666
Position 720: 0.000121359349167344
Position 7087: 0.00010277086656422745
Position 1066: 8.58587315298774e-05
Position 440: 7.687820210492907e-05
Position 1895: 7.369796647869805e-05
Position 434: 5.1108319249987814e-05
Position 513: 4.955275414532111e-05
