Gene = SSR3
index = 1342
Annotated 5SS: [  228  1530  6280 10877]
Annotated 3SS: [ 1402  6180 10744 11914]
SMsplice 5SS: [  228  1530  6280 10877]
SMsplice 3SS: [ 1402  6180 10744 14585]
top_k =  500
Partition function (log Z): -4.24073584309051

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9251014266543433
Position 1530: 0.7547020770377572
Position 6280: 0.6992825332338278
Position 10877: 0.6836592114249306
Position 1814: 0.22395124457230017
Position 6380: 0.19165896500007018
Position 1553: 0.1730388198985878
Position 3787: 0.1382037540251588
Position 6107: 0.08604097406916639
Position 5549: 0.08551268212733919
Position 6298: 0.07732368808458503
Position 12029: 0.07521056992802885
Position 8923: 0.06863031338386044
Position 10419: 0.055187200386715436
Position 10891: 0.053544156430525666
Position 8205: 0.05314549741428049
Position 2773: 0.04190595915444211
Position 250: 0.03521309649215257
Position 4311: 0.02778038074490128
Position 1534: 0.025723257936600942
Position 8884: 0.023639819290635817
Position 6319: 0.02122912024398692
Position 4735: 0.01830695651641943
Position 1301: 0.017564004602900016
Position 448: 0.01612377043999677
Position 7496: 0.014461670323530483
Position 9214: 0.012266350681651585
Position 6102: 0.01177309651166138
Position 6555: 0.009629028841307665
Position 627: 0.009316170056827801
Position 482: 0.009264506494228518
Position 1471: 0.009240026822750266
Position 10368: 0.009057621055134687
Position 8802: 0.008467024765148864
Position 3975: 0.00845123358153986
Position 5162: 0.007952657274975548
Position 7909: 0.006674526838452353
Position 4739: 0.006373714755063548
Position 3776: 0.005982837377505148
Position 7986: 0.005857915233164014
Position 5561: 0.005418718818414902
Position 8667: 0.004114871533160725
Position 3737: 0.0036538165410774253
Position 7665: 0.003615466485098375
Position 1192: 0.003427142489782609
Position 2475: 0.0033953041638440065
Position 7651: 0.0033770314419950672
Position 3756: 0.0032558289324105187
Position 10284: 0.003082358656046782
Position 4033: 0.0026727813125531335
Position 4144: 0.0023066566986251124
Position 11639: 0.0021485762393459143
Position 202: 0.002127247267191088
Position 13113: 0.0020459476156162
Position 8352: 0.0020308743306210572
Position 7971: 0.0018926582765638304
Position 4484: 0.001819483265734614
Position 1040: 0.001806644005581848
Position 9168: 0.0014073074216100537
Position 3600: 0.0013652017284599871
Position 7602: 0.001342529433205746
Position 8927: 0.0013405971552759351
Position 2801: 0.0013118054566694844
Position 434: 0.001297104543349359
Position 8620: 0.0012043509524949886
Position 4148: 0.0011115633384878856
Position 835: 0.0010932752765912355
Position 4917: 0.001074152422638899
Position 743: 0.0009354296927747413
Position 2053: 0.0008111310067057814
Position 333: 0.0007824987888324977
Position 2767: 0.0006987375439243763
Position 4832: 0.0006063649016463427
Position 674: 0.0005267186560394038
Position 4226: 0.00038890405614095357
Position 10830: 0.00038419069956750464
Position 12058: 0.0003744064837320805
Position 316: 0.0003728513894258794
