Gene = ERV3-1
index = 510
Annotated 5SS: [113]
Annotated 3SS: [13238]
SMsplice 5SS: [113]
SMsplice 3SS: [205]
top_k =  500
Partition function (log Z): -13.256751397183342

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.9407954950783027
Position 10319: 0.24423737221959724
Position 5801: 0.03417243303293965
Position 60: 0.03379723361929111
Position 13359: 0.02875895346870666
Position 3281: 0.026524920792197832
Position 1341: 0.024118864672212036
Position 2586: 0.02313869947771398
Position 126: 0.023129269865083853
Position 7086: 0.023123869272183618
Position 7533: 0.018060406845795775
Position 2983: 0.015143237575432476
Position 7538: 0.01318167117991101
Position 5994: 0.007868608109406726
Position 3301: 0.006968027756174898
Position 6198: 0.005975705261510892
Position 679: 0.0058884216901657115
Position 2974: 0.0044567234864342645
Position 1544: 0.0032712955762542444
Position 474: 0.0029893371617602505
Position 7041: 0.002592626919748968
Position 2736: 0.0011414289676135612
Position 6182: 0.0011225295821991731
Position 5578: 0.0005127675894331363
Position 3390: 0.00045742391578050664
Position 1116: 0.00040243969038357625
Position 167: 0.0002778589816581777
Position 3425: 0.0002441179605772785
Position 2258: 0.0001894560485286157
Position 2778: 0.00016782864165908946
Position 5555: 0.00015436345736471451
Position 5431: 8.396227490192534e-05
Position 157: 6.200788116206773e-05
Position 1684: 2.4636843641580934e-05
Position 558: 2.221192837215466e-05
Position 2019: 1.6246433542966714e-05
Position 417: 1.5792937906694764e-05
Position 2086: 1.444887466341058e-05
Position 2865: 1.3346877304435906e-05
Position 523: 1.210825748978814e-05
Position 358: 9.476624316239458e-06
Position 2511: 8.754160145384576e-06
Position 1578: 7.253405943333991e-06
Position 1665: 6.292870827794281e-06
Position 744: 6.236393323105249e-06
Position 734: 5.4776857796460535e-06
Position 674: 4.189460089852559e-06
Position 483: 1.6225699226522697e-06
Position 330: 1.4202725124857812e-06
Position 1524: 6.214785765372999e-07
Position 1749: 6.100639905310689e-07
Position 1093: 5.729804425074278e-07
Position 1105: 5.179270867027908e-07
Position 1448: 4.1909562655596474e-07
Position 451: 4.127014192940377e-07
Position 1431: 3.6984711029814283e-07
Position 715: 2.46516559286397e-07
Position 704: 1.7720973440302743e-07
Position 336: 1.734273469168504e-07
Position 119: 1.6042471681348362e-07
Position 174: 4.181620305818541e-08
Position 231: 3.189295505288685e-08
Position 258: 2.8925580112270993e-08
Position 314: 2.359725566838786e-08
Position 180: 8.325104302143847e-10
Position 41: 7.449245591009754e-10
Position 11: 5.553205972255732e-10
Position 49: 2.0124671902671421e-10
Position 13: 3.0403550755017506e-11
Position 351: 3.259486868151567e-13
Position 343: 1.2065710601243168e-13
Position 398: 9.103192591543166e-14
Position 420: 6.029594345401412e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10133: 0.35714328963851455
Position 13238: 0.14342846259024372
Position 12602: 0.0909027468096833
Position 13607: 0.0749591311882393
Position 205: 0.0706255039900101
Position 14242: 0.06794415159613629
Position 7139: 0.0655284749903641
Position 3179: 0.06489847321183849
Position 5725: 0.05636723832974432
Position 13244: 0.05391836890834699
Position 7013: 0.04813846271939252
Position 7474: 0.041363989387854704
Position 385: 0.02915267062240711
Position 1193: 0.02418728713785545
Position 5322: 0.022076849463183185
Position 3050: 0.021834314457473247
Position 2293: 0.020893584927239108
Position 2776: 0.02028889717146243
Position 12492: 0.016453219183775236
Position 2318: 0.011122048956376645
Position 1391: 0.010960952645642369
Position 11611: 0.010057405026016378
Position 6041: 0.009004963150480612
Position 5675: 0.008626366790326273
Position 5863: 0.007862713850685642
Position 2510: 0.0076710882258496475
Position 3502: 0.0072000618031316166
Position 4867: 0.0065500439805041295
Position 2456: 0.006346614055678119
Position 3199: 0.006281332392824691
Position 8834: 0.005728297292273773
Position 403: 0.005489490715280216
Position 6092: 0.005276785092739655
Position 5895: 0.005202066587373834
Position 6067: 0.00516662771468893
Position 1281: 0.004781184485124342
Position 8772: 0.004701199970732125
Position 7209: 0.004253175729921353
Position 3486: 0.004131029422522146
Position 2234: 0.0037256231993474383
Position 5875: 0.0035734004260193552
Position 8878: 0.003378698941539551
Position 2694: 0.003345618254493456
Position 9912: 0.0031530554833198183
Position 6650: 0.0027489650395108632
Position 3806: 0.002577145201688594
Position 5279: 0.002463588145671294
Position 330: 0.002355057465067284
Position 4988: 0.002215291974283537
Position 2944: 0.0020158159543416437
Position 986: 0.0016981184533117252
Position 246: 0.0016124931392658575
Position 2875: 0.00152658883262104
Position 2547: 0.0014511063645923472
Position 7800: 0.001389346125185868
Position 5171: 0.001219236148177086
Position 4884: 0.0011925034151406863
Position 1458: 0.0010974987222648828
Position 907: 0.0010866285321246328
Position 8618: 0.0010573273008991177
Position 4847: 0.0010396930209489493
Position 8351: 0.0009961891961646323
Position 6776: 0.000977680776164265
Position 1149: 0.0009234039523495653
Position 5477: 0.0008985964132804707
Position 947: 0.0008028892026929225
Position 2792: 0.0007591796621428527
Position 4719: 0.000753218014327598
Position 5537: 0.0007470021956800634
Position 4722: 0.0007279939947427453
Position 2485: 0.0006688197073222136
Position 2973: 0.0006318386393445711
Position 7119: 0.0006077233566437552
Position 6706: 0.0005883579698727873
Position 950: 0.0005874944342944583
Position 365: 0.0005777170114083532
Position 5931: 0.0005596351919150275
Position 6164: 0.00047159411760134206
Position 1653: 0.0004627407208725519
Position 1340: 0.0004419181362587619
Position 3665: 0.00043133388893286704
Position 4769: 0.0003892497710077142
Position 4059: 0.00038231594621591203
Position 1103: 0.000359634947831222
Position 532: 0.0003437526662744756
Position 806: 0.0003388131097498319
Position 3255: 0.0003315137033471645
Position 3525: 0.0003261171717933774
Position 1448: 0.0003241843948275804
Position 5771: 0.0003202129205760536
Position 597: 0.00031824610538903745
Position 5203: 0.00028369603325207145
Position 351: 0.0002640901000669028
Position 1004: 0.00025161448806332044
Position 258: 0.00024348209082110823
Position 2075: 0.00022179902528743196
Position 2166: 0.0002204819704924854
Position 3696: 0.0001914159585439718
Position 4528: 0.00018069582476258893
Position 490: 0.00015235077439171055
Position 231: 0.0001469766236066134
Position 1596: 0.00014385612214298964
Position 714: 0.0001344124849454669
Position 1172: 0.00013351353316533668
Position 3335: 0.00012782045666078398
Position 1355: 0.00012521691501036372
Position 268: 0.00012263894087779375
Position 274: 0.00010599919772506404
Position 2878: 9.99246040035775e-05
Position 1366: 9.549622634556613e-05
Position 1315: 8.314871741632853e-05
Position 2043: 7.175910998348483e-05
Position 1115: 7.116643448424019e-05
Position 556: 4.956028645647739e-05
Position 678: 4.7515936821701636e-05
Position 523: 1.7812608087496218e-05
Position 2620: 1.5038481239854225e-05
Position 2374: 1.494180747299696e-05
Position 2436: 1.1710130952807171e-05
Position 2105: 1.1671499033969493e-05
Position 2561: 1.0604773249534158e-05
Position 1413: 8.318828540438739e-06
Position 1287: 7.76514107403332e-06
Position 2180: 5.9365452532313615e-06
Position 2391: 2.908701171965141e-06
Position 1992: 2.8842911834236727e-06
Position 575: 2.6221671572360434e-06
Position 1023: 1.8449277747016654e-06
Position 1208: 1.716012380443969e-06
Position 2018: 1.6210033561900932e-06
Position 424: 1.443304160615541e-06
Position 1800: 1.1344742108274588e-06
Position 1984: 1.040752889732927e-06
Position 2072: 8.539396903489593e-07
Position 543: 8.476087108817534e-07
Position 614: 3.40618551833332e-07
Position 641: 2.8256359446066e-07
Position 1607: 2.001273225573613e-07
Position 294: 1.4063049635529534e-07
Position 1203: 8.183277293733483e-08
Position 567: 6.266369522106316e-08
Position 442: 3.926509704076527e-08
Position 449: 3.773951634474289e-08
Position 1205: 9.48881320553119e-09
Position 653: 6.102121242980764e-09
Position 1629: 2.361789104219037e-09
