Gene = JTB
index = 726
Annotated 5SS: [ 519  713  996 1863]
Annotated 3SS: [ 674  912 1782 2852]
SMsplice 5SS: [ 145  996 1863 2983]
SMsplice 3SS: [ 912 1782 2852 3141]
top_k =  500
Partition function (log Z): -3.858462816498175

Sorted 5' Splice Sites (High to Low Probability):
Position 996: 0.8464450124544514
Position 145: 0.7181519981279408
Position 1863: 0.698672785636528
Position 2983: 0.38699666867620414
Position 3025: 0.34660569952054565
Position 519: 0.3312481561756357
Position 530: 0.2855011112246609
Position 713: 0.17303191047574534
Position 350: 0.13261189127339476
Position 417: 0.055671733388997745
Position 1125: 0.03902633203658072
Position 86: 0.013006960665003293
Position 395: 0.009103855229773522
Position 793: 0.00293662576519506
Position 2114: 0.0026144607964897876
Position 1000: 0.002100219570989159
Position 1487: 0.0017039838104104118
Position 1305: 0.001472120260060688
Position 446: 0.0012760364111824238
Position 717: 0.000637673346005998
Position 2910: 0.0005452222416484197
Position 550: 0.0004796521652844712
Position 3000: 0.0004757961177236539
Position 399: 0.00045541055038309284
Position 843: 0.0003141427943727536
Position 2109: 0.00023561538674714866
Position 2038: 0.0002244996996531288
Position 126: 0.00020216733442403567
Position 622: 0.0001737668612209191
Position 1540: 0.00014728636577166193
Position 957: 0.0001463578203012806
Position 3034: 0.00011542772152458959
Position 748: 0.0001133200413075852
Position 3064: 0.00011005674045007138
Position 765: 9.501660437945287e-05
Position 489: 6.348759285785321e-05
Position 833: 4.063188815730248e-05
Position 1949: 3.587032483311678e-05
Position 708: 2.3790059454021266e-05
Position 638: 6.220374232611539e-06
Position 497: 3.862940088582897e-06
Position 950: 1.6560783272044572e-06
Position 354: 8.52115806941683e-07
Position 407: 6.092201287469214e-07
Position 258: 4.055399191773153e-07
Position 1139: 2.506386065276129e-07
Position 968: 2.188707280659033e-07
Position 942: 1.5322220308865255e-07
Position 1162: 1.4066297865496166e-07
Position 272: 6.954225265024756e-08
Position 1941: 4.788221526168223e-08
Position 390: 1.8362606188606233e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2852: 0.8131787690247317
Position 3141: 0.8061300932428995
Position 912: 0.8046960241885343
Position 1782: 0.6438195594571515
Position 416: 0.47815021429935656
Position 674: 0.09801395463958491
Position 1117: 0.07407997895146588
Position 209: 0.05161028194773208
Position 765: 0.044053717451175055
Position 2892: 0.041450648932615686
Position 513: 0.02973566387504135
Position 1577: 0.027590733269021797
Position 298: 0.025738561066221632
Position 378: 0.016268618240139702
Position 1810: 0.015647597090741917
Position 1661: 0.008874673458418454
Position 615: 0.00872594032169906
Position 2952: 0.006775694458859313
Position 1230: 0.005412973994607312
Position 228: 0.005114343451338178
Position 1647: 0.005006623564046178
Position 2863: 0.004759502580158993
Position 281: 0.00421801040671807
Position 348: 0.003849888829498478
Position 610: 0.003797185915977108
Position 1722: 0.002903645146888397
Position 212: 0.0027536864332138957
Position 190: 0.0027101911299719345
Position 785: 0.0024562958679653704
Position 3203: 0.0022425091948766913
Position 2002: 0.002209837724579428
Position 916: 0.0013132175784749697
Position 3389: 0.0010320247173203768
Position 1691: 0.0009640363268361128
Position 1915: 0.0009131333707651354
Position 398: 0.0007627656473126662
Position 1694: 0.0005254313880803586
Position 471: 0.0005157229197790125
Position 1180: 0.0004416075719085761
Position 3334: 0.00041632653588136403
Position 2303: 0.00038451014064017997
Position 2777: 0.0002988644183333628
Position 2899: 0.00029870526982476314
Position 696: 0.00027801180988959234
Position 1952: 0.00026697542366023853
Position 385: 0.00022178682674642235
Position 1593: 0.00020962477579651177
Position 3100: 0.00020380409941202907
Position 3392: 0.00018952830020763867
Position 1254: 0.0001862126927023455
Position 529: 0.00013432016079776768
Position 2391: 0.00011364070919698527
Position 2520: 0.00011132325359840004
Position 3040: 0.00010024397519810423
Position 1535: 9.717267590672791e-05
Position 787: 9.00118088828299e-05
Position 2484: 8.685208848111648e-05
Position 3406: 7.766000160171003e-05
Position 679: 7.696362313013931e-05
Position 340: 6.978055914491507e-05
Position 2737: 6.542123441534255e-05
Position 792: 5.882055822021684e-05
Position 564: 5.725901093637162e-05
Position 1887: 4.497252790634546e-05
Position 1972: 4.491949322382601e-05
Position 1819: 4.3655584863034164e-05
Position 1070: 3.837010481304863e-05
Position 3245: 2.2452354729956903e-05
Position 526: 1.966123931795944e-05
Position 1123: 1.0554099622791139e-05
Position 593: 1.007735228684258e-05
Position 534: 9.951351574204628e-06
Position 1236: 9.61511554883087e-06
Position 549: 9.476524443282395e-06
Position 682: 5.46872851246673e-06
Position 559: 4.355484525399058e-06
Position 523: 3.945997790832045e-06
Position 546: 2.9450898519716765e-06
Position 455: 2.4311677966511453e-06
Position 1039: 1.9463979810214027e-06
Position 618: 1.8135849418936636e-06
Position 350: 1.3786826994939325e-06
Position 843: 1.0875569016456303e-06
Position 354: 2.718553628928999e-07
Position 948: 2.136914575164955e-07
Position 963: 1.8040437125310644e-07
Position 801: 1.1362151694243749e-07
Position 159: 6.714351033311216e-08
Position 1080: 6.652854115830694e-08
Position 168: 5.856537755985723e-08
Position 395: 2.157128368714193e-08
Position 700: 4.50438050585697e-09
Position 684: 4.216763559146244e-09
Position 149: 4.361731352477892e-10
