Gene = GKAP1
index = 593
Annotated 5SS: [  226   747 11441 18558 29142 33028 37361 48925 64485 69434 75213 75791]
Annotated 3SS: [  614 11181 18413 29063 32903 37337 48771 64382 69369 75141 75712 77997]
SMsplice 5SS: [  226   747 11441 18558 28395 33028 51118 57723 64485 69434 75213 75791]
SMsplice 3SS: [  614 11181 18413 28292 32903 51014 57642 64382 69369 75141 75712 77997]
top_k =  500
Partition function (log Z): -21.533628819418233

Sorted 5' Splice Sites (High to Low Probability):
Position 18558: 0.9964826059093177
Position 28395: 0.9645544893759355
Position 33028: 0.9317504900877398
Position 226: 0.9288667302422206
Position 747: 0.8707239900582724
Position 24792: 0.5373995798233581
Position 11441: 0.47113349192640513
Position 29142: 0.4415376673997765
Position 11325: 0.4398720591519993
Position 33292: 0.42681806764750324
Position 19731: 0.39133954067224214
Position 8920: 0.37885447413180906
Position 25533: 0.3406364602878856
Position 37430: 0.30727348317424574
Position 1478: 0.27324389955885725
Position 6152: 0.25067956554584625
Position 20048: 0.20273976248387476
Position 32135: 0.19944140038217267
Position 33328: 0.10242863617022835
Position 37361: 0.08864663613430085
Position 8491: 0.07878685709014285
Position 20526: 0.07203395613900787
Position 11026: 0.0701413455382245
Position 3247: 0.05383049570496259
Position 11544: 0.052029902973524285
Position 25503: 0.04643959475953835
Position 5356: 0.04336128866702743
Position 11922: 0.03737675409847179
Position 17903: 0.029416641278964914
Position 511: 0.028260594519490728
Position 32130: 0.027059876156112536
Position 874: 0.021594719745383083
Position 25265: 0.014768336259001718
Position 10088: 0.012421315039152623
Position 282: 0.008037449537870965
Position 1331: 0.007596992933947461
Position 46: 0.0072661991661738074
Position 24918: 0.007130969197277662
Position 33757: 0.006749893217203737
Position 5360: 0.005392799264323378
Position 3903: 0.004666029430052409
Position 142: 0.004637509268891838
Position 230: 0.004384895144241905
Position 5154: 0.004003032133427862
Position 18568: 0.0035173936039319398
Position 20249: 0.0027415630406967314
Position 19457: 0.002626515640066932
Position 18831: 0.0021660485083049696
Position 33377: 0.0021503002266294847
Position 19737: 0.0017973077767314384
Position 1087: 0.0016119746064328219
Position 3303: 0.0015777044002816532
Position 895: 0.0013635423132625439
Position 5352: 0.001001747271520648
Position 22969: 0.000926399483245244
Position 703: 0.0009195448325456007
Position 4247: 0.0008925692167179801
Position 3141: 0.0006768114050714481
Position 3147: 0.0006685182182680284
Position 718: 0.000586296372517631
Position 5319: 0.0005623379601657849
Position 327: 0.0005496401874229786
Position 22: 0.0004075634890386086
Position 615: 0.0003371820349442884
Position 752: 0.000269970080097188
Position 1303: 0.00024251951485502527
Position 1252: 0.00023115656562061978
Position 4853: 0.0001634712830571161
Position 640: 0.00015599884890945653
Position 645: 0.0001473066547524811
Position 1817: 0.0001270464828916358
Position 257: 7.876376575026103e-05
Position 807: 6.02145876054222e-05
Position 259: 4.534387316700998e-05
Position 61: 3.555881762877595e-05
Position 2098: 2.7932878526584362e-05
Position 489: 2.469224984135598e-05
Position 1084: 1.909664393456829e-05
Position 1105: 1.9066895059448938e-05
Position 1093: 1.857699894326181e-05
Position 689: 1.5442903965515644e-05
Position 504: 1.3974169414137318e-05
Position 1075: 1.3630196379852795e-05
Position 993: 6.064880070860779e-06
Position 3726: 3.979337692610663e-06
Position 674: 2.867487040220606e-06
Position 1024: 2.383951560928333e-06
Position 50: 4.499046137523361e-07
Position 519: 3.548102563813406e-07
Position 1079: 2.5268898508613414e-07
Position 1128: 1.851785513910573e-07
Position 129: 1.440620279423787e-07
