Gene = TRNP1
index = 1489
Annotated 5SS: [906]
Annotated 3SS: [6139]
SMsplice 5SS: [225 906]
SMsplice 3SS: [ 757 6139]
top_k =  500
Partition function (log Z): -9.874980155300918

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.7123711424083777
Position 906: 0.6157989566804152
Position 924: 0.2777805563630248
Position 66: 0.11236804195349302
Position 2201: 0.09405880387113458
Position 1695: 0.07071940236089026
Position 5619: 0.0673943261663477
Position 1614: 0.03964469025966222
Position 142: 0.03203536108172624
Position 1603: 0.02739473380203699
Position 4882: 0.026264099647370694
Position 3054: 0.024119913466506042
Position 936: 0.018238327406102282
Position 1646: 0.016740216894638553
Position 1475: 0.01088849398481967
Position 5367: 0.01014825381125239
Position 6388: 0.009367930208059743
Position 808: 0.009330762794184804
Position 19: 0.006322330721631379
Position 416: 0.005732255553962513
Position 4091: 0.003954130566861153
Position 577: 0.0020416969710036056
Position 5213: 0.001734817309048182
Position 1858: 0.0014124204659116133
Position 13: 0.0010912770103129654
Position 891: 0.0009763626727584813
Position 5100: 0.0009119697609542077
Position 872: 0.0008982373266434016
Position 4610: 0.0007706313886414731
Position 1880: 0.0006772923389201703
Position 672: 0.0005004347569876626
Position 437: 0.00046781070197717196
Position 439: 0.0003985315564077272
Position 1062: 0.0003342218559842465
Position 1232: 0.0002908309142322374
Position 1069: 0.0002325144588800975
Position 2203: 8.79189046788029e-05
Position 1795: 6.097465045921324e-05
Position 2563: 5.714311951605014e-05
Position 1651: 5.569297288387176e-05
Position 29: 4.941129345917152e-05
Position 2159: 4.390073720485127e-05
Position 1016: 3.9123817037131545e-05
Position 458: 2.577766464180285e-05
Position 1518: 1.4225233372576821e-05
Position 1827: 1.3821766509401871e-05
Position 21: 1.1941813543342444e-05
Position 3241: 1.1090012682484681e-05
Position 940: 1.1053427814662003e-05
Position 5072: 1.0729570866793626e-05
Position 229: 9.42023710638886e-06
Position 1072: 8.75555280462113e-06
Position 1133: 7.961226188880936e-06
Position 3: 3.7322085511362916e-06
Position 5: 2.76976524753404e-06
Position 1082: 1.5276037818430962e-06
Position 950: 1.3609405426966571e-06
Position 911: 1.3505389538959031e-06
Position 662: 8.129186619437864e-07
Position 26: 4.256013873588607e-07
Position 542: 1.134543639385952e-07
Position 476: 4.945125300269901e-11
Position 172: 1.8547522892470892e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 757: 0.7115046083288583
Position 6139: 0.3701341618555193
Position 6157: 0.24492817762275737
Position 1947: 0.12703017889911958
Position 1445: 0.11825725704250244
Position 7092: 0.10894844442134308
Position 729: 0.0861389963894116
Position 5476: 0.07264104710202345
Position 2798: 0.04206610129594965
Position 1429: 0.03838644721973832
Position 6484: 0.03263274967940196
Position 1474: 0.028279210934599272
Position 1721: 0.022177728016909818
Position 3755: 0.0196269801530653
Position 1968: 0.018691054647138668
Position 4733: 0.01676136954712746
Position 3875: 0.016141408105400504
Position 3171: 0.014850634282061922
Position 5099: 0.014295988530837361
Position 7146: 0.00959720261014251
Position 1448: 0.009076698291289875
Position 3898: 0.007468625067165345
Position 2107: 0.006869280598840937
Position 1943: 0.006750493878529785
Position 797: 0.005995571752092252
Position 4667: 0.005604482432060825
Position 4710: 0.00508875556148515
Position 6563: 0.004194730514471178
Position 5249: 0.0032731259190252396
Position 3348: 0.0027185315589828138
Position 6266: 0.0025957341855117784
Position 5993: 0.002548025466376838
Position 3142: 0.001994929994241265
Position 5563: 0.0019105514361773357
Position 1630: 0.0017139617255765409
Position 5014: 0.001409945455382431
Position 2545: 0.001238798378449178
Position 2449: 0.0012023270542269114
Position 1538: 0.0011972243462455186
Position 1364: 0.0011778071447244734
Position 2390: 0.0011627447203461435
Position 6542: 0.0011272132259371001
Position 2310: 0.0011205203720708623
Position 4364: 0.0010671288510836477
Position 6284: 0.0010533942249142882
Position 2485: 0.0010518847554488874
Position 3784: 0.0008963817639693747
Position 7120: 0.0008719904308247545
Position 6055: 0.0008614878087898192
Position 5829: 0.000809355877352149
Position 5940: 0.0006398695753303549
Position 3910: 0.0006390813886511716
Position 2133: 0.0005342534144800693
Position 1589: 0.000520215905216401
Position 3668: 0.0005166890320663684
Position 3759: 0.0005147473275465984
Position 1016: 0.00045334196131072455
Position 1178: 0.0004487065335532348
Position 1452: 0.00039351451953042424
Position 251: 0.0002961313909619633
Position 1818: 0.00022095813648066232
Position 3107: 0.00021793487560226588
Position 2579: 0.00020682442659187655
Position 2692: 0.00019250198724308533
Position 3310: 0.00018796355854132173
Position 2838: 0.0001747430675728793
Position 3104: 0.00012891574966193207
Position 1847: 0.00012858412096046636
Position 181: 6.43114674272049e-05
Position 1509: 5.218479276610235e-05
Position 1491: 4.267591046105622e-05
Position 2901: 3.361955437828867e-05
Position 1552: 2.2416241551464964e-05
Position 807: 2.17903584652259e-05
Position 3010: 1.9290832161826145e-05
Position 1119: 1.8117401901879564e-05
Position 1555: 1.7087718042208978e-05
Position 1645: 1.7040237687365205e-05
Position 1613: 1.4007232974832561e-05
Position 1277: 1.3709472168628161e-05
Position 1638: 1.2493646790662787e-05
Position 706: 7.286910574369616e-06
Position 966: 5.64860944531135e-06
Position 1095: 5.466520336928352e-06
Position 121: 4.802908671617322e-06
Position 862: 2.1100538798917957e-06
Position 846: 1.6888501665060106e-06
Position 1021: 1.673488681667282e-06
Position 99: 1.4823624095040343e-06
Position 415: 1.366422876988343e-06
Position 550: 1.2225342373310371e-06
Position 229: 9.192366507676673e-07
Position 991: 7.039470243614951e-07
Position 1126: 6.358788333447515e-07
Position 266: 5.686412853936854e-07
Position 1229: 5.252228579237233e-07
Position 385: 2.996007786497682e-07
Position 589: 2.9220756152046986e-07
Position 421: 2.1003711369400628e-07
Position 466: 1.7583820681197682e-07
Position 341: 8.608495955950489e-08
Position 134: 7.897419748972471e-08
Position 1110: 6.026361769136031e-08
Position 304: 5.59324844837564e-08
Position 592: 5.175867528831144e-08
Position 263: 3.7929155424059417e-08
Position 395: 3.165263903410905e-08
Position 451: 3.101351863348731e-08
Position 292: 2.5086011213415805e-08
Position 139: 2.0253074116559873e-08
Position 312: 1.967786261093871e-08
Position 445: 1.5216038399123567e-08
Position 124: 1.519635647644612e-08
Position 493: 1.269634065358937e-08
Position 519: 6.887908292874782e-09
Position 283: 5.353991594821904e-09
Position 517: 4.244366423573408e-09
Position 136: 2.2644002877124337e-09
Position 286: 1.0149305167579861e-09
Position 141: 9.774398189784223e-10
Position 453: 4.229278452802121e-10
Position 917: 3.584608408513164e-10
Position 866: 2.3182828397806344e-10
Position 556: 2.210719022025342e-10
Position 868: 9.790934199640482e-11
Position 277: 7.018803283857232e-11
Position 883: 6.960556341159973e-11
Position 894: 3.1940035185771346e-11
Position 525: 5.82148021759453e-12
