Gene = FAM221B
index = 535
Annotated 5SS: [ 270 3169 3503 8843 9536 9843]
Annotated 3SS: [ 2570  3358  8731  9337  9722 10225]
SMsplice 5SS: [ 270 3503 8843 9416 9843]
SMsplice 3SS: [ 3358  8731  9337  9722 10225]
top_k =  500
Partition function (log Z): -3.711126307921254

Sorted 5' Splice Sites (High to Low Probability):
Position 8843: 0.9493449407849577
Position 270: 0.9227580421059726
Position 9843: 0.8869310662042568
Position 3503: 0.8679501721518578
Position 8630: 0.4681407935115366
Position 9416: 0.3764220757385638
Position 9536: 0.18858949317932117
Position 7295: 0.18296846946683962
Position 8584: 0.1586712505616204
Position 10328: 0.12395352937850898
Position 9358: 0.11762298754090568
Position 1941: 0.10591686321051884
Position 9412: 0.09425510282401336
Position 9571: 0.09234917642394755
Position 4615: 0.08790191366127806
Position 226: 0.0267925598600073
Position 9616: 0.023195758144364982
Position 1308: 0.020683489317456734
Position 967: 0.02007524428625369
Position 3199: 0.018940740195983723
Position 8158: 0.010242233253681355
Position 8669: 0.009728065738163469
Position 8511: 0.008909183742555971
Position 1945: 0.008258427265353243
Position 10645: 0.008237371781375331
Position 10260: 0.007535558656846797
Position 8994: 0.007009252730398974
Position 1203: 0.006546209710254019
Position 8540: 0.006201181991806689
Position 3707: 0.005997912612266878
Position 1184: 0.005440863574198146
Position 972: 0.005369338480019154
Position 8402: 0.0034600463890357997
Position 10158: 0.0033776006112913627
Position 9879: 0.003344123180770293
Position 9555: 0.0032562666462763075
Position 55: 0.003114515460649838
Position 10819: 0.0029555704908782237
Position 3060: 0.002398153724583073
Position 8598: 0.0022418734724109074
Position 2379: 0.001951468627133422
Position 1976: 0.0018633383688575395
Position 274: 0.0018399659575016984
Position 9575: 0.0009979099782898855
Position 3192: 0.0009753857383729423
Position 2714: 0.0009221386695756489
Position 988: 0.0008884630205659859
Position 8150: 0.0008334028928751326
Position 3105: 0.0007029319222235061
Position 10868: 0.0006853393934697522
Position 3205: 0.00047061227813866463
Position 2996: 0.0004497049037181601
Position 8910: 0.0003367471678788517
Position 10025: 0.0002446639666340681
Position 1695: 9.87968554425696e-05
Position 518: 2.0939930515003867e-05
Position 244: 1.3139686550392587e-05
Position 4779: 1.2379778075033085e-05
Position 5386: 8.610366724198081e-06
Position 220: 8.381809260137885e-06
Position 730: 6.774444782827082e-06
Position 79: 4.494166810095605e-06
Position 482: 4.222882453534361e-06
Position 524: 2.3709051235713056e-06
Position 96: 1.871158898895508e-06
Position 1146: 1.767584401815746e-06
Position 277: 1.638853635429848e-06
Position 659: 1.2046253415269676e-06
Position 866: 7.457138239686292e-07
Position 638: 5.042854397364274e-07
Position 356: 2.3936309920112227e-07
Position 353: 2.2711339621610774e-07
Position 359: 2.2091203033356336e-07
Position 362: 1.7556038589190704e-07
Position 604: 1.651205345583147e-07
Position 365: 1.2783137230405534e-07
Position 350: 8.194358528946958e-08
Position 368: 8.010502407458284e-08
Position 550: 7.328839948799784e-08
Position 449: 6.119577381160358e-08
Position 371: 4.472644790516326e-08
Position 377: 3.454191238732809e-08
Position 337: 3.3793836057241427e-08
Position 374: 3.3323185667114576e-08
Position 380: 3.046344137901999e-08
Position 383: 2.5913515576964745e-08
