Gene = IQCG
index = 715
Annotated 5SS: [  175   491 14400 16242 21472 27846 33996 46139 47345 67392 68574]
Annotated 3SS: [  299 14332 15967 21238 27716 33913 45976 47269 67259 68471 70304]
SMsplice 5SS: [  175  9820 14400 21029 27846 33996 46139 47345 60185 68574 70402]
SMsplice 3SS: [ 9686 14332 20920 27716 33913 45976 47269 60062 68471 70304 70634]
top_k =  500
Partition function (log Z): -17.920927745988656

Sorted 5' Splice Sites (High to Low Probability):
Position 27846: 0.9999255553623361
Position 33996: 0.9920556715085594
Position 9820: 0.9624081447390165
Position 46139: 0.9206116818213064
Position 175: 0.9092461258925149
Position 21029: 0.9016677542023824
Position 47345: 0.8754629255726223
Position 14400: 0.7564230630827674
Position 16242: 0.5819728820801789
Position 21472: 0.49080470058357023
Position 491: 0.43221433680371485
Position 16693: 0.2732431302700193
Position 16214: 0.23302966265433436
Position 10181: 0.17360602165552041
Position 2244: 0.11670521962418143
Position 24034: 0.10155971053251678
Position 4382: 0.08830541798423527
Position 1485: 0.08543715488813106
Position 22177: 0.06959781680065429
Position 11736: 0.06688253461461371
Position 2248: 0.062220669618294505
Position 23990: 0.05802380349020588
Position 9419: 0.0568649568156428
Position 6250: 0.05330347040942823
Position 14373: 0.042075862705720925
Position 9275: 0.036595243818190654
Position 8591: 0.03639765383180372
Position 25426: 0.032109554439678153
Position 9488: 0.019583724867073174
Position 16048: 0.018653871520045023
Position 14264: 0.016145022900858907
Position 380: 0.015760655866155496
Position 11461: 0.015207703478300586
Position 4426: 0.012154109261819455
Position 14575: 0.011817942211384293
Position 10121: 0.011455750915830938
Position 14564: 0.010511647999176631
Position 4882: 0.010387300311299454
Position 10975: 0.009564527899306934
Position 42: 0.009016984562914323
Position 14434: 0.007491329721798065
Position 12435: 0.006502861792151405
Position 11712: 0.00627805858900177
Position 10647: 0.00607838461962638
Position 10877: 0.005387101079143206
Position 16053: 0.005286256922072665
Position 10001: 0.005258139978022984
Position 21563: 0.004755468179621367
Position 14678: 0.004623589679769634
Position 8436: 0.0038725888831850695
Position 16490: 0.0038085357794958065
Position 14663: 0.0036442609649849737
Position 9757: 0.0034400590316946466
Position 10479: 0.0030849046983126246
Position 10570: 0.002952660140732625
Position 23083: 0.0025754097234660413
Position 11708: 0.0025471476077719686
Position 14823: 0.0023208371154853956
Position 1186: 0.002207867605579735
Position 114: 0.0021688301561091573
Position 14806: 0.0020992436485099816
Position 610: 0.002011089270478413
Position 15916: 0.0012986455988182248
Position 33862: 0.0012487295718190943
Position 11541: 0.0009920344647831982
Position 12092: 0.000898512158843137
Position 1325: 0.0007841426072142865
Position 107: 0.000635208871072873
Position 10071: 0.000550028731766355
Position 440: 0.0005018613008277486
Position 165: 0.0003820120143005138
Position 46: 0.00037990548596833555
Position 655: 0.00032293168655251936
Position 1031: 0.00028107167337362095
Position 16209: 0.00021172156138424324
Position 1871: 0.00020947289807866093
Position 1276: 0.00018973465321067248
Position 1601: 0.00011523596570412202
Position 1558: 8.303785362590829e-05
Position 593: 7.851870629609413e-05
Position 1832: 7.63775629764986e-05
Position 30745: 7.390266685076874e-05
Position 1394: 4.893594638993559e-05
Position 1195: 4.873030517673576e-05
Position 627: 3.368251760523376e-05
Position 29925: 2.6462330651394013e-05
Position 1075: 2.0426223156199703e-05
Position 519: 1.9571459346916467e-05
Position 922: 1.6101465766577024e-05
Position 155: 1.3416909277255847e-05
Position 1156: 9.618052956854578e-06
Position 584: 5.859648372075994e-06
Position 581: 5.32746593744857e-06
Position 984: 5.326739229252412e-06
Position 124: 5.123657963524375e-06
Position 50: 4.036076193855836e-06
Position 116: 2.7981275343328095e-06
Position 89: 2.674486671067281e-06
Position 468: 1.8653354986208146e-06
Position 556: 1.359359809680128e-06
Position 10: 6.920233205107115e-07
Position 71: 6.17860377357451e-07
Position 158: 3.685429735153083e-07
Position 207: 2.165166794364269e-07
Position 52: 1.401131175556365e-07
Position 179: 1.2069473680279737e-07
Position 153: 1.1787289240960247e-07
Position 35: 5.736990505255302e-08
Position 269: 5.329371199027649e-08
Position 631: 5.114272000546687e-08
Position 729: 3.6775138204598646e-08
Position 63: 3.0484086514344165e-08
Position 542: 3.0386124044047346e-08
Position 676: 1.8074681633146437e-08
Position 1290: 1.2060076332749892e-09
Position 420: 1.1823252378963292e-09
Position 299: 1.0983111294590656e-09
Position 276: 8.94556665652112e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 27716: 0.9999666047331939
Position 33913: 0.9925382259958526
Position 9686: 0.9594660567231811
Position 45976: 0.9310262790972657
Position 47269: 0.9064791585393726
Position 20920: 0.9016678410718997
Position 14332: 0.8274310006982031
Position 15967: 0.5018400846912571
Position 21238: 0.47406258212085667
Position 299: 0.3587526788216562
Position 16137: 0.31465171504970857
Position 48855: 0.2727224230990266
Position 48556: 0.21125565342111075
Position 23862: 0.15960281486409358
Position 16387: 0.15903168144620333
Position 2116: 0.15392392182326012
Position 49746: 0.13603823679361768
Position 16622: 0.11802189698094576
Position 9155: 0.11304392550090687
Position 49050: 0.10900112935154056
Position 4244: 0.09728425288826968
Position 52871: 0.07777998413566968
Position 11627: 0.07382171974948179
Position 1377: 0.06993398553385612
Position 22055: 0.0696008846892236
Position 10004: 0.06388870255210265
Position 10084: 0.0629907459206324
Position 8358: 0.04027024271498879
Position 48042: 0.03833896594032739
Position 47482: 0.032811933868091406
Position 25055: 0.03211361983369759
Position 9891: 0.026865346913306942
Position 34748: 0.023359970116158913
Position 16002: 0.022663689203982974
Position 2164: 0.02199981706442845
Position 21246: 0.021498202273609327
Position 10124: 0.020610439687824545
Position 6002: 0.017920049076080167
Position 6030: 0.017815884451450364
Position 14152: 0.016145022900858907
Position 1412: 0.015717136904025004
Position 10792: 0.014951628978450152
Position 6165: 0.014751937223622615
Position 11319: 0.01455022736733393
Position 14546: 0.013027850594476928
Position 48466: 0.01164712224516975
Position 306: 0.010986828902784872
Position 34634: 0.010926462968802297
Position 34691: 0.010117294541052651
Position 10032: 0.010001165058207983
Position 45596: 0.009106964056778107
Position 4800: 0.007015567601740242
Position 12347: 0.006502861792151405
Position 34577: 0.006230777018698615
Position 10371: 0.005107892886956081
Position 9778: 0.004575654086077487
Position 9987: 0.0044676076240446035
Position 10612: 0.003921013211805673
Position 4796: 0.003371732709559207
Position 4379: 0.003175274357784973
Position 5971: 0.002815599658275115
Position 23043: 0.002575409723466042
Position 354: 0.00243220723323043
Position 9911: 0.00203830934844102
Position 11578: 0.0018860210619057048
Position 10229: 0.0018593373051265692
Position 2053: 0.0018546007393820216
Position 9805: 0.0018141188225754394
Position 11372: 0.001649510575749807
Position 37316: 0.001613735311784386
Position 34805: 0.0013726592645409868
Position 816: 0.0013539658846376723
Position 34862: 0.0013261370048054015
Position 15847: 0.0012987013165606945
Position 2070: 0.0011475497226511198
Position 11955: 0.0008985121588431337
Position 490: 0.0007572310927060222
Position 33622: 0.0007256498803610841
Position 40194: 0.000684016422953831
Position 10569: 0.0006196903095398662
Position 10411: 0.000608021000690218
Position 39837: 0.0005875448581851476
Position 1058: 0.0005701885105184489
Position 33625: 0.0005665014764648113
Position 14760: 0.0005493509354983659
Position 30094: 0.0005178712666520472
Position 377: 0.0003744160777359135
Position 30881: 0.0003635861283993717
Position 29698: 0.00034595223936373
Position 32173: 0.00032953751019789573
Position 1030: 0.0002989983427913765
Position 37877: 0.00029716312189345586
Position 1166: 0.00028721564694754676
Position 311: 0.0002462761051059163
Position 30906: 0.00019913436207405814
Position 28540: 0.00018977076271409942
Position 34904: 0.00015993980959499277
Position 27950: 0.00015268947725948393
Position 1713: 0.00013030416523989775
Position 1072: 0.0001212200287134782
Position 1484: 0.00011456631992835364
Position 30596: 0.00011192948499490023
Position 27990: 7.232746973746834e-05
Position 28989: 6.589093885707294e-05
Position 30090: 6.535335279830601e-05
Position 30061: 6.476840929070655e-05
Position 31309: 3.529996985800152e-05
Position 31346: 3.4958711332921466e-05
Position 31191: 3.2724155272065076e-05
Position 28564: 3.128025605742278e-05
Position 335: 2.578581548641333e-05
Position 330: 2.544541853223512e-05
Position 420: 2.538483210672936e-05
Position 30552: 2.139411336280204e-05
Position 30414: 1.9628669526654254e-05
Position 1520: 1.9176785106754508e-05
Position 976: 1.9046471503311092e-05
Position 516: 1.8393443552043752e-05
Position 1122: 1.823643803432056e-05
Position 1445: 1.632485256573057e-05
Position 979: 1.552462489151064e-05
Position 1304: 1.4498986805550167e-05
Position 28071: 1.37932592104036e-05
Position 1329: 1.2589669601626451e-05
Position 1820: 1.148631445366851e-05
Position 28128: 9.165537217770448e-06
Position 1721: 8.799986714058287e-06
Position 1276: 8.751150256038267e-06
Position 27927: 8.60110785465667e-06
Position 384: 8.282763005550946e-06
Position 684: 7.740076381425072e-06
Position 28614: 5.645926441639183e-06
Position 153: 4.61706800845774e-06
Position 106: 2.615393445815745e-06
Position 21704: 1.8969503182994666e-06
Position 839: 1.6522789607551379e-06
Position 1005: 1.249696008220879e-06
Position 913: 1.1853104636515514e-06
Position 522: 1.0850957214656556e-06
Position 822: 9.560720269092653e-07
Position 437: 8.430764224601674e-07
Position 1092: 7.201566153976846e-07
Position 1096: 6.312106131891238e-07
Position 220: 3.5989343115486714e-07
Position 896: 3.225471374785953e-07
Position 648: 3.173252165213756e-07
Position 440: 2.9492792719589834e-07
Position 20135: 2.8057377032830483e-07
Position 981: 2.574449759832318e-07
Position 495: 1.6736949078225245e-07
Position 17128: 1.4433089940732274e-07
Position 21562: 1.2042832004021175e-07
Position 17153: 1.760339988259822e-08
Position 2769: 6.843359769820724e-10
Position 468: 6.513042645587969e-10
Position 593: 6.050395149050719e-10
Position 461: 5.338871877989304e-10
Position 207: 5.088871568249837e-10
Position 567: 2.673218025516427e-10
Position 174: 2.52336862439053e-10
Position 113: 2.4933561698000046e-10
Position 158: 2.1779735457595482e-10
Position 530: 1.5973884543048744e-10
Position 610: 1.291536745306912e-10
Position 561: 8.065348260115535e-11
Position 519: 4.636225227279018e-11
Position 542: 3.0962286326660174e-11
Position 121: 2.928686613285643e-11
Position 1099: 1.0207748758448872e-11
Position 2168: 6.379349000032043e-14
Position 89: 1.54244422374216e-14
