Gene = SYF2
index = 1365
Annotated 5SS: [  50  390 3496 4376 5052 7492]
Annotated 3SS: [ 281 3369 4257 4960 7392 9061]
SMsplice 5SS: [  50  390 3496 4376 5052 7492]
SMsplice 3SS: [ 281 3340 4257 4960 7392 9061]
top_k =  500
Partition function (log Z): 14.69802274434548

Sorted 5' Splice Sites (High to Low Probability):
Position 4376: 0.9964675552625448
Position 7492: 0.9811194526566718
Position 390: 0.9794943304365463
Position 5052: 0.9599084849199893
Position 50: 0.7125589118807518
Position 3646: 0.4483525110637928
Position 3496: 0.4363746657911959
Position 1867: 0.23540936146842906
Position 86: 0.12658003205271476
Position 1863: 0.08594738020689927
Position 4126: 0.04296208577671703
Position 9265: 0.030474459260712815
Position 5074: 0.02930770795569453
Position 1596: 0.02723191602170438
Position 7836: 0.025356493383526055
Position 7249: 0.019283977690285222
Position 8087: 0.01876885203487887
Position 7738: 0.013549066920066202
Position 7091: 0.013253176980014662
Position 117: 0.010590071831323924
Position 7873: 0.008735250391792104
Position 7228: 0.008295606332227081
Position 5145: 0.00766759242113253
Position 3735: 0.005313311412810857
Position 7294: 0.0036062247337473154
Position 8518: 0.003121088390913311
Position 750: 0.003016654163849215
Position 4413: 0.002558654898998436
Position 6113: 0.0024517382780067
Position 4744: 0.002397508743380112
Position 1927: 0.0023515662552765723
Position 4565: 0.0022163757355603358
Position 20: 0.002091525997006293
Position 3265: 0.0017838323523711147
Position 1455: 0.001549358473131135
Position 6267: 0.001221894529879033
Position 133: 0.0012064337735303093
Position 8409: 0.0010548421992348572
Position 6461: 0.0009988021304665775
Position 2844: 0.000982002872915719
Position 3312: 0.0008282949399524663
Position 4799: 0.0008265331511002498
Position 4506: 0.0007070158314753824
Position 7496: 0.0006414111982438405
Position 5085: 0.0006068103527396662
Position 7718: 0.0005896325423346245
Position 7817: 0.0005240965878444684
Position 5252: 0.00043958376598847947
Position 3928: 0.0004307358139935987
Position 5769: 0.00042708230862251433
Position 2644: 0.0004167057883581959
Position 170: 0.0004075636104563554
Position 4676: 0.0003970545068244904
Position 5093: 0.0003629293333179743
Position 7275: 0.0003561055553669983
Position 1487: 0.000348973270244726
Position 177: 0.00034518477852249463
Position 6116: 0.00033834534808448565
Position 82: 0.00033560759744144595
Position 1004: 0.00033052011507317045
Position 3193: 0.0003250176287442097
Position 1377: 0.0003224470425237126
Position 5095: 0.0002930817366839464
Position 7521: 0.00027440105799128594
Position 7661: 0.00026437818412460717
Position 160: 0.0002576276104328979
Position 7503: 0.00025567516255264525
Position 282: 0.0002542211414384473
Position 529: 0.00024381990443433089
Position 4532: 0.00023464496706821733
Position 3521: 0.00022596051385586713
Position 2015: 0.00021906271372564725
Position 165: 0.00018128886524797008
Position 437: 0.000160415676523189
Position 1813: 0.00016039082041298662
Position 1823: 0.0001541503319324856
Position 128: 0.0001518984327136482
Position 3400: 0.00015087888706023653
Position 5473: 0.00014437264851559627
Position 5097: 0.00014388751840356979
