Gene = KISS1
index = 747
Annotated 5SS: [ 111 3713]
Annotated 3SS: [3571 5688]
SMsplice 5SS: [111]
SMsplice 3SS: [5688]
top_k =  500
Partition function (log Z): -6.919425580075179

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9815375778509426
Position 1852: 0.6498033052233617
Position 2118: 0.570853745037638
Position 3713: 0.3552015975404498
Position 5069: 0.1066327157775139
Position 4277: 0.06152148547599865
Position 4201: 0.05725122364081121
Position 2659: 0.05491472765896794
Position 652: 0.04769894989669428
Position 2669: 0.037870657249040075
Position 2383: 0.037636985582045146
Position 3001: 0.017948019321593994
Position 3682: 0.007330904146248448
Position 855: 0.005570033330323586
Position 4051: 0.005139221222588988
Position 6011: 0.004262116509290895
Position 970: 0.003278734050171289
Position 2041: 0.003203829006686089
Position 5063: 0.002573175365520003
Position 4544: 0.0018067399134144484
Position 1802: 0.0011264264339843353
Position 52: 0.0010860689827651652
Position 1389: 0.0010689352623657565
Position 5544: 0.0007743824862367553
Position 1527: 0.0005693820217952667
Position 918: 0.0004404320480511746
Position 869: 0.00040166749813705545
Position 2251: 0.00033032333917760147
Position 2197: 0.00023564417682287822
Position 1266: 0.0001815731658803568
Position 1028: 0.00010691259970446909
Position 2318: 0.0001037677303452592
Position 1000: 0.00010181304775202168
Position 1270: 0.00010010391781749792
Position 1016: 9.704542572998663e-05
Position 2469: 9.316995028483592e-05
Position 1792: 9.202932345558e-05
Position 981: 9.001139226901344e-05
Position 1211: 8.862908728929695e-05
Position 146: 6.700765527019118e-05
Position 909: 6.400217567018656e-05
Position 838: 5.6035582654151036e-05
Position 1200: 3.8032711195378364e-05
Position 2181: 1.7230353314244505e-05
Position 2265: 3.2035059125076575e-06
Position 2159: 1.9011106919011247e-06
Position 318: 6.663758788366442e-07
Position 55: 6.04376599137958e-07
Position 125: 1.670746876771304e-07
Position 127: 5.723409493650375e-08
Position 60: 1.996721792658962e-08
Position 304: 1.2241459250303025e-08
Position 861: 9.183540341147852e-09
Position 391: 7.842479045934304e-09
Position 254: 3.961705195362067e-09
Position 360: 4.4824054484997016e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5688: 0.5427776267884966
Position 1964: 0.5201398531616743
Position 3571: 0.2949606762941271
Position 1695: 0.285617698959342
Position 5857: 0.2702606687974654
Position 1738: 0.2247746627128407
Position 3995: 0.12674538294415996
Position 4792: 0.0630511340350862
Position 1801: 0.06293531770111549
Position 4948: 0.0624808863152401
Position 2497: 0.06023371673584894
Position 495: 0.03822963669532105
Position 1945: 0.03686305526601899
Position 1646: 0.03229029868970907
Position 2571: 0.02546132064393139
Position 3633: 0.024286995940903548
Position 3791: 0.0221175890973638
Position 1677: 0.021710516640566408
Position 3516: 0.02067669007098113
Position 2237: 0.020558522875868394
Position 5438: 0.019783171209989802
Position 2338: 0.017259265264349143
Position 5255: 0.01718863109158779
Position 3334: 0.017135807527170623
Position 4156: 0.015963853882095612
Position 2867: 0.01372519896304095
Position 2286: 0.013499979966434757
Position 3609: 0.013100382244482735
Position 5732: 0.01164524118231117
Position 5879: 0.009020422038203474
Position 2024: 0.008019253936373314
Position 3429: 0.007193738837551653
Position 4926: 0.007065965418812992
Position 1514: 0.006602435906202633
Position 2483: 0.006382658559732239
Position 3446: 0.006263841958658982
Position 1628: 0.006069554933820433
Position 1971: 0.005978309305514333
Position 2898: 0.005959797365713909
Position 1703: 0.005170982608317596
Position 1931: 0.005093680526172837
Position 1650: 0.004388338976630417
Position 6118: 0.0042621165092908975
Position 4060: 0.003685384266326451
Position 2989: 0.0024161044017185387
Position 4462: 0.002057108006824013
Position 1557: 0.001775622792864949
Position 2103: 0.001505824336042576
Position 366: 0.0012199417676578561
Position 1976: 0.0012132552747289437
Position 3059: 0.0012016537797446831
Position 1866: 0.0011652409814289877
Position 1758: 0.0011497459033277051
Position 262: 0.0011310526171445998
Position 1363: 0.001032579075071159
Position 5019: 0.0010211735739526623
Position 540: 0.0009801715364439567
Position 4771: 0.000941240220675444
Position 2961: 0.0008210332683952737
Position 1911: 0.0008148896277616715
Position 2221: 0.0007651534392214194
Position 4617: 0.000706743334466189
Position 5897: 0.0006891709572683817
Position 2196: 0.0006568391811117601
Position 2547: 0.0006538503543100074
Position 478: 0.0006516741059383402
Position 3172: 0.0006370349671916372
Position 1113: 0.0006301458095687623
Position 1610: 0.0006082303140913039
Position 2602: 0.0005930553632197102
Position 3224: 0.0005336138482261603
Position 563: 0.0005021578122529277
Position 2986: 0.0004904027909742741
Position 1752: 0.0004590300303725218
Position 2001: 0.00032862216695831
Position 2753: 0.00031299073323025085
Position 1471: 0.0003097012723690679
Position 705: 0.00030657005309233846
Position 2750: 0.0002787851064431366
Position 648: 0.00022482248743371748
Position 433: 0.00021595333236852497
Position 916: 0.00020585439657538662
Position 1598: 0.00019222076955694277
Position 618: 0.0001893342280434935
Position 651: 0.0001475276726343179
Position 1367: 0.00013491831864227713
Position 1989: 0.0001244676546348573
Position 1405: 0.00011684321885230088
Position 404: 0.00011248441524664178
Position 566: 0.0001065954395943622
Position 546: 7.265383122827924e-05
Position 1567: 4.866210486241039e-05
Position 2159: 4.1984103967270106e-05
Position 2117: 3.775949121537386e-05
Position 205: 3.611510400003967e-05
Position 1393: 3.520649794489414e-05
Position 323: 3.1070976882602214e-05
Position 345: 3.106705108282749e-05
Position 1431: 1.2132020439389342e-05
Position 1982: 1.1097302766097948e-05
Position 457: 8.736885498392689e-06
Position 1516: 7.603383352857127e-06
Position 1583: 6.320852444757535e-06
Position 725: 6.300366315088777e-06
Position 519: 5.935763793298763e-06
Position 455: 5.529754983218381e-06
Position 413: 4.9771828666253024e-06
Position 2838: 2.6546470621202742e-06
Position 2449: 2.500267165586133e-06
Position 406: 2.1401387053306873e-06
