Gene = SRA1
index = 1328
Annotated 5SS: [ 883 1164 6329 7250]
Annotated 3SS: [1037 6125 7140 7398]
SMsplice 5SS: [ 883 1164 7250]
SMsplice 3SS: [1037 7140 7398]
top_k =  500
Partition function (log Z): -4.034845924780704

Sorted 5' Splice Sites (High to Low Probability):
Position 1164: 0.9966399804846423
Position 7250: 0.8886018201139868
Position 883: 0.7767739299562
Position 49: 0.6049179481928633
Position 7470: 0.376802719564793
Position 6329: 0.26401996564598135
Position 869: 0.11951316239542398
Position 7485: 0.10694309848159274
Position 550: 0.05632733770517217
Position 1701: 0.05261303405436166
Position 6183: 0.04343053759239096
Position 7256: 0.040728019469463445
Position 374: 0.033903974307684076
Position 2391: 0.013866409420677146
Position 4123: 0.01297780411711922
Position 2789: 0.012610222867840469
Position 4188: 0.011745519331800748
Position 803: 0.009334100906836713
Position 1744: 0.00915643257257303
Position 462: 0.006321207555020616
Position 243: 0.005237586390044101
Position 7474: 0.004204173445573233
Position 260: 0.003716567927161098
Position 94: 0.003310137016700043
Position 7315: 0.0028568388864017723
Position 325: 0.0028402532329844556
Position 160: 0.0023434066065952763
Position 7268: 0.001837640523158366
Position 913: 0.0013511280423759856
Position 1341: 0.0010296711578320602
Position 7936: 0.0009430888396051825
Position 456: 0.0008822514291741057
Position 126: 0.0007341972626066681
Position 548: 0.0005763420991775739
Position 1216: 0.0005616514514562043
Position 483: 0.0005182566019433833
Position 53: 0.00047773751570367334
Position 873: 0.0003567850807872014
Position 354: 0.00032944394138069655
Position 320: 0.0003276142715258828
Position 3845: 0.0002986206996798836
Position 2471: 0.00028231118169958934
Position 477: 0.0002646043157093976
Position 523: 0.00026314035009097285
Position 1726: 0.000249147609820602
Position 7813: 0.00024681032515302633
Position 1309: 0.00022692692786179116
Position 640: 0.00019980221544815114
Position 1515: 0.00019125838197266626
Position 554: 0.00017245948621013573
Position 351: 0.00015145531025185016
Position 359: 0.00011792132023872432
Position 1291: 0.00010599210790288728
Position 113: 0.00010218545419806672
Position 2829: 9.749501939742609e-05
Position 7219: 9.040338777871233e-05
Position 278: 8.451458816864164e-05
Position 6350: 8.391044009015301e-05
Position 7147: 7.887998864718184e-05
Position 1731: 7.669158011963102e-05
Position 162: 7.513972045177021e-05
Position 492: 5.696841204335776e-05
Position 4004: 5.45183662766909e-05
Position 647: 4.866788103509206e-05
Position 665: 3.502323281179231e-05
Position 34: 2.9352377079738663e-05
Position 941: 2.6383768847950144e-05
Position 730: 2.147902460097811e-05
Position 1133: 2.042138108499899e-05
Position 954: 1.9799512238584043e-05
Position 517: 1.7452283702691173e-05
Position 1752: 1.6496294390964005e-05
Position 130: 1.6351395868476603e-05
Position 92: 1.5637993245485397e-05
Position 785: 1.4729742829096727e-05
Position 852: 7.532889492494642e-06
Position 916: 7.155685863835314e-06
Position 117: 4.096739336261508e-06
Position 1168: 3.2308429740900967e-06
Position 3772: 2.6283479485624567e-06
Position 1352: 2.4793470502830267e-06
Position 1354: 2.304011016254604e-06
Position 1435: 1.4451644829304092e-06
Position 2042: 2.683606140515901e-07
Position 254: 3.977968256815038e-09
Position 14: 2.7245053924201668e-09
Position 103: 2.644746498553011e-09
Position 140: 2.136272165324708e-09
Position 111: 1.25633425989461e-09
Position 206: 1.1710202558274744e-09
Position 213: 7.666027804140329e-10
Position 105: 1.836140253706451e-10
Position 143: 1.8309430476373696e-11
Position 1214: 1.2235611778260315e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7398: 0.9025748753259681
Position 1037: 0.885663505960464
Position 7140: 0.5290980562262173
Position 717: 0.34035711585007866
Position 6125: 0.2559258181676888
Position 741: 0.1937185699750301
Position 7143: 0.17908920060174288
Position 7920: 0.16023873036712102
Position 8032: 0.13533469514845003
Position 7185: 0.11965229259196755
Position 7625: 0.10787956669949997
Position 977: 0.09980127016192714
Position 7146: 0.07648488251020358
Position 6093: 0.05219124872758839
Position 7368: 0.0464071520253901
Position 1514: 0.04041928087660335
Position 673: 0.03758334209053766
Position 7108: 0.03354908358052328
Position 7975: 0.033160750687047005
Position 654: 0.02581721142675429
Position 7590: 0.025125734420254314
Position 706: 0.021385900271955274
Position 1653: 0.0204504828212653
Position 4067: 0.014173674835722095
Position 2619: 0.012185260397914543
Position 7972: 0.01217115485844955
Position 983: 0.011576653462950929
Position 693: 0.00899514048322218
Position 3919: 0.008877498520529856
Position 7842: 0.006880532882539949
