Gene = GGCT
index = 588
Annotated 5SS: [ 276 4309 6042]
Annotated 3SS: [4162 5905 7608]
SMsplice 5SS: [ 276 6042]
SMsplice 3SS: [5905 6947]
top_k =  500
Partition function (log Z): -4.703252019161223

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.9906125325903047
Position 6042: 0.9638980348505373
Position 4086: 0.40546678592780216
Position 4309: 0.2263985760631552
Position 2979: 0.2230201449662184
Position 2732: 0.12133422925662288
Position 7104: 0.11739657998181639
Position 1511: 0.06150575237903865
Position 994: 0.06076367041681173
Position 4458: 0.058580344444060545
Position 3509: 0.034809840849711476
Position 2811: 0.02874097512652907
Position 7296: 0.01838456577096872
Position 2647: 0.017806282478548235
Position 7546: 0.016105254031283434
Position 7085: 0.015176491261146934
Position 795: 0.014555479816022546
Position 7234: 0.00662647355685857
Position 7699: 0.006093408105701298
Position 7315: 0.005942915603659574
Position 4313: 0.004698602616545163
Position 7166: 0.003993606059977434
Position 1506: 0.003955123519161506
Position 2890: 0.002851224453460537
Position 7459: 0.002609772069345275
Position 1832: 0.0021713151615404182
Position 386: 0.001661477200392443
Position 7776: 0.0013448386380337431
Position 6349: 0.001155285282363766
Position 2195: 0.0011072383793256486
Position 710: 0.0010951473945797568
Position 7017: 0.0010778819750904192
Position 3824: 0.0010394208891548993
Position 575: 0.0010378422927436427
Position 6431: 0.0008698301431585054
Position 1229: 0.0006982921615261974
Position 6436: 0.000645819953591184
Position 6390: 0.0006294302460431667
Position 1603: 0.0005306778342385251
Position 3820: 0.00043066430367544317
Position 762: 0.0003918681641188299
Position 1812: 0.00037437992921653124
Position 2185: 0.0003412033267500278
Position 757: 0.00028879373373579676
Position 7042: 0.00025811742641348805
Position 7097: 0.0002361327519192673
Position 7249: 0.00022394603075356393
Position 6713: 0.00019750705050098973
Position 3731: 0.0001252551534155865
Position 522: 0.00011417509553156765
Position 1660: 5.056654393478982e-05
Position 4696: 4.5797847853117394e-05
Position 6195: 3.913256881219311e-05
Position 571: 3.1864809665908136e-05
Position 6594: 2.9255602730189228e-05
Position 4268: 2.8369703782916618e-05
Position 866: 2.2301162003627915e-05
Position 6337: 2.0431929313010678e-05
Position 166: 1.2023962170903205e-05
Position 465: 1.111493698055008e-05
Position 739: 1.1045148844828891e-05
Position 5071: 1.006412580409246e-05
Position 57: 9.97312175439796e-06
Position 6064: 8.24111086084311e-06
Position 7444: 6.7940582594009695e-06
Position 7541: 6.006556709603887e-06
Position 791: 4.722959270383817e-06
Position 418: 4.47362026740984e-06
Position 125: 3.6042184864650538e-06
Position 7140: 3.2667946384955376e-06
Position 752: 2.7050014046508524e-06
Position 925: 1.8270603349673435e-06
Position 188: 1.7445482281773022e-06
Position 1162: 1.1402138493836414e-06
Position 4361: 1.0409389584943163e-06
Position 6384: 9.524117574845974e-07
Position 259: 4.897209765308845e-07
Position 43: 3.551032774706656e-07
Position 835: 3.130703384145471e-07
Position 882: 2.7458767217003006e-07
Position 261: 1.696068375624244e-07
Position 280: 1.6514650125183653e-07
Position 631: 1.4950866212276402e-07
Position 72: 8.166126791929732e-08
Position 159: 5.062761961597664e-08
Position 60: 4.9950582442107266e-08
Position 370: 4.2653515995679666e-08
Position 115: 1.6884801558764036e-08
Position 181: 1.4409519530339144e-08
Position 730: 1.2188878187145817e-08
Position 128: 5.729607445579315e-09
Position 588: 5.433954656356532e-09
Position 346: 5.399076245588387e-09
Position 13: 1.6229091829963511e-09
Position 544: 1.4794742244317926e-09
Position 604: 6.450243262658238e-10
Position 70: 1.7102168217182575e-10
Position 88: 1.670567065775143e-11
Position 602: 1.6265028459633814e-13
Position 626: 1.6154406212442825e-13
Position 251: 2.789824957584178e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5905: 0.9311023785214536
Position 6947: 0.5558051985595818
