Gene = PLEKHM2
index = 1035
Annotated 5SS: [  287 32012 32485 33661 34294 35589 37057 41214 43501 43817 44026 44402
 44859 45598 46391 46926 47717 48198 48397]
Annotated 3SS: [31904 32374 33560 34205 35401 36996 40984 42681 43746 43934 44336 44769
 45464 46199 46859 47556 48017 48279 49464]
SMsplice 5SS: [  287 32012 32485 33661 34134 34294 35589 41214 41483 43817 44026 44402
 44859 45598 46391 46926 47717 48198 48397]
SMsplice 3SS: [31904 32374 33560 33939 34205 35401 40984 41355 43746 43934 44336 44686
 45464 46199 46859 47617 48017 48279 49054]
top_k =  500
Partition function (log Z): -25.822316543184602

Sorted 5' Splice Sites (High to Low Probability):
Position 287: 0.993005885858663
Position 6590: 0.2003995058223726
Position 6951: 0.09048906102408608
Position 3980: 0.07973158165264516
Position 10959: 0.07079720958493534
Position 13614: 0.04207778361782003
Position 1027: 0.02238478902789175
Position 1810: 0.021142758504514754
Position 8020: 0.01640254562437865
Position 5409: 0.00821826408611578
Position 1642: 0.007756692946289866
Position 6280: 0.00535597797062091
Position 4858: 0.0038480313832397303
Position 1682: 0.0035471644022647664
Position 6932: 0.003400817630530431
Position 242: 0.0031600518107309477
Position 8115: 0.0026515755746075367
Position 13063: 0.0024733823277192485
Position 6976: 0.0024135327322324296
Position 6547: 0.0017718767243621054
Position 278: 0.0017252906682092488
Position 1013: 0.0015473977075037546
Position 948: 0.0013219455929849053
Position 2362: 0.000963285359508181
Position 4704: 0.0008006787190599185
Position 2292: 0.000727162960359121
Position 118: 0.0007200045866212125
Position 3910: 0.0003413057475858971
Position 498: 0.000295823807516698
Position 1267: 0.0002473556405871175
Position 1838: 0.00021570233283294815
Position 453: 0.00018837954827618855
Position 5167: 0.00011066899478132402
Position 6640: 0.0001080396384075023
Position 4775: 9.490687975586186e-05
Position 3263: 6.475999842060735e-05
Position 428: 6.182486389695622e-05
Position 797: 2.4557509411840207e-05
Position 556: 1.6086516994256506e-05
Position 274: 1.5781205658296416e-05
Position 682: 1.2029309886558876e-05
Position 492: 1.1923133923919701e-05
Position 136: 9.462570257290926e-06
Position 1550: 6.630041608620994e-06
Position 811: 2.4996151161499667e-06
Position 844: 1.4832995703017131e-06
Position 886: 1.2785004588794871e-06
Position 653: 8.121440535573437e-07
Position 1542: 5.472044373140915e-07
Position 216: 4.5684724371096634e-07
Position 192: 2.8994186304864425e-07
Position 198: 2.2842561014735191e-07
Position 571: 2.166252016009283e-07
Position 204: 1.9603644920125371e-07
Position 696: 1.175318590055256e-07
Position 2047: 6.335380318585001e-08
Position 1486: 4.3121645816699245e-08
Position 1852: 2.3455867176695658e-08
Position 1864: 1.7740443524571797e-08
Position 1772: 1.4071960577538866e-08
Position 1980: 8.3094518153077e-09
Position 738: 5.209747844621257e-09
Position 43: 1.7075761188317437e-10
Position 690: 2.514986951332604e-13
Position 706: 9.694510184925415e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16010: 0.24048135170001206
Position 25021: 0.21511134461785628
Position 13356: 0.17856789798688968
Position 10839: 0.17088559871401268
Position 6762: 0.15814130435479667
Position 6471: 0.07184482895646153
Position 8099: 0.06634707444448437
Position 3871: 0.04871548484399466
Position 6366: 0.044070605704711746
Position 6421: 0.03069144845878
Position 6455: 0.029705203599604886
Position 3803: 0.02728678361486564
Position 12369: 0.02633194879224274
Position 12037: 0.025596677299899853
Position 947: 0.02288398853069741
Position 7906: 0.021134939151303878
Position 1681: 0.02002651276892137
Position 10450: 0.01397850412032338
Position 9120: 0.013378787549485599
Position 1571: 0.012387956957200637
Position 6496: 0.011719029661454598
Position 6347: 0.010651915264056797
Position 15926: 0.00898155561706462
Position 15952: 0.008542639453955137
Position 4596: 0.006695340587477347
Position 5216: 0.006485983270946127
Position 15134: 0.0059145950731571304
Position 13546: 0.005720129984645139
Position 2173: 0.005566505722571268
Position 12062: 0.0048206556603979005
Position 12960: 0.004331898448898825
Position 13896: 0.003938199669638531
Position 6203: 0.003792951033593056
Position 6534: 0.003653076699422167
Position 6782: 0.003341945278045759
Position 13922: 0.00289369458017167
Position 7210: 0.0028427809302137806
Position 10217: 0.0026535770262127918
Position 12840: 0.002367069128686372
Position 8452: 0.0022917214199794553
Position 12565: 0.0021678801525286907
Position 5387: 0.001802399135333145
Position 8290: 0.001778779764884158
Position 9773: 0.0017085106527638643
Position 2855: 0.0016406889610708563
Position 6082: 0.0016151135428996819
Position 5330: 0.001595449327310868
Position 11667: 0.001518361806640537
Position 3905: 0.001504151694157587
Position 3227: 0.0015034422595185104
Position 3742: 0.0013509485144525897
Position 9068: 0.001327579304687927
Position 5444: 0.001181237780151413
Position 4378: 0.0011702279677827858
Position 9578: 0.0010293813195043412
Position 3674: 0.0008864869382030141
Position 3663: 0.0008691797905744546
Position 923: 0.0008339792338215092
Position 3372: 0.0007447368444219584
Position 7141: 0.0007269850702741387
Position 6228: 0.0007167424486983594
Position 11013: 0.0007084574291616446
Position 11494: 0.000686469623470534
Position 6133: 0.000657136287260565
Position 897: 0.0006490954270229467
Position 9732: 0.000648393769693455
Position 4521: 0.0006279785864017873
Position 11205: 0.0005757730995639018
Position 1685: 0.000536149066862012
Position 3532: 0.0005217987713790237
Position 792: 0.0005041195362931476
Position 4071: 0.00048261079612655776
Position 3909: 0.00047473699506200005
Position 5469: 0.0004538503944508085
Position 9600: 0.00045159671873646766
Position 10446: 0.00045121884211329606
Position 7236: 0.00044560806382133624
Position 3560: 0.00040622025983870215
Position 3837: 0.00040411116746965427
Position 3780: 0.0003758490760511323
Position 10368: 0.00036634774527743254
Position 835: 0.00034684875416860834
Position 6758: 0.000344016087971076
Position 5244: 0.0003234203042110907
Position 1410: 0.0003224475625351925
Position 9745: 0.00030230676281233794
Position 665: 0.00029523295846849206
Position 2637: 0.00026538969400754256
Position 5970: 0.0002617319835944085
Position 587: 0.0002528790726679862
Position 2169: 0.0002432947607735879
Position 6818: 0.00023853089124138146
Position 1436: 0.00022849548882336853
Position 951: 0.00022440515543148873
Position 1867: 0.00021616713346713935
Position 3389: 0.00020612366115002647
Position 1604: 0.00020612192041292055
Position 7177: 0.00018412361031953028
Position 1475: 0.0001651819348456533
Position 5761: 0.00016348051327297293
Position 5757: 0.00015246137945183782
Position 2879: 0.00014933285460649986
Position 2243: 0.00013705439386821382
Position 6062: 0.00013558487784811745
Position 1365: 0.00013557280130487603
Position 1574: 0.00012787926539683473
Position 3262: 0.00011753718523192601
Position 2337: 0.00011420545035719835
Position 769: 9.904146345346463e-05
Position 1193: 9.864491704581538e-05
Position 4640: 9.776420766531265e-05
Position 4446: 9.448819229074365e-05
Position 1579: 9.30851284564155e-05
Position 5659: 9.29999470592925e-05
Position 2775: 9.025780927308522e-05
Position 5304: 7.148495006789028e-05
Position 2500: 6.990315950810571e-05
Position 2719: 5.980349285771652e-05
Position 4565: 5.540521940633327e-05
Position 3941: 5.350420068367943e-05
Position 2666: 5.285015341201539e-05
Position 3025: 5.241937914508705e-05
Position 5029: 4.8454596428374205e-05
Position 2361: 4.3576473546005533e-05
Position 3293: 4.1845021554368286e-05
Position 1125: 4.065035555970289e-05
Position 4489: 3.6649144205294645e-05
Position 2503: 3.456025896646648e-05
Position 5080: 3.4462304400903636e-05
Position 4038: 3.3719078186205916e-05
Position 3204: 3.272728332602758e-05
Position 3186: 2.837915494846526e-05
Position 5047: 2.7752093952046532e-05
Position 3411: 2.7620730842512465e-05
Position 1627: 2.7448780726734735e-05
Position 3633: 2.7290033037687076e-05
Position 4088: 2.639411888358441e-05
Position 3028: 2.630607414918535e-05
Position 2929: 2.5827045846734478e-05
Position 3487: 2.1717942187118935e-05
Position 819: 2.159613093841511e-05
Position 1924: 1.9859592990996856e-05
Position 3319: 1.95605858410027e-05
Position 3206: 1.9418249455077203e-05
Position 2104: 1.80945336231653e-05
Position 844: 1.6150620074278456e-05
Position 2084: 1.5956164756635734e-05
Position 1301: 1.5409655996509268e-05
Position 1480: 1.4990084032681789e-05
Position 1429: 1.3917070573434438e-05
Position 1837: 1.3751359758056291e-05
Position 1984: 1.1239933540145076e-05
Position 485: 1.0403117639093015e-05
Position 800: 1.0163069692269832e-05
Position 624: 7.932484493644546e-06
Position 973: 7.5898831995972985e-06
Position 611: 6.80775895859359e-06
