Gene = CARNMT1
index = 279
Annotated 5SS: [  383 11142 12127 28665 29797 31948 43488]
Annotated 3SS: [10945 11962 28523 29617 31833 43383 44525]
SMsplice 5SS: [  383  1342 11142 11842 12127 28665 29797 31948 43174 43488]
SMsplice 3SS: [ 1242 10945 11588 11962 28523 29617 31833 43067 43383 44525]
top_k =  500
Partition function (log Z): -21.56430308562631

Sorted 5' Splice Sites (High to Low Probability):
Position 383: 0.9322927408636137
Position 1342: 0.7362386105516249
Position 12127: 0.6221985415891212
Position 11142: 0.5246978723348572
Position 11842: 0.5146412277506408
Position 7294: 0.2226028317201692
Position 1360: 0.16872816969426915
Position 4313: 0.14539546084223573
Position 15148: 0.13841022408093964
Position 2019: 0.13060634763719695
Position 7735: 0.12227201144182766
Position 2077: 0.11794357993661853
Position 2635: 0.10817128598068806
Position 15197: 0.10275705969343223
Position 2595: 0.08704896982890764
Position 4509: 0.06664468056616836
Position 7460: 0.06439212481980178
Position 1944: 0.04847625375437968
Position 340: 0.03764302871529187
Position 13318: 0.03506483255220099
Position 4370: 0.030490744510039462
Position 4020: 0.027856262477863717
Position 1888: 0.024311071018518208
Position 12249: 0.021599745010042568
Position 7663: 0.01661768362991514
Position 13154: 0.016386950373299923
Position 960: 0.014755073874546963
Position 858: 0.012489346165277297
Position 658: 0.005635389121977241
Position 1266: 0.0052304568308046235
Position 3510: 0.00462785732908827
Position 755: 0.004248663355695181
Position 11094: 0.004033338059885465
Position 3994: 0.0028092527911552133
Position 11615: 0.002695421968710652
Position 3621: 0.0020858897271808213
Position 3282: 0.0019499794403940753
Position 922: 0.0017063697407376404
Position 4147: 0.0015853310453732557
Position 1804: 0.0015655005906865841
Position 823: 0.00113413463973743
Position 3798: 0.0011212698114697257
Position 1107: 0.0010965943279319763
Position 2676: 0.0010573550001921543
Position 3209: 0.0009424264712713184
Position 4333: 0.0008350279573978352
Position 2014: 0.0007887192896197157
Position 830: 0.0007400334361422754
Position 4350: 0.0007321214228162181
Position 1243: 0.0006616218652242109
Position 813: 0.0006346082249221347
Position 3952: 0.0006249548607491434
Position 1287: 0.0005517057138201769
Position 727: 0.00044245434010615597
Position 2617: 0.0003463942339824311
Position 2104: 0.000313741809713664
Position 2351: 0.00027564608430386857
Position 234: 0.00023893278362710753
Position 964: 0.00023209220255371557
Position 1090: 0.00017557612093914603
Position 757: 0.00017359439000987878
Position 2001: 0.0001373989680053231
Position 724: 0.00013500105636398134
Position 2208: 9.294575299791639e-05
Position 801: 8.895798110761823e-05
Position 1922: 8.369398087979534e-05
Position 279: 7.181134947276222e-05
Position 108: 6.599888405122838e-05
Position 1939: 6.512387987195251e-05
Position 576: 4.95090374657574e-05
Position 2081: 4.055851221320658e-05
Position 1812: 2.3229785916045947e-05
Position 2023: 2.1572877896973283e-05
Position 104: 2.0400036372391242e-05
Position 764: 1.9052524681892622e-05
Position 1781: 1.7207940413034327e-05
Position 432: 1.4680488356342651e-05
Position 1073: 1.1577765111804387e-05
Position 1364: 6.97836963645419e-06
Position 220: 1.033424930312257e-06
Position 166: 7.193585763444585e-07
Position 54: 6.177448565040474e-07
Position 574: 4.537462670846848e-07
Position 1599: 3.9760531107800147e-07
Position 681: 3.153283643653525e-07
Position 18: 3.002741111983474e-07
Position 491: 2.1489166439422162e-07
Position 240: 1.882500001816663e-07
Position 416: 1.5654251996853858e-07
Position 588: 4.908534653874523e-08
Position 530: 4.484621963316479e-08
Position 605: 3.9875025489473966e-08
Position 983: 3.053167074255952e-08
Position 759: 1.8086105236805482e-08
Position 245: 7.286626358587197e-10
Position 467: 7.155306295778468e-10
Position 607: 4.432684814842971e-10
Position 698: 2.4434717397543224e-10
Position 259: 1.6265424737588406e-10
Position 70: 3.796666535046085e-12
Position 394: 9.606759150123357e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11962: 0.7359675439589228
Position 11588: 0.6164063050244095
Position 10945: 0.5414810102889789
Position 1242: 0.5339923167151119
Position 15085: 0.4258617586506289
Position 1803: 0.3166829473218054
Position 1166: 0.31293134721065463
Position 7227: 0.2628117349679051
Position 4230: 0.20195709894687972
Position 2522: 0.1959553023104428
Position 7609: 0.08778548359896274
Position 15127: 0.08375558164595763
Position 16647: 0.0832480665457157
Position 20553: 0.07883591548346935
Position 16590: 0.07469459045268938
Position 16413: 0.07292901254539064
Position 15274: 0.07108667667678682
Position 13249: 0.07061344644332176
Position 7555: 0.053634902793838264
Position 15345: 0.0514469549431884
Position 4427: 0.0444138538502103
Position 1170: 0.021883825452890113
Position 13034: 0.02049714632012698
Position 7388: 0.01964659800948039
Position 1270: 0.015414148705073545
Position 3769: 0.013579028620305241
Position 710: 0.009896666692986899
Position 1140: 0.00936459772364965
Position 3993: 0.009357102762009916
Position 13580: 0.008814850739344614
Position 11672: 0.008535014512445413
Position 11001: 0.008455210616899292
Position 14762: 0.006890273178732527
Position 3429: 0.006351628011196568
Position 657: 0.005936801367128856
Position 3941: 0.00573286551329439
Position 1682: 0.004876869737473866
Position 12220: 0.0047780519576055705
Position 7283: 0.00477224698646231
Position 12617: 0.0046694982740531354
Position 3831: 0.004553100723366087
Position 2494: 0.003245997846723931
Position 1098: 0.0031218366398927068
Position 2050: 0.002771993222700023
Position 1208: 0.002698803239956073
Position 1014: 0.002574134801805345
Position 3045: 0.002054515329438141
Position 1248: 0.0013488215502562627
Position 621: 0.001347521649441287
Position 1969: 0.001321853166466366
Position 852: 0.0012508967516775967
Position 3208: 0.00103617432181093
Position 11177: 0.0008689544665947524
Position 826: 0.0007926658243539118
Position 3318: 0.0007396971127660613
Position 600: 0.0006814476142150683
Position 4146: 0.0006780806413210138
Position 6462: 0.0005753924462326793
Position 1862: 0.0005283205432885106
Position 3856: 0.0004451810334977078
Position 549: 0.000419252000453326
Position 1272: 0.00041228626554893033
Position 1302: 0.0003570276385239341
Position 1701: 0.00028312574950147527
Position 1309: 0.00027626489025651057
Position 3797: 0.0002482810251394544
Position 9393: 0.0002132774688237306
Position 867: 0.00021327323213221115
Position 2167: 0.00018932413623578702
Position 2206: 0.00016078306888896924
Position 714: 0.00015807719117803487
Position 2014: 0.00012856886402139528
Position 3103: 0.0001283772105182464
Position 1809: 0.0001276546809033917
Position 511: 0.0001222393556596231
Position 1734: 0.00011542956131498079
Position 3579: 0.0001108302553632816
Position 7862: 8.910630866832805e-05
Position 1210: 6.719742102969768e-05
Position 1497: 5.493283567032929e-05
Position 5876: 5.014265134320261e-05
Position 2249: 4.936188335079832e-05
Position 972: 4.282270249944037e-05
Position 1217: 4.2585505700774306e-05
Position 1341: 3.864220196522566e-05
Position 488: 3.440374776394927e-05
Position 1182: 3.3398044614257846e-05
Position 1740: 3.0416603474582346e-05
Position 4894: 2.846875759872853e-05
Position 627: 2.3942861683443988e-05
Position 291: 1.983776861334856e-05
Position 530: 1.5120873567339296e-05
Position 3023: 1.394557278602401e-05
Position 688: 1.3871091926952922e-05
Position 1110: 1.3568364894677612e-05
Position 947: 1.259054675026541e-05
Position 670: 1.1036802940975636e-05
Position 1419: 9.858084742933683e-06
Position 862: 9.437926527442157e-06
Position 2343: 8.905217965043225e-06
Position 1519: 6.985435641254098e-06
Position 412: 6.809663327225801e-06
Position 717: 6.614300849614939e-06
Position 795: 5.75864370081305e-06
Position 1279: 3.6299010974836366e-06
Position 310: 2.9487459678065382e-06
Position 693: 2.137820831227277e-06
Position 793: 1.1874006178676587e-06
Position 690: 1.0131957568931814e-06
Position 801: 5.507834924343004e-07
Position 2415: 1.997875644986768e-07
Position 873: 1.4651875046063805e-07
Position 1627: 7.056461697026896e-08
Position 200: 6.007249059663491e-08
Position 1323: 1.52656968076715e-08
Position 1576: 7.974112703751648e-09
Position 1017: 1.8448498789514462e-10
Position 926: 1.7089936662666204e-10
Position 1039: 1.2982476555751237e-10
Position 632: 4.8206855698297325e-11
Position 1019: 2.086947423881497e-11
Position 317: 4.5415578446911764e-13
Position 323: 1.9385391235519133e-13
Position 356: 1.4931673608291498e-13
Position 326: 9.375653285304348e-14
Position 320: 6.67967174110421e-14
Position 331: 5.276569837788977e-14
Position 329: 4.906841572322823e-14
Position 226: 2.5708406051828024e-14
Position 245: 2.4313828483076186e-14
Position 387: 1.0385984322841678e-14
Position 118: 5.8590105013846714e-15
Position 158: 4.638264098073851e-15
Position 216: 3.58827662628713e-15
