Gene = NOBOX
index = 947
Annotated 5SS: [   85  5672  8359  9182 10022 10471 10831 11278 11946]
Annotated 3SS: [ 5546  8276  8629  9914 10363 10744 11048 11640 12685]
SMsplice 5SS: [   85  8605  9182 10022 10471 10831 11278]
SMsplice 3SS: [ 8513  9083  9914 10363 10744 11048 11640]
top_k =  500
Partition function (log Z): 5.139102275578505

Sorted 5' Splice Sites (High to Low Probability):
Position 10471: 0.9697507634149323
Position 10831: 0.90700153227064
Position 85: 0.8733133213545364
Position 11278: 0.8601382845963854
Position 8605: 0.7154304182116541
Position 11946: 0.6820642091307799
Position 9182: 0.6130318288761984
Position 10022: 0.5994928184996812
Position 9995: 0.3623850375259973
Position 8359: 0.22274247597468969
Position 11295: 0.11685833264604888
Position 12734: 0.09840037444489397
Position 11898: 0.09454740975300521
Position 118: 0.07911472961249816
Position 12265: 0.06333070564414031
Position 6571: 0.06116573829640774
Position 254: 0.02946462151971243
Position 11990: 0.02177178720608856
Position 10118: 0.01499900166505131
Position 11562: 0.014644158713290537
Position 5408: 0.01299746237967567
Position 5092: 0.0128344639502485
Position 5672: 0.012571617819279712
Position 9235: 0.011337760418330053
Position 177: 0.008223824793021112
Position 12686: 0.008221725446471565
Position 10095: 0.008081702927184476
Position 7698: 0.007638663661849516
Position 40: 0.00735000722210362
Position 10001: 0.006860579335886155
Position 8483: 0.00652128569705727
Position 9840: 0.006072948110965145
Position 9566: 0.005445172546460662
Position 12410: 0.00516824937772248
Position 11259: 0.0050703279582298
Position 10903: 0.004876269436086087
Position 10503: 0.0047607042898447464
Position 8911: 0.004470677028104844
Position 9281: 0.00413862745313208
Position 12124: 0.0037482987526350833
Position 12435: 0.0034282964438551084
Position 12176: 0.003212523929975087
Position 12570: 0.0014931121186533337
Position 874: 0.0014829035509382898
Position 11969: 0.0014611337617768843
Position 10507: 0.0013937797053738636
Position 8720: 0.001141989902429875
Position 10109: 0.0009699815779503051
Position 3531: 0.0009469222854516922
Position 11773: 0.0007394576632757015
Position 507: 0.0006310162513842713
Position 5129: 0.0006156335666451789
Position 3173: 0.0005831361608002481
Position 11471: 0.00054868257857564
Position 11299: 0.0004869174953559692
Position 5452: 0.00044947291688451056
Position 10492: 0.0004185279415854813
Position 11100: 0.0003721803714606689
Position 1314: 0.00036808658015559457
Position 3888: 0.0003651092856809398
