Gene = RP11-540D14.8
index = 1175
Annotated 5SS: [  189 21657 22195 22458]
Annotated 3SS: [21342 22128 22379 22664]
SMsplice 5SS: [  189   813  2674  3269 12160 21657 22195 22458]
SMsplice 3SS: [  693  2551  2981 11903 21342 22128 22379 22664]
top_k =  500
Partition function (log Z): -4.337918823592014

Sorted 5' Splice Sites (High to Low Probability):
Position 12160: 0.9659416970376186
Position 22458: 0.92108641811511
Position 813: 0.8478530948877334
Position 3269: 0.8168347312664633
Position 2674: 0.8116410778338277
Position 21657: 0.7965618451891096
Position 189: 0.6321822270629988
Position 9839: 0.40883166731635606
Position 12427: 0.34349345132697223
Position 22195: 0.22493919868539786
Position 8254: 0.20598069617617346
Position 22287: 0.1881586921071483
Position 6890: 0.18393695245964245
Position 9601: 0.17905956905789547
Position 1181: 0.1529787481024534
Position 1452: 0.14547423338191925
Position 6894: 0.12412373913046282
Position 3693: 0.11721183730462371
Position 9589: 0.11072477336968067
Position 579: 0.10367009907686146
Position 9764: 0.10135501058668235
Position 21485: 0.09847214012222852
Position 3314: 0.0758001226682916
Position 22515: 0.03344773030317684
Position 11507: 0.028143801883295565
Position 21425: 0.025478813180035063
Position 6589: 0.023415274756572214
Position 1566: 0.01966952371390261
Position 21469: 0.018979864806819593
Position 179: 0.0173132144558897
Position 9611: 0.014713803963807481
Position 4661: 0.014099113998376931
Position 1299: 0.0140007632927929
Position 6581: 0.013662193118790291
Position 21371: 0.013323504754177819
Position 9593: 0.010847118111545862
Position 6414: 0.009607537229758763
Position 5387: 0.00860760295424425
Position 6212: 0.00846528504671836
Position 827: 0.006713164742185195
Position 1322: 0.006201427548303226
Position 160: 0.0045851691130905535
Position 1700: 0.004472702811758459
Position 2694: 0.004176703888048089
Position 603: 0.00400821860399281
Position 1662: 0.0038156866790533396
Position 2633: 0.002823041598206116
Position 1203: 0.0027810273669907114
Position 22691: 0.002643724255847363
Position 3160: 0.0024762912506904877
Position 6648: 0.0022027482503190676
Position 817: 0.002173418809413791
Position 6520: 0.002156978299712325
Position 1508: 0.0021060162711509845
Position 2704: 0.0019684265512512913
Position 6886: 0.0019000877844568016
Position 223: 0.0012799196851404136
Position 2828: 0.0012553443097944247
Position 2756: 0.0012344021111456809
Position 3381: 0.0012118396109699735
Position 733: 0.0011819546025820043
Position 6104: 0.0011734950374837877
Position 22567: 0.0010122326962490502
Position 583: 0.0006799153186878027
Position 1697: 0.0005895492448101074
Position 2709: 0.0004415643706431288
Position 2128: 0.00039865724512620483
Position 2652: 0.00039398949378518106
Position 822: 0.00023565096287598818
Position 5537: 0.00023497615205898115
Position 22754: 0.00020756502856183684
Position 361: 0.0001510617704682221
Position 22481: 0.00012239214816529904
Position 5238: 9.746583376908637e-05
Position 2268: 9.429501268672048e-05
Position 428: 7.283313387459087e-05
Position 416: 7.282911379644547e-05
Position 626: 6.889264121449633e-05
Position 25: 5.6713850408792347e-05
Position 163: 3.5447812309503646e-05
Position 907: 3.234389694698096e-05
Position 939: 3.099791062533645e-05
Position 5: 2.707653355743736e-05
Position 380: 2.669634992495801e-05
Position 791: 2.4461130320187403e-05
Position 382: 2.1464193098262623e-05
Position 310: 1.5398680408267117e-05
Position 849: 1.5153033598157268e-05
Position 103: 1.452390360331603e-05
Position 527: 1.2944410802747214e-05
Position 803: 6.765077187151758e-06
Position 695: 6.430539853941356e-06
Position 919: 5.911937626077266e-06
Position 738: 4.890602326106575e-06
Position 674: 3.984847231161506e-06
Position 1051: 2.6419818831333585e-06
Position 768: 2.277344443360301e-06
Position 419: 1.9072094551537073e-06
Position 1001: 1.372251166321732e-06
Position 831: 1.0014108820655696e-06
Position 117: 2.9833466060651383e-07
Position 1053: 8.741169940957694e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 21342: 0.9542206192390703
Position 11903: 0.9345323133670789
Position 22664: 0.8955318642290169
Position 2981: 0.8454707228106684
Position 22379: 0.8228641971349849
Position 2551: 0.7733794819985605
Position 693: 0.6328718657937438
Position 9667: 0.5102015832143159
Position 22128: 0.41333176514293724
Position 12294: 0.3254450039143693
Position 6692: 0.2872833334854478
Position 9545: 0.262797935338084
Position 22420: 0.16758681853996718
Position 1073: 0.1456175265716182
Position 3623: 0.09178319977501707
Position 8075: 0.08874971662356465
Position 8041: 0.06270243914731867
Position 1321: 0.05764512999891521
Position 9516: 0.05254758979995007
Position 2591: 0.0435138848576344
Position 22966: 0.040491346068613765
Position 8078: 0.04020907195564341
Position 1255: 0.04000677110458205
Position 2957: 0.039458002973882654
Position 6438: 0.033954086630642706
Position 11933: 0.03143559333805525
Position 1134: 0.029115561480546604
Position 11274: 0.028163853376902644
Position 1389: 0.023901263125017155
Position 3638: 0.02265820496952171
Position 12387: 0.01804920226710062
Position 22667: 0.016983693478984423
Position 6791: 0.015897683547250536
Position 8013: 0.014319468449646737
Position 6468: 0.014265733487267172
Position 4535: 0.011898889132693083
Position 3196: 0.011198807481951447
Position 713: 0.01092680487923369
Position 1440: 0.009669792667419855
Position 5997: 0.009638975763042255
Position 5270: 0.008252638021622525
Position 1298: 0.006624803037662405
Position 1647: 0.00603849690917555
Position 22869: 0.005144778834294343
Position 2602: 0.003937647110409826
Position 6345: 0.0038489117475286718
Position 22908: 0.0036157390741816467
Position 1496: 0.0033496779249264515
Position 6317: 0.0032850041680877844
Position 3523: 0.0027502277924050444
Position 6259: 0.00247362131414231
Position 2513: 0.0022437653810316706
Position 4561: 0.0021839521007572947
Position 22795: 0.001833108911084469
Position 1080: 0.001559553979929531
Position 1452: 0.0012895189500661476
Position 22631: 0.0012468568722956454
Position 1096: 0.001154443494476882
Position 939: 0.0011184071363784258
Position 372: 0.0007300355857819959
Position 907: 0.0007034509653685976
Position 699: 0.0006072786476276319
Position 2755: 0.0005696051452574333
Position 22690: 0.0005578370581058918
Position 5104: 0.0004527396776931913
Position 517: 0.00042496530648552437
Position 2029: 0.00038704268430834316
Position 1150: 0.0003547574836354926
Position 22641: 0.000337044288351752
Position 993: 0.00027256972711631015
Position 17673: 0.00026290468019321144
Position 5420: 0.0002351012839397937
Position 507: 0.0002174050437229484
Position 18141: 0.00017384846718655113
Position 2510: 0.0001723072855083943
Position 393: 0.00016849281353077536
Position 424: 0.00014995962787215855
Position 1587: 0.00010611694189319977
Position 2468: 0.00010539130721921375
Position 2823: 0.00010347669656561172
Position 22874: 8.82178942894945e-05
Position 3055: 6.283562986677544e-05
Position 2005: 6.06857841309106e-05
Position 1456: 4.814946325673604e-05
Position 2171: 4.5223789373672e-05
Position 3031: 3.418224737689692e-05
Position 14807: 2.9399284800965174e-05
Position 18999: 2.5985415195358728e-05
Position 3505: 1.8070827965819645e-05
Position 18063: 1.7139782808595885e-05
Position 4414: 1.6363267385012507e-05
Position 16446: 9.715298559768021e-06
Position 733: 6.176123810245276e-06
Position 13863: 3.724967281276314e-06
Position 10031: 3.6754170140483987e-06
Position 13590: 3.2267597493350826e-06
Position 575: 2.86324069563353e-06
Position 886: 2.7454328817691044e-06
Position 414: 1.6322583330123463e-06
Position 397: 1.2672412307495979e-06
Position 10323: 1.250516601879364e-06
Position 1110: 1.1570135228948088e-06
Position 1104: 1.1345053350466993e-06
Position 443: 8.107288929598131e-07
Position 550: 6.823799641263757e-07
Position 400: 6.111308523439801e-07
Position 791: 5.212696202567168e-07
Position 1507: 4.948947604836667e-07
Position 1476: 4.798536836433945e-07
Position 436: 3.8659703737325976e-07
Position 3894: 2.98330826905247e-07
Position 9908: 2.545909486549753e-07
Position 1407: 1.9840313547608444e-07
Position 811: 1.6440239877169755e-07
Position 316: 1.4264361395864544e-07
Position 577: 1.0465176488735853e-07
Position 524: 9.629039719887522e-08
Position 1145: 5.440209123169592e-08
Position 1180: 5.0416628430238753e-08
Position 1156: 3.7521997926508896e-08
Position 544: 3.407836587981972e-08
Position 1262: 3.0084674836578545e-08
Position 149: 1.96699093454463e-08
Position 407: 1.1501350569211352e-08
Position 546: 1.0144269988789924e-08
Position 803: 9.829996006152195e-09
Position 163: 3.885427457892968e-09
Position 284: 3.452904474374321e-09
Position 335: 2.6739279744802633e-09
Position 1404: 2.522937209346865e-10
Position 342: 2.238669564638597e-10
Position 188: 1.7319954328632372e-10
Position 349: 1.6973136656652387e-10
Position 328: 1.5622564684086605e-10
Position 179: 1.1533546761077058e-10
Position 3667: 7.487336490425951e-11
Position 554: 2.4499649666945718e-11
Position 218: 1.8921625365231578e-11
