Gene = GAP43
index = 572
Annotated 5SS: [  396 53287]
Annotated 3SS: [52688 97469]
SMsplice 5SS: [  396  9728 13942 36599 51849 53287 70753 79634 92536 92843]
SMsplice 3SS: [ 9606 13823 36511 51772 53123 70546 79549 92422 92643 97469]
top_k =  500
Partition function (log Z): -42.529730842171396

Sorted 5' Splice Sites (High to Low Probability):
Position 9728: 0.9422378389236671
Position 396: 0.8852214651162754
Position 13942: 0.8560902216809577
Position 1544: 0.6359553848896704
Position 14463: 0.33210585429592293
Position 12389: 0.2879691048545273
Position 3868: 0.28081504932511836
Position 7989: 0.2656556838837051
Position 898: 0.16565744971005913
Position 13377: 0.14861649732417365
Position 13267: 0.11910302419823643
Position 15647: 0.08772805950057495
Position 2597: 0.07831664860557572
Position 8155: 0.07234854500463161
Position 7312: 0.06787713671351311
Position 19426: 0.05798181546704156
Position 20556: 0.04165747892253088
Position 2534: 0.033684766473314434
Position 1147: 0.02220127769946803
Position 1168: 0.01673769066778834
Position 7288: 0.01308112776505021
Position 523: 0.012626144713041803
Position 1514: 0.01233638286832653
Position 4364: 0.012294510142849133
Position 16998: 0.011799544147425536
Position 601: 0.009700154741634995
Position 208: 0.009220178187940943
Position 11906: 0.00841271292719639
Position 6799: 0.00706356903604715
Position 920: 0.006650776641403529
Position 159: 0.006040279079236323
Position 1682: 0.0021724317694579885
Position 2199: 0.0020389617531617367
Position 9761: 0.0019556470356901796
Position 3077: 0.0016717619008441813
Position 10710: 0.001347174799365683
Position 268: 0.0013007722110485326
Position 214: 0.0011495007404683992
Position 3351: 0.0010621479247614075
Position 2159: 0.001011300271924845
Position 1087: 0.0009524686007652746
Position 1552: 0.0008031973189473789
Position 3419: 0.0007234808879678921
Position 1334: 0.0007113828399428302
Position 1797: 0.0006841502807193709
Position 3315: 0.0005663583591862525
Position 12651: 0.0005557369691079494
Position 2487: 0.0005265491669882542
Position 3178: 0.0004584343372338171
Position 376: 0.00045216466199214195
Position 1855: 0.0003344026467060064
Position 1804: 0.0002770469401834905
Position 1100: 0.00024065098242934618
Position 1253: 0.0001968937752219342
Position 1210: 0.00018533873560303859
Position 1248: 0.00015940717753355562
Position 1531: 0.00013542979280477854
Position 1556: 0.00013282965746086578
Position 3397: 0.0001171381935963985
Position 2187: 4.4442138192357675e-05
Position 210: 3.5144880212111824e-05
Position 442: 2.914974878062148e-05
Position 291: 2.8763581734521352e-05
Position 2444: 2.4592442200536175e-05
Position 607: 2.236080558013687e-05
Position 694: 1.729716545169357e-05
Position 914: 1.5604947518896435e-05
Position 9651: 1.1290384650724533e-05
Position 447: 7.994098412592135e-06
Position 712: 5.234774595781962e-06
Position 678: 5.050250159817336e-06
Position 499: 4.44872566922229e-06
Position 457: 2.7461617240278828e-06
Position 212: 1.294983196537102e-06
Position 371: 1.1463718974903274e-06
Position 425: 6.796302682005649e-07
Position 728: 5.862067535348504e-07
Position 1548: 5.859173398565533e-07
Position 1499: 5.770242006214461e-07
Position 575: 4.1043347684464734e-07
Position 189: 2.565412719139459e-07
Position 533: 1.8153393105682604e-07
Position 1577: 1.710110859257321e-07
Position 786: 2.4611067067999245e-08
Position 812: 3.1069415741485633e-09
Position 428: 2.133186216581521e-09
Position 177: 2.124558983826589e-10
Position 934: 8.860878030490087e-11
Position 496: 2.28912440849867e-12
Position 685: 7.672233571652775e-16
Position 658: 3.0233671864760827e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9606: 0.9361239145736285
Position 13823: 0.8891510623853462
Position 1435: 0.4984105186457977
Position 12289: 0.28837168816471653
Position 20937: 0.2568773632178209
Position 13252: 0.22582034967692483
Position 3547: 0.20897375335929383
Position 14389: 0.19961334004751224
Position 19281: 0.19956748647326367
Position 7785: 0.16710540959878795
Position 18240: 0.13709406666349952
Position 15556: 0.09687533563183232
Position 14435: 0.09628566580864818
Position 13181: 0.08872026395730381
Position 20425: 0.08745071562036943
Position 1333: 0.08526271086084647
Position 7117: 0.08098070212739776
Position 7924: 0.07751901875322025
Position 8088: 0.07280587596223873
Position 14356: 0.05470609770405571
Position 21902: 0.05021902726470397
Position 20118: 0.04993994904696527
Position 3737: 0.047219916243711565
Position 25031: 0.045619030330999046
Position 18486: 0.04464976845716631
Position 2567: 0.04051417299242511
Position 1374: 0.031580660621156595
Position 658: 0.03034398127773341
Position 16719: 0.027754214844105694
Position 781: 0.025495611400354168
Position 2380: 0.024827274708607246
Position 784: 0.02336062105418759
Position 1383: 0.022546191325715812
Position 3752: 0.0211520887943304
Position 7952: 0.021100198855062858
Position 14736: 0.020815705641432525
Position 993: 0.01993016152045641
Position 2416: 0.01965388656991014
Position 10503: 0.018062429172809636
Position 2338: 0.01658829728694291
Position 805: 0.011236598908035732
Position 9565: 0.01088806095152698
Position 21678: 0.010836281589031969
Position 18502: 0.008893896341946454
Position 4257: 0.008867545358191955
Position 1060: 0.007571361436456332
Position 15283: 0.007318434176440155
Position 6686: 0.00716842987435525
Position 2317: 0.0069917756804739285
Position 15313: 0.005644754739659628
Position 14510: 0.005483827116127865
Position 11744: 0.005324192406218487
Position 3770: 0.004979946498974571
Position 1270: 0.00471609415754246
Position 1456: 0.004561475069727069
Position 19541: 0.00439048874103659
Position 16167: 0.004291057203622787
Position 14903: 0.004210181746235881
Position 2525: 0.004029811776486047
Position 975: 0.004004939214030769
Position 856: 0.003796710037015722
Position 745: 0.00355307721787744
Position 16250: 0.003308412855036454
Position 11831: 0.003088520520977895
Position 16955: 0.0029425836725996838
Position 998: 0.002666783203272266
Position 3294: 0.002621819797099226
Position 516: 0.0026085318799687527
Position 4164: 0.0023400759019628578
Position 1083: 0.002199984241070739
Position 1676: 0.001557569234716707
Position 14988: 0.0011995656430071363
Position 2107: 0.0011356145103105252
Position 4234: 0.001086888882694319
Position 2015: 0.0010820282055527158
Position 2899: 0.0010705504105056015
Position 995: 0.0010001901783562013
Position 8319: 0.0008392873922151484
Position 1986: 0.0007354985668318352
Position 3025: 0.0006919024886171027
Position 1068: 0.0005951885294877042
Position 633: 0.0005755109052257378
Position 12564: 0.0005557369691079465
Position 705: 0.0005396849668375563
Position 1681: 0.0004988520080966994
Position 1214: 0.0004883905971659417
Position 462: 0.00045019840320672215
Position 1065: 0.000391956091589702
Position 1342: 0.0003822091604004072
Position 1037: 0.00038175562717343423
Position 14049: 0.0003659163660263365
Position 1167: 0.0003420976577197403
Position 13462: 0.00030759915846750787
Position 692: 0.0002822466365311632
Position 1636: 0.00025693244907987536
Position 11101: 0.00023035089371773042
Position 2973: 0.00021714868735075787
Position 10744: 0.00021696026054147672
Position 812: 0.00018533845794295906
Position 10819: 0.00018302809081796207
Position 1410: 0.00016138733813426362
Position 5357: 0.00015934628655785355
Position 2970: 0.00015059465160453778
Position 5094: 0.0001454391560767445
Position 2052: 0.00014161811251041452
Position 4926: 0.0001245656412544672
Position 6057: 0.000120547093102856
Position 1043: 0.0001064332470457183
Position 3964: 0.00010169986544265869
Position 1040: 9.520466762266783e-05
Position 3271: 8.193210216362363e-05
Position 669: 7.280108084864551e-05
Position 14453: 6.964802005601742e-05
Position 1098: 4.401129692196393e-05
Position 599: 4.296959789646936e-05
Position 544: 3.971029233192888e-05
Position 1622: 3.8582773456896354e-05
Position 2343: 3.1821020257989695e-05
Position 677: 2.5673759213472326e-05
Position 1116: 2.4126542335164454e-05
Position 791: 2.118921483622992e-05
Position 1469: 1.9385284764294954e-05
Position 5000: 1.8772761507707074e-05
Position 934: 1.229721920976838e-05
Position 919: 1.221185271499512e-05
Position 3591: 9.883925604941887e-06
Position 709: 8.446450535441736e-06
Position 385: 5.748961288091369e-06
Position 1612: 4.802034050273843e-06
Position 2121: 4.143938607973569e-06
Position 889: 1.0350444867122245e-06
Position 310: 3.798030251955107e-07
Position 2384: 3.21392624608737e-07
Position 283: 2.2901030898452796e-07
Position 1274: 2.2832978652178473e-07
Position 323: 1.8034346792316852e-07
Position 228: 1.5985963443612776e-07
Position 897: 1.4522291605208534e-07
Position 314: 1.3730218489291376e-07
Position 1513: 1.1937156992493578e-07
Position 268: 1.1717081191788741e-07
Position 1227: 9.077270890727997e-08
Position 881: 5.82568735760993e-08
Position 753: 5.6220993635681067e-08
Position 447: 5.447924371477586e-08
Position 395: 4.983636676489964e-08
Position 224: 4.156017223867548e-08
Position 1276: 4.1335184086415166e-08
Position 610: 4.0062600467152975e-08
Position 722: 3.0093069243876564e-08
Position 246: 2.8626824359318896e-08
Position 318: 2.751809582236769e-08
Position 290: 2.6716655851017936e-08
Position 382: 2.4329975733050197e-08
Position 320: 2.2102700072214737e-08
Position 296: 2.106011825014349e-08
Position 1609: 2.0354929973184833e-08
Position 264: 1.8738019622760806e-08
Position 222: 1.2534302092145795e-08
Position 340: 1.2528032785917987e-08
Position 1726: 1.2072513495038126e-08
Position 226: 1.1447191781987249e-08
Position 242: 7.292220061419814e-09
Position 336: 6.513201231601264e-09
Position 276: 4.4179611827382555e-09
Position 442: 3.874104874636447e-09
Position 280: 3.1940634111070106e-09
Position 288: 3.186946395291841e-09
Position 260: 3.0047989973698675e-09
Position 232: 2.884401510649241e-09
Position 298: 2.7042793205853796e-09
Position 254: 1.9913919875788565e-09
Position 244: 1.925234675600599e-09
Position 316: 1.5936429147915655e-09
Position 347: 1.4998533376943601e-09
Position 331: 1.1417958257355634e-09
Position 262: 9.752949916203736e-10
Position 240: 8.672892061627211e-10
Position 1022: 7.059192042123417e-10
Position 399: 6.0024668764786e-10
Position 328: 2.369977313651085e-10
Position 401: 1.5570623784377452e-10
Position 236: 1.4414312241576402e-10
Position 333: 6.973607490494917e-11
Position 272: 2.8658987594514592e-11
Position 344: 2.7136375450697972e-11
Position 359: 2.1932883660048856e-11
Position 352: 1.9382331336414404e-11
Position 407: 5.600074949012131e-12
