Gene = MSANTD3
index = 884
Annotated 5SS: [  238 15201]
Annotated 3SS: [14749 23400]
SMsplice 5SS: [  238   415 15201 22020]
SMsplice 3SS: [  370 15151 21821 23400]
top_k =  500
Partition function (log Z): -11.457545209647396

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9810193865252588
Position 415: 0.8965874795589038
Position 2507: 0.41406167597654914
Position 15201: 0.08895224054439765
Position 5165: 0.08258714530605828
Position 5140: 0.06664189864313816
Position 14883: 0.04057190175817879
Position 822: 0.03311578923375101
Position 1144: 0.030953448783898514
Position 1973: 0.03011864606140153
Position 2067: 0.009480112617425412
Position 3721: 0.005139012782393557
Position 2048: 0.004182324231498489
Position 548: 0.003960689427512522
Position 5185: 0.0038101215693485822
Position 772: 0.0036356795119152304
Position 1637: 0.0029461755817172556
Position 2440: 0.0026017608122611943
Position 949: 0.002559445718608901
Position 1527: 0.0019310679294688693
Position 896: 0.0012147557577342066
Position 842: 0.001210615422844108
Position 4612: 0.0011284895920608072
Position 1684: 0.0010549723680495656
Position 467: 0.0009076643642041089
Position 2044: 0.0008092382900729314
Position 1693: 0.0007084427178858823
Position 8059: 0.000511069076018723
Position 803: 0.00048585538043348527
Position 4424: 0.00044727491290639653
Position 2040: 0.0004052960118298803
Position 789: 0.00031582615235862675
Position 285: 5.918192983745646e-05
Position 500: 5.6792202681801756e-05
Position 419: 4.4524718382690895e-05
Position 944: 2.5912318587277516e-05
Position 558: 1.3247928009616552e-05
Position 878: 1.0862716321336603e-05
Position 208: 9.845484092970208e-06
Position 22: 9.797118154016806e-06
Position 591: 4.097921370915401e-06
Position 1084: 1.7340405941430312e-06
Position 121: 1.5119564515744374e-06
Position 958: 1.4219831555625604e-06
Position 593: 7.42097907458257e-07
Position 846: 6.621483381859428e-07
Position 566: 5.154815769586781e-07
Position 667: 4.056975508237274e-07
Position 628: 2.3460923995683491e-07
Position 605: 2.3170500092722526e-07
Position 988: 2.0243050276909034e-07
Position 1033: 1.9957812108094247e-07
Position 1038: 1.9831534880498309e-07
Position 42: 1.2152987169174037e-07
