Gene = ERRFI1
index = 509
Annotated 5SS: [  151 10814 11001]
Annotated 3SS: [10615 10923 11911]
SMsplice 5SS: [  151 10814 11001]
SMsplice 3SS: [10615 10923 11911]
top_k =  500
Partition function (log Z): -10.442603639961643

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9833118947669232
Position 10814: 0.7459109205836127
Position 11001: 0.34708417909591716
Position 11027: 0.218017078493846
Position 10801: 0.17854478237786328
Position 12043: 0.140128693722233
Position 9558: 0.10184621043029886
Position 6174: 0.082186754263509
Position 12076: 0.06997157964840216
Position 3916: 0.05964045956098201
Position 4970: 0.04587607977538422
Position 11059: 0.01987378717034626
Position 805: 0.013926143681657859
Position 562: 0.005413604459557936
Position 1248: 0.004524287542989159
Position 13001: 0.0039087272966671985
Position 12453: 0.003295083500027428
Position 3352: 0.0024110018403449567
Position 9577: 0.00040116486613315605
Position 11576: 0.00024123086405717728
Position 11328: 0.00023540926656252968
Position 2523: 0.00020450655491567005
Position 1203: 0.0002036530344092278
Position 3090: 0.0001900848014390128
Position 1966: 0.00016039461382422936
Position 2489: 0.00010705903703674824
Position 4525: 9.429980422439286e-05
Position 3879: 8.645728896475806e-05
Position 969: 6.94907571059303e-05
Position 1767: 5.524715592278345e-05
Position 5723: 5.3475285424504316e-05
Position 765: 4.939286894526282e-05
Position 899: 4.860353327162007e-05
Position 3859: 4.2991775481809846e-05
Position 4993: 4.135377364016226e-05
Position 2258: 2.7104306345872843e-05
Position 748: 1.805245330159194e-05
Position 11: 1.6299224383446096e-05
Position 1121: 1.4607470412647977e-05
Position 539: 1.0309541301723794e-05
Position 3703: 4.943399339728384e-06
Position 356: 4.544747087988855e-06
Position 176: 2.383338398541702e-06
Position 65: 1.6479674444400135e-06
Position 744: 1.5421644807356593e-06
Position 6: 7.399467185153133e-07
Position 591: 6.078887085871672e-07
Position 448: 2.797545509480799e-07
Position 686: 2.387036414622424e-07
Position 754: 1.22930958263849e-07
Position 692: 1.0878468011793247e-07
Position 284: 9.568592579462459e-08
Position 716: 9.29978876219119e-08
Position 329: 9.230797524360911e-08
Position 651: 8.422921944903201e-08
Position 300: 7.662556911222743e-08
Position 741: 7.560943524483162e-08
Position 412: 6.118293851057995e-08
Position 631: 2.0007386970278176e-08
Position 568: 1.3848226642649479e-08
Position 662: 9.105107770555918e-09
Position 23: 4.014571992578989e-09
Position 1186: 2.8303592881118233e-10
Position 445: 1.9779946429957962e-10
Position 266: 1.6640585169539913e-11
Position 820: 5.42075329301482e-13
Position 358: 4.965653732322038e-13
Position 451: 4.0064678814562717e-13
Position 200: 7.33094054615857e-14
Position 503: 7.773105226608358e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 10615: 0.835399120323107
Position 10923: 0.6497660685423394
Position 11911: 0.46601681252903937
Position 9428: 0.10467412644996425
Position 14048: 0.10223773909146572
Position 10644: 0.0911812697525192
Position 12370: 0.0851753778412121
Position 12944: 0.06866844474853352
Position 11862: 0.06866087784068509
Position 11956: 0.06584787405791505
Position 13629: 0.060202814022096485
Position 12302: 0.03503467375273159
Position 3840: 0.03246050507555673
Position 12161: 0.03106560620024805
Position 12367: 0.029959389503245355
Position 5798: 0.02973527514098475
Position 3770: 0.027914157745611477
Position 13098: 0.027406044733613084
Position 6017: 0.02647785250454105
Position 12432: 0.024011297187540775
Position 4889: 0.022502277070320483
Position 12355: 0.02131103474644111
Position 4866: 0.01933670529500271
Position 5925: 0.01911479372429925
Position 13846: 0.014612903306685047
Position 5967: 0.008939643148529079
Position 11169: 0.005702823566411078
Position 4778: 0.004928053796524546
Position 868: 0.004811905086738199
Position 14215: 0.0043902782246953735
Position 5100: 0.004082564398328663
Position 11437: 0.003375002210327052
Position 10907: 0.003304165111155362
Position 710: 0.003295696453085598
Position 3406: 0.0024652906496507713
Position 12521: 0.002381865327375987
Position 10981: 0.0023367589382832905
Position 11119: 0.0020122928137572206
Position 3213: 0.0016044125319267114
Position 10904: 0.0014483272311791064
Position 12211: 0.0009980563150683952
Position 3230: 0.0008445227546148967
Position 796: 0.0007793376137876781
Position 2005: 0.0007404600451565568
Position 9834: 0.0006948207135931618
Position 6236: 0.0006005320005291733
Position 1280: 0.0005780023128671531
Position 11093: 0.000558971577049986
Position 8062: 0.0005416484359131497
Position 355: 0.0004643710394914591
Position 769: 0.0004540611232634394
Position 1862: 0.00044178051886346404
Position 7885: 0.0004126449830731408
Position 3351: 0.00033508561122088857
Position 1117: 0.00033322981726146205
Position 9909: 0.000328608642794845
Position 2214: 0.00032686173720856477
Position 5352: 0.0003019557465087558
Position 7616: 0.00029547709444716026
Position 8986: 0.00029498782264339657
Position 1683: 0.0002805487633466676
Position 5497: 0.0002740793962627425
Position 658: 0.0002642030778099451
Position 8796: 0.0002547486708159536
Position 2373: 0.00024795942928621347
