Gene = LECT2
index = 777
Annotated 5SS: [ 247 2164 3812]
Annotated 3SS: [2066 3665 7536]
SMsplice 5SS: [ 247 2164 3812]
SMsplice 3SS: [2066 3665 7536]
top_k =  500
Partition function (log Z): -1.0103191920376213

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9991953112083193
Position 2164: 0.9795654050258512
Position 3812: 0.8918034471047163
Position 4074: 0.13435913291895815
Position 5843: 0.09795723509677139
Position 2336: 0.07881892997383558
Position 3039: 0.04883981733455832
Position 4916: 0.04057414943492873
Position 5085: 0.028768713363235127
Position 4413: 0.017505055242951137
Position 3052: 0.01268235137192446
Position 3208: 0.010085923623085809
Position 7718: 0.009163574108172173
Position 3021: 0.00722453171711914
Position 4386: 0.006295305626555508
Position 4024: 0.0060532151811400385
Position 4949: 0.004467249633902314
Position 2504: 0.004306685800553639
Position 3343: 0.004094320390252837
Position 3999: 0.00310097645035638
Position 3176: 0.0026987495241232924
Position 2601: 0.0024991248141068836
Position 5801: 0.0022080394665214475
Position 6700: 0.002078624263977748
Position 612: 0.0014002792921408587
Position 957: 0.0013593282504537898
Position 847: 0.0013553761068685057
Position 1799: 0.0013011693595229629
Position 4446: 0.0012655420727877074
Position 7700: 0.001177608191003193
Position 869: 0.001127781893265773
Position 1682: 0.001072732759212977
Position 5840: 0.0010427457530543013
Position 1288: 0.00091586886475187
Position 1634: 0.000870207068619309
Position 3821: 0.0008241482126635893
Position 2546: 0.0007723571889639623
Position 756: 0.0006926622042305226
Position 2943: 0.0004225534983601132
Position 1674: 0.00037889201870587445
Position 666: 0.00027230484575853093
Position 1495: 0.00022700833717686388
Position 973: 0.00019639387714523327
Position 813: 0.0001927446797317749
Position 1049: 0.00019117057070241623
Position 1602: 0.00018075748572831738
Position 4231: 0.00017960300041693485
Position 414: 0.00016294597887196274
Position 1281: 0.0001539904180055156
Position 5577: 0.0001493700027403517
Position 731: 0.00014885394447042654
Position 3879: 0.00013741540419750134
Position 232: 0.00011841220196737333
Position 5229: 0.00010325349255616325
Position 851: 9.525486086979475e-05
Position 461: 8.985320571086353e-05
Position 191: 6.354758075526566e-05
Position 3946: 5.9626810674570795e-05
Position 504: 5.5440106492142596e-05
Position 3720: 5.437618313966632e-05
Position 1559: 3.515760419221985e-05
Position 1078: 3.475142070400057e-05
Position 1979: 3.3906929375220645e-05
Position 3839: 3.1476781028958516e-05
Position 4741: 2.9829104613125852e-05
Position 3888: 2.912736096534313e-05
Position 4404: 2.2716227572354872e-05
Position 1992: 2.198718226003782e-05
Position 1644: 2.0758035435597446e-05
Position 4664: 2.0466080690217803e-05
Position 117: 2.019940597848349e-05
Position 436: 1.9595491174713137e-05
Position 882: 1.86509650874318e-05
Position 983: 1.80827829055198e-05
Position 1142: 1.7628801526795546e-05
Position 3991: 1.6820472036211447e-05
Position 1948: 1.6568105449017825e-05
Position 1757: 1.5524562577633474e-05
Position 1089: 1.4507902321188923e-05
Position 2149: 1.3759834325628164e-05
Position 258: 1.319671724744902e-05
Position 1751: 1.2915640669390341e-05
Position 1994: 1.2044391626994975e-05
Position 3791: 1.1522980868067598e-05
Position 1263: 1.0889538222814626e-05
Position 1037: 1.0804714358601332e-05
Position 962: 9.09639185795527e-06
Position 1193: 7.351621677504291e-06
Position 2199: 6.75488223895565e-06
Position 542: 6.135873220694691e-06
Position 1679: 5.50420732730597e-06
Position 938: 3.6589385135999946e-06
Position 3793: 3.1172868172840675e-06
Position 63: 3.102282424853929e-06
Position 251: 3.07039437258105e-06
Position 465: 2.7959579217879703e-06
Position 950: 2.502180372623083e-06
Position 2127: 1.3991395802446276e-06
Position 2284: 8.734555685854908e-07
Position 61: 6.24489155785285e-07
Position 2171: 4.798882338679676e-07
Position 2363: 3.892968036444704e-07
Position 2697: 1.8686642868387023e-07
Position 2757: 1.7864679850106936e-07
Position 2455: 1.6784510947260344e-07
Position 153: 1.3964836643869722e-07
Position 2234: 1.381245993158184e-07
Position 2398: 7.995710856059085e-08
Position 151: 5.667723096636398e-08
Position 396: 8.90952806822188e-09
Position 2413: 3.4752902824998088e-09
Position 325: 2.33255897842555e-09
Position 358: 2.034745090147238e-09
Position 203: 4.2723675271631846e-10
Position 498: 2.759397874744978e-10
Position 430: 6.481397059383257e-11
Position 492: 3.232957585096177e-11
Position 407: 2.5718934567581992e-11
Position 356: 2.2059044497588153e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2066: 0.9806707089358369
Position 3665: 0.8325450271174891
Position 7536: 0.3102518555959897
Position 7486: 0.1843814998598339
Position 7628: 0.1790592478000392
Position 3990: 0.1412423330799776
Position 5698: 0.1306588215384053
Position 4815: 0.11809735499289488
Position 2248: 0.06279071049978402
Position 4121: 0.0612909375464662
Position 8079: 0.04871658499433412
Position 3878: 0.04863407349045612
Position 2994: 0.045881638663930156
Position 3668: 0.0385221084696839
Position 6886: 0.02602546947642886
Position 7204: 0.02387619927926532
Position 4023: 0.012162248256740928
Position 2943: 0.011252832410392145
Position 2850: 0.010108726686686567
Position 2314: 0.00974809874520733
Position 5745: 0.00909473049510297
Position 6546: 0.008225887834124772
Position 3555: 0.007933174288918585
Position 7181: 0.007705520791678738
Position 3753: 0.007534271681797754
Position 2484: 0.006027843341469444
Position 7000: 0.005147932010503979
Position 2792: 0.005129630107881447
Position 3287: 0.004691329979386219
Position 2257: 0.0036553357757923566
Position 1431: 0.0033814611801029474
Position 6093: 0.0033648048470058217
Position 5888: 0.003243325917014533
Position 2814: 0.003227352942595494
Position 4073: 0.003197483158953038
Position 2708: 0.0027391654524545985
Position 5611: 0.0021633195055491316
Position 4488: 0.0019767367417177287
Position 5923: 0.001851794403036412
Position 3517: 0.0018099465214675278
Position 1904: 0.001786021685678351
Position 4199: 0.0017221201698833356
Position 593: 0.0016206625877493465
Position 3586: 0.0013543476564939674
Position 850: 0.0013514053869851108
