Gene = GBA2
index = 577
Annotated 5SS: [  883  4614  4932  7557  8404  8703  9020  9231  9601  9914 10227 10477
 10703 10997 11192 11481]
Annotated 3SS: [ 4521  4815  7337  8163  8599  8865  9104  9427  9808 10118 10324 10595
 10853 11075 11288 11780]
SMsplice 5SS: [  744  4614  4932  8404  9020  9231  9601 10227 10477 10703 10997 11192]
SMsplice 3SS: [ 4521  4815  8163  8865  9104  9427 10118 10324 10595 10926 11075 11288]
top_k =  500
Partition function (log Z): 21.240289543570686

Sorted 5' Splice Sites (High to Low Probability):
Position 4614: 0.9963515395968978
Position 9020: 0.992300720446708
Position 10997: 0.9320841927694784
Position 8404: 0.8918765488090249
Position 10227: 0.8626213291454372
Position 11192: 0.830763196488278
Position 4932: 0.7187068440977883
Position 10477: 0.7159406149549036
Position 10703: 0.5651725726347595
Position 9231: 0.5324711103927049
Position 9601: 0.4577066302040234
Position 9217: 0.43061133482191893
Position 11481: 0.42970462716062974
Position 744: 0.3435315643841049
Position 10711: 0.32788577389693746
Position 7557: 0.305511209892333
Position 8703: 0.2715915445515617
Position 1209: 0.2528316828750642
Position 9914: 0.25195605041949
Position 883: 0.22838689195118703
Position 2139: 0.18788680526118015
Position 5953: 0.17990915291329804
Position 4274: 0.16878377960548271
Position 8657: 0.16194132822307475
Position 10245: 0.12911229457189974
Position 149: 0.1149481518315676
Position 1388: 0.10662840716487676
Position 9614: 0.09631137194724705
Position 10735: 0.09102459449726075
Position 764: 0.08939267734702988
Position 8729: 0.07969405244815168
Position 5010: 0.079255761837821
Position 657: 0.06633190875399263
Position 10513: 0.061908055061473906
Position 11439: 0.05856879528652607
Position 11249: 0.0567906254725379
Position 8741: 0.056444443439035624
Position 10468: 0.05174373689400394
Position 8777: 0.05029336226121285
Position 8612: 0.048352794631876056
Position 5744: 0.044750338213063186
Position 10436: 0.042044266711075515
Position 10411: 0.041661573938660566
Position 122: 0.03950060931855704
Position 9673: 0.029894803865492935
Position 4403: 0.027268925076224727
Position 11611: 0.026597766499795405
Position 10518: 0.024507679269832685
Position 1431: 0.024157630632635672
Position 8288: 0.022816523840727812
Position 5957: 0.022533554146896412
Position 1107: 0.02089011918020837
Position 9644: 0.02086248632930555
Position 8713: 0.0166218751059255
Position 5969: 0.0163495375918212
Position 5533: 0.013654253542373347
Position 2320: 0.011987122179045288
Position 161: 0.011164620857764524
Position 9313: 0.010980123887048639
Position 5790: 0.010501149117318512
Position 8519: 0.01007420244198227
Position 9903: 0.008763964877579135
Position 647: 0.008699231785960876
Position 7439: 0.0086451963686381
Position 194: 0.008296273154917015
Position 488: 0.008168719480459283
Position 1039: 0.007687835187624887
Position 2900: 0.007275048753062034
Position 3073: 0.007188885257595788
Position 9387: 0.006097024923907583
Position 10398: 0.005757344873835758
Position 4457: 0.005619544522624977
Position 9039: 0.005191361026701936
Position 11515: 0.005043457134961407
Position 8765: 0.004130765538134625
Position 3124: 0.004113141138973771
Position 2204: 0.003917575437428065
Position 9679: 0.003822029826351628
Position 2235: 0.0037678572812947955
Position 10461: 0.0035246016082957137
Position 3873: 0.0034619514571098634
Position 10686: 0.002636152522144783
Position 11748: 0.0024210156565121644
Position 11443: 0.002318382757996918
Position 951: 0.0022690384468134492
Position 8784: 0.002150938685500885
Position 11752: 0.002146653038571607
Position 8491: 0.001996054929610948
Position 1049: 0.0018837596949187658
Position 3733: 0.001873159371063709
Position 4946: 0.001814574457682603
Position 1384: 0.0017627632399081527
Position 9580: 0.0014532381602233152
Position 187: 0.0013783991985363408
Position 9443: 0.0013130840050452602
Position 10013: 0.001241353198280493
Position 521: 0.00115509067630881
Position 11580: 0.0011110687000061687
Position 11310: 0.0010158991893823898
Position 11118: 0.0008981876949018426
Position 6664: 0.0008240243312088145
Position 11242: 0.0008203766617814451
Position 4592: 0.0008082272379183153
Position 11398: 0.0007136030208509041
Position 10156: 0.000707713051562805
Position 4723: 0.0006540018419440362
Position 1606: 0.0006271875883561862
Position 12056: 0.0006095032613191385
Position 10470: 0.0005892617166454906
Position 9237: 0.0005625751189087434
Position 2085: 0.0004764790861348641
Position 2763: 0.0004613635174233873
Position 9700: 0.0004471294588963391
Position 9108: 0.00043822733550073084
Position 9183: 0.00039653997211312324
Position 4663: 0.00038319028587820495
Position 11376: 0.00028637171657435275
Position 9009: 0.000242510401846811
Position 4673: 0.00022082562205886713
Position 1953: 0.00021873171334607134
Position 9548: 0.0001892526126908554
Position 10472: 0.00016843565751194762
Position 9117: 0.00016401124422706312
Position 5023: 0.00013128263250634998
Position 10502: 9.743659008906735e-05
Position 1580: 9.30398784399784e-05
Position 731: 8.472629441718603e-05
Position 9317: 7.84971888777466e-05
Position 10233: 7.310313313213865e-05
Position 839: 6.717993054394676e-05
Position 4757: 6.408744180329081e-05
Position 4537: 4.0667676721851335e-05
Position 10172: 3.802237379494716e-05
Position 8927: 2.142041818054577e-05
Position 10402: 2.038056569279959e-05
Position 5405: 1.7507739251605613e-05
Position 641: 1.0243437333520567e-05
Position 8990: 9.350415231041632e-06
Position 5095: 9.19948629019896e-06
Position 9168: 8.24604237682492e-06
Position 5330: 5.766619137322663e-06
Position 8912: 2.21779475839325e-06
Position 5945: 2.1769573227223485e-06
Position 6073: 2.1047432958012906e-06
Position 5340: 2.0260419936871825e-06
Position 18: 1.9821725846081924e-06
Position 605: 1.7625614906885452e-06
Position 347: 1.0924205338205976e-06
Position 36: 7.146801963150684e-07
Position 261: 3.355770192692992e-07
Position 176: 1.4636827355004672e-08
Position 887: 1.1119482892299546e-08
Position 295: 6.712931167920905e-09
Position 127: 5.547955397002219e-09
Position 234: 1.034234969536888e-09
Position 802: 4.928200224812723e-10
Position 585: 8.912717279779047e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4521: 0.9985001756704612
Position 9104: 0.9758096692227202
Position 8865: 0.9700154192325134
Position 10324: 0.9412545892055592
Position 10118: 0.9360112166387611
Position 11288: 0.8751525386416603
Position 11075: 0.8586861400955413
Position 8163: 0.6945989839658593
Position 8599: 0.6514340527123974
Position 4815: 0.628369184700416
Position 10595: 0.6239340670953394
Position 9427: 0.6135642116158401
Position 10926: 0.6031389778360189
Position 11780: 0.5346478980164938
Position 10568: 0.3619719797059532
Position 9808: 0.22945650884137755
Position 8321: 0.2067782220781985
Position 2071: 0.20318318808603003
Position 4215: 0.19474066713335184
Position 7319: 0.17486571491830077
Position 5901: 0.15669434948120625
Position 4886: 0.14572881669696838
Position 10902: 0.12385200647359297
Position 10958: 0.10617259701856134
Position 10853: 0.09867868149672411
Position 1097: 0.09826582054575579
Position 1021: 0.07645366508022247
Position 7344: 0.056647113819823645
Position 7337: 0.056632978801503364
Position 5743: 0.05463332474942088
Position 11858: 0.05097536731388121
Position 1297: 0.043742139799293166
Position 10134: 0.04064332144530709
Position 1300: 0.03837733295069607
Position 5615: 0.03240763800920167
Position 5565: 0.024876252598345343
Position 9736: 0.02379835741828685
Position 8092: 0.023432579251653204
Position 11657: 0.021288697716493284
Position 4722: 0.020413234116382406
Position 1326: 0.0199982521764139
Position 8923: 0.019085815735505732
Position 931: 0.016850804851972403
Position 8581: 0.015810104508731396
Position 7417: 0.015500694104362672
Position 1146: 0.015451633110418875
Position 10077: 0.013021787494292919
Position 11623: 0.012730496306290758
Position 2964: 0.011302026396569565
Position 8643: 0.010737598695260833
Position 7526: 0.010509904616980776
Position 5478: 0.008283100684282091
Position 1100: 0.0081672844544558
Position 11100: 0.008156280846250573
Position 10410: 0.007936966308222116
Position 1368: 0.007793876470723515
Position 12308: 0.007738609384317223
Position 11113: 0.007592666394023224
Position 5444: 0.007158096827840222
Position 4343: 0.007026444732443082
Position 8627: 0.006831793818658723
Position 1081: 0.006486414257772266
Position 8805: 0.00629475204296335
Position 11137: 0.005460243501190262
Position 10882: 0.005318438905523427
Position 11528: 0.004685239095690415
Position 4907: 0.00459832698348026
Position 8603: 0.004590002757821035
Position 11636: 0.0041066070683028
Position 9786: 0.004009180549742439
Position 11097: 0.004004522196585729
Position 9129: 0.0037201970377758074
Position 2664: 0.0029601215909854503
Position 11559: 0.00285400217662267
Position 3772: 0.0027287116120505816
Position 1913: 0.002683861173701224
Position 3574: 0.002606399216122992
Position 10810: 0.0023476513238911267
Position 620: 0.0022284334585269067
Position 10047: 0.002199193572573927
Position 10619: 0.002067823794380225
Position 11720: 0.001961983826181942
Position 8004: 0.001953544725635354
Position 234: 0.0017749454251138428
Position 2803: 0.0017366550281677712
Position 11358: 0.001652519385370393
Position 5871: 0.001530177069348982
Position 300: 0.0014986556546621212
Position 2645: 0.0014893112404278392
Position 11336: 0.0014696303984478285
Position 9528: 0.0014042094811437965
Position 11416: 0.0013851359546630188
Position 8511: 0.0012291202021994037
Position 9155: 0.001168119912783541
Position 2598: 0.0011167360826265808
Position 8495: 0.0010667618382998736
Position 11804: 0.0010483249096673068
Position 577: 0.0010330596039836578
Position 9313: 0.0010294157538403312
Position 1825: 0.0009194714425426491
Position 9671: 0.0008776837887264832
Position 8927: 0.0008596807782565317
Position 11121: 0.0007989556898353005
Position 5450: 0.0007167784573359267
Position 8885: 0.0006946306254762455
Position 9813: 0.0006712206657910532
Position 10383: 0.0006361383860177827
Position 11593: 0.0006151063132367842
Position 995: 0.0006139092207650118
Position 809: 0.0005712055765868332
Position 646: 0.00047361392367223755
Position 10935: 0.00045259520525951953
Position 6306: 0.00044594282911274754
Position 2433: 0.00043358832827777453
Position 5636: 0.00042499818381416544
Position 4866: 0.0004218625797829787
Position 12286: 0.0004100434674474355
Position 6551: 0.00037808150209606617
Position 5581: 0.00033318933074372696
Position 11690: 0.00032130367202374947
Position 5719: 0.00032122477220785994
Position 11149: 0.00032014388685408756
Position 9738: 0.0002719492581131581
Position 8829: 0.0002714342789160395
Position 11348: 0.00022337952544311705
Position 471: 0.00021188509842654532
Position 9116: 0.00020355222862729604
Position 1191: 0.00020279729380802384
Position 9710: 0.00018354707691046413
Position 566: 0.00015968551648338692
Position 9983: 0.00015676334479538677
Position 11463: 0.0001505267077716786
Position 689: 0.00012683879491063292
Position 5818: 0.00011471202362293235
Position 12328: 0.0001120659509992638
Position 4871: 0.00011183583202883838
Position 365: 0.00010282372464157219
Position 8762: 0.000101824671495081
Position 10297: 9.46012198421138e-05
Position 4864: 9.27546161813691e-05
Position 4531: 8.507945612428201e-05
Position 5701: 7.59377393729066e-05
Position 11174: 7.114095087352915e-05
Position 948: 7.038910397223103e-05
Position 5199: 6.824091424911635e-05
Position 520: 6.541330147936857e-05
Position 9489: 6.374838907524574e-05
Position 691: 6.311435885345707e-05
Position 742: 6.195616976535905e-05
Position 945: 5.769442031639825e-05
Position 1048: 5.630890204002682e-05
Position 9386: 5.157013789924718e-05
Position 1043: 5.035661989131443e-05
Position 849: 4.408935597902311e-05
Position 763: 4.356810982444545e-05
Position 5358: 4.273907956656576e-05
Position 653: 4.069516471452621e-05
Position 637: 3.601626954702286e-05
Position 5274: 3.221735258330287e-05
Position 535: 3.122018667798187e-05
Position 1132: 3.1095219542174316e-05
Position 1374: 2.9822665030810958e-05
Position 9181: 2.828092525509967e-05
Position 622: 2.616611945706092e-05
Position 904: 2.4020490038614674e-05
Position 9136: 2.322142752505089e-05
Position 749: 2.1239457961373777e-05
Position 9142: 1.6989701160613856e-05
Position 396: 1.5397243142334834e-05
Position 4917: 1.4437587931245515e-05
Position 5418: 1.0589796187070114e-05
Position 4730: 9.630007865896796e-06
Position 1956: 7.611066980899878e-06
Position 830: 7.419266941517863e-06
Position 2110: 7.081809590059738e-06
Position 724: 6.371306426117693e-06
Position 309: 6.017847124580821e-06
Position 802: 5.336933306367397e-06
Position 1105: 5.1891194626002995e-06
Position 542: 4.229944282939347e-06
Position 605: 4.0888706688887915e-06
Position 5221: 3.646395010937494e-06
Position 712: 3.549111842381522e-06
Position 595: 2.5517599419576026e-06
Position 675: 2.230213394320839e-06
Position 990: 1.6603699780319892e-06
Position 11161: 1.5135113192746823e-06
Position 254: 1.2976471221896436e-06
Position 406: 1.0124441296826805e-06
Position 9495: 9.72749195524616e-07
Position 862: 5.111418431560855e-07
Position 814: 4.838677774452664e-07
Position 280: 4.156174828199824e-07
Position 11390: 3.5994478770434197e-07
Position 5159: 3.5416143175236033e-07
Position 869: 2.6397342321553476e-07
Position 671: 2.5951833274318784e-07
Position 369: 2.5386195865872e-07
Position 593: 2.0785087315207755e-07
Position 496: 4.282752383594869e-08
Position 4974: 1.306225429631305e-09
Position 488: 1.0003668310517182e-09
Position 574: 9.296539291818366e-10
Position 661: 5.850297615765087e-10
Position 582: 4.716478690989081e-10
