Gene = LCE6A
index = 770
Annotated 5SS: [144]
Annotated 3SS: [631]
SMsplice 5SS: [144]
SMsplice 3SS: [631]
top_k =  500
Partition function (log Z): -8.942253578179658

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.7269515550282544
Position 41: 0.29137164695190565
Position 446: 0.029179398468064614
Position 450: 0.021614914133630855
Position 918: 0.01321726170595193
Position 369: 0.009772368236453595
Position 348: 0.00941895861086185
Position 642: 0.003624580714263508
Position 237: 0.0016794378550595906
Position 527: 0.00161532323208255
Position 304: 0.0013881610593422988
Position 496: 0.0012627414138817925
Position 160: 0.0011318827293588895
Position 390: 0.0004673882643283133
Position 950: 0.00044504884440584074
Position 774: 0.00038910863947918146
Position 534: 0.0003696259896927337
Position 376: 0.0003107822055365564
Position 906: 0.00021297268972391963
Position 84: 0.00018855324505531084
Position 803: 0.00012104220235863809
Position 439: 8.133703782978917e-05
Position 75: 6.631880890606663e-05
Position 846: 3.631471486136222e-05
Position 522: 2.7351375106012508e-05
Position 268: 2.4219193104991226e-05
Position 180: 9.724528660551496e-07
Position 116: 3.2463916768346884e-07
Position 281: 2.689418060191672e-07
Position 531: 2.4747130739309455e-07
Position 566: 2.0306817896208537e-07
Position 20: 9.083620221692925e-08
Position 98: 1.809637976614278e-08
Position 604: 6.946734138618525e-09
Position 486: 4.1933777153163824e-10
Position 454: 2.6203162739241898e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 631: 0.45680868924619905
Position 560: 0.22596067758025754
Position 127: 0.20312770964173815
Position 417: 0.05179938874628051
Position 516: 0.036444284253599885
Position 1021: 0.03379979046577659
Position 347: 0.023688391400376468
Position 717: 0.018277758253810603
Position 770: 0.017713440684898205
Position 1085: 0.011740294338391872
Position 522: 0.009566879071910703
Position 486: 0.009217173599414557
Position 566: 0.006915604507191517
Position 786: 0.002025318942398919
Position 1027: 0.0016366700079804895
Position 773: 0.0011633785065269062
Position 292: 0.0008269695737469232
Position 421: 0.0007520331523537299
Position 734: 0.0006082751931859551
Position 496: 0.0005781302204683058
Position 664: 0.0003862147180885694
Position 795: 0.0003532654104041026
Position 975: 0.0003014131509841041
Position 586: 0.00022739105118055154
Position 446: 0.00021817784058501892
Position 971: 0.0002107221652959389
Position 645: 0.0001637888773394727
Position 228: 9.42179891951768e-05
Position 849: 6.879118035973188e-05
Position 527: 5.1748666439948725e-05
Position 832: 4.0656728869533134e-05
Position 580: 3.6708783251302814e-05
Position 1090: 3.225866865527151e-05
Position 131: 2.6234648874801353e-05
Position 466: 2.397558788952221e-05
Position 667: 1.8192212058809485e-05
Position 872: 1.7921768924884024e-05
Position 661: 1.3652310895809142e-05
Position 1001: 1.3154032145676711e-05
Position 298: 3.34222717550237e-06
Position 224: 2.7587219671334247e-06
Position 802: 2.309269697240486e-06
Position 234: 2.2357176460442248e-06
Position 302: 1.990723176792032e-06
Position 808: 1.9762992134594887e-06
Position 268: 1.084851549570572e-06
Position 200: 1.0097969348122372e-06
Position 278: 9.858804618958052e-07
Position 318: 7.276463139798633e-07
Position 380: 6.180123838173167e-07
Position 237: 4.676188196917884e-07
Position 272: 3.694467570735334e-07
Position 196: 2.895909820427486e-07
Position 254: 2.8539587286484966e-07
Position 170: 2.602111279536158e-07
Position 257: 2.5213729818475284e-07
Position 163: 4.7867141446625613e-08
Position 167: 2.3719478241262944e-08
Position 249: 1.4207880870355151e-08
Position 139: 8.87811375565678e-09
Position 369: 7.383422784454535e-09
Position 143: 5.409976575341173e-09
Position 390: 3.0267241166033745e-09
Position 313: 2.536008468809052e-09
Position 241: 2.097288686310893e-09
Position 309: 1.1309174496824572e-09
Position 320: 1.0346457504345422e-09
Position 259: 1.0043160010804758e-09
Position 180: 5.930611285872587e-10
Position 243: 2.3920690191485145e-10
Position 281: 1.7384877512914057e-10
Position 147: 9.769769823211222e-11
Position 304: 6.722184637237523e-11
Position 150: 2.7794342219632257e-11
Position 94: 4.382364074597994e-13
Position 175: 3.902282168785591e-13
Position 177: 3.784381999515399e-13
Position 98: 1.6376681453048121e-13
Position 84: 6.952759567271687e-14
