Gene = HSPB11
index = 667
Annotated 5SS: [  375  5945 15891 17558 22026]
Annotated 3SS: [ 5831 15783 17488 21981 24161]
SMsplice 5SS: [  375  5945 22026]
SMsplice 3SS: [ 5831 21981 22940]
top_k =  500
Partition function (log Z): -12.606835764141547

Sorted 5' Splice Sites (High to Low Probability):
Position 5945: 0.9884162740139776
Position 375: 0.8151145574478927
Position 4365: 0.6160622072091816
Position 22026: 0.21148781495873248
Position 16084: 0.1448993940569407
Position 344: 0.11732981678601961
Position 1910: 0.09383791141906841
Position 15891: 0.08348822190796601
Position 675: 0.0699636691702086
Position 15939: 0.053283870569492464
Position 15712: 0.04819370873845245
Position 3047: 0.03357989673847745
Position 4125: 0.025597944275202886
Position 4120: 0.02037396590503786
Position 725: 0.017079540215693
Position 15854: 0.01558368068451648
Position 383: 0.01455277156814983
Position 4086: 0.013889383421564394
Position 391: 0.013035205169497566
Position 13797: 0.01301432202149282
Position 328: 0.012550181033328474
Position 413: 0.010135932934230442
Position 2840: 0.009306787269482683
Position 1725: 0.008038503921880776
Position 4374: 0.005995176576895322
Position 4341: 0.004193691811929868
Position 1559: 0.003728301094859021
Position 1007: 0.003630264770480573
Position 134: 0.002263643919095203
Position 292: 0.001969951348980985
Position 2877: 0.001670697922294786
Position 75: 0.001159776060541989
Position 8259: 0.0008565193665165717
Position 5985: 0.0006038296999050257
Position 55: 0.00042995941257570206
Position 900: 0.0002928218560719001
Position 6242: 0.00027759829344902484
Position 7596: 0.00018362140678516046
Position 1828: 0.00017539472568831358
Position 1033: 0.0001673959235310557
Position 956: 0.0001631043805249246
Position 823: 0.00015292561357210427
Position 191: 0.0001247281697532496
Position 1063: 0.0001184979635749107
Position 670: 0.00011150272244247337
Position 995: 0.00010352537340798729
Position 640: 9.015253692924485e-05
Position 529: 5.387039040010091e-05
Position 694: 5.210724277237815e-05
Position 29: 3.311139185612525e-05
Position 1201: 3.215680362068131e-05
Position 67: 2.701799424879638e-05
Position 1148: 1.0956237775266824e-05
Position 1797: 9.189290703369735e-06
Position 456: 7.107420324454986e-06
Position 1847: 6.58122079755704e-06
Position 484: 6.025257960895857e-06
Position 1980: 5.4800125810916945e-06
Position 452: 4.062618473257101e-06
Position 307: 3.4290653027557995e-06
Position 1905: 2.2070057408172444e-06
Position 6800: 1.1471092293750646e-06
Position 7513: 1.022870138672452e-06
Position 162: 6.112444150342839e-07
Position 106: 5.5172142486291e-07
Position 831: 3.251527507569467e-07
Position 481: 1.7860747110687837e-07
Position 112: 1.121157966181009e-07
Position 233: 9.844035919708056e-08
Position 205: 7.98400391360694e-08
Position 368: 1.452675129143477e-08
Position 473: 1.2146719794563767e-08
Position 6283: 8.068309490823143e-10
Position 115: 2.480702207995503e-12
Position 214: 3.8259166794309843e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5831: 0.9715616782541314
Position 22940: 0.6520973758050702
Position 4225: 0.31896181135291934
Position 4272: 0.24674035037742262
Position 21981: 0.24306060945847655
Position 15985: 0.23263698282834405
Position 15783: 0.16745653907394242
Position 557: 0.07714584528612461
Position 4025: 0.07071032744402374
Position 1891: 0.07038668882098358
Position 15597: 0.0620804493823386
Position 4303: 0.039956233297399814
Position 22328: 0.03488285156021149
Position 13598: 0.029721067770636222
Position 6545: 0.025248177571068706
Position 5778: 0.018938926735436883
Position 2696: 0.018664128998969062
Position 15427: 0.015246914989063083
Position 2950: 0.0149301903904305
Position 16755: 0.012006741789049494
Position 10937: 0.01126807235047594
Position 2674: 0.009784857397209454
Position 1815: 0.008814987189239723
Position 8023: 0.008711433978419607
Position 4190: 0.0079259675164386
Position 16254: 0.006732345375122725
Position 8895: 0.006122224807464667
Position 1618: 0.005040589406023896
Position 1871: 0.004965570357358562
Position 18378: 0.004905671941702234
Position 1724: 0.004516103367426542
Position 13622: 0.00441292365382444
Position 1291: 0.0040274783222302366
Position 17164: 0.003978697028559851
Position 1797: 0.003968885742007993
Position 7551: 0.003716555727879447
Position 13023: 0.0033898915424225877
Position 8361: 0.002802337723029809
Position 2734: 0.0027118428744624342
Position 8045: 0.002115296862464677
Position 10565: 0.00205190001967116
Position 11292: 0.0020135635442944007
Position 14013: 0.0019756143360192347
Position 885: 0.001846226100100789
Position 10642: 0.0017691691654156216
Position 4166: 0.0016358421744379083
Position 10779: 0.0014165301351053714
Position 6541: 0.0013917751224655568
Position 10377: 0.001345224139964164
Position 5720: 0.001299404718421636
Position 14297: 0.0012178614336888658
Position 6119: 0.0011873377700593489
Position 6474: 0.0011765834941724323
Position 9718: 0.0011167028051228159
Position 916: 0.0011123733780572444
Position 6171: 0.0010959131130892316
Position 7339: 0.0009459310181913577
Position 1448: 0.0009254263108796264
Position 11894: 0.0008972650643319824
Position 6345: 0.0008813384183927692
Position 7475: 0.0008527885374970789
Position 8079: 0.0007480713890516128
Position 7388: 0.0007348607640444425
Position 6041: 0.0007246283363388061
Position 6857: 0.0006744874236611727
Position 7813: 0.0006405175260758773
Position 7413: 0.0005791220192779844
Position 6882: 0.0005635635794759542
Position 1586: 0.0005495914960850713
Position 1583: 0.0005408442615853389
Position 1822: 0.000539413656970429
Position 859: 0.0005393602435338448
Position 8826: 0.0005361619441224724
Position 627: 0.0005231213221104095
Position 1671: 0.0004888829764447151
Position 4069: 0.00047025287858322424
Position 9668: 0.00038145803922750383
Position 1757: 0.0003799916348534879
Position 7736: 0.0003551277185139537
Position 4350: 0.0003442590083099229
Position 6703: 0.000338805969322768
Position 11676: 0.00033249177487872496
Position 7435: 0.00032334979377089706
Position 1451: 0.0002946528506774854
Position 10933: 0.0002884761106674372
Position 11239: 0.0002563555898239066
Position 11312: 0.00025360492234678846
Position 881: 0.0002424616356670353
Position 7286: 0.00023234737520785135
Position 7072: 0.00021892465444927505
Position 6433: 0.00021626095316001315
Position 8946: 0.00021424394748027726
Position 8195: 0.00020581999780283752
Position 8106: 0.0001996666280899669
Position 10412: 0.00019521684435530067
Position 10444: 0.00019213366360179636
Position 6565: 0.0001844891581940246
Position 7761: 0.00017658425636787748
Position 9975: 0.00017167385150620025
Position 7718: 0.00017071577400103107
Position 8517: 0.00016932227311879078
Position 10143: 0.00016076573449123272
Position 9644: 0.0001604631699159405
Position 7929: 0.00015389828893273404
Position 9482: 0.0001531860651065729
Position 6706: 0.00015003070277926417
Position 9836: 0.0001281715400450748
Position 8428: 9.582911872248165e-05
Position 8544: 9.100065741639178e-05
Position 5314: 8.465756579566196e-05
Position 2789: 7.933950866563711e-05
Position 8320: 7.213165597406367e-05
Position 8278: 6.724404334423175e-05
Position 463: 4.303632057432248e-05
Position 5599: 3.926988229814263e-05
Position 1429: 3.864198791532428e-05
Position 7239: 3.813121874672193e-05
Position 3596: 3.595537670964241e-05
