Gene = FPGS
index = 564
Annotated 5SS: [ 188 1539 1678 1826 4213 4412 4608 4814 5437 5831 6015 6960 7232 8137]
Annotated 3SS: [ 1409  1623  1760  4097  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319]
SMsplice 5SS: [  282  1539  1678  1923  4238  4412  4608  4814  5437  5831  6015  6960
  7232  8137 10449]
SMsplice 3SS: [ 1439  1623  1760  4116  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319 10966]
top_k =  500
Partition function (log Z): 45.17046348494854

Sorted 5' Splice Sites (High to Low Probability):
Position 6960: 0.9970141198437021
Position 7232: 0.9967479257902946
Position 4608: 0.9886912223136386
Position 6015: 0.9838499801546593
Position 5831: 0.9823068618895787
Position 1678: 0.9812601903063811
Position 4412: 0.9802992959101006
Position 1539: 0.9283629747194039
Position 4814: 0.9276336980458076
Position 5437: 0.9266135046450061
Position 10449: 0.7747802435293121
Position 282: 0.5513621104719852
Position 8137: 0.49589469466566655
Position 1923: 0.4434450693431327
Position 1826: 0.4356181091722285
Position 4238: 0.39690416777019183
Position 4213: 0.3776941958791236
Position 4242: 0.21980012837681803
Position 188: 0.1736024270502928
Position 530: 0.14791712445041547
Position 7855: 0.1477022455832181
Position 8185: 0.08280507570422678
Position 1155: 0.07761879386486016
Position 1544: 0.05746901447277884
Position 8144: 0.04872450190813458
Position 9316: 0.046162115025792004
Position 7611: 0.04432884780430903
Position 2292: 0.03966017527725799
Position 5468: 0.03636762738170707
Position 8220: 0.03387432748024864
Position 125: 0.03318947857737746
Position 5000: 0.024981063514328383
Position 4938: 0.024147952306067505
Position 3079: 0.02164095538194342
Position 511: 0.021214062815005624
Position 745: 0.01657542584557635
Position 5859: 0.016434345447261547
Position 8213: 0.016246097095597756
Position 233: 0.013553676071767126
Position 1698: 0.011586458059322506
Position 1305: 0.010847216634272829
Position 10002: 0.010693065128713753
Position 5472: 0.009924848302634908
Position 5090: 0.008696765995412577
Position 10233: 0.008377352232419076
Position 4901: 0.007916125058696656
Position 10749: 0.00788884467527868
Position 1371: 0.0076108368577148585
Position 3896: 0.007379911319166726
Position 8978: 0.0068273795796404396
Position 1464: 0.006815544253753544
Position 7896: 0.006534448243897728
Position 338: 0.0064993441380978585
