Gene = CPOX
index = 404
Annotated 5SS: [  775  2712  3092  5011  8283 12317]
Annotated 3SS: [ 2567  2980  4868  8063 12211 12952]
SMsplice 5SS: [  705  2712  3092  5011  8283 12317]
SMsplice 3SS: [ 2567  2980  4868  8063 12211 12952]
top_k =  500
Partition function (log Z): 2.018359630953844

Sorted 5' Splice Sites (High to Low Probability):
Position 8283: 0.9921530498066715
Position 3092: 0.978044151485128
Position 12317: 0.9667498458263558
Position 5011: 0.8226605177575788
Position 4062: 0.6051171967166716
Position 2712: 0.5903888009390026
Position 705: 0.4269294698101109
Position 13032: 0.4017197955101213
Position 726: 0.2458656891638546
Position 109: 0.21798164655487576
Position 13213: 0.17503409226016256
Position 775: 0.1473877888833991
Position 5921: 0.09188843752122168
Position 8894: 0.08875396851283618
Position 5015: 0.08453852781253714
Position 6609: 0.05255672872910766
Position 8158: 0.04294581966708557
Position 12154: 0.038033036480396486
Position 157: 0.034396318016121835
Position 203: 0.030465543484788925
Position 964: 0.030393470870715082
Position 12619: 0.02630307864040095
Position 8506: 0.025684104806761296
Position 12577: 0.02398180179872682
Position 6062: 0.020226995388677324
Position 2624: 0.018754969761100658
Position 151: 0.017674761273037083
Position 12141: 0.014607156110541343
Position 11198: 0.014273520533938818
Position 438: 0.013829650399517253
Position 2056: 0.01353630203582722
Position 9158: 0.013118823630028382
Position 2941: 0.01197772349542767
Position 8117: 0.009988177036496446
Position 13494: 0.00943067088070728
Position 2374: 0.009341198986213616
Position 10789: 0.00889073452967169
Position 1053: 0.00863770266402765
Position 8952: 0.007640475334528556
Position 470: 0.007181035930435776
Position 6523: 0.006992245857358517
Position 7692: 0.006597581823954184
Position 12646: 0.006391929137287023
Position 10516: 0.005635317600744888
Position 873: 0.005407991323693549
Position 8742: 0.004928111323840608
Position 8804: 0.004492007110708615
Position 7946: 0.004314780608287154
Position 3265: 0.004123291734036073
Position 7351: 0.0036698148013262354
Position 6905: 0.003630689987597958
Position 12900: 0.0028941010496298845
Position 11000: 0.0027344076916560735
Position 6340: 0.0026907251037337782
Position 4032: 0.0022023423566888307
Position 2029: 0.0021713698773934273
Position 5941: 0.002039378540792203
Position 3117: 0.001884391444400144
Position 12212: 0.0017962529127512428
Position 8170: 0.0011583505901359668
Position 2602: 0.0010779434922575494
Position 3712: 0.0009969941218561464
Position 4189: 0.0006940589139381361
Position 2981: 0.0006824413758761907
Position 1238: 0.0006808271906873133
Position 3326: 0.0006292449109511441
Position 474: 0.0005877494696209211
Position 1085: 0.0005822687197668907
Position 758: 0.0005325080808420108
Position 825: 0.0004812671516400605
Position 820: 0.0004380749510196322
Position 877: 0.00039359017277740716
Position 1612: 0.0003671338097332446
Position 8327: 0.0003617277494830711
Position 5687: 0.00031558776456885347
Position 12704: 0.0002903903597830306
Position 4004: 0.000278773284511645
Position 1193: 0.0002691573337706667
Position 305: 0.00011554710254028365
Position 5497: 7.485694081503809e-05
Position 357: 6.904835220557382e-05
Position 5565: 6.561195280282509e-05
Position 504: 6.258766670498018e-05
Position 5570: 6.117540843588771e-05
Position 122: 5.9715351728716736e-05
Position 209: 5.095388388540079e-05
Position 332: 2.886732818988489e-05
Position 419: 2.284352114009684e-05
Position 5694: 1.3545379585453052e-05
Position 832: 7.65458704841849e-06
Position 4968: 7.426958666591182e-06
Position 4980: 6.3990975067829595e-06
Position 299: 6.028966619606697e-06
Position 884: 7.537191019278894e-07
Position 621: 6.055189698732036e-07
Position 521: 5.633478326697776e-07
Position 4011: 5.295946876744901e-07
Position 989: 3.0508740449875766e-07
Position 58: 1.0283306335128924e-07
Position 992: 2.3621371924232013e-08
Position 1078: 1.8043285808459093e-08
Position 906: 1.4068772834535418e-08
Position 5382: 1.3123283665686539e-08
Position 1037: 8.676934675871748e-09
Position 707: 3.852826028918226e-09
Position 942: 3.2950524226212098e-09
Position 4193: 2.679997288394098e-09
Position 264: 1.3016637549521836e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2980: 0.9393251126137104
Position 12211: 0.8688332180769587
Position 4868: 0.7965545027420874
Position 8063: 0.715511907501135
Position 12952: 0.6435879622729116
Position 2567: 0.4614131517400166
Position 3923: 0.32480183810450736
Position 3966: 0.1819590253419527
Position 12978: 0.17822080673415028
Position 8086: 0.16846241330459463
Position 13922: 0.1619929551421636
Position 13128: 0.16077385823814982
Position 8250: 0.12134351178101487
Position 12051: 0.10807490162707652
Position 4950: 0.10663319056195916
Position 604: 0.09688765113318237
Position 14015: 0.09086178496429427
Position 5824: 0.09053911408236363
Position 13451: 0.08938459938027629
Position 8770: 0.08539512809542207
Position 2617: 0.07486499811498533
Position 4000: 0.07447373492563694
Position 12270: 0.05238476768775349
Position 601: 0.050452835761538944
Position 2657: 0.049917204823310704
Position 12512: 0.0482040754280434
Position 6471: 0.03338070796168506
Position 13975: 0.03330842652310536
Position 13394: 0.033041261690901144
Position 12867: 0.031957716183191764
Position 3030: 0.030272475068154992
Position 13690: 0.028016555528146175
Position 8402: 0.02588254108364093
Position 13555: 0.02543098813383431
