Gene = AIMP2
index = 44
Annotated 5SS: [ 254 6108 8801]
Annotated 3SS: [ 5900  8568 14057]
SMsplice 5SS: [ 134 8801]
SMsplice 3SS: [ 8568 14057]
top_k =  500
Partition function (log Z): -8.478886308891925

Sorted 5' Splice Sites (High to Low Probability):
Position 8801: 0.7278748507207311
Position 134: 0.6504765781792946
Position 6108: 0.5494814810489729
Position 11809: 0.46109710932932374
Position 11488: 0.4017786785229527
Position 254: 0.36663545399641945
Position 12822: 0.17984363092981834
Position 11804: 0.10679597366714948
Position 2543: 0.0950983567442236
Position 1933: 0.057264307752652045
Position 1527: 0.05696468755700051
Position 12974: 0.04484741075514272
Position 5808: 0.043855825968992374
Position 8475: 0.040257214818526836
Position 7388: 0.028486512496411737
Position 7553: 0.018133097660615913
Position 13090: 0.01810472227676534
Position 1482: 0.008962708113443085
Position 3585: 0.008421331669878488
Position 6112: 0.006331324081308594
Position 12029: 0.00517609276706584
Position 13032: 0.004853467860281466
Position 5293: 0.004841685793242497
Position 6942: 0.00420917663775627
Position 6421: 0.0035899491796150015
Position 3715: 0.0031254616935743563
Position 8489: 0.0030936286096406545
Position 525: 0.0012000037762036188
Position 1133: 0.001065305725564624
Position 2110: 0.0009542777650924252
Position 570: 0.0009312928782318963
Position 2086: 0.0009117649143848498
Position 2299: 0.000737912191865642
Position 24: 0.0004208979633091696
Position 36: 0.00031520502854012663
Position 493: 0.00020673799345834727
Position 346: 0.00016543204909023036
Position 1118: 0.00015501658106950114
Position 2311: 7.946450726738757e-05
Position 65: 7.09656834668902e-05
Position 646: 6.838565481368228e-05
Position 6141: 4.979167909986109e-05
Position 565: 3.63147235521542e-05
Position 1484: 3.576573013291963e-05
Position 1634: 2.2544529257601564e-05
Position 1052: 1.2515882385876809e-05
Position 279: 9.260150316174868e-06
Position 127: 7.276611452085147e-06
Position 190: 5.245562721149974e-06
Position 1615: 5.242585187942026e-06
Position 1385: 4.764936699956195e-06
Position 1300: 3.993291531818611e-06
Position 111: 3.6793928021873093e-06
Position 43: 3.5643918338596415e-06
Position 248: 3.190956911128752e-06
Position 52: 1.8965051839055486e-06
Position 312: 1.483376516653529e-06
Position 748: 1.3542371906230104e-06
Position 764: 1.1454885411929957e-06
Position 206: 1.2485056657631473e-07
Position 75: 3.856353957861602e-08
Position 986: 6.241813904140533e-09
Position 876: 6.0216097315147655e-09
Position 370: 2.9315298323054636e-09
Position 581: 2.749213815947326e-09
Position 840: 2.240970896193537e-09
Position 535: 1.6851015606307862e-09
Position 500: 1.138572716484024e-09
Position 448: 5.014692080464363e-10
Position 639: 4.832718181415122e-10
Position 49: 3.6914173228971254e-10
Position 170: 1.181393203861162e-10
Position 168: 1.0665139866825314e-10
Position 336: 8.349646955531944e-12
Position 567: 4.2055595222257006e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 14057: 0.8247994972250325
Position 11624: 0.5807183743995102
Position 8568: 0.5172755372924981
Position 11359: 0.40672327628589666
Position 5900: 0.3586426698476642
Position 12736: 0.24422505497896935
Position 8645: 0.21496081325596034
Position 5999: 0.10890367650183227
Position 12875: 0.06351144041623275
Position 2419: 0.04885509709693466
Position 7246: 0.04535849788055169
Position 1740: 0.0402577712481889
Position 5976: 0.039016101777545505
Position 8381: 0.032533867871595804
Position 5794: 0.03127285789618186
Position 1225: 0.030250854689221524
Position 2366: 0.02600306516830858
Position 1388: 0.022711481775031902
Position 5656: 0.022482532835469454
Position 13616: 0.02170740857070096
Position 216: 0.021368463471654085
Position 5925: 0.02135382635915555
Position 11898: 0.01612539899673349
Position 12763: 0.015653213794390407
Position 2471: 0.012554136077158735
Position 14015: 0.012174774753323863
Position 11388: 0.011182263434172226
Position 5659: 0.00919403351609946
Position 5495: 0.009166105252072192
Position 2424: 0.007696411028232205
Position 1299: 0.007481881352812297
Position 8325: 0.0067545860203759465
Position 8926: 0.00604253993562399
Position 13690: 0.005190988026421456
Position 3495: 0.005056447156998656
Position 1852: 0.004907818103079647
Position 6231: 0.004255665036502298
Position 8356: 0.004137170348590264
Position 1775: 0.003933828029712205
Position 1892: 0.0035164295157235847
Position 3337: 0.00342454795729678
Position 5033: 0.0032908851780896185
Position 6636: 0.0027461329299558915
Position 1657: 0.002466115809427238
Position 3498: 0.0022816039591497177
Position 1390: 0.002216786506467775
Position 7375: 0.002124815967945596
Position 1582: 0.002041594013237721
Position 6814: 0.001960330966785336
Position 12669: 0.0015946030708010794
Position 5057: 0.001276853421227761
Position 2006: 0.001222425623532848
Position 1117: 0.0012206844404955637
Position 1414: 0.0010260911613551686
Position 9766: 0.000844376260052433
Position 763: 0.000785116858297903
Position 1275: 0.0005637762775422593
Position 11785: 0.0004971164594852645
Position 1752: 0.0004891573391634949
Position 9959: 0.00046887393334352694
Position 5248: 0.00046139078932461066
Position 1778: 0.0004567717721819673
Position 2244: 0.00043198883741105734
Position 3570: 0.00038607225874050553
Position 3433: 0.0003780913238789709
Position 8922: 0.0003596306916300909
Position 133: 0.00035695372745283486
Position 966: 0.0003174424865072237
Position 3654: 0.0003108861369140807
Position 9907: 0.0002716005739532583
Position 11840: 0.000241487640800676
Position 10530: 0.0001890852033187983
Position 7678: 0.00018831170300766188
Position 10372: 0.00018314087925086402
Position 2489: 0.00016899760886626009
Position 9560: 0.00012137358166176688
Position 1467: 0.0001212209843094667
Position 2134: 0.00011891078925524518
Position 1614: 0.00011694829290616978
Position 7653: 0.0001129793129043839
Position 2207: 0.00011208994686547793
Position 2045: 0.000111496230331872
Position 1322: 0.00011125357986173827
Position 6185: 0.00010743818783361591
Position 9866: 9.444917079087298e-05
Position 1917: 8.16211602662246e-05
Position 2669: 7.199742307471842e-05
Position 321: 6.971360326745043e-05
Position 6573: 4.9228973675988574e-05
Position 2082: 4.8498508978948597e-05
Position 7175: 4.601707994668451e-05
Position 253: 3.9035218860770274e-05
Position 1249: 3.611632139446009e-05
Position 457: 3.495884427533513e-05
Position 2042: 3.295507659349878e-05
Position 986: 3.141126866321727e-05
Position 414: 3.091396879165499e-05
Position 1584: 2.0645764434629207e-05
Position 3220: 2.0413914376206844e-05
Position 1964: 1.9618098383735245e-05
Position 1481: 1.9607470736062855e-05
Position 2255: 1.8517962229676044e-05
Position 968: 1.847887913904029e-05
Position 2286: 1.6365652166560674e-05
Position 1900: 1.5013096710749435e-05
Position 279: 1.1969375443832641e-05
Position 993: 1.1855828798215852e-05
Position 1440: 8.745592869559739e-06
Position 424: 3.4157484168085087e-06
Position 1191: 2.0452219520271744e-06
Position 1231: 1.2159730382173543e-06
Position 1014: 1.0136635439521323e-06
Position 1035: 8.558884999774369e-07
Position 474: 6.449782029356466e-07
Position 1051: 5.678543279267837e-07
Position 384: 5.334086594203687e-07
Position 230: 3.990107185101962e-07
Position 219: 1.8946556732283163e-07
Position 175: 1.2333274290321558e-07
Position 1334: 5.453823258323236e-08
Position 1025: 3.537962582868357e-08
Position 139: 1.7218599124368708e-08
Position 553: 8.571910303894247e-09
Position 796: 6.021818840340069e-09
Position 396: 5.252237922390095e-09
Position 1755: 3.1054598469383735e-09
Position 257: 2.3708482622346008e-09
Position 1675: 2.358329536175837e-09
Position 468: 1.423409257461552e-09
Position 497: 9.940589413033438e-10
Position 332: 9.890552153125053e-10
Position 492: 5.251777286882539e-10
Position 590: 1.0777645641180105e-10
Position 328: 3.305421890783503e-11
Position 633: 3.074943150393958e-13
