Gene = TRMO
index = 1487
Annotated 5SS: [  153  6407  9170 12611]
Annotated 3SS: [ 6231  9011 11953 17577]
SMsplice 5SS: [ 153 6407 9170 9698]
SMsplice 3SS: [ 6231  9011  9594 17577]
top_k =  500
Partition function (log Z): -1.8916107407380105

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.930443476593497
Position 6407: 0.8768390780228824
Position 9170: 0.8145273632954612
Position 9698: 0.6288712460546463
Position 8063: 0.5934441590878435
Position 9933: 0.38060996434844124
Position 10770: 0.3575248079764686
Position 8592: 0.2695321417612456
Position 764: 0.1904903730447759
Position 9163: 0.1774560619815286
Position 13299: 0.13940420955448174
Position 12395: 0.12354346677978055
Position 5618: 0.11944922455519692
Position 9823: 0.10180185145788757
Position 14107: 0.0899900911721696
Position 11297: 0.07428725172887672
Position 8586: 0.0729361329187508
Position 11653: 0.027427371947134637
Position 12691: 0.026452506145046458
Position 3740: 0.0261866727639714
Position 9327: 0.025429202949458038
Position 17663: 0.020650355238114024
Position 759: 0.02058978972042695
Position 8581: 0.02056506821122169
Position 8661: 0.01943608438133021
Position 13370: 0.01855445369537472
Position 1617: 0.017762023887275255
Position 13469: 0.01570992053853928
Position 17760: 0.014899758402310647
Position 9693: 0.014427200635720267
Position 7081: 0.013430105425663495
Position 13306: 0.011630448980051104
Position 3367: 0.011561683809525844
Position 10139: 0.010565219273757333
Position 4532: 0.010231334234356189
Position 10765: 0.007847600159006466
Position 3518: 0.0069250832630670875
Position 2422: 0.006165999342515441
Position 6614: 0.0061255831768786614
Position 10849: 0.0061123818501048165
Position 10059: 0.005907328839576372
Position 309: 0.005826381371852573
Position 190: 0.0050254277450871325
Position 4966: 0.00468361059193001
Position 254: 0.004610172391601468
Position 12611: 0.003940180113148544
Position 946: 0.0036948465904280163
Position 10210: 0.0034845362293521986
Position 10460: 0.0033524808738051265
Position 52: 0.003234860956848301
Position 2516: 0.0029978070319753056
Position 8730: 0.0028878043744504367
Position 1574: 0.0024352792213757435
Position 5531: 0.002062883075555915
Position 4690: 0.001984210949877803
Position 3021: 0.0019285686665334383
Position 997: 0.001399808160459063
Position 8673: 0.0013569337051631584
Position 914: 0.0013004795503904134
Position 5626: 0.0012759311106827704
