Gene = MAEL
index = 814
Annotated 5SS: [  376   721  2369  3733  4961 15196 16022 16289 27176 28851 32052]
Annotated 3SS: [  627  2268  3576  4918 15070 15966 16146 27112 28717 31975 32558]
SMsplice 5SS: [  376   721  3527  3733 15196 16022 16289 23403 28851 32052]
SMsplice 3SS: [  574  3445  3616 15070 15966 16179 23259 28717 31836 32558]
top_k =  500
Partition function (log Z): -4.312654317886477

Sorted 5' Splice Sites (High to Low Probability):
Position 15196: 0.9997590521876609
Position 16289: 0.9994237876219043
Position 28851: 0.9887822220840277
Position 376: 0.9795329916944201
Position 16022: 0.9578809745033946
Position 3733: 0.8989346786591411
Position 3527: 0.8406469268415556
Position 721: 0.6903716035596832
Position 4961: 0.5134405222116107
Position 23403: 0.4509190465607448
Position 32052: 0.41037459901763657
Position 2369: 0.21964637068113516
Position 2745: 0.1034654330841852
Position 1241: 0.08700559143900867
Position 201: 0.059651228504834765
Position 3697: 0.057928313651519805
Position 4327: 0.057822504293137615
Position 1333: 0.057616589828316495
Position 1315: 0.04993154409544377
Position 2360: 0.04229791945645806
Position 1233: 0.03857013161095382
Position 4694: 0.015202637103828314
Position 4291: 0.011721135580653949
Position 2751: 0.00990513394017953
Position 2524: 0.007051168720010115
Position 148: 0.006490287896292516
Position 1589: 0.005695975641172536
Position 1237: 0.004615513753506993
Position 2729: 0.003972403176815194
Position 1714: 0.0024997083916136853
Position 4480: 0.002213641414001759
Position 2785: 0.002208920849714617
Position 1388: 0.0020564268720338814
Position 2472: 0.0015804046867157126
Position 3042: 0.0015493278114344538
Position 254: 0.0010740626896022165
Position 2167: 0.0010560352864100884
Position 430: 0.0010322951171174255
Position 2780: 0.00102881546385335
Position 2374: 0.0010043624143665874
Position 830: 0.000939324794724796
Position 1667: 0.0009030153385739296
Position 1882: 0.0008829747321356412
Position 136: 0.0008344518550632257
Position 1227: 0.0006441230016510065
Position 1037: 0.0005050619150044655
Position 3078: 0.0004704976825420628
Position 1454: 0.0004498166414434638
Position 82: 0.0004152958764991846
Position 461: 0.00035822546590274905
Position 392: 0.00022458633783677774
Position 726: 0.00012105799816683586
Position 543: 0.00010831841603971097
Position 773: 6.380741698394918e-05
Position 1867: 2.7371025365795435e-05
Position 937: 2.384130037434958e-05
Position 4295: 2.3642809016292768e-05
Position 1797: 2.2055740988045565e-05
Position 4033: 1.8038600408898684e-05
Position 3768: 1.7780359223038088e-05
Position 228: 1.777519680660195e-05
Position 168: 1.6709876467510472e-05
Position 213: 1.507982147372453e-05
Position 1284: 1.464535810139253e-05
Position 502: 9.929819671757468e-06
Position 208: 9.718234594544536e-06
Position 926: 5.998051138314759e-06
Position 825: 5.573929181019407e-06
Position 328: 3.238839359142456e-06
Position 7431: 2.7502124779389426e-06
Position 1003: 2.5390848583030933e-06
Position 11694: 2.4165764440599737e-06
Position 114: 2.3123133489510664e-06
Position 1057: 2.2604591506220555e-06
Position 959: 2.152852228112488e-06
Position 788: 2.108702948292354e-06
Position 72: 1.680942389588674e-06
Position 796: 1.5962034009637646e-06
Position 1016: 1.0755645419112204e-06
Position 4980: 9.165885832689676e-07
Position 1019: 6.754180864017503e-07
Position 1545: 6.70268426936593e-07
Position 1486: 6.344851844247271e-07
Position 413: 6.310910093818736e-07
Position 809: 4.817550646062286e-07
Position 864: 4.719683223269213e-07
Position 86: 3.571726145601906e-07
