Gene = TOPORS
index = 1471
Annotated 5SS: [ 120 1780]
Annotated 3SS: [1584 8226]
SMsplice 5SS: [120]
SMsplice 3SS: [8226]
top_k =  500
Partition function (log Z): -9.09675808588655

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9323853072979651
Position 1780: 0.4926032881448593
Position 1308: 0.37592444771361827
Position 1189: 0.3215924482522624
Position 6532: 0.22762284670982827
Position 4929: 0.06505828913606929
Position 1681: 0.0504851520899127
Position 5821: 0.03684073712257941
Position 3542: 0.030497966466712243
Position 5641: 0.02468497399334374
Position 292: 0.020367549798349732
Position 1266: 0.018257074987410665
Position 33: 0.016419241100066206
Position 2426: 0.014836837743143165
Position 451: 0.010093031798281735
Position 2748: 0.007827447749946826
Position 4471: 0.007287256029970704
Position 2719: 0.006073059253254514
Position 5123: 0.004800667046022505
Position 6540: 0.004557158530252515
Position 172: 0.004304411916549489
Position 1661: 0.003579789457559022
Position 814: 0.003204896495551991
Position 5205: 0.0026740170075384975
Position 3858: 0.0026715803264415867
Position 1431: 0.002628085530742569
Position 5447: 0.0025200651285424433
Position 3793: 0.002017461240596004
Position 46: 0.0019244640395531878
Position 1479: 0.0016917423854657752
Position 3170: 0.0016309319664377763
Position 3203: 0.0013785390156932568
Position 673: 0.0013303008274642746
Position 863: 0.0008160397807660874
Position 705: 0.0006412546366717791
Position 299: 0.0006289249724308857
Position 4503: 0.0006175951706807061
Position 96: 0.0004444045302901283
Position 473: 0.00041704806510785915
Position 1330: 0.00021639378534982033
Position 846: 0.00015152826744162655
Position 1271: 0.00011711787495450609
Position 710: 0.00010738508823113574
Position 698: 0.00010467036354292963
Position 1203: 8.89264148374062e-05
Position 600: 8.623032435324514e-05
Position 281: 6.715975653792753e-05
Position 756: 5.444342422266681e-05
Position 1784: 2.7337293678257883e-05
Position 2489: 1.8992908752395268e-05
Position 621: 1.8651203213706863e-05
Position 137: 8.994866862808835e-06
Position 187: 5.121006554386547e-06
Position 1027: 3.1534162333244446e-06
Position 608: 2.8499746559683402e-06
Position 1812: 6.726293138147204e-07
Position 349: 4.779955438860397e-08
Position 459: 1.6491998063239532e-08
Position 37: 1.3615063799154855e-08
Position 410: 3.92782338541902e-09
Position 258: 3.458461854313084e-09
Position 398: 2.67277839948144e-09
Position 89: 8.737825266505687e-10
Position 456: 5.40231610408434e-10
Position 248: 4.3931613966938145e-10
Position 461: 3.1341690741991777e-10
