Gene = SST
index = 1343
Annotated 5SS: [246]
Annotated 3SS: [1121]
SMsplice 5SS: [246]
SMsplice 3SS: [1121]
top_k =  500
Partition function (log Z): -5.500511700616523

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.964212062688291
Position 466: 0.13700393880982029
Position 673: 0.023938373709961772
Position 728: 0.0204808650488213
Position 576: 0.017839684743632636
Position 321: 0.011893299304998495
Position 719: 0.007012890352085644
Position 202: 0.005605635707565624
Position 687: 0.0016966084073711544
Position 26: 0.0016799749034187863
Position 694: 0.0007932129134430496
Position 935: 0.0007174756737170291
Position 128: 0.0004384856935884308
Position 814: 0.0002637080909833223
Position 842: 0.00020963708634456075
Position 265: 0.00019710915106577762
Position 548: 0.0001325365140440538
Position 507: 0.0001285629628332604
Position 816: 0.0001264166423161605
Position 820: 0.00012406170260001922
Position 818: 0.0001233420877204804
Position 460: 0.00010664828961876755
Position 632: 0.00010365187610204802
Position 822: 9.721004426701334e-05
Position 753: 6.888386728839732e-05
Position 824: 6.722287817226066e-05
Position 826: 5.581774494357204e-05
Position 830: 5.1348958936381944e-05
Position 828: 5.012985210964621e-05
Position 832: 4.603584138394123e-05
Position 313: 4.5655074645085674e-05
Position 1020: 3.652097481789958e-05
Position 834: 3.306658062397421e-05
Position 848: 2.8031726630780583e-05
Position 1330: 2.261329358138088e-05
Position 354: 1.7450774543216992e-05
Position 854: 1.6394342180096936e-05
Position 806: 1.6058867139773548e-05
Position 856: 1.5834177197574076e-05
Position 858: 1.5284675812098016e-05
Position 852: 1.315483117841918e-05
Position 860: 1.307487067860792e-05
Position 850: 1.3070182078332433e-05
Position 218: 1.0909074485041563e-05
Position 454: 9.997448040456094e-06
Position 846: 7.145756989827791e-06
Position 450: 6.234417916291462e-06
Position 206: 5.854175222707568e-06
Position 710: 5.514837872532879e-06
Position 862: 5.502453580694599e-06
Position 66: 3.5969987367113604e-06
Position 113: 1.9569570647589646e-07
Position 169: 1.0882986277024677e-07
Position 615: 3.0625308475247155e-08
Position 335: 1.874645287793568e-08
Position 366: 1.6962464569200736e-08
Position 171: 1.1269331116444975e-08
Position 348: 2.791663127408204e-09
Position 146: 2.4902802989621546e-09
Position 153: 5.7837387074763674e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1121: 0.934910019846749
Position 374: 0.13627129336307212
Position 1049: 0.032196880489948544
Position 589: 0.016027315718692824
Position 325: 0.01516833588811373
Position 445: 0.012163229858203138
Position 1169: 0.006766534005096714
Position 613: 0.005543300965584812
Position 489: 0.004769461859918564
Position 642: 0.0038112431674946668
Position 510: 0.003506831116673432
Position 873: 0.003090804654643417
Position 710: 0.0030771959001541513
Position 1146: 0.002571439628258478
Position 575: 0.002074230487789664
Position 526: 0.0019237822414159725
Position 128: 0.0015704031893582987
Position 1208: 0.001475246154895342
Position 749: 0.0010933750894461685
Position 880: 0.0009451944846148985
Position 944: 0.0008895688678473405
Position 564: 0.000767350177981616
Position 346: 0.0006852493542769811
Position 599: 0.0006529586783077363
Position 1413: 0.0005152833546476467
Position 801: 0.0004023178152314583
Position 383: 0.00038121965917639204
Position 1197: 0.00034987985081850147
Position 460: 0.00023865424938091006
Position 1362: 0.00023563492214363668
Position 450: 0.00022171355125471525
Position 1244: 0.00019578583444259263
Position 196: 0.00014941172873813476
Position 683: 0.00011697530549085136
Position 1220: 0.00011059906482826202
Position 465: 0.00010646155539418108
Position 1347: 8.87605530034745e-05
Position 335: 7.960930537303642e-05
Position 404: 7.223607731173415e-05
Position 1334: 5.807411958815051e-05
Position 282: 4.13250031312603e-05
Position 1001: 3.9568771788710806e-05
Position 1175: 3.704257309938094e-05
Position 215: 3.2137943563667535e-05
Position 1148: 2.7394881394715784e-05
Position 1133: 2.3275888351129688e-05
Position 348: 2.0753761253332993e-05
Position 1437: 1.941206546947787e-05
Position 917: 1.906591473193743e-05
Position 1420: 1.8332934531591215e-05
Position 107: 8.7962929295455e-06
Position 649: 7.984477983943148e-06
Position 409: 7.126336860222587e-06
Position 1290: 7.088136088284015e-06
Position 1238: 4.8484835523063946e-06
Position 391: 4.60228745891621e-06
Position 694: 4.41075492968738e-06
Position 1316: 3.957428773447841e-06
Position 1281: 3.8290213982817986e-06
Position 206: 5.408069797432636e-07
Position 218: 4.3966198954315095e-07
Position 293: 3.072507201623746e-07
Position 245: 4.3839626774779535e-08
Position 242: 3.612777075438482e-08
Position 662: 1.0557070670576737e-09
Position 691: 6.294634075093476e-10
Position 470: 8.391186159652769e-11
Position 250: 9.177226831011066e-13
Position 253: 5.643318228719923e-13
