Gene = BOLA1
index = 138
Annotated 5SS: [  234 11786]
Annotated 3SS: [11572 11955]
SMsplice 5SS: [234]
SMsplice 3SS: [384]
top_k =  500
Partition function (log Z): -12.45596555468188

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9444188163825658
Position 7030: 0.21580307210246572
Position 1429: 0.14868541884893788
Position 11786: 0.10970038936409288
Position 1434: 0.08712880716310042
Position 1230: 0.059698471492107226
Position 95: 0.04091611862664516
Position 465: 0.040075681672542426
Position 8952: 0.023123718574557153
Position 5893: 0.020809636981905907
Position 121: 0.002739710911493107
Position 6339: 0.002366133639172079
Position 512: 0.0021115157265318867
Position 1417: 0.0019609175390386995
Position 660: 0.0016949915098586703
Position 238: 0.001412460621544813
Position 158: 0.0011482512251744022
Position 198: 0.0008248745367920379
Position 1134: 0.0007614906277961915
Position 561: 0.0006101671636803214
Position 2187: 0.0005983789536111466
Position 6423: 0.0005202807436626766
Position 349: 0.00038288969575846107
Position 131: 7.067725413468637e-05
Position 838: 4.8154551523913975e-05
Position 526: 4.128472815633413e-05
Position 72: 3.1543283339892286e-05
Position 1241: 1.0306633363370906e-05
Position 326: 7.446523412765552e-06
Position 448: 3.8615899505115255e-06
Position 825: 3.384370210385129e-06
Position 904: 3.183821932733924e-06
Position 618: 1.8429426526960596e-06
Position 43: 3.831987740669028e-07
Position 1815: 3.398175618254094e-07
Position 846: 4.7567562463693634e-08
Position 134: 2.179172660989926e-08
Position 353: 6.115129380485661e-09
Position 204: 1.1226338393946882e-10
Position 384: 8.806592581333823e-11
Position 17: 1.307191195568349e-11
Position 531: 6.634184257468181e-12
Position 616: 2.2832179564893374e-12
Position 379: 3.146925145424778e-13
Position 331: 2.6996100508563814e-13
Position 359: 6.935194845301023e-14
Position 364: 3.4835885016277245e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12235: 0.37644343172227646
Position 1327: 0.24686413516181918
Position 6763: 0.22890085195255727
Position 384: 0.16177714641487886
Position 11593: 0.15993181260892944
Position 11955: 0.08782932536771407
Position 8866: 0.07784388883813113
Position 6931: 0.05965017864520081
Position 10934: 0.03059076533401517
Position 1125: 0.024903638081203883
Position 4827: 0.020490664035765792
Position 5639: 0.019475447292083566
Position 952: 0.019205649198927456
Position 1161: 0.014458399827534319
Position 9269: 0.012623936199148637
Position 920: 0.012002932149196918
Position 6631: 0.010113981191720545
Position 7392: 0.010081562506529803
Position 8459: 0.010051577401138132
Position 2330: 0.009971162939671544
Position 2529: 0.009821997686966046
Position 5635: 0.009215782656266838
Position 1206: 0.008735225950642354
Position 12240: 0.006890320096955891
Position 12122: 0.005922353276612134
Position 8527: 0.005561030149361126
Position 12446: 0.005137439957063226
Position 4852: 0.004970033657571628
Position 6262: 0.004557485578624293
Position 391: 0.0035590254109275207
Position 537: 0.0029461512806917365
Position 1895: 0.002867937478941571
Position 6194: 0.0028380281587667027
Position 5657: 0.0027821237003215413
Position 1510: 0.002015411223843716
Position 5564: 0.002007710124842437
Position 8848: 0.0018859580406863491
Position 707: 0.001629726806160733
Position 6476: 0.0016062951415804036
Position 1487: 0.0015486673401036981
Position 6609: 0.001292757674390562
Position 4221: 0.0012332204994337287
Position 9324: 0.0011308740105880246
Position 5794: 0.001119127627845655
Position 2727: 0.0010956822964911395
Position 5797: 0.0010917345735379845
Position 2731: 0.001071570496322756
Position 3783: 0.000990816605318253
Position 168: 0.0009285334015517934
Position 1702: 0.0009047055223374171
Position 601: 0.0008915050665650624
Position 1295: 0.0008849893979694746
Position 2590: 0.0008621583171903686
Position 2418: 0.0008308543413157016
Position 6427: 0.0007720531550085186
Position 8905: 0.0007124975603288216
Position 7268: 0.0007087026480805146
Position 3974: 0.0006771481281402571
Position 6149: 0.0006253116680073819
Position 7904: 0.0006232233477153113
Position 1083: 0.0006179427426373242
Position 2375: 0.0005642321803433396
Position 923: 0.0005356365830349001
Position 1947: 0.0004695419757899786
Position 872: 0.0004658808931329381
Position 6119: 0.00046154960817795505
Position 2547: 0.0004358297711786695
Position 1072: 0.0003862513243018101
Position 3190: 0.00036513479667831797
