Gene = PDCD10
index = 1007
Annotated 5SS: [  165   613 14765 29985 37818 39231 47212 47593]
Annotated 3SS: [  475 14552 29930 37699 39103 47132 47509 50436]
SMsplice 5SS: [  368 14394 14765 30037 37818 39231 39592 39795 45402 47212 47593]
SMsplice 3SS: [14236 14552 29930 37699 39103 39395 39674 45253 47132 47509 50436]
top_k =  500
Partition function (log Z): -24.51666219964909

Sorted 5' Splice Sites (High to Low Probability):
Position 14765: 0.9792558874576771
Position 368: 0.5792396023238765
Position 1749: 0.44928150144088413
Position 1959: 0.4389630410267447
Position 21: 0.11100434784976124
Position 1209: 0.10790079819954669
Position 395: 0.08691701696530792
Position 613: 0.08300416362001836
Position 1229: 0.07853458120917474
Position 259: 0.0628311348054607
Position 202: 0.05244878179844477
Position 738: 0.046167952134810494
Position 399: 0.03273881116419285
Position 1526: 0.028696194938605705
Position 1577: 0.016700896928729288
Position 1005: 0.01562967313753822
Position 709: 0.012016710877633643
Position 757: 0.006689173379237673
Position 165: 0.006458776270470107
Position 805: 0.0033391921567439862
Position 348: 0.003163166206574589
Position 284: 0.0019449272929928387
Position 1009: 0.0019120172754799056
Position 700: 0.0014992654124370152
Position 1429: 0.0011619436384392424
Position 2515: 0.0009849440722859305
Position 248: 0.0005665428213487739
Position 206: 0.00040978441646400776
Position 26: 0.0003996700118969235
Position 75: 0.000361239896771861
Position 6014: 0.0001594132138833806
Position 174: 0.00012679371928143752
Position 2510: 0.00011689374616918278
Position 2557: 8.961817741071586e-05
Position 428: 8.838368123426617e-05
Position 545: 7.628509114327951e-05
Position 2060: 7.265805935190458e-05
Position 510: 6.719833564407626e-05
Position 599: 5.3859188599678776e-05
Position 295: 5.320535920356064e-05
Position 1995: 4.6582045016582986e-05
Position 2519: 4.372338144480693e-05
Position 1817: 2.5971955864019737e-05
Position 516: 1.1977875588124338e-05
Position 452: 9.931374588550062e-06
Position 332: 7.464983503907804e-06
Position 1949: 6.7130237245215944e-06
Position 461: 2.615590923695917e-06
Position 28: 2.5082875767870177e-06
Position 193: 2.3324139219546196e-06
Position 535: 1.770410967379805e-06
Position 82: 1.5842856338500413e-06
Position 188: 1.5391479541145035e-06
Position 842: 1.3583029157711973e-06
Position 744: 8.835239750123104e-07
Position 765: 8.197195218791725e-07
Position 118: 6.408406155859696e-07
Position 337: 5.694620019541866e-07
Position 811: 3.7975429789694745e-07
Position 323: 3.7007494787702355e-07
Position 34: 1.7780060762838978e-07
Position 14: 1.6537383310574822e-08
Position 51: 6.178143270966689e-09
Position 6: 4.848952947488325e-09
Position 45: 4.642623926614394e-09
Position 39: 2.6970202611895695e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14552: 0.9871270806320964
Position 1687: 0.4459752591755993
Position 22802: 0.3597596416249248
Position 1811: 0.20503776737952753
Position 22830: 0.17999337604614912
Position 1084: 0.1747975622256322
Position 23070: 0.12180614400135788
Position 23628: 0.1129311646989282
Position 1646: 0.09398403401640891
Position 641: 0.06608818539487332
Position 20170: 0.05259003765793391
Position 1576: 0.050055041804426076
Position 18515: 0.03764109640559685
Position 1626: 0.03548394615020341
Position 1345: 0.03504694096052214
Position 1746: 0.035000346341475065
Position 17351: 0.030296715832615517
Position 19390: 0.02360833167370058
Position 14950: 0.02301153350330145
Position 475: 0.021675457306575874
Position 16034: 0.014000629673290944
Position 18108: 0.013552827698679486
Position 1425: 0.011013633933386974
Position 958: 0.010874488107385331
Position 17829: 0.010064388641198217
Position 1830: 0.00826558355065795
Position 1387: 0.006929262850139351
Position 480: 0.006443900258256983
Position 9576: 0.004983764209722286
Position 1871: 0.004835704222011178
Position 127: 0.004640415023558182
Position 1169: 0.0039490290524715485
Position 2792: 0.0020875533503243006
Position 347: 0.002061043168637311
Position 1778: 0.0019548442859520254
Position 598: 0.0015687367643748772
Position 2322: 0.0013511148245833782
Position 1055: 0.0012615409287398474
Position 10159: 0.0012489769995900131
Position 579: 0.0009697882483858703
Position 1008: 0.0009506457632317594
Position 6358: 0.0006847347056401816
Position 2421: 0.0005066936505632005
Position 482: 0.00048651045494798104
Position 2292: 0.0003695553892770227
Position 872: 0.0003405898117651396
Position 823: 0.00033209961337519437
Position 7632: 0.0003267041354361292
Position 991: 0.0002864459880623042
Position 529: 0.00028410813492041434
Position 3649: 0.000282867312393136
Position 612: 0.0002435081479753898
Position 2812: 0.00022230255991172618
Position 2056: 0.00020790828849947087
Position 2380: 0.00019336620739806752
Position 5893: 0.00018477469717363386
Position 399: 0.0001607052839494179
Position 2024: 0.00015412323466189578
Position 939: 0.00014144822695260256
Position 2838: 0.0001307590242709745
Position 3492: 0.00011361369981157686
Position 557: 9.960731401798666e-05
Position 2506: 7.663734789913529e-05
Position 786: 7.573919310180583e-05
Position 1058: 7.41212499009344e-05
Position 733: 6.787821816543104e-05
Position 3427: 6.647651960937459e-05
Position 890: 6.419035340404448e-05
Position 535: 4.1453919956504866e-05
Position 169: 3.839101532913001e-05
Position 315: 3.5674034537354934e-05
Position 485: 3.5646207382968285e-05
Position 244: 3.344552865422384e-05
Position 4367: 1.3289385036066044e-05
Position 1121: 6.046385743199308e-07
Position 258: 4.602013962143751e-07
Position 583: 3.5985119781883573e-07
Position 133: 3.183334999489049e-07
Position 497: 3.0289109364807e-07
Position 367: 2.9654170948310253e-07
Position 403: 2.3201848202044217e-07
Position 976: 1.3713426220564098e-07
Position 365: 1.2981005069215352e-07
Position 308: 7.231100257723789e-08
Position 306: 6.888093598799472e-08
Position 699: 5.181310816203812e-08
Position 198: 4.298574185596064e-08
Position 173: 3.196723475284282e-09
Position 643: 2.623152696624733e-09
Position 248: 2.233366648039359e-09
Position 494: 1.245093241322258e-09
Position 503: 1.1971652135566896e-09
Position 90: 1.178499913444566e-09
Position 501: 1.1672300763634912e-09
Position 104: 9.897135099084733e-10
Position 188: 7.575396078632039e-10
Position 277: 6.069783397741668e-10
Position 283: 4.5216601933821183e-10
Position 669: 7.953148333967805e-11
Position 560: 4.219933456677408e-11
Position 678: 3.2243329488931686e-11
Position 147: 3.466026948983994e-12
Position 149: 2.4363842315676216e-12
Position 410: 1.276337420072261e-12
Position 372: 5.760038559125753e-13
Position 271: 3.748957245209102e-13
Position 69: 3.4090752160555184e-16
Position 80: 4.201777123966978e-17
Position 72: 3.539655309193946e-17
Position 74: 1.418647832130791e-17
