Gene = MCL1
index = 822
Annotated 5SS: [ 748 1347]
Annotated 3SS: [1098 2098]
SMsplice 5SS: [ 443  748 1347 2223]
SMsplice 3SS: [ 558 1098 2098 3764]
top_k =  500
Partition function (log Z): -1.746629273583985

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.9553140093316211
Position 443: 0.8210231366352029
Position 1347: 0.7921832386404036
Position 2223: 0.7649050700629353
Position 3164: 0.25550166869638263
Position 1305: 0.1253799183322736
Position 3932: 0.04238935169467852
Position 3929: 0.028692076674762545
Position 84: 0.022625621775808197
Position 1182: 0.01924366641503502
Position 2172: 0.01723760063516976
Position 662: 0.01113046257050859
Position 2499: 0.007193922114507545
Position 3972: 0.00668845921353663
Position 1521: 0.005867733514431925
Position 611: 0.0035949855379893256
Position 2193: 0.0031628387776306945
Position 511: 0.0030497775788254538
Position 1414: 0.003038204197859667
Position 4: 0.0024362147375778668
Position 1155: 0.0024345161379040045
Position 3139: 0.002272306448979092
Position 3280: 0.0018353211162414735
Position 3095: 0.001689975015358052
Position 2667: 0.0015675599387183368
Position 1029: 0.0015660575712225433
Position 960: 0.0015178886425170337
Position 2183: 0.0013379463260541468
Position 1965: 0.0013200086001111146
Position 1793: 0.0011744860797026247
Position 1734: 0.0011235705913663233
Position 2952: 0.0010358760891068506
Position 3464: 0.0009440617761374599
Position 3591: 0.0008617442127491545
Position 1664: 0.0008079473418220622
Position 1288: 0.0007713033153752362
Position 2296: 0.0007508660891387705
Position 978: 0.0006262139597152558
Position 2139: 0.0006164976265784744
Position 2843: 0.0005347065052646562
Position 225: 0.0005194211190017527
Position 494: 0.00046149261456421276
Position 4282: 0.0004175660336913863
Position 523: 0.00040405357864006314
Position 819: 0.00037092816034203714
Position 1430: 0.00030255524939174026
Position 998: 0.0003019841676869379
Position 705: 0.00027922214592395226
Position 1849: 0.00026623394048572814
Position 1203: 0.0002601752420768993
Position 1329: 0.00024373185351883627
Position 315: 0.0002039380205106846
Position 1222: 0.00019632846259552854
Position 1892: 0.00019474381636277484
Position 1008: 0.0001842474309519888
Position 106: 0.0001321086495322503
Position 840: 9.344716906937948e-05
Position 1857: 7.170634659744707e-05
Position 1137: 7.146961293670565e-05
Position 498: 6.781254590374935e-05
Position 1148: 6.729754025594651e-05
Position 756: 6.45929020384324e-05
Position 1887: 5.719574344530567e-05
Position 2650: 3.6058440498306064e-05
Position 983: 2.671955272280754e-05
Position 993: 2.603782673644151e-05
Position 3261: 2.4541253860823673e-05
Position 1539: 2.1363035576611707e-05
Position 2888: 1.669888785077982e-05
Position 1351: 1.6529807439387362e-05
Position 3546: 1.5719964710432473e-05
Position 1816: 1.529074075800636e-05
Position 62: 1.499792170306703e-05
Position 2104: 1.486254745807465e-05
Position 1902: 1.1522687472642745e-05
Position 533: 9.918868934010656e-06
Position 285: 9.263995342834576e-06
Position 1796: 8.799302119746887e-06
Position 1498: 8.088620608967394e-06
Position 581: 6.0736026448066985e-06
Position 902: 5.171676258116497e-06
Position 477: 4.880114047879444e-06
Position 823: 3.5883168722135152e-06
Position 419: 1.6845081281698021e-06
Position 17: 1.547597765637908e-06
Position 942: 9.589554872574364e-07
Position 967: 8.192813699837794e-07
Position 324: 7.183967160259612e-07
Position 11: 3.7951296352413604e-07
