Gene = SUSD5
index = 1360
Annotated 5SS: [  530  5288 11408 44330]
Annotated 3SS: [ 5109 11288 44140 65181]
SMsplice 5SS: [  530  5288 11408 12559 44037 44330]
SMsplice 3SS: [ 5109 11288 12432 43971 44140 65181]
top_k =  500
Partition function (log Z): -26.10303337935797

Sorted 5' Splice Sites (High to Low Probability):
Position 5288: 0.9690255428051215
Position 11408: 0.9548617915358069
Position 530: 0.8642099023906314
Position 12559: 0.675416557932137
Position 16832: 0.5102722266129925
Position 20533: 0.500243575675348
Position 16146: 0.32431546587090276
Position 11895: 0.18996760188436734
Position 767: 0.11882690872752444
Position 1382: 0.10027564001087948
Position 517: 0.09644625372531618
Position 9970: 0.06940128135227072
Position 24571: 0.06702851345586582
Position 4406: 0.06638470461255601
Position 14325: 0.060524643422880955
Position 9979: 0.05640221193227186
Position 7640: 0.04547684217863891
Position 9929: 0.03515992920014828
Position 12553: 0.031299508699610644
Position 837: 0.028784686688458752
Position 10195: 0.027530055488633322
Position 4638: 0.02683100166538678
Position 16156: 0.026177091490761775
Position 5975: 0.022708715118601397
Position 11432: 0.022363283130846838
Position 6529: 0.019878708560429604
Position 1126: 0.018871449787817914
Position 6070: 0.017748873280980428
Position 7695: 0.016123718962696938
Position 141: 0.015000101650491997
Position 2188: 0.01431893375959782
Position 11901: 0.013640177159812318
Position 22288: 0.013588380783633803
Position 16669: 0.01308648323736834
Position 11626: 0.011171877094084562
Position 2804: 0.011122608911789933
Position 5278: 0.008586719622638551
Position 2576: 0.0058055871669614725
Position 7958: 0.005680777507957368
Position 11631: 0.005238290185073726
Position 11469: 0.005053655119071455
Position 8895: 0.004962402824527259
Position 11863: 0.00489545878294842
Position 6341: 0.004595473219730921
Position 10095: 0.004344438688714827
Position 7339: 0.004324009607114056
Position 15822: 0.0042191363495266716
Position 802: 0.004067709149094571
Position 12100: 0.0038732305781605243
Position 6945: 0.003872653789954341
Position 6286: 0.0032151951431689265
Position 4476: 0.0031744541689683894
Position 7942: 0.003165696345458835
Position 13626: 0.0030056759530153183
Position 2298: 0.002633866700347251
Position 5706: 0.0021891009605307875
Position 5229: 0.0020816083742406003
Position 3083: 0.00196020699748675
Position 12059: 0.0019353720543442959
Position 2483: 0.001700149275124701
Position 771: 0.0016526516295112192
Position 5250: 0.001634053848189444
Position 6375: 0.0015422749970817327
Position 7557: 0.001417834505454703
Position 304: 0.0010363652060056386
Position 11679: 0.0004707778447784471
Position 500: 0.00038534842340713236
Position 1159: 0.0002452688199216736
Position 536: 0.0002111748868938023
Position 133: 0.00017204763356465396
Position 929: 0.00011111572682249087
Position 5689: 9.856640675274041e-05
Position 5372: 5.7066789079240695e-05
Position 391: 4.1078093422166516e-05
Position 1134: 3.612683785110954e-05
Position 737: 3.311182214226554e-05
Position 12571: 3.153667357638959e-05
Position 534: 2.9033355165353516e-05
Position 716: 2.8325760360131338e-05
Position 702: 1.9441425164171687e-05
Position 208: 1.9212479116625377e-05
Position 6105: 1.794075214120572e-05
