Gene = MMACHC
index = 852
Annotated 5SS: [ 361 7498 8312]
Annotated 3SS: [7302 8158 8742]
SMsplice 5SS: [ 361 7498 8312]
SMsplice 3SS: [ 7302  8158 12046]
top_k =  500
Partition function (log Z): -5.795884933478149

Sorted 5' Splice Sites (High to Low Probability):
Position 361: 0.9927588185166609
Position 8312: 0.9467715177453301
Position 7498: 0.8954180075980056
Position 11877: 0.19430075515543316
Position 10629: 0.04903308996473942
Position 6321: 0.03680935177438896
Position 8753: 0.03441149061306201
Position 3775: 0.02633560742146518
Position 6158: 0.025071590283518966
Position 3287: 0.021487196909128838
Position 1665: 0.01976756297616797
Position 3115: 0.019005888839019203
Position 599: 0.018046009658345397
Position 3721: 0.01757583514995401
Position 5213: 0.01455095432504051
Position 7375: 0.01375238228341831
Position 6397: 0.010153292205230929
Position 1156: 0.00953398795210094
Position 162: 0.008312480247933251
Position 7602: 0.008208936278335407
Position 3945: 0.008021813988636902
Position 1018: 0.007039224417457439
Position 11154: 0.006820631707979372
Position 6368: 0.006491732401536637
Position 8350: 0.006399236815451966
Position 2516: 0.0061451662452344175
Position 42: 0.0054835695761609685
Position 6714: 0.005415634474904249
Position 7464: 0.004488299212859895
Position 5379: 0.0041179174803060645
Position 2783: 0.004079905027974726
Position 1386: 0.0040293170799641925
Position 346: 0.0037116005241998383
Position 4718: 0.0032133717154882928
Position 7761: 0.002813535287646188
Position 1262: 0.0020741912490359112
Position 3119: 0.0019644755864557397
Position 5791: 0.001935272295198387
Position 4222: 0.0017210568256902678
Position 63: 0.0016621181096585082
Position 11403: 0.0016142972769051388
Position 10739: 0.0015535078401870367
Position 2779: 0.0015424905261779724
Position 219: 0.0014409052007951781
Position 3788: 0.0013842568966777693
Position 3858: 0.0010650697897147403
Position 1698: 0.0009877061691479921
Position 6301: 0.000976454623355473
Position 3133: 0.0009286047896584825
Position 8030: 0.0008889675459880413
Position 7956: 0.0006959668337882742
Position 6884: 0.0006678969574142214
Position 1677: 0.000644117190288126
Position 6152: 0.0006288068254055101
Position 3679: 0.0006157974314714917
Position 519: 0.0005669325818564191
Position 6372: 0.0005648066955260694
Position 4149: 0.0005391419257348873
Position 3478: 0.0005072051350373401
Position 631: 0.000507118528977599
Position 8879: 0.00047440846778912363
Position 8824: 0.00043862216057457247
Position 5256: 0.000431625226163622
Position 7673: 0.00040750206726223464
Position 1511: 0.00039486222686008345
Position 8326: 0.00021852800079548947
Position 7489: 0.0001975973973414753
Position 7466: 0.0001902560388705838
Position 13: 9.748666403748371e-05
Position 8249: 6.542843879224218e-05
Position 8552: 5.957063309387464e-05
Position 105: 1.646438900924381e-05
Position 83: 1.4876678339378307e-05
Position 99: 1.0585774804712244e-05
Position 273: 8.501156351222539e-06
Position 1039: 7.85227911247954e-06
Position 1093: 7.179337168692857e-06
Position 959: 6.662339170445218e-06
Position 753: 4.6274293113110475e-06
Position 8201: 4.327283336931759e-06
Position 1224: 4.148660681238958e-06
Position 1540: 2.6933573839285874e-06
Position 8476: 2.6553945819556867e-06
Position 1713: 1.836713437403676e-06
Position 422: 1.7313764704407325e-06
Position 1390: 1.702659646594947e-06
Position 2057: 1.5116949349989228e-06
Position 268: 7.831643359423368e-07
Position 909: 7.563044358817092e-07
Position 97: 7.281562456402381e-07
Position 365: 5.388938370492499e-07
Position 61: 4.242038461738869e-07
Position 1912: 2.7383387971013104e-07
Position 835: 6.081947790256413e-08
Position 678: 4.863472599394119e-08
Position 606: 2.8825342276505867e-08
Position 200: 2.6346720666287354e-08
Position 329: 8.72076412979725e-09
Position 381: 8.557157572210732e-09
Position 475: 4.628091266664652e-09
Position 453: 1.6877906664473822e-09
