Gene = RP11-11N7.5
index = 1158
Annotated 5SS: [  74  525 6710 8894]
Annotated 3SS: [  452  6640  8790 10152]
SMsplice 5SS: [  74  525 8496 8894]
SMsplice 3SS: [  452  8349  8790 10152]
top_k =  500
Partition function (log Z): -5.713671990538307

Sorted 5' Splice Sites (High to Low Probability):
Position 8894: 0.9135340313730684
Position 74: 0.9064866218442942
Position 8496: 0.8348647875868331
Position 525: 0.7708505125804996
Position 1562: 0.16690165149907243
Position 2691: 0.1561810433781149
Position 130: 0.03556225020635529
Position 2346: 0.034970654657856044
Position 10251: 0.02070640930278216
Position 9467: 0.013835151508112601
Position 9523: 0.011793954141463708
Position 9384: 0.011621398020562805
Position 164: 0.00963922323612068
Position 529: 0.005395837784655866
Position 8881: 0.00467719156545061
Position 132: 0.002747034221235084
Position 1468: 0.001865523148194657
Position 1241: 0.0014493949018434275
Position 872: 0.0012284348503296266
Position 1116: 0.0011477413245201931
Position 316: 0.001035396738366657
Position 112: 0.0006645404933882564
Position 247: 0.0006122837609507257
Position 881: 0.0006071775152928713
Position 212: 0.0005690393656099536
Position 9248: 0.0004314848294227398
Position 9447: 0.0004265802433229283
Position 9407: 0.00037408696174822173
Position 9056: 0.00032589705673950997
Position 9490: 0.0003117799204020581
Position 639: 0.0002881895795197796
Position 206: 0.00019527046341180664
Position 1680: 0.00014744096053094437
Position 42: 0.00014597167863198573
Position 260: 0.00011375241704995446
Position 550: 9.915845627918586e-05
Position 1963: 8.26544701059368e-05
Position 1160: 7.921765423004969e-05
Position 1550: 7.776085316540702e-05
Position 733: 6.348677177237384e-05
Position 2138: 6.304352628532618e-05
Position 1279: 5.807582007639739e-05
Position 157: 5.5752252356468666e-05
Position 1180: 5.248309954630833e-05
Position 2183: 4.8817345686638186e-05
Position 149: 4.6912354273986314e-05
Position 9: 4.5000382393530384e-05
Position 1316: 3.6483216249204324e-05
Position 1309: 2.865682356642866e-05
Position 331: 2.369500151904879e-05
Position 249: 2.1369067063959317e-05
Position 3348: 1.974462804178997e-05
Position 8898: 9.154212626682519e-06
Position 9358: 8.047058288792749e-06
Position 1748: 7.013722598996977e-06
Position 143: 5.332885918739065e-06
Position 1347: 5.259862109802225e-06
Position 2232: 4.655806241660953e-06
Position 221: 2.887698122889329e-06
Position 1099: 1.3935353771167419e-06
Position 120: 1.0223659499191972e-06
Position 237: 5.468358179928183e-07
Position 523: 5.215277532727383e-07
Position 1234: 2.8312849783999116e-07
Position 541: 2.357535614616982e-07
Position 151: 1.4134362327527904e-07
Position 6: 1.2655974883495368e-07
Position 1293: 9.691944014182852e-08
Position 1004: 8.256836123364274e-08
Position 12: 7.78435823481622e-08
Position 859: 6.352144624429629e-08
Position 329: 3.6364547010440746e-08
Position 1599: 1.569156893958252e-08
Position 1947: 1.4216206277187084e-08
Position 561: 6.582057268668519e-09
Position 1150: 4.4220605261408215e-09
Position 697: 3.164646696829107e-09
Position 714: 1.5108650850037863e-09
Position 664: 1.3804174761321285e-09
Position 646: 8.915737997513407e-10
Position 644: 8.64724681901605e-10
Position 854: 8.393035131673441e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8790: 0.8225377439491411
Position 452: 0.6697518904278114
Position 10152: 0.5420247676077347
Position 8349: 0.5310623045764213
Position 8982: 0.34376757640763494
Position 8395: 0.16855380205070059
Position 1408: 0.142966498963398
Position 2580: 0.09943602338611084
Position 9296: 0.07873177941160917
Position 8824: 0.07754438716551167
Position 2313: 0.06363122780407532
Position 8443: 0.05585906828604889
Position 8276: 0.052531434627329704
Position 349: 0.047940552432242156
Position 10320: 0.02147662446921409
Position 8798: 0.019590613624183288
Position 2389: 0.015373203008869287
Position 8326: 0.013733454583277302
Position 1344: 0.013277188396973534
Position 9320: 0.012178316859225623
Position 10249: 0.01056466353651081
Position 9150: 0.008025549156943637
Position 8295: 0.007909044886569386
Position 8216: 0.0074524377153736944
Position 2681: 0.006831110459546053
Position 1383: 0.0063268090765165605
Position 410: 0.00630850228394773
Position 993: 0.005889692516670768
Position 1226: 0.005219301796764528
Position 9628: 0.004756141313760154
Position 10060: 0.0038131956181726955
Position 9005: 0.0037091278927609355
Position 423: 0.0036503745945053174
Position 246: 0.0035527149215049975
Position 9380: 0.003190834898726641
Position 10160: 0.0026883998172417198
Position 2612: 0.002062799041962149
Position 460: 0.0020083624872643297
Position 2457: 0.00195422828669441
Position 9231: 0.0018339443812030731
Position 8620: 0.0017200298528367273
Position 1445: 0.0015909316944030959
Position 8568: 0.0014506381579946794
Position 2052: 0.001373850890204768
Position 9483: 0.0012545990302518378
Position 4122: 0.0011004090461834743
Position 9155: 0.001085126294429339
Position 6640: 0.001072299277425292
Position 309: 0.0010639316622453544
Position 2222: 0.0010288335252880145
Position 7908: 0.00100779575684349
Position 2201: 0.0009832640211261767
Position 2546: 0.0007292328647077592
Position 755: 0.0006765166522412081
Position 2529: 0.0006023795865006068
Position 7634: 0.0005840243370999451
Position 354: 0.0005440734494981384
Position 2137: 0.0004896703660448163
Position 6249: 0.00043609220116082943
Position 9846: 0.0003307702981966643
Position 9486: 0.0002897830446118033
Position 9245: 0.00026195536559957055
Position 2914: 0.0002550762220665251
Position 770: 0.0002465835227095562
Position 661: 0.00019989128804672723
Position 8041: 0.000185699026448385
Position 637: 0.00016593139495507285
Position 941: 0.00014170054357911868
Position 1119: 0.00013018587454755924
Position 7422: 0.00012444725326521476
Position 157: 0.00011843532068616797
Position 3275: 9.640401351341133e-05
Position 1844: 9.146525140888456e-05
Position 687: 8.698471111644307e-05
Position 1541: 8.298232610967407e-05
Position 3117: 8.209397712701979e-05
Position 862: 7.97271139970925e-05
Position 237: 7.9161027354925e-05
Position 6229: 7.678945164499981e-05
Position 2002: 6.726191800110447e-05
Position 302: 5.958700681643417e-05
Position 5887: 5.884148521174792e-05
Position 4376: 5.741868730033178e-05
Position 5141: 5.402323631591522e-05
Position 3717: 5.21178914673353e-05
Position 609: 5.117112916447055e-05
Position 6490: 4.570765010480494e-05
Position 3853: 4.4970025243115864e-05
Position 898: 3.924043275163849e-05
Position 432: 3.621235306312451e-05
Position 2056: 3.5238893882807174e-05
Position 5414: 2.9675810563441165e-05
Position 323: 2.9419090420676247e-05
Position 5909: 2.9099980401009532e-05
Position 179: 2.812642600024092e-05
