Gene = ADGRL4
index = 33
Annotated 5SS: [    86   1649  60445  67531  68619  68912  70424  79833  85106  86536
  88889  89085 113621 115195]
Annotated 3SS: [  1498  60291  67459  68438  68727  70306  79626  84931  86331  88667
  89017 113528 115025 115501]
SMsplice 5SS: [    86   1649  15558  46932  60445  68619  68912  70424  78651  80988
  86536  87434  88889 105698 110139 113621]
SMsplice 3SS: [  1498  15299  46827  60291  68438  68727  70306  78504  80881  86331
  87340  88667 105610 110031 113528 115501]
top_k =  500
Partition function (log Z): -54.36825876050192

Sorted 5' Splice Sites (High to Low Probability):
Position 1649: 0.8859086517906739
Position 86: 0.8643350147994749
Position 1318: 0.3788550448479747
Position 2059: 0.3321710185677945
Position 3737: 0.2699745437202188
Position 1778: 0.25299700371650596
Position 8900: 0.14945192698829418
Position 1793: 0.1400220056343934
Position 1179: 0.03700831620865864
Position 4079: 0.03448881983669854
Position 2037: 0.03262407888393023
Position 115: 0.02774824597045969
Position 6323: 0.02709355370270226
Position 657: 0.023933504896601825
Position 1684: 0.01866967252895779
Position 3805: 0.008471227919155125
Position 162: 0.007927872403287234
Position 274: 0.007365172885585128
Position 6414: 0.0072312874800754086
Position 138: 0.006532837958128428
Position 2010: 0.006344877533542084
Position 392: 0.005381238938819115
Position 4056: 0.004837186157856585
Position 648: 0.002883405203012625
Position 502: 0.0026691207982643063
Position 464: 0.0024874903689406152
Position 1157: 0.0020764825731607963
Position 182: 0.0016385746954615285
Position 483: 0.0016054540097275665
Position 506: 0.000906443983176383
Position 216: 0.0006026762227450847
Position 1282: 0.0004188580378789344
Position 561: 0.00038877048079439885
Position 2018: 0.0003137085913095312
Position 259: 0.00021689237818354757
Position 1631: 9.611145258427473e-05
Position 627: 7.630542575158624e-05
Position 733: 7.52773335320694e-05
Position 106: 6.901536006843125e-05
Position 180: 6.307987062225168e-05
Position 752: 4.150294622232054e-05
Position 1008: 3.767985428793738e-05
Position 1974: 1.7762426174394667e-05
Position 3756: 1.718590763557895e-05
Position 583: 1.1869798855010575e-05
Position 90: 1.0743756045865242e-05
Position 631: 8.072947030077502e-06
Position 311: 1.6915912704814772e-06
Position 230: 1.0566213188474413e-07
Position 3: 9.284155855933208e-08
Position 118: 8.486649881994417e-08
Position 285: 8.042564233911303e-09
Position 515: 4.0339617198781205e-09
Position 313: 1.5764075909761275e-09
Position 451: 7.823636889585429e-10
Position 341: 6.291763056826162e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1498: 0.622807947398319
Position 1724: 0.380845236897666
Position 1894: 0.37701335564668575
Position 8716: 0.3569532354259958
Position 9273: 0.3365940563204698
Position 3601: 0.2949867546426368
Position 1475: 0.265092183037208
Position 1103: 0.18669956096916893
Position 3893: 0.1809660650411214
Position 1025: 0.09688541028157843
Position 9977: 0.08803536396205781
Position 1256: 0.047361580687185184
Position 11166: 0.039852299930777914
Position 6214: 0.02408526939034495
Position 4196: 0.019255879141976844
Position 9600: 0.01785121529064256
Position 6024: 0.014449172979882283
Position 7847: 0.014314626082757013
Position 3570: 0.013371767770843028
Position 1624: 0.013298521176173079
Position 1052: 0.011371920298761178
Position 1233: 0.010397141339291701
Position 354: 0.007251716273150332
Position 1548: 0.007214979909997775
Position 6549: 0.0070423519720172615
Position 12575: 0.006369636233632736
Position 12173: 0.006225745591003604
Position 6045: 0.00595338862438309
Position 1400: 0.005470779441750692
Position 1882: 0.005413326681303176
Position 6390: 0.005388436094597812
Position 1140: 0.005287973785156936
Position 5330: 0.0046985576734941215
Position 1281: 0.004627968311157822
Position 1912: 0.004578176476497701
Position 6074: 0.0045413358967082585
Position 5764: 0.004528498384997154
Position 7488: 0.0038042980626950044
Position 1843: 0.003443068506830617
Position 8867: 0.003090409403428846
Position 536: 0.00241045315618622
Position 3005: 0.0022389074043559255
Position 10155: 0.002168513268926095
Position 3288: 0.00203548703010252
Position 5969: 0.0019053010462146492
Position 311: 0.0018942713944164844
Position 5664: 0.001781514956081354
Position 2184: 0.0017691478132572137
Position 2385: 0.0015702951838309869
Position 1170: 0.0015470314146198794
Position 307: 0.0013365508386967908
Position 1157: 0.001300472921898894
Position 601: 0.0012217529154060689
Position 5784: 0.0011808949465938231
Position 987: 0.001122451214572411
Position 1354: 0.00103692182528411
Position 5396: 0.0010115692638451904
Position 2278: 0.0009486353096447677
Position 4325: 0.0008877296677247351
Position 7462: 0.0006648889683514961
Position 1219: 0.0006234296881250797
Position 2707: 0.0004955596297791308
Position 2649: 0.0004642967621386959
Position 1597: 0.0004446414016471758
Position 1115: 0.0004327692111318348
Position 2129: 0.0004225911421322912
Position 541: 0.00042030040349604297
Position 624: 0.00039451007522338144
Position 5810: 0.00038766205254831844
Position 5306: 0.00032507390098345125
Position 3440: 0.000309928889867349
Position 3734: 0.00029423704329895143
Position 409: 0.00029305491157066265
Position 1144: 0.000284213343632938
Position 1648: 0.00026009606706132885
Position 572: 0.0002587224921467968
Position 1030: 0.00025844287672456453
Position 456: 0.00025620253812080017
Position 2885: 0.00021515737411025178
Position 2058: 0.00018188567906010932
Position 4119: 0.00016870600731242166
Position 1177: 0.00016371508322939976
Position 3542: 0.00011601756736111989
Position 259: 0.00011381650298973515
Position 994: 9.338874510297709e-05
Position 1782: 9.325711705729271e-05
Position 3618: 8.266326871511467e-05
Position 273: 7.847989755607323e-05
Position 2181: 7.360491291650243e-05
Position 2082: 7.17952035995105e-05
Position 425: 6.652701256318673e-05
Position 587: 6.207368402784835e-05
Position 1120: 6.124051747280533e-05
Position 502: 5.736193404876755e-05
Position 1688: 5.714268019776502e-05
Position 1785: 5.335007249085885e-05
Position 821: 4.599119258440957e-05
Position 1117: 3.703039015540467e-05
Position 903: 2.9878656069526045e-05
Position 226: 2.293714746115631e-05
Position 279: 1.958976277277353e-05
Position 709: 1.556787290319298e-05
Position 391: 1.1231341909789125e-05
Position 1404: 1.010187530741457e-05
Position 371: 9.302227477214698e-06
Position 639: 8.527215991767479e-06
Position 1318: 3.013937816361124e-06
Position 1008: 2.674486729909585e-06
Position 318: 1.1383478043480877e-06
Position 651: 8.065629533320749e-07
Position 1949: 5.45900913065903e-07
Position 481: 4.7385295978420794e-07
Position 506: 3.6718773503881474e-07
Position 460: 3.1801653992545367e-07
Position 551: 9.151531894729352e-08
Position 216: 7.230289813815311e-08
Position 515: 4.481006125122624e-10
Position 159: 1.829507277929654e-10
Position 389: 4.355871855751144e-11
Position 161: 2.29527006183461e-11
Position 167: 2.2209094142697658e-11
Position 202: 1.5331188557826712e-11
Position 205: 1.3487594883662132e-11
Position 180: 9.516811667302639e-12
Position 432: 8.428158637029249e-13
Position 85: 1.4625997941483553e-13
