Gene = TEX10
index = 1390
Annotated 5SS: [  168  3756  6246  6868 12683 23009 23800 25153 26638 31257 32675 42641
 44440 49308]
Annotated 3SS: [ 3566  5532  6623 12569 22769 23663 24976 26459 31167 32540 42559 44257
 49096 50634]
SMsplice 5SS: [  168  3756  5773  6868 12683 23800 25153 31257 31740 32675 42641 44440
 49308]
SMsplice 3SS: [ 3566  5677  6623 12541 23663 24976 31167 31637 32540 42559 44257 49096
 50634]
top_k =  500
Partition function (log Z): 3.0271760426519765

Sorted 5' Splice Sites (High to Low Probability):
Position 13129: 0.9999999999909894
Position 23800: 0.9999999999909894
Position 5773: 0.987810984183167
Position 25153: 0.9876363749245569
Position 49308: 0.954868369262876
Position 42641: 0.9421043694300569
Position 32675: 0.9217022766307332
Position 3756: 0.8781420136235865
Position 31257: 0.8748013158360304
Position 12683: 0.8426556917492253
Position 31740: 0.7736461409330297
Position 44440: 0.7508489328842431
Position 168: 0.7448100371076006
Position 6246: 0.7334170526748721
Position 6868: 0.497700147033265
Position 45352: 0.4723699584384564
Position 26651: 0.2558506091116291
Position 6793: 0.2445412877458841
Position 827: 0.2230100712633073
Position 12840: 0.16249269150475484
Position 1686: 0.126974256502573
Position 6770: 0.11622084005410956
Position 24246: 0.1081722224639396
Position 34997: 0.0845504610574632
Position 383: 0.06555231853509083
Position 5232: 0.05819049144870409
Position 26785: 0.05635401988251914
Position 80: 0.05242582160637251
Position 32981: 0.04912566292150535
Position 26638: 0.047422970633098985
Position 7514: 0.040884740292517936
Position 32430: 0.039752342737489586
Position 31940: 0.03599066696576944
Position 42630: 0.029946326473501646
Position 49587: 0.029900289238484923
Position 1777: 0.026834994483928065
Position 43758: 0.02443514058890633
Position 49320: 0.01951542923547468
Position 1484: 0.017632558468187266
Position 32051: 0.01372836699602214
Position 10825: 0.013141662734947912
Position 3985: 0.013050785008480538
Position 7492: 0.012602574855652584
Position 1870: 0.012261233523934002
Position 2426: 0.011567679258496251
Position 10879: 0.010641237179860227
Position 10955: 0.01052212821160136
Position 11391: 0.009701820374232189
Position 5298: 0.008900113449656822
Position 40091: 0.008542830969591042
Position 1676: 0.007026217228728522
Position 1585: 0.006801253613001976
Position 521: 0.006356888338136865
Position 31788: 0.006117987242582874
Position 11370: 0.0059733587364384395
Position 2128: 0.005472101915951819
Position 5225: 0.004999903736341474
Position 44313: 0.004676699011084766
Position 45526: 0.004397351792916869
Position 7549: 0.004359948495674104
Position 4271: 0.004119527670947535
Position 6080: 0.0038683912351316725
Position 1307: 0.0038539897857597853
Position 11330: 0.003677583198680565
Position 3293: 0.0028544492650137638
Position 42645: 0.002510070355225517
Position 45158: 0.0024906128730648835
Position 49766: 0.002390241505523054
Position 4308: 0.0021917099477557047
Position 1842: 0.001970902370635429
Position 395: 0.0016572986587833588
Position 1697: 0.001646334692229579
Position 32: 0.0014056535750431695
Position 6507: 0.0012070268622227493
Position 6524: 0.0011785145296448643
Position 6223: 0.0009455368200493807
Position 50305: 0.0009172674455171276
Position 50511: 0.0008902919241814566
Position 6193: 0.0008280161904409708
Position 5692: 0.0008272895376758781
Position 43045: 0.0007671925781084622
Position 411: 0.0007216113271426895
Position 328: 0.000642277675558009
Position 614: 0.000593500927500926
Position 991: 0.0005248999239529106
Position 49882: 0.0005145425635105207
Position 264: 0.0004654842097734484
Position 25175: 0.00035586064089246524
Position 6047: 0.00032147607423685355
Position 293: 0.0003075743391776964
Position 835: 0.00023635451133215233
Position 6234: 0.00022558787831635974
Position 6037: 0.0001316655072062556
Position 5236: 0.0001165788163420091
Position 4989: 0.00011585074398344023
Position 50742: 9.585563897600775e-05
Position 489: 9.459844528985286e-05
Position 1156: 9.302285977216684e-05
Position 5986: 6.454365941853572e-05
Position 811: 6.416144116826899e-05
Position 597: 3.5820494187233005e-05
Position 1198: 3.4017118889702685e-05
Position 330: 2.966205765852714e-05
Position 1310: 2.6900609047178213e-05
Position 1601: 2.567884320457853e-05
Position 160: 2.534912454218868e-05
Position 104: 2.3920493243981356e-05
Position 223: 2.258051477986469e-05
Position 434: 2.1082716761604837e-05
Position 1406: 1.8245060226051223e-05
Position 195: 1.587557694559854e-05
Position 1045: 1.4857092973978028e-05
Position 1617: 1.1654602740057992e-05
Position 1353: 1.1626579185811987e-05
Position 1417: 1.0731565858326183e-05
Position 3631: 6.356580436818673e-06
Position 774: 6.194798280790753e-06
Position 404: 4.862494675209107e-06
Position 467: 4.444479091345544e-06
Position 1595: 4.301675788168778e-06
Position 438: 4.186834122167113e-06
Position 504: 3.7074216017095178e-06
Position 525: 3.5853192200661474e-06
Position 684: 2.165606921367972e-06
Position 741: 1.9926059845509923e-06
Position 929: 1.845683039959213e-06
Position 584: 1.7723369904191198e-06
Position 436: 1.5252183464203324e-07
Position 698: 9.982609624748629e-08
Position 32996: 3.3978617217345607e-08
Position 2387: 4.567982843755839e-09
Position 2347: 4.537242066466749e-09
Position 185: 1.4609510739887991e-09
Position 96: 6.7831267148276e-10
Position 220: 3.623282120609901e-10
Position 367: 9.165070196787145e-11
Position 126: 2.2130653292726602e-11
Position 284: 5.618229169078761e-12
Position 421: 1.4515340715655034e-12
Position 307: 1.4240019463377935e-12
Position 178: 1.3148986687328651e-12
Position 231: 5.609922079487453e-14
Position 271: 5.1053831231139696e-14
Position 561: 2.273900893427158e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 23663: 0.9999999999909894
Position 42559: 0.9745801852795272
Position 50634: 0.9455110614677521
Position 32540: 0.8770047319680756
Position 6623: 0.8553857388209513
Position 31167: 0.8518856232544215
Position 5677: 0.7709689661233106
Position 49096: 0.7554412042462902
Position 44257: 0.7542618683358367
Position 24976: 0.7461002525936462
Position 12541: 0.7211329570620068
Position 31637: 0.6977932413109779
Position 3566: 0.6305566613716735
Position 13033: 0.44350913177717355
Position 45194: 0.40997524729094625
Position 6137: 0.2697968066584096
Position 12883: 0.2679870343880973
Position 25067: 0.24189198297180292
Position 5934: 0.2308564182341661
Position 12569: 0.22946237810386014
Position 49153: 0.21778534351729767
Position 3569: 0.2144628486500065
Position 5532: 0.2060649284395746
Position 1578: 0.13888348667834727
Position 12909: 0.13825866643948925
Position 26428: 0.12458724861648167
Position 26495: 0.11198104684324794
Position 13006: 0.1028888596674628
Position 12795: 0.09117273197013305
Position 710: 0.07957267384645107
Position 24045: 0.07702556564436959
Position 26459: 0.06881925635994347
Position 45278: 0.05611078945390265
Position 34901: 0.05588610096600674
Position 5931: 0.052319908934503584
Position 32399: 0.051646526762449095
Position 7374: 0.04984252091223198
Position 5109: 0.047259957570698445
Position 6060: 0.04676732699039909
Position 32858: 0.04499841311716896
Position 26568: 0.0432983872105906
Position 6162: 0.04234529364494969
Position 31816: 0.04151284622558112
Position 31615: 0.03978126039309765
Position 10749: 0.03430502812640948
Position 3444: 0.032734274749781335
Position 24001: 0.031146656819570007
Position 49517: 0.02709469245036196
Position 34932: 0.02576234071329471
Position 6070: 0.025080556975852573
Position 5088: 0.021766468720419877
Position 31054: 0.01953725281560645
Position 11219: 0.019352762309351186
Position 31489: 0.018771426052540247
Position 1227: 0.017045703128023282
Position 31649: 0.016695592285342068
Position 43518: 0.014209120883719673
Position 1696: 0.013262738951460974
Position 6192: 0.012874480426699291
Position 1508: 0.012577233516123372
Position 6114: 0.012342747573119116
Position 6015: 0.011561854003872671
Position 32319: 0.011442567253877788
Position 26538: 0.010941660596983602
Position 5862: 0.010872262813188906
Position 12509: 0.010736623836746798
Position 49688: 0.00981539685278355
Position 49217: 0.009419329289773678
Position 32636: 0.009408358134626617
Position 32572: 0.009173892011215726
Position 605: 0.008820342310009955
Position 39977: 0.008542830969591051
Position 3909: 0.008411288608816096
Position 31544: 0.0077797095131128275
Position 5914: 0.007549467510449108
Position 45246: 0.006431724464932687
Position 2290: 0.006363392656898071
Position 4036: 0.0062701162405958254
Position 1994: 0.006135907545904113
Position 5547: 0.005394021744031124
Position 49470: 0.005138415309756365
Position 547: 0.004889928153957103
Position 5891: 0.004779765258870245
Position 684: 0.004664716887378016
Position 50604: 0.004633868833872777
Position 45427: 0.0045360324314417935
Position 31813: 0.0041717471852288895
Position 50521: 0.003956340903465783
