Gene = AOAH
index = 87
Annotated 5SS: [   527  37850  50606  65383  86697  92512 101358 102838 103767 106251
 108168 130209 147974 175109 175936 184229 192262 192401 194130 202509]
Annotated 3SS: [ 37753  50538  65282  86636  92440 101296 102766 103717 106201 108072
 130116 147890 175071 175860 184055 192202 192340 194032 202431 211166]
SMsplice 5SS: [   206  21869  37850  65383  83926  86697 101358 102838 106251 126913
 130209 130624 130830 132981 147974 160251 175109 182944 192262 192401
 194130 202509 203612 207181]
SMsplice 3SS: [ 21743  37753  65282  83827  86636 101296 102766 106201 126664 130116
 130519 130696 132858 147890 160129 175071 182854 192202 192340 194032
 202431 203490 207096 211166]
top_k =  500
Partition function (log Z): -94.8909475213436

Sorted 5' Splice Sites (High to Low Probability):
Position 206: 0.9071961168104142
Position 2509: 0.5206617651854658
Position 1233: 0.5201902808813941
Position 527: 0.394094850995709
Position 639: 0.27397759197307886
Position 989: 0.17721497304259204
Position 2257: 0.10782664297209377
Position 202: 0.03536622671742249
Position 523: 0.026658750826418737
Position 1228: 0.021054166956819696
Position 1345: 0.017023225757295715
Position 6014: 0.012318687042500798
Position 1962: 0.01004521895890976
Position 198: 0.009538907438543487
Position 7925: 0.007437734559551272
Position 2985: 0.0043332046523964435
Position 796: 0.004058975659654728
Position 1191: 0.003968471067471116
Position 993: 0.0033558814096126895
Position 255: 0.0019207366057389552
Position 372: 0.0017106804928500882
Position 627: 0.0012182079664875875
Position 251: 0.0004554207614181334
Position 272: 0.0004340281227899221
Position 650: 0.0004103976273536542
Position 979: 0.00034447269641033523
Position 259: 0.0003303748807461893
Position 1305: 0.0002878750204105667
Position 943: 0.00022123281464568324
Position 180: 0.00019754611663210108
Position 35: 0.00018305768739980863
Position 1063: 0.00014022974251067817
Position 2212: 0.00013437150372181035
Position 385: 0.00012815229467332475
Position 267: 9.667789259974283e-05
Position 162: 9.595962615732108e-05
Position 1039: 9.561131184828048e-05
Position 218: 8.640788808767743e-05
Position 75: 7.79497779018345e-05
Position 593: 7.509177306239215e-05
Position 290: 4.838297280533698e-05
Position 164: 2.0091582303045627e-05
Position 714: 1.93773351633979e-05
Position 8: 1.3585174764103594e-05
Position 351: 1.0941651116023859e-05
Position 276: 8.539401645838047e-06
Position 220: 6.78163797572517e-06
Position 274: 6.53942747291258e-06
Position 580: 5.058961667175084e-06
Position 427: 4.3624428479106375e-06
Position 687: 4.312180288484799e-06
Position 97: 3.6493730697457894e-06
Position 210: 2.9757054346312007e-06
Position 212: 2.514723166834716e-06
Position 558: 2.182796508540662e-06
Position 547: 2.101564570635796e-06
Position 166: 1.5933832336161594e-06
Position 674: 1.3573503665772818e-06
Position 86: 1.2441210608169637e-06
Position 253: 9.456277481414459e-08
Position 78: 3.320005521262504e-08
Position 278: 1.077324095139715e-09
Position 114: 3.75477477653882e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2414: 0.6174745887984482
Position 459: 0.5990646464274012
Position 1101: 0.5221942240911958
Position 6717: 0.251478880196392
Position 795: 0.17272486487833502
Position 5929: 0.1333090794836652
Position 2242: 0.10327635034183161
Position 8507: 0.07169457692769748
Position 3540: 0.050687541804383784
Position 5770: 0.05049926210431263
Position 7836: 0.04366362637137938
Position 9024: 0.03529751835366126
Position 6668: 0.026306332436460675
Position 7731: 0.02621129248855924
Position 6099: 0.022995063093607077
Position 10463: 0.01928305775224752
Position 11714: 0.018774490590970635
Position 11903: 0.018749345267965983
Position 561: 0.017987578653745888
Position 11681: 0.014828930609192435
Position 2196: 0.014713525337358677
Position 811: 0.012807711437773227
Position 329: 0.01243824676028959
Position 1063: 0.011766742995279139
Position 1083: 0.011202602516544745
Position 8846: 0.010990239114800649
Position 2601: 0.010632971785149737
Position 4997: 0.010454022208963838
Position 286: 0.010247065910838267
Position 1259: 0.010084362962168067
Position 3687: 0.009046715389884684
Position 6470: 0.00867536926725175
Position 1103: 0.007498565797043563
Position 3382: 0.007048479639348661
Position 5072: 0.006571703490767637
Position 392: 0.006372038536534254
Position 2976: 0.0062382102311499136
Position 622: 0.0061286533090202265
Position 5640: 0.005876456913432311
Position 6994: 0.0047891690145532
Position 475: 0.004688750281323169
Position 1917: 0.004496069858370255
Position 2882: 0.0041320325831261445
Position 5591: 0.0037054205438606476
Position 351: 0.003657315031724205
Position 1779: 0.0032670707729753595
Position 2814: 0.0031071961380193364
Position 5701: 0.002974983267054457
Position 3720: 0.0029567254695313464
Position 1858: 0.0026487070823843087
Position 5441: 0.002156028375652053
Position 1617: 0.0020530156851501797
Position 4111: 0.0019629958457856624
Position 4790: 0.0018649330929778694
Position 335: 0.001778692471211222
Position 1782: 0.0016695945844678905
Position 5854: 0.0015892680824061655
Position 290: 0.0014341828726013239
Position 1110: 0.0013965320663051068
Position 5884: 0.0012277854976865583
Position 3801: 0.001191727007537512
Position 3684: 0.0011524244691847145
Position 3942: 0.0011335775329763824
Position 2606: 0.0008879314070247522
Position 1224: 0.0006980683711960401
Position 341: 0.0006103749270410494
Position 2678: 0.0005424529548238899
Position 1872: 0.0005298029942093413
Position 3420: 0.0005087759213933615
Position 405: 0.0004935238132263482
Position 2584: 0.0003635147128319072
Position 638: 0.0003192336704764632
Position 1474: 0.000299606226334052
Position 875: 0.00029223915786461224
Position 667: 0.0002875934004530767
Position 4078: 0.0002677589533985558
Position 1010: 0.0002577447913600871
Position 526: 0.0002407760316979352
Position 1945: 0.0002148532282273082
Position 1288: 0.00019595461923725422
Position 114: 0.00016086955558125858
Position 367: 0.0001585930990922124
Position 1188: 0.00015728915496791027
Position 288: 0.0001572536704015984
Position 1129: 0.00012844335257090664
Position 1387: 0.00011904347687787304
Position 1173: 0.0001084978885159511
Position 1583: 0.00010667432940511433
Position 294: 8.887504675482014e-05
Position 1301: 7.085655173273757e-05
Position 631: 5.188270345022387e-05
Position 1759: 4.700361691592382e-05
Position 1067: 4.695439706591678e-05
Position 733: 3.820518496078828e-05
Position 989: 3.4072920243715704e-05
Position 580: 3.242139263174592e-05
Position 303: 3.1985411489643066e-05
Position 2856: 3.1883801077533267e-05
Position 1190: 3.1580721890072614e-05
Position 821: 3.0106674984100154e-05
Position 399: 2.2161626720141888e-05
Position 494: 2.0462447416195555e-05
Position 938: 1.9663879195181022e-05
Position 358: 1.7073114027524904e-05
Position 178: 1.6509330849422068e-05
Position 489: 1.6091939313659374e-05
Position 725: 1.4334541556450744e-05
Position 2778: 1.1398782636208584e-05
Position 129: 5.92752524661639e-06
Position 669: 3.63488110114018e-06
Position 690: 3.0179933127875196e-06
Position 126: 1.998110939017643e-06
Position 298: 1.6844553993955545e-06
Position 643: 1.3448920785012064e-06
Position 300: 1.1485230833254454e-06
Position 312: 1.0506993550220197e-06
Position 310: 9.563165810021235e-07
Position 144: 4.519072975975442e-07
Position 500: 3.5128473589986925e-07
Position 155: 3.0694713372752937e-07
Position 251: 1.962712717675607e-07
Position 306: 1.6245699570552878e-07
Position 265: 6.155850977953784e-08
Position 308: 4.355422565017198e-08
Position 263: 1.0307136283155307e-08
Position 189: 2.5975470919372554e-09
Position 1219: 5.287040404618957e-10
Position 191: 3.490036529534674e-12
Position 75: 2.170772764616403e-12
Position 195: 5.642075296584538e-13
