Gene = MZB1
index = 904
Annotated 5SS: [ 235 1454 1894]
Annotated 3SS: [1328 1782 1992]
SMsplice 5SS: [ 235  588 1454 1894]
SMsplice 3SS: [ 493 1328 1782 1992]
top_k =  500
Partition function (log Z): -4.86613592076066

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9855838298714196
Position 1454: 0.7593577495477922
Position 588: 0.6844557943859703
Position 1894: 0.379163113267736
Position 1503: 0.04913238428066333
Position 658: 0.04100513826752851
Position 653: 0.012187419670715861
Position 2123: 0.00789947807876724
Position 592: 0.006967531225548042
Position 574: 0.004729128759521769
Position 885: 0.0019768239080151222
Position 1202: 0.0018716968364582119
Position 1642: 0.0014797937380084912
Position 1862: 0.001080618134379677
Position 598: 0.0009083812148806782
Position 1015: 0.0006331281031881425
Position 844: 0.0005804773530545844
Position 1868: 0.0004263541220309242
Position 1075: 0.00016821285715857396
Position 2091: 0.0001315999157704625
Position 2125: 9.736162118079542e-05
Position 968: 9.185062116058968e-05
Position 1403: 7.767910157179306e-05
Position 600: 6.699657982807583e-05
Position 1614: 4.614992125726632e-05
Position 1808: 4.290147058887229e-05
Position 558: 3.8935296629125585e-05
Position 672: 3.5499146572251095e-05
Position 572: 3.526922134884826e-05
Position 1407: 3.134127769551191e-05
Position 174: 3.089522395096601e-05
Position 1650: 2.954537255042463e-05
Position 2197: 2.699164918239235e-05
Position 206: 2.6627903813120717e-05
Position 1939: 2.6606568991001595e-05
Position 239: 2.6301894656254216e-05
Position 602: 1.8067729128218775e-05
Position 956: 1.8003655980967435e-05
Position 390: 1.6066532439037414e-05
Position 564: 1.532030997033735e-05
Position 647: 1.2754950806577656e-05
Position 551: 9.23424233327019e-06
Position 680: 5.938101539346215e-06
Position 645: 3.90812555666464e-06
Position 223: 1.1228261929614785e-06
Position 252: 6.52405506372127e-08
Position 1507: 2.4720888841734512e-08
Position 678: 8.425762280673763e-09
Position 439: 7.911503620749307e-09
Position 66: 7.688506461683082e-09
Position 506: 1.0617490006086305e-09
Position 1419: 6.750100586126686e-10
Position 470: 2.9147643058244162e-12
Position 549: 1.1708326166011913e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1328: 0.7899880656389886
Position 493: 0.5968253941410615
Position 1782: 0.5962973277764174
Position 1992: 0.5726582047788183
Position 477: 0.13723422202278354
Position 1246: 0.06202598650092077
Position 2216: 0.04585090282903868
Position 1553: 0.04121549614868916
Position 2104: 0.015117832379136277
Position 2274: 0.010375000643368246
Position 1312: 0.009471607693601348
Position 2001: 0.008450689250126297
Position 414: 0.004376474522813343
Position 1288: 0.004338666548480678
Position 776: 0.0042027948443917355
Position 2178: 0.0039265835256275285
Position 1893: 0.003580093754601874
Position 1664: 0.003225732902657682
Position 1349: 0.0025821301149696984
Position 2175: 0.0025506453983578925
Position 1157: 0.0023616647046598442
Position 1963: 0.002208616064722408
Position 1074: 0.0022083547826536273
Position 1567: 0.002091067412561011
Position 417: 0.0020531007057666734
Position 1719: 0.002015286848230019
Position 390: 0.001476451877151386
Position 455: 0.0012558725587469247
Position 2117: 0.001034603215066471
Position 1698: 0.0010007860846448008
Position 1823: 0.000941813171637512
Position 1291: 0.0008327930130643938
Position 1917: 0.0007255560262448659
Position 1353: 0.0005901788302937599
Position 2280: 0.0005118040062935789
Position 1707: 0.0004897007269796225
Position 2063: 0.00046011867047881795
Position 2220: 0.0003480375450145828
Position 1248: 0.00033351355014241146
Position 1125: 0.00029515578304356447
Position 1451: 0.0002848428690781184
Position 701: 0.0002661395437742558
Position 1355: 0.0002452902840610495
Position 1201: 0.00023436409236885907
Position 1492: 0.00021158888087793613
Position 2036: 0.0001935084753759172
Position 506: 0.00014471062605709236
Position 1589: 0.00013890967740176887
Position 439: 0.00012871294732864666
Position 1874: 0.00012440589952509556
Position 1790: 0.00011694158530086065
Position 1829: 0.00011534022436764914
Position 354: 0.0001092064397362668
Position 1285: 0.00010839252668510294
Position 880: 0.00010396284123234148
Position 448: 8.19872578175143e-05
Position 564: 6.789634673309649e-05
Position 360: 6.60698123067727e-05
Position 1099: 6.187767054075022e-05
Position 1394: 3.2182023020314534e-05
Position 1497: 2.9730462263102618e-05
Position 1524: 2.506307892181094e-05
Position 1432: 2.3166463304545565e-05
Position 961: 1.5908054901781537e-05
Position 1799: 1.3437762813742538e-05
Position 2338: 1.2798657552496112e-05
Position 955: 1.1520275963994023e-05
Position 793: 1.1245370208645747e-05
Position 1298: 8.971570528653017e-06
Position 1193: 8.087895808033889e-06
Position 1106: 7.315619114200604e-06
Position 366: 6.690388183443434e-06
Position 906: 6.432785218746525e-06
Position 1161: 5.9516204081735175e-06
Position 816: 5.891136920137074e-06
Position 997: 3.913313697570077e-06
Position 787: 3.13683431920568e-06
Position 936: 1.9349172882284367e-06
Position 1090: 1.3662298760156622e-06
Position 657: 1.1025564373574827e-06
Position 645: 8.369502942866289e-07
Position 912: 8.316126150176941e-07
Position 929: 5.609374861404681e-08
Position 592: 3.294034887585371e-08
Position 1159: 2.6184319273042428e-08
Position 283: 1.6300027819907527e-08
Position 287: 1.326795483948734e-08
Position 578: 1.2482504209022182e-09
Position 429: 1.1168020072152673e-09
Position 968: 4.072633333155975e-10
Position 629: 2.0362452108836864e-10
Position 923: 1.4134910773529001e-10
Position 819: 1.3359110388368565e-10
Position 830: 6.619923694701998e-13
Position 218: 2.424534239464786e-17
Position 239: 2.423261096456977e-17
Position 142: 3.297893146837857e-18
