Gene = AGT
index = 39
Annotated 5SS: [  212  4303  8365 10105]
Annotated 3SS: [ 3443  8096  9959 10967]
SMsplice 5SS: [  212  4303  8365 10105]
SMsplice 3SS: [ 4173  8096  9959 10967]
top_k =  500
Partition function (log Z): -1.1577765395680861

Sorted 5' Splice Sites (High to Low Probability):
Position 4303: 0.9955118827303439
Position 212: 0.9419632668292186
Position 10105: 0.9227238504626906
Position 8365: 0.7452750928991565
Position 3399: 0.24505526584100332
Position 8589: 0.22540972891871744
Position 25: 0.15175154522602435
Position 3223: 0.13479638055546084
Position 9029: 0.12889798338876574
Position 4734: 0.12245859572705463
Position 6475: 0.06621640917527359
Position 9734: 0.06270502076053297
Position 1015: 0.04473984108829307
Position 4989: 0.04079924487637112
Position 6748: 0.03836414560785245
Position 5191: 0.029619097494066927
Position 7558: 0.027735875213910622
Position 3811: 0.0275794501053937
Position 596: 0.02562023970807496
Position 8773: 0.020368914821666882
Position 11058: 0.019593198756510628
Position 3746: 0.019380591079404295
Position 3445: 0.014976745343439728
Position 8231: 0.014598602605428347
Position 488: 0.012603505112551107
Position 10096: 0.011420573527335668
Position 10710: 0.010896692551975184
Position 1149: 0.010878442199227845
Position 8306: 0.010455183662449413
Position 3544: 0.009953822128981582
Position 7091: 0.009865162064218355
Position 7554: 0.009394298498462302
Position 762: 0.006795758810747925
Position 10740: 0.006166854386307525
Position 2538: 0.005880431431805981
Position 2008: 0.005566819176209949
Position 9352: 0.005556260815454172
Position 9613: 0.005469435633986768
Position 7045: 0.005331092287803594
Position 9550: 0.005187371910249545
Position 1262: 0.005026488617228147
Position 10111: 0.004545601380298331
Position 4710: 0.004297634566432589
Position 1631: 0.004032639619522989
Position 197: 0.003874576814602644
Position 1989: 0.0037034083519101244
Position 7589: 0.0034180510635223173
Position 435: 0.0033195604837568025
Position 4715: 0.003319001251351087
Position 4566: 0.0030618642830712983
Position 5064: 0.0029888618978598327
Position 1957: 0.0029826686925015283
Position 3487: 0.0028897903067899326
Position 1718: 0.002875386300235178
Position 10328: 0.002848092048041166
Position 82: 0.002531527164447817
Position 3598: 0.0021752338739953058
Position 2030: 0.0021513465372410795
Position 11049: 0.0019251317760555348
Position 9000: 0.0012552112588672408
Position 9058: 0.0010056218347364127
Position 10968: 0.0009955651197737958
Position 11090: 0.0009723720095838514
Position 6634: 0.000874037478804847
Position 77: 0.0008586505958543794
Position 10641: 0.0008497542685451617
Position 10717: 0.0007272036747550246
Position 8636: 0.000481161912344246
Position 3083: 0.00045099762033414513
Position 459: 0.00040564805103922264
Position 1893: 0.0003613653826181871
Position 1910: 0.0002923202781879378
Position 17: 0.00024048276911488412
Position 306: 0.00012896665949995454
Position 67: 0.00010468352930699458
Position 430: 0.00010194824030505165
Position 7725: 7.517623547870927e-05
Position 261: 5.327257786657994e-05
Position 4343: 3.475304984831285e-05
Position 526: 2.5694078775136684e-05
Position 373: 1.809287505694417e-05
Position 9541: 1.1909715394357937e-05
Position 662: 9.025412418938607e-06
Position 465: 5.592356907477436e-06
Position 10171: 4.12015958085392e-06
Position 243: 2.6496860642481147e-06
Position 2202: 2.1191154141587433e-06
Position 31: 1.9882935344110385e-06
Position 29: 1.8898942629619192e-06
Position 2047: 1.6189929245311577e-06
Position 160: 4.91751440628903e-07
Position 64: 4.6637371686184464e-07
Position 4205: 1.9993318439121643e-07
Position 248: 1.0127425448262241e-07
Position 272: 5.5465862343042974e-08
Position 47: 4.454612101319527e-08
Position 102: 2.2416033501856067e-08
Position 190: 1.6278854729383518e-08
Position 187: 1.516900527786788e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4173: 0.9714761115086268
Position 9959: 0.8669125021805382
Position 10967: 0.7893084502391633
Position 8096: 0.6863059060103032
Position 3318: 0.2614584334429291
Position 8528: 0.22193443012920833
Position 8897: 0.13533036508532603
Position 4588: 0.12442012561995726
Position 3142: 0.09223319070121082
Position 10014: 0.08556640303383971
Position 143: 0.07750129909087351
Position 4870: 0.0567818380976438
Position 11645: 0.05011843501041645
Position 927: 0.04494566691344812
Position 8200: 0.04319180386859202
Position 3665: 0.04188277404977235
Position 9470: 0.04126260767795776
Position 7487: 0.04064602423653147
Position 10368: 0.037131217310135016
Position 6658: 0.03518644802264563
Position 6448: 0.03233873169029755
Position 8278: 0.025983278060511303
Position 338: 0.025527306524386735
Position 9636: 0.023140087379713115
Position 10327: 0.022594535316137192
Position 6427: 0.021720401240337524
Position 10859: 0.019664597840207878
Position 2974: 0.017751546815187397
Position 3075: 0.017332059724389646
Position 10460: 0.016790912302722887
Position 10277: 0.0157340771881884
Position 109: 0.014297158107556001
Position 4121: 0.01374407003403674
Position 10904: 0.013107781801565029
Position 7864: 0.01106013683097018
Position 11406: 0.010936500323469682
Position 6907: 0.01068929965461321
Position 10837: 0.009650131347626567
Position 98: 0.009424917762443316
Position 8468: 0.009273864004764262
Position 9681: 0.009121156916573128
Position 1792: 0.00902574460226013
Position 3443: 0.00761261475453744
Position 8473: 0.006838611534997062
Position 4890: 0.006770004024381404
Position 650: 0.006651451584807014
Position 394: 0.006237479455048398
Position 8712: 0.006022857884501244
Position 9285: 0.006013529969019062
Position 8326: 0.005993183875415621
Position 4086: 0.005550508518456208
Position 5127: 0.0051310045117768845
Position 3082: 0.005044047068768687
Position 4688: 0.0048197909508823685
Position 10520: 0.00468149687796537
Position 11633: 0.004478986207099811
Position 6371: 0.004171686804328176
Position 2328: 0.004102608077404788
Position 10783: 0.0040019795299896035
Position 11210: 0.0038947661480050427
Position 6355: 0.0038695993219733465
Position 4001: 0.0038428263582638645
Position 2793: 0.003642072237393894
Position 1008: 0.003550763982617136
Position 978: 0.0035314652564782402
Position 1493: 0.003449080922582048
Position 420: 0.0033230786067342233
Position 6319: 0.003217453627175363
Position 2898: 0.0032140346997296303
Position 6254: 0.0029913485087190114
Position 851: 0.0029754800681262897
Position 3543: 0.002873254498973658
Position 10561: 0.0028678567865235804
Position 10378: 0.002793935481432369
Position 3273: 0.002570198106932507
Position 10448: 0.002514082886583215
Position 153: 0.0024415020091996076
Position 11583: 0.0023740900708365455
Position 10389: 0.0023538401100707557
Position 6831: 0.002291918085455732
Position 4434: 0.002262133460065774
Position 6980: 0.002215036611952999
Position 5137: 0.00217198584339136
Position 11740: 0.0021221404172058534
Position 1863: 0.0019945960728816638
Position 1941: 0.0019609257426057083
Position 541: 0.001712649943858261
Position 8540: 0.001483545073858659
Position 1510: 0.001358206310559659
Position 10864: 0.0011453469991917473
Position 10911: 0.00112561781876528
Position 1476: 0.0010616693048553887
Position 258: 0.0010011668233147648
Position 1956: 0.0009658494547000281
Position 6297: 0.0009577358057850178
Position 4974: 0.000956073054245049
Position 3701: 0.0008847385662047864
Position 4431: 0.000856330309024016
Position 11033: 0.0008024104247046219
Position 1102: 0.0007814352187364105
Position 10928: 0.0007688021273814531
Position 3692: 0.0007631884615818355
Position 1605: 0.0007612411017264204
Position 846: 0.0007555101730109082
Position 113: 0.0006837272793568614
Position 6294: 0.0006731960185217126
Position 414: 0.0006730751228763878
Position 4593: 0.000661548115340788
Position 1037: 0.000601943429756231
Position 673: 0.0005829835430586908
Position 1067: 0.000575497306029147
Position 5157: 0.000568195026330107
Position 2409: 0.0005661371348846602
Position 8928: 0.0005577739852382626
Position 5068: 0.0005408211742462308
Position 911: 0.0005361961044415815
Position 4109: 0.0005298652614527814
Position 1988: 0.0005157363872914981
Position 11266: 0.0005109158153763102
Position 2349: 0.0005019071048449188
Position 753: 0.00046197412890152084
Position 883: 0.00041227966356294395
Position 459: 0.0004016161740081586
Position 4258: 0.00038180758284226535
Position 124: 0.0003750552115283908
Position 4926: 0.00036359944438883924
Position 6266: 0.00036098384977056636
Position 2441: 0.0003608786140920806
Position 646: 0.00034878432128335136
Position 10939: 0.0003467860096177638
Position 8583: 0.0003289168118085422
Position 2346: 0.0003135451973185339
Position 8639: 0.00030288706113441876
Position 1938: 0.0002984694073570589
Position 8755: 0.0002907301143377624
