Gene = GMNC
index = 602
Annotated 5SS: [   3 1932 3688 4833]
Annotated 3SS: [1756 3598 4715 6699]
SMsplice 5SS: [   3 1932 3688 4833]
SMsplice 3SS: [1756 3598 4715 8827]
top_k =  500
Partition function (log Z): -6.005302280896806

Sorted 5' Splice Sites (High to Low Probability):
Position 4833: 0.9508573133622511
Position 3: 0.8837144827948014
Position 3688: 0.7260356727372961
Position 1932: 0.6135449394934126
Position 3694: 0.1882213541049169
Position 7591: 0.14753459149517267
Position 406: 0.1253532564398858
Position 8983: 0.031834483977686984
Position 2871: 0.03176431515045157
Position 159: 0.02216846977149015
Position 4844: 0.02150313198756024
Position 5141: 0.016620013407549643
Position 1363: 0.00921470063168577
Position 8381: 0.007943248720167188
Position 8538: 0.006402496672912043
Position 2199: 0.006250590454951922
Position 618: 0.0054135534099262715
Position 2044: 0.0051019988692134945
Position 1551: 0.005006033565178545
Position 9072: 0.004811638544358704
Position 1253: 0.004057205600961076
Position 7055: 0.0027391655102967896
Position 7: 0.002293632839145645
Position 1280: 0.001664560447959812
Position 8543: 0.000994050539475791
Position 3920: 0.0007334878174630919
Position 1672: 0.0007298929984307327
Position 2875: 0.0006865892401843527
Position 56: 0.0006792525705787137
Position 931: 0.00043882858395341665
Position 4027: 0.0003961074198828902
Position 5028: 0.0003791354562779634
Position 868: 0.00030533169761646426
Position 1220: 0.0002932339186349738
Position 389: 0.0002781410121402159
Position 1663: 0.0002070761162193196
Position 2293: 0.00020145650231157358
Position 1211: 0.00015688374321729605
Position 2993: 0.00013295988325137987
Position 4302: 0.00010592873884043396
Position 3810: 0.00010580785982713755
Position 46: 9.676773168122031e-05
Position 120: 9.457182121552859e-05
Position 1578: 4.3646438326129145e-05
Position 4837: 2.0129512428171215e-05
Position 4757: 8.124892859457629e-06
Position 20: 5.147699790205169e-06
Position 1868: 3.130745129191255e-06
Position 28: 3.0491064361591852e-06
Position 147: 2.971076682317152e-06
Position 1831: 2.860836864344299e-06
Position 149: 2.3542124076586613e-06
Position 1887: 1.0152724169891587e-06
Position 844: 8.363500734587002e-07
Position 857: 5.544225646960571e-07
Position 970: 8.138498421690386e-08
Position 257: 6.723891561756792e-08
Position 543: 5.537594151073176e-08
Position 894: 3.860542815397474e-08
Position 704: 4.637718228201874e-09
Position 372: 5.671435716444644e-10
Position 707: 1.6955406010772372e-10
Position 477: 6.238979087229283e-11
Position 393: 7.425319250059553e-12
Position 683: 8.149520538877458e-16
Position 689: 6.529690721973615e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 4715: 0.9796200222080856
Position 3598: 0.8148522680161032
Position 1756: 0.4482685263487125
Position 8827: 0.27460270111130486
Position 7473: 0.17978461920596092
Position 9713: 0.1516195698553112
Position 9284: 0.09636079394384045
Position 6699: 0.09177003258847657
Position 8844: 0.07968112459675611
Position 1778: 0.075631559617865
Position 334: 0.060249157914471996
Position 3478: 0.05651134001273718
Position 5547: 0.0343302641486788
Position 9551: 0.03214101959591328
Position 8262: 0.03187961672326582
Position 1793: 0.03016969407471091
Position 3553: 0.02366177917914922
Position 1835: 0.022990372095312406
Position 5493: 0.022548749838099104
Position 8791: 0.02230274178610199
Position 2795: 0.02009378729483361
Position 4963: 0.01585906797592323
Position 7251: 0.014645178726344585
Position 4920: 0.013621916287202687
Position 4985: 0.012732696909319462
Position 1783: 0.012605746397724616
Position 8380: 0.011049591857824451
Position 3537: 0.008306993406478667
Position 1961: 0.008133323399123328
Position 8034: 0.007967158784820006
Position 3426: 0.007376016956104174
Position 6965: 0.006939375427924315
Position 7739: 0.006273574246797574
Position 7028: 0.00611336767411774
Position 8216: 0.006100893782771283
Position 6934: 0.005913306047439559
Position 6730: 0.005086040619172728
Position 7342: 0.005063126729937614
Position 5663: 0.004935384537409381
Position 2678: 0.004905447097040967
Position 1902: 0.004896330130521945
Position 5276: 0.0043812667418943515
Position 6566: 0.00430244060829739
Position 8017: 0.004277638596176117
Position 8637: 0.0040219835609827375
Position 5197: 0.0035872910055650465
Position 9329: 0.0035135181450096915
Position 1340: 0.003284117723905415
Position 4944: 0.002887156258361963
Position 2609: 0.002729098966932333
Position 7135: 0.0026598202037551033
Position 1842: 0.0024152524624788847
Position 1861: 0.002410113905663691
Position 1310: 0.0023366854709507535
Position 159: 0.002301399023275119
Position 3576: 0.002157544671115939
Position 7679: 0.0021382005017828833
Position 8400: 0.002000529694371757
Position 6746: 0.0019548183603957537
Position 6904: 0.00195347872878154
Position 2656: 0.001895932880660382
Position 1429: 0.0018876233114808213
Position 4663: 0.0018830477874424009
Position 6647: 0.0018479297065169362
Position 8696: 0.0018241213978682446
Position 7763: 0.001802597510207702
Position 7368: 0.0017832585959957925
Position 2167: 0.0017485262652195252
Position 7878: 0.0017412483397207465
Position 5847: 0.0016576259157457503
Position 7861: 0.0015820972967572169
Position 9689: 0.0015201466206039818
Position 5011: 0.0013617404272699269
Position 1019: 0.0012706375595596118
Position 5824: 0.0012642995009740556
Position 1468: 0.0012144390328416319
Position 7052: 0.0010202541929616974
Position 7079: 0.0009889143958571312
Position 5614: 0.0009825471810253556
Position 120: 0.0009665715342719125
Position 2072: 0.0009394140196272844
Position 7652: 0.000899654597632948
Position 7622: 0.0008111884055899787
Position 3917: 0.0007929502643191594
Position 5073: 0.0007395991196257326
Position 2692: 0.0006834917056317198
Position 8803: 0.0006764518014449806
Position 5932: 0.0006747796068199861
Position 7788: 0.0006649136382838366
Position 5987: 0.0006403632333848723
Position 3484: 0.0006318336627072104
Position 1578: 0.0006096514190907314
Position 2698: 0.0005744966597863793
Position 2813: 0.0005511219252331241
Position 8753: 0.0005344161434958493
Position 8623: 0.0005277840605106977
Position 2525: 0.0005094081298801578
Position 7185: 0.0005032974753401521
Position 6968: 0.000471812160370142
Position 2106: 0.0004608854781343978
Position 6720: 0.00044293533719967843
Position 5216: 0.00042796850399122476
Position 3326: 0.00039614332007075896
Position 8120: 0.00038588461003976547
Position 8067: 0.0003697195222462818
Position 3790: 0.0003655875307156511
Position 5018: 0.00035851211163025074
Position 3821: 0.0003465357521598937
Position 2348: 0.0003350129780235121
Position 3402: 0.0003294869101257894
Position 8150: 0.0003279729149511611
Position 76: 0.00032550390842712095
Position 5115: 0.0003215714636552783
Position 1796: 0.00032117721409621804
Position 5422: 0.0003036035709768166
Position 4118: 0.00029352452475227335
Position 4736: 0.0002782070746237559
Position 4357: 0.0002748864706323739
Position 1924: 0.0002723974888354552
Position 7840: 0.0002654103370382412
Position 7694: 0.00023353801711812908
Position 7676: 0.00022912146493500867
Position 6850: 0.00018269207998125372
Position 504: 0.00018078120257647407
Position 3608: 0.00017520463640358666
Position 405: 0.0001578081842860961
Position 3669: 0.00015291000645899745
Position 814: 0.00014701626217081842
Position 6537: 0.00014624176592128668
Position 2640: 0.00013551835249855392
Position 1529: 0.0001323533133733585
Position 1413: 0.0001300972264298287
Position 8461: 0.00012854968774294944
Position 100: 0.00012749660534642997
Position 3677: 0.00012241240914016822
Position 1512: 0.00011829198715062242
Position 6433: 0.00011652569553203447
Position 4094: 0.00011403677551242197
Position 5850: 0.00011214517747367607
Position 2141: 0.00010894557578150905
Position 4132: 0.00010385070500674042
Position 3795: 0.00010294459527192077
Position 4416: 0.00010188013215783596
Position 1801: 9.839315078385588e-05
Position 5119: 8.250235996212105e-05
Position 2017: 7.15158963003751e-05
Position 1930: 6.458356969393467e-05
Position 7406: 6.128028080876209e-05
Position 2841: 5.952849703986431e-05
Position 469: 5.8396535239503084e-05
Position 2904: 5.078395258732422e-05
Position 558: 4.8801454272303973e-05
Position 2480: 4.6454008015467026e-05
Position 129: 4.3692759244707274e-05
Position 2483: 3.811842359762011e-05
Position 3323: 3.7170356995964316e-05
Position 1410: 3.470895101139572e-05
Position 1046: 3.1551948724585014e-05
Position 1103: 2.9699356394436933e-05
Position 853: 2.401235285057856e-05
Position 4681: 2.3146985729564717e-05
Position 5051: 1.9344953758053e-05
Position 699: 1.900715226627175e-05
Position 696: 1.7362103041189528e-05
Position 1263: 1.3154747628007032e-05
Position 1066: 1.1987291348449298e-05
Position 1208: 1.1421227422129856e-05
Position 1531: 1.0417314745213396e-05
Position 1316: 8.090728809531753e-06
Position 1439: 7.908967769091789e-06
Position 874: 6.775222766097554e-06
Position 96: 6.404900702591851e-06
Position 377: 6.351934032411477e-06
Position 4821: 6.191397273075155e-06
Position 818: 6.043485305299225e-06
Position 5048: 5.824190619094884e-06
Position 4580: 5.612367266395366e-06
Position 1372: 5.1390006488037894e-06
Position 573: 4.78256912924826e-06
Position 1447: 4.424352075008426e-06
Position 1230: 4.2792964648764925e-06
Position 731: 3.737130203463747e-06
Position 4571: 3.185159733530744e-06
Position 1211: 2.877885506800461e-06
Position 1219: 2.637112766618171e-06
Position 2544: 2.4987107858219154e-06
