Gene = RIOK2
index = 1144
Annotated 5SS: [  135  4206  5529  6145 10086 12055 14501 15794 18210]
Annotated 3SS: [ 4066  5411  5968  9996 11862 14407 15268 18112 20034]
SMsplice 5SS: [  135  4206  5529  6145 10086 12055 14501 18210]
SMsplice 3SS: [ 4066  5411  5968  9996 11862 14407 18112 20034]
top_k =  500
Partition function (log Z): 3.4028666323320156

Sorted 5' Splice Sites (High to Low Probability):
Position 10086: 0.9777498307488574
Position 135: 0.932331402323513
Position 6145: 0.9268925072349107
Position 18210: 0.9162558651386831
Position 14501: 0.8595229255515966
Position 12055: 0.808373403375449
Position 5529: 0.6970774172451074
Position 4206: 0.581610138784333
Position 15794: 0.5280682777228092
Position 12682: 0.49655665428601753
Position 15355: 0.28213508716682856
Position 16994: 0.2579625675290583
Position 2828: 0.21393108495129506
Position 20138: 0.1851569857426266
Position 1490: 0.1545424886359099
Position 18657: 0.12152976322330317
Position 981: 0.103799498605485
Position 8044: 0.09300799888256302
Position 4241: 0.07587163667986686
Position 15443: 0.07129618002381899
Position 6438: 0.06661287943900372
Position 6337: 0.0641554615728494
Position 10876: 0.05984977818578226
Position 11203: 0.057064945400655334
Position 1222: 0.05167412483999596
Position 18303: 0.05052942997241355
Position 6694: 0.049716088219630354
Position 460: 0.04396377883871553
Position 10968: 0.039954465112457656
Position 299: 0.03845604671626657
Position 10429: 0.03243005938947176
Position 11653: 0.030453328622455467
Position 18449: 0.023859929419144003
Position 19526: 0.023150346957986324
Position 2247: 0.021061807891654894
Position 14844: 0.02089530277084052
Position 6512: 0.018991954936202406
Position 15615: 0.01570453672385897
Position 870: 0.015364940911105844
Position 19815: 0.015074031957385195
Position 18661: 0.011195654632328958
Position 18186: 0.010676759405071245
Position 14470: 0.01055418750544807
Position 1477: 0.00969828273040331
Position 8518: 0.009297921244497484
Position 4390: 0.008911755389037821
Position 2618: 0.008801142374390164
Position 339: 0.00837592972318753
Position 4442: 0.008298077976416511
Position 4567: 0.008095504653180725
Position 8655: 0.007898462016918947
Position 1564: 0.007808782992270013
Position 10922: 0.007275898174719982
Position 9892: 0.006713227322081305
Position 10865: 0.006561070833915147
Position 12688: 0.005707025048293234
Position 5632: 0.005184937757030475
Position 15435: 0.005103802669672564
Position 1017: 0.004811538016028426
Position 6407: 0.004644964863211809
Position 6843: 0.004465754134179503
Position 1158: 0.00340014389976999
Position 4421: 0.003008031373813976
Position 15728: 0.0029936794193670783
Position 10457: 0.0029111413345233772
Position 14548: 0.0028437346558292252
Position 1012: 0.002815689084929439
Position 4589: 0.002740763977079434
Position 2922: 0.0024019363423415582
Position 12369: 0.00221912563186857
Position 8450: 0.001908825825150579
Position 10701: 0.0019062723722331676
Position 11059: 0.0018958688900476712
Position 4529: 0.0018869876683264314
Position 4525: 0.0018149751826333558
Position 10770: 0.0017081816947298904
Position 6939: 0.0016760538194473152
Position 13023: 0.0016265286718087225
Position 2832: 0.0015688470020691918
Position 4546: 0.0015320892714572006
Position 639: 0.0014472007308417149
Position 4407: 0.0014356395117132432
Position 4550: 0.0013528616766720447
Position 12419: 0.0011916685935880803
Position 4417: 0.001043477035455542
Position 5829: 0.001036809101813016
Position 4438: 0.0010250591683840745
Position 4146: 0.0010145526129332557
Position 18695: 0.0009968075721017526
Position 3088: 0.000894799225941534
Position 1032: 0.0007613311469760642
Position 92: 0.0007608837401060028
Position 702: 0.0007541583848230538
Position 51: 0.000654128368871829
Position 10090: 0.0006200513000590717
Position 14408: 0.000604692083679541
Position 1552: 0.0005792022274083189
Position 2249: 0.0005479853525053863
Position 2645: 0.0004743993624062884
Position 15294: 0.00044951856804473916
Position 3407: 0.00029847033026967045
Position 5685: 0.0002979718540609314
Position 2901: 0.0002530732577991465
Position 4140: 0.0002458801484501443
Position 5283: 0.00022070122780495194
Position 19486: 0.00019254547222983788
Position 78: 0.00018365793221418027
Position 10425: 0.00018167583504308832
Position 942: 0.00017616190416403348
Position 748: 3.621238670223023e-05
Position 708: 2.5243581825685665e-05
Position 282: 1.6935740180215076e-05
Position 923: 1.6373821257489667e-05
Position 1197: 1.3911081755576765e-05
Position 1558: 1.0769056735709795e-05
Position 1702: 9.948242830878015e-06
Position 123: 2.405980269536841e-06
Position 84: 2.3833578586159765e-06
Position 304: 2.870515262803012e-07
Position 177: 2.384487566587082e-07
Position 179: 1.2919436589802283e-07
Position 453: 8.640122677095134e-08
Position 202: 7.447525022053677e-08
Position 155: 5.600418446379024e-09
Position 34: 5.1275545529988514e-09
Position 192: 1.4889958893255567e-09
Position 149: 7.867196263288508e-10
Position 31: 5.730475200952879e-10
Position 412: 3.1239355237291125e-10
Position 243: 1.6780567226072903e-10
Position 97: 3.0133670776915576e-11
Position 358: 8.962689934228185e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 18112: 0.9850631954045529
Position 9996: 0.9502562234984359
Position 5968: 0.9334243474798267
Position 14407: 0.8678694629006177
Position 11862: 0.7444043777933995
Position 20034: 0.6765147956059712
Position 4066: 0.6541709449088585
Position 5411: 0.542712029115097
Position 12600: 0.45082555161924687
Position 15268: 0.4416422397882322
Position 16888: 0.19931530326113311
Position 2748: 0.1947342759780483
Position 15679: 0.18930401158783908
Position 1367: 0.16557086356651046
Position 10807: 0.1445811075309583
Position 15408: 0.14335663190307785
Position 5478: 0.11615163929446815
Position 18745: 0.1118920654391563
Position 6336: 0.080668057161416
Position 18564: 0.0759406494330447
Position 7944: 0.07078302431345049
Position 6253: 0.06674727247019452
Position 18302: 0.06665503596487608
Position 15650: 0.06452858876282241
Position 22014: 0.061336136889900104
Position 12022: 0.06068586048448751
Position 21383: 0.057232020098789
Position 15661: 0.04163121165275214
Position 4240: 0.03970363440588293
Position 16907: 0.03817905098053409
Position 221: 0.03676168683779141
Position 21512: 0.03651799216547569
Position 21653: 0.034922442577271715
Position 12543: 0.031031334198106626
Position 18585: 0.03013338724183914
Position 15499: 0.030069640041452027
Position 751: 0.029621379529121455
Position 11523: 0.029423336473887216
Position 20655: 0.026649355714758526
Position 20938: 0.026310604043142276
Position 1141: 0.025896610606383007
Position 18491: 0.024316927659530224
Position 5441: 0.023897093031509258
Position 11079: 0.02331625779126632
Position 21073: 0.020584888154451482
Position 6577: 0.020466683087701745
Position 1992: 0.01983206025326985
Position 202: 0.01881808549058024
Position 8040: 0.0187307546087849
Position 19386: 0.016746071511402578
Position 9950: 0.01652207299737046
Position 2697: 0.01580275826806871
Position 1088: 0.015728330224834566
Position 800: 0.014655188838865478
Position 16840: 0.014116913595635485
Position 2501: 0.013617384559861586
Position 18770: 0.013559245717803384
Position 22224: 0.013246585242899653
Position 12570: 0.012842525303341333
Position 10335: 0.012809238300621374
Position 6636: 0.011930848534463374
Position 327: 0.011874690843475252
Position 14707: 0.011864285712165999
Position 9918: 0.011632970085119732
Position 19412: 0.011524612363138901
Position 393: 0.010991572854486282
Position 19627: 0.010733603226397591
Position 10332: 0.010505211889336863
Position 19784: 0.00994468747218024
Position 6511: 0.00886399548769742
Position 5316: 0.007787116289810104
Position 12482: 0.007562449099037857
Position 10207: 0.007475730704359096
Position 20488: 0.007439413177330814
Position 8354: 0.007258743211851334
Position 9739: 0.006715766833284299
Position 14687: 0.006707993711924762
Position 5237: 0.006538521485947922
Position 16796: 0.006463828981657109
Position 8380: 0.006005094287313378
Position 8552: 0.005841371587402295
Position 20282: 0.005520701482740654
Position 18529: 0.0051681335952883135
Position 6015: 0.004442498725073495
Position 6658: 0.0042985777103111385
Position 780: 0.0041866819359645405
Position 1056: 0.004114243003029734
Position 1101: 0.004048903423383218
Position 10755: 0.003982269951792695
Position 22058: 0.003977018051776619
Position 20806: 0.003975355608639614
Position 608: 0.0038866530819480225
Position 893: 0.0036706104639711292
Position 1381: 0.003619898076610837
Position 575: 0.0035088764218673667
Position 19588: 0.003492400146819833
Position 578: 0.0034119999724369398
Position 10562: 0.0033410236130693447
Position 2751: 0.0033373758751370102
Position 4107: 0.0032811346351198345
Position 5218: 0.002940903301403006
Position 816: 0.002854183533520215
Position 1115: 0.0028380448308058704
Position 14461: 0.002812769694459146
Position 4124: 0.0027317171598920543
Position 5206: 0.002455753711707751
Position 10165: 0.002425724341254193
Position 14184: 0.002388222837215969
Position 20240: 0.002175541262161488
Position 549: 0.0021368573771581526
Position 331: 0.0021322981667367016
Position 818: 0.0020270493956071516
Position 18384: 0.002018588808035874
Position 18346: 0.0019370585167382093
Position 11706: 0.001783756604626866
Position 1446: 0.0017335745807106084
Position 5992: 0.001722133063563102
Position 19236: 0.0016231243606073464
Position 20106: 0.0015896910902507924
Position 1291: 0.0015785556728498665
Position 19903: 0.0015725266352917772
Position 6316: 0.0014565191218775765
Position 12324: 0.0014474632721319261
Position 7771: 0.0014395609940432322
Position 5632: 0.0013347809558739473
Position 7736: 0.001288391948131724
Position 514: 0.0012883021202463008
Position 10299: 0.001226607167183333
Position 11885: 0.0011780455946703375
Position 822: 0.0011151716345435092
Position 14834: 0.001109602799071269
Position 11567: 0.001029992148568248
Position 12270: 0.0010251171948912879
Position 12920: 0.0009927717851924262
Position 15354: 0.0009741650611266405
Position 11869: 0.0009671589121392362
Position 20007: 0.0009590599669892779
Position 14636: 0.0009308799078122636
Position 2015: 0.0008483444557362669
Position 6164: 0.0008327564417254307
Position 6593: 0.0008326543770374817
Position 6787: 0.0007983984725696417
Position 7832: 0.0007662670181526844
Position 12872: 0.0006337568866162963
Position 15221: 0.0006242982217405429
Position 10213: 0.0005559374405290204
Position 843: 0.000497261165613482
Position 10189: 0.0004797094720119028
Position 1162: 0.0004794852352027249
Position 2152: 0.000477758721549678
Position 2155: 0.00045162981360449367
Position 685: 0.00044513091636567406
Position 11151: 0.0004325685550327161
Position 10669: 0.00040891349407186074
Position 1211: 0.000389070169170486
Position 2922: 0.0003654830638765388
Position 6528: 0.00035677989631648777
Position 19640: 0.0003556263921157138
Position 19746: 0.00033890358208930253
Position 14308: 0.000337734320123592
Position 298: 0.0003341650603131791
Position 3309: 0.00029847033026967045
Position 12273: 0.00029241774455883294
Position 14619: 0.0002825406398662255
Position 2678: 0.0002770916133343923
Position 653: 0.00027639124464146097
Position 855: 0.0002704313440046242
Position 907: 0.00026430761710115027
Position 851: 0.00023705533748833086
Position 6268: 0.0002278875018935728
Position 911: 0.0002100406602003625
Position 2761: 0.0001907125768944547
Position 937: 0.00017973780013417478
Position 10892: 0.0001543397283497068
Position 333: 0.00014949760083807583
Position 14129: 0.00011735004413622872
Position 1001: 8.748409030082317e-05
Position 972: 8.017021931782748e-05
Position 18308: 6.425452784066962e-05
Position 6364: 6.419683883918237e-05
Position 966: 5.4610590706904514e-05
Position 249: 5.143374793139106e-05
Position 252: 5.057783757702674e-05
Position 395: 4.398915283166938e-05
Position 1165: 4.3801576410771506e-05
Position 1144: 4.324484351663043e-05
Position 17972: 4.0981272412757356e-05
Position 864: 3.958044918711027e-05
Position 1253: 3.5545606731654683e-05
Position 1340: 3.247317784948805e-05
Position 20049: 2.6918273598015455e-05
Position 1325: 2.6645926850717686e-05
Position 18429: 2.6286801421357407e-05
Position 942: 2.2205741720781506e-05
Position 6272: 2.2057848929061385e-05
Position 725: 2.1588990143388657e-05
Position 857: 1.4526622227974851e-05
Position 916: 7.547645640536028e-06
Position 484: 7.13157387541262e-06
Position 613: 6.90403355930351e-06
Position 218: 5.875021678878229e-06
Position 312: 4.07349175488157e-06
Position 698: 3.828930964296781e-06
Position 1635: 2.6784463872978548e-06
Position 12649: 1.8191145785350093e-06
Position 734: 9.257799842095849e-07
Position 722: 8.749321346580979e-07
Position 1462: 8.630809739785137e-07
Position 439: 7.804887331886363e-07
Position 338: 4.675780190423661e-07
Position 450: 4.473345575238496e-07
Position 10384: 4.2396784259672043e-07
Position 459: 4.0000073181426107e-07
Position 10238: 3.692326875610175e-07
Position 587: 3.0254632491817426e-07
Position 720: 2.3241373455086557e-07
Position 2561: 2.0058102194494597e-07
Position 267: 1.0807750815593191e-07
Position 278: 3.8004306231068006e-08
Position 1022: 3.4476556152104634e-08
Position 466: 2.7088598276182712e-08
Position 271: 2.4390643981869593e-08
Position 269: 1.7607026874798712e-08
Position 531: 1.7403299955099462e-08
Position 520: 1.401348348826824e-08
Position 282: 1.8903819876176175e-09
Position 139: 1.2047682080977882e-09
Position 264: 1.161794496418149e-09
Position 121: 6.926336197215639e-10
Position 803: 1.4269740766550102e-10
Position 106: 2.0264468474748115e-14
Position 111: 5.724869697705679e-15
