Gene = ADGRB2
index = 29
Annotated 5SS: [   59  1261 12612 13067 14422 15207 15460 15636 15887 16913 17150 17334
 17952 18428 18673 19060 19608 19831 20687 20939 21433 21680 24288 24743
 25145 26460 28662 29078 29235]
Annotated 3SS: [  443 12527 12901 14256 15041 15291 15533 15779 16717 17080 17224 17623
 18321 18628 18932 19503 19727 20535 20868 21365 21593 24115 24646 25104
 25839 28625 28981 29177 29653]
SMsplice 5SS: [   59   687 12612 12790 13067 15207 15460 15636 15887 16913 17150 17530
 17749 17952 18428 18673 19060 19608 19835 20687 20939 21433 21680 24743
 26460 28662 29078 29235]
SMsplice 3SS: [  587 12527 12711 12901 15041 15291 15533 15779 16717 17080 17224 17623
 17845 18321 18628 18932 19503 19727 20535 20868 21365 21593 24646 26327
 28625 28978 29177 29653]
top_k =  500
Partition function (log Z): 85.57333966058508

Sorted 5' Splice Sites (High to Low Probability):
Position 21680: 0.9994488965216984
Position 29078: 0.9989765169141643
Position 15636: 0.9983400401167787
Position 17150: 0.9967956161390041
Position 24743: 0.995628403820548
Position 12612: 0.989394807149803
Position 19608: 0.9893782177312154
Position 21433: 0.9648088673184781
Position 17952: 0.9605554566076497
Position 18428: 0.9432979836296747
Position 29235: 0.9406870905453611
Position 15207: 0.9238811445625179
Position 26460: 0.9088209422858339
Position 13067: 0.9076191858333148
Position 687: 0.9007752070289132
Position 15887: 0.8955255858422063
Position 20687: 0.8694590280053426
Position 15460: 0.8134101975525792
Position 19060: 0.7823166463254365
Position 28662: 0.6462390702709656
Position 16913: 0.6344432853391692
Position 1261: 0.6077579301322015
Position 18673: 0.604375765261013
Position 19835: 0.5951322352958697
Position 14422: 0.5765031240574547
Position 59: 0.5557541474746114
Position 12790: 0.5108594574466302
Position 17530: 0.4688471730365628
Position 25145: 0.443223089415471
Position 17749: 0.44204304593546334
Position 7026: 0.4416722095706199
Position 17334: 0.43503210753201543
Position 263: 0.428405747655619
Position 5086: 0.4207950422473098
Position 2695: 0.3950215844462726
Position 2149: 0.388307589195104
Position 20939: 0.3587789588777276
Position 22279: 0.3426784443416198
Position 24288: 0.33862158908518075
Position 9120: 0.3341923226899263
Position 29510: 0.32103451735203825
Position 19862: 0.31421721768932953
Position 3877: 0.30674986352744565
Position 17710: 0.2821662925586216
Position 18695: 0.28209178275409896
Position 20957: 0.22607110197990574
Position 29836: 0.21476164305679657
Position 20926: 0.1889249628688687
Position 27619: 0.1672739455635665
Position 18150: 0.14085322562591243
Position 19245: 0.13403202659307195
Position 15429: 0.13391521615639518
Position 9179: 0.12332947584313259
Position 27613: 0.11823578030262653
Position 19413: 0.10911755570393018
Position 3687: 0.10750983872154682
Position 27834: 0.10560989978585338
Position 16225: 0.10425177095669835
Position 14181: 0.10280035783644986
Position 51: 0.10188117969299658
Position 29834: 0.10068599583717498
Position 12970: 0.09163656715797096
Position 19172: 0.08645826493512662
Position 20434: 0.07463788603303012
Position 2174: 0.06574414169542936
Position 14788: 0.06082910990594749
Position 795: 0.05967591963044449
Position 22107: 0.05863838424037864
Position 19188: 0.05309746284790609
Position 17279: 0.05179992728594518
Position 18797: 0.05052922892367223
Position 19317: 0.0386474737148991
Position 7919: 0.03779461203893915
Position 23377: 0.03614865056111169
Position 20971: 0.03605035664057424
Position 29387: 0.029944470635031258
Position 22101: 0.029397212903787447
Position 20263: 0.02936543006853605
Position 21816: 0.02908730195888043
Position 19879: 0.02881991431247692
Position 18004: 0.027697711561758917
Position 19075: 0.02739630486391537
Position 22077: 0.026487253819906978
Position 23340: 0.02517025303722215
Position 14206: 0.02418064540078929
Position 325: 0.022793108249171593
Position 24530: 0.02229889903708878
Position 12784: 0.020902837046076143
Position 17354: 0.02068426828093775
Position 29264: 0.019590770853664282
