Gene = YAE1D1
index = 1582
Annotated 5SS: [ 172 4252]
Annotated 3SS: [4129 5900]
SMsplice 5SS: [ 656 4252]
SMsplice 3SS: [4129 6043]
top_k =  500
Partition function (log Z): -5.474328847593254

Sorted 5' Splice Sites (High to Low Probability):
Position 4252: 0.981290913762946
Position 656: 0.8555342819995276
Position 4474: 0.33008413323250196
Position 172: 0.22771297951721584
Position 1035: 0.1856917271109583
Position 1474: 0.13296361421369102
Position 3913: 0.0642083098638253
Position 543: 0.02377629011943429
Position 3173: 0.0197156854017868
Position 178: 0.018327891372829655
Position 513: 0.016106136879757878
Position 3729: 0.015792563281855295
Position 181: 0.01331967595498837
Position 1518: 0.013302800178691666
Position 5039: 0.011481960762676916
Position 4526: 0.00991062459793268
Position 5609: 0.009871677279449305
Position 1513: 0.006347492197417031
Position 1602: 0.006041164491034887
Position 4610: 0.0057025502519653295
Position 4012: 0.005659160013140985
Position 3870: 0.005382756998835079
Position 3415: 0.0037774641102712296
Position 40: 0.003298239086189666
Position 5994: 0.0032224434756122308
Position 4566: 0.00310029838200633
Position 197: 0.0028910397085981678
Position 4206: 0.0026137706586044705
Position 149: 0.002483649579935187
Position 1050: 0.0022368913904627715
Position 295: 0.0019435089536737832
Position 887: 0.0018559274892601457
Position 2465: 0.001222989865647475
Position 3184: 0.0011501686273902184
Position 2470: 0.0011049618330071195
Position 778: 0.0006608488432887488
Position 672: 0.0005086392349890171
Position 240: 0.00038527052016888583
Position 204: 0.00016854834916471
Position 991: 0.0001471834784133443
Position 48: 0.0001164360666907262
Position 557: 0.00011495288575852396
Position 1339: 9.767101981554468e-05
Position 224: 5.566093397690852e-05
Position 52: 5.3923082825304393e-05
Position 120: 3.1055622322510236e-05
Position 797: 3.0442837740554388e-05
Position 792: 2.6842770599541448e-05
Position 343: 2.061051118888479e-05
Position 45: 1.7899851087701107e-05
Position 13: 1.5561322877895036e-05
Position 698: 1.5324935013694502e-05
Position 440: 1.4958604068871284e-05
Position 207: 1.4357265917266552e-05
Position 28: 1.3078625338484348e-05
Position 936: 9.792145569486758e-06
Position 166: 8.718584357607396e-06
Position 879: 5.975915874493968e-06
Position 5182: 5.958046176003355e-06
Position 648: 5.015725736676174e-06
Position 97: 4.769518150696736e-06
Position 183: 4.44258280718538e-06
Position 227: 2.7844901136732965e-06
Position 328: 2.451938357897543e-06
Position 433: 2.0690664047025112e-06
Position 419: 1.924929081374067e-06
Position 530: 1.5908290132580939e-06
Position 99: 1.0691227295714068e-06
Position 247: 5.817912157204535e-07
Position 565: 9.972114905094564e-09
Position 570: 7.420543379527378e-09
Position 676: 1.9440179379707833e-09
Position 637: 1.393735634265257e-09
Position 520: 1.3548528386720146e-09
Position 444: 1.2054506446880846e-09
Position 417: 7.366191559009489e-10
Position 384: 6.313893960492432e-10
Position 610: 5.721393396937357e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 4129: 0.9336804987733478
Position 6043: 0.5056947355785654
Position 287: 0.17261796423136133
Position 4421: 0.16204917368668179
Position 5900: 0.143994597197721
Position 5363: 0.08256492756889057
Position 4926: 0.08217760298528284
Position 879: 0.07254183387622837
Position 3757: 0.06938163339457795
Position 1361: 0.06906229554724397
Position 4405: 0.06255814481311381
Position 4643: 0.0579320398787886
Position 761: 0.05752562275849775
Position 4367: 0.05714996417713201
Position 4324: 0.050604883755020424
Position 1427: 0.04995616606567101
Position 1291: 0.026445988237818865
Position 4180: 0.025342396156500625
Position 5142: 0.021176267751190053
Position 3130: 0.02093109225650632
Position 315: 0.020318846889534857
Position 3614: 0.01913979924112478
Position 6085: 0.017854652902327683
Position 4072: 0.017492125221693064
Position 882: 0.015133415601704368
Position 4377: 0.014780299294010635
Position 4468: 0.01261124825994065
Position 5717: 0.01249306280752977
Position 4987: 0.012396845000274678
Position 5977: 0.012207988130692756
Position 4667: 0.010311443198389366
Position 5335: 0.009803464927146595
Position 4133: 0.008842988813260184
Position 768: 0.007305768793590825
Position 5042: 0.005540486454872973
Position 339: 0.004012280220739548
Position 4525: 0.003410647416394233
Position 4102: 0.0033781229548131182
Position 1263: 0.0032545203289835647
Position 4964: 0.0028194758271606634
Position 844: 0.0027445537589337863
Position 5672: 0.002725571397296725
Position 1305: 0.0026510426794723375
Position 1517: 0.0025877021974126213
Position 1314: 0.0025385027600606015
Position 4721: 0.0025328616978678785
Position 2209: 0.0024626305045468643
Position 5698: 0.0021328521073510176
Position 5859: 0.001996182943388306
Position 5591: 0.0019400157757958492
Position 5409: 0.0017152160698444294
Position 3699: 0.001666076526491663
Position 6429: 0.001635449742985527
Position 6209: 0.0015021041641622745
Position 507: 0.0012870516834889677
Position 743: 0.0012372968196243392
Position 6091: 0.001236050900056666
Position 3171: 0.0011813453140242698
Position 4806: 0.001117410038818829
Position 3057: 0.0010808829353406556
Position 6199: 0.0010232507977840965
Position 2870: 0.000980179075879867
Position 6264: 0.0009507760620653749
Position 6366: 0.0009238010926106573
Position 1023: 0.0007176597947828864
Position 4384: 0.0007155408913579345
Position 4096: 0.000710419563356051
Position 695: 0.0007077512970980265
Position 3846: 0.0006336292929192477
Position 1366: 0.0005874830961877432
Position 4767: 0.0005616117379191054
Position 3597: 0.0005234942547274674
Position 4780: 0.0004715271934851579
Position 792: 0.00044768523197436124
Position 546: 0.00043333002458872727
Position 3014: 0.00040635108376893894
Position 3201: 0.0004053323628264391
Position 457: 0.00040226320958899414
Position 3141: 0.00039858357407852
Position 4968: 0.00039147018271478687
Position 6232: 0.00039084661313371186
Position 898: 0.0003904800712729641
Position 4553: 0.00038139575243560913
Position 960: 0.0003762410531255542
Position 940: 0.0003273933349982006
Position 5675: 0.0003115029012374867
Position 1003: 0.0003021024377275588
Position 3348: 0.0002960392885279241
Position 4936: 0.00028950475347821233
Position 1403: 0.00025825317643794423
Position 422: 0.0002530654855286734
Position 440: 0.0002447013929950596
Position 5185: 0.00021593803588682746
Position 433: 0.00021443154673024523
Position 520: 0.00016057664305915776
Position 4533: 0.0001196082513966835
Position 592: 5.4824335448298596e-05
Position 967: 3.246970339410634e-05
Position 2569: 3.1076502797317526e-05
Position 579: 2.858009262959911e-05
Position 2086: 2.682353673358925e-05
Position 1408: 2.100876655548824e-05
Position 355: 1.883762019301643e-05
Position 388: 1.7997144642039574e-05
Position 1159: 1.0195391268469662e-05
Position 850: 9.24813334776952e-06
Position 782: 6.506482054000137e-06
Position 603: 5.885993849187365e-06
Position 369: 5.433943404482137e-06
Position 655: 4.8688092699030645e-06
Position 2346: 4.683620516337021e-06
Position 1542: 4.22662310370545e-06
Position 550: 3.946745551811066e-06
