Gene = CMTM7
index = 384
Annotated 5SS: [  395 50343 57882 60803]
Annotated 3SS: [50168 57782 60720 62569]
SMsplice 5SS: [  395 28689 50343 57882 60803]
SMsplice 3SS: [28568 50168 57782 60720 62732]
top_k =  500
Partition function (log Z): -33.09139666298952

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9518350286654611
Position 5738: 0.4198838396624691
Position 11454: 0.17050752194661153
Position 3612: 0.09797330893615469
Position 1361: 0.08771104658334677
Position 7872: 0.07989070685178463
Position 4034: 0.05691004954674949
Position 8154: 0.0504290914848237
Position 9737: 0.04493552356382612
Position 1028: 0.023189462083284155
Position 6339: 0.019788167687472703
Position 6256: 0.015594439555668154
Position 6760: 0.011149838336762294
Position 902: 0.010548066597501037
Position 2892: 0.009339591425401661
Position 399: 0.0031098867412329696
Position 2856: 0.0021319107257216693
Position 11490: 0.0018476179045646105
Position 6307: 0.0017092987788180757
Position 7793: 0.0010682316330142395
Position 633: 0.000519169300242007
Position 6885: 0.00041951904261239265
Position 423: 0.00018849049651698267
Position 7877: 0.00010663220394282926
Position 6704: 9.977397106843898e-05
Position 180: 9.136329387742278e-05
Position 102: 7.89531508255793e-05
Position 536: 6.244987487588167e-05
Position 883: 4.2606601897668545e-05
Position 6005: 3.397964747968307e-05
Position 452: 2.8646578699903166e-05
Position 1001: 2.6498995821896087e-05
Position 1060: 2.47909511979891e-05
Position 2135: 1.0850675315092007e-05
Position 982: 9.981019265397085e-06
Position 6351: 9.561790341284536e-06
Position 2049: 8.940959490332146e-06
Position 268: 8.556772114999379e-06
Position 1378: 7.779878022497955e-06
Position 1440: 5.784733902021962e-06
Position 1309: 5.476278696465669e-06
Position 1760: 3.76109046967594e-06
Position 1346: 3.627752128696152e-06
Position 2122: 3.5456905511142964e-06
Position 2023: 2.5103220413960935e-06
Position 4940: 1.955110872760413e-06
Position 1409: 1.65050733429353e-06
Position 642: 1.4756167975683315e-06
Position 1068: 1.4541365597490839e-06
Position 965: 1.2857182999675243e-06
Position 383: 1.130898686193039e-06
Position 649: 4.7621180050009843e-07
Position 768: 4.0192058022225507e-07
Position 257: 3.184138980340513e-07
Position 562: 2.2390657988170473e-07
Position 68: 4.711757732021573e-08
Position 776: 3.507924998328487e-08
Position 593: 3.091644143793166e-08
Position 238: 1.728011457222195e-08
Position 1901: 1.0703671545560862e-09
Position 527: 1.0487572098904616e-09
Position 1665: 8.422806106586579e-10
Position 709: 7.11266271126378e-10
Position 435: 5.991670242979086e-10
Position 475: 5.572238846241686e-10
Position 1520: 5.445174612307125e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5647: 0.38460969254770944
Position 18433: 0.35472627774634663
Position 11360: 0.3456483326937912
Position 16738: 0.1469437194941638
Position 7658: 0.0882932179830494
Position 3520: 0.08377732072802532
Position 7996: 0.06746982322237598
Position 1246: 0.050938885552195515
Position 11568: 0.04412409889068584
Position 6180: 0.034979504220856515
Position 9508: 0.034603055801592786
Position 16717: 0.034279535608538664
Position 3894: 0.02968517931610408
