Gene = ZC3H11A
index = 1593
Annotated 5SS: [  124   931  5958  7346 21454 23019 32752 33984 34226 34533 36101 38183
 42394 44704 52017 52737 54356 55011 55454]
Annotated 3SS: [  621  5903  6980 21254 22898 32627 33779 34108 34451 35989 38119 42294
 44634 51512 52659 54039 54843 55385 56469]
SMsplice 5SS: [  105   931 21454 23019 32752 33984 34226 34533 36101 38183 42394 44704
 52017 52737 55011 55454]
SMsplice 3SS: [  779 21254 22898 32627 33779 34108 34451 35989 38119 42294 44634 51828
 52659 54843 55385 56469]
top_k =  500
Partition function (log Z): 9.625045799344132

Sorted 5' Splice Sites (High to Low Probability):
Position 23019: 0.9999999999999964
Position 32752: 0.9999999999999964
Position 7346: 0.9999999999999947
Position 21454: 0.9999999999999947
Position 34226: 0.9948919181925103
Position 55011: 0.9401536646060236
Position 33984: 0.93261513360998
Position 34533: 0.9255641806842917
Position 52737: 0.9238998521074145
Position 42394: 0.9198085242946517
Position 105: 0.9087664642859765
Position 38183: 0.8797982205234817
Position 44704: 0.8242954416143141
Position 36101: 0.8238256906987311
Position 55454: 0.7056328953003385
Position 6656: 0.6042546917889258
Position 931: 0.6028580217156909
Position 49737: 0.5340814353531721
Position 52017: 0.43501615737372384
Position 42621: 0.39662740944779956
Position 34814: 0.3354420601897045
Position 54475: 0.16538152088797853
Position 38469: 0.15752880703257607
Position 937: 0.15571249546449817
Position 36106: 0.14744535504574527
Position 54280: 0.12964577804906283
Position 4052: 0.1196104342247258
Position 1762: 0.11422376884119194
Position 826: 0.10199205963139156
Position 38432: 0.10059467059674557
Position 5958: 0.05657823737890035
Position 100: 0.051268056118201656
Position 35509: 0.04637264874734152
Position 945: 0.042078272403337585
Position 54274: 0.04013836794544361
Position 124: 0.03877121562581404
Position 44897: 0.03594072009518722
Position 49091: 0.035146312981953684
Position 6575: 0.031094584013626036
Position 54001: 0.028918364788808555
Position 54047: 0.028147641905792806
Position 35437: 0.0264731935122331
Position 54629: 0.02461722148696055
Position 44749: 0.022359241769966384
Position 54350: 0.022255773882464594
Position 684: 0.018495315554122205
Position 629: 0.01571832795382456
Position 54598: 0.015146934341742583
Position 1034: 0.015101444080492799
Position 36668: 0.014461522273904001
Position 34563: 0.014207576329938765
Position 3437: 0.013317820142331908
Position 544: 0.013146405746456322
Position 941: 0.012383260897258176
Position 54913: 0.012270424332935488
Position 4246: 0.010948757585991932
Position 40293: 0.010494607988767305
Position 5786: 0.009321603974402891
Position 6174: 0.009249553037095157
Position 2051: 0.008169067415456708
Position 3985: 0.008045493511832627
Position 36244: 0.00691081029415459
Position 35454: 0.0062028214263649805
Position 5969: 0.006080106671171984
Position 1826: 0.006068148003638895
Position 38554: 0.005811429325208608
Position 3860: 0.005572118208867219
Position 42423: 0.0048032144989974745
Position 34530: 0.004561066540602835
Position 55051: 0.004543554644325641
Position 36270: 0.004365125931193651
Position 36070: 0.0039003872430555973
Position 55802: 0.00381091749019331
Position 36372: 0.003698371274073175
Position 2108: 0.003583708607414046
Position 2342: 0.003142329937069653
Position 5711: 0.003081533763791395
Position 4205: 0.0030751009100878496
Position 1858: 0.0027370444954336955
Position 4493: 0.002706088501062451
Position 36626: 0.0019722289127679657
Position 36240: 0.0016586149290958759
Position 3414: 0.0015071340421675572
Position 55587: 0.001503467449123334
Position 35741: 0.0012073195683574313
Position 36515: 0.0011875977923572186
Position 35722: 0.0011414538002629813
Position 55018: 0.0011237574205081174
Position 34652: 0.0008384124802984706
Position 35692: 0.0008253624687089821
Position 34959: 0.0006546698075019265
Position 34927: 0.0005048688943923452
Position 44038: 0.0004977411705948916
Position 535: 0.0004494228920172261
Position 266: 0.0004127277973121785
Position 36670: 0.00031278900362148544
Position 172: 0.00018980349269435523
Position 43715: 0.00016324216927736322
Position 110: 0.00012071249133572462
Position 34452: 0.00011716942864503654
Position 293: 6.438260748036901e-05
Position 42488: 6.154180296880421e-05
Position 42679: 4.127634089722216e-05
Position 42855: 2.8416430853437475e-05
Position 479: 2.5542166889027632e-05
Position 785: 2.2179557187165105e-05
Position 34732: 1.4561099295363002e-05
Position 623: 1.3139134261684033e-05
Position 153: 1.3005632720048748e-05
Position 81: 1.16402778481854e-05
Position 44043: 1.0902492954414249e-05
Position 36079: 6.165833522386521e-06
Position 36116: 4.881410021983823e-06
Position 435: 3.301809201972439e-06
Position 36209: 3.2300491119932083e-06
Position 793: 2.955179224120429e-06
Position 433: 2.436363721881593e-06
Position 582: 2.0371093308604543e-06
Position 776: 1.9123580344703596e-06
Position 877: 1.8445262744041003e-06
Position 93: 1.6303777586317863e-06
Position 91: 1.5249710498352555e-06
Position 36205: 8.95143468645439e-07
Position 240: 6.719897247559644e-07
Position 643: 2.450825662615294e-07
Position 737: 1.0308765003351231e-07
Position 220: 5.5902023118502825e-08
Position 116: 4.643436162925991e-08
Position 368: 1.3536543389376317e-08
Position 65: 4.5307094583451097e-10
Position 10: 2.347075025880604e-10
Position 193: 1.4198494829034666e-12
Position 136: 1.3250378372060735e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 32627: 0.9999999999999964
Position 21254: 0.9999999999999947
Position 22898: 0.9999999999999947
Position 34108: 0.9947255554880121
Position 33779: 0.9327977498752132
Position 34451: 0.9316405671251852
Position 52659: 0.9238998521074158
Position 54843: 0.9086488119096324
Position 42294: 0.9075281928598157
Position 35989: 0.8707237220816548
Position 44634: 0.8359141885435813
Position 55385: 0.8181742892035377
Position 779: 0.8099444980860329
Position 6897: 0.7730735141562263
Position 38119: 0.7662294399299534
Position 6452: 0.5652863186368565
Position 49502: 0.5277037541725524
Position 56469: 0.46062816723955485
Position 51828: 0.4350161573737236
Position 42487: 0.3852452175781602
Position 7285: 0.22692648584376857
Position 38265: 0.19837613987291172
Position 54039: 0.19832899510047972
Position 54386: 0.1656003155847145
Position 34725: 0.14021066148185654
Position 34699: 0.13380036767588022
Position 55683: 0.11030830890904404
Position 35991: 0.0786190384438802
Position 37940: 0.07815031148792871
Position 56491: 0.07635078524239342
Position 1613: 0.07490642050617158
Position 5903: 0.07190789708716755
Position 35299: 0.06897115492637276
Position 621: 0.06840171446569276
Position 6410: 0.05672568093786524
Position 34710: 0.05275544509940755
Position 3894: 0.05258212119421672
Position 54823: 0.05216005820464587
Position 56582: 0.05036752178646104
Position 53887: 0.05017155076743964
Position 735: 0.04869250298428067
Position 4023: 0.048173795224887725
Position 38351: 0.04492306364638346
Position 54474: 0.04239056178347207
Position 1684: 0.037933244552829024
Position 56441: 0.033127777109935384
Position 38059: 0.03168872901707428
Position 404: 0.03141615844165432
Position 44818: 0.03000022690426516
Position 48920: 0.02662162598352453
Position 55255: 0.025975581837339126
Position 55869: 0.024826655523837254
Position 55922: 0.022964583471092273
Position 3930: 0.02288013471750452
Position 56501: 0.02134658454941963
Position 3701: 0.018908622071957478
Position 36198: 0.016347547066417157
Position 34392: 0.0157197744755053
Position 3268: 0.014824954184499466
Position 36040: 0.013755918481665099
Position 6386: 0.01333727622783022
Position 36411: 0.01267581557054124
Position 5615: 0.012403137738194287
Position 42320: 0.012142056717142576
Position 44157: 0.010758944124215452
Position 48958: 0.008524686998429128
Position 55270: 0.008074718785543639
Position 1023: 0.007710261040498262
Position 55679: 0.00704057500024744
Position 42254: 0.006525988120325206
Position 40190: 0.006508406729759821
Position 49482: 0.006426889048508099
Position 35319: 0.006321984017854584
Position 1963: 0.005974618968402292
Position 1901: 0.005777112273074854
Position 870: 0.005678340730676261
Position 42495: 0.005599890637748152
Position 38384: 0.00533891549542512
Position 55164: 0.005320368744991581
Position 38329: 0.004995786799026544
Position 1747: 0.0048806405919167685
Position 662: 0.004668701381955273
Position 35844: 0.004526150862226768
Position 55541: 0.004331592113144134
Position 42545: 0.00431856965467621
Position 34777: 0.004025260494476431
Position 1446: 0.003988012240896809
Position 35295: 0.003958130209180644
Position 55840: 0.0034542081345962385
Position 55278: 0.0033882797492233024
Position 44836: 0.0033292482430546237
Position 38062: 0.003325247623449319
Position 38357: 0.003255839071282828
Position 56639: 0.002872857951224732
Position 36001: 0.002840681066586073
Position 54223: 0.0028229405808792686
Position 35941: 0.0027871994674531046
Position 4444: 0.0027060885010624504
Position 37986: 0.002603118998617709
Position 4162: 0.0025611407887662883
Position 37910: 0.0023825280112414124
Position 56568: 0.0023651876670607755
Position 2283: 0.002342540711206258
Position 55703: 0.002221994275962805
Position 4181: 0.0021460904441726668
Position 35600: 0.0021400289846524295
Position 55215: 0.0021265377687029754
Position 55122: 0.001943430687025493
Position 56518: 0.0017897935809716241
Position 44792: 0.0017138274904655829
Position 34347: 0.0016629132925086469
Position 36432: 0.0016548611945694776
Position 55843: 0.0016494031249804065
Position 54800: 0.0015914481303796134
Position 56015: 0.0015619464168557843
Position 36571: 0.0015589056283587346
Position 56605: 0.0015028750795645837
Position 56410: 0.0014816476919764095
Position 40160: 0.0014141128661850622
Position 38522: 0.0013368061588864984
Position 40119: 0.0013334614345745191
Position 40203: 0.0012386269582479097
Position 36011: 0.0010753250056466383
Position 55600: 0.001008380051112305
Position 55966: 0.0009728067966140192
Position 55895: 0.0009467850803076795
Position 36574: 0.0009327493207713104
Position 44772: 0.0009248508296645044
Position 55506: 0.0009017264676264753
Position 56547: 0.0008849491616318363
Position 2158: 0.0007997892258633946
Position 34652: 0.0007663319701597623
Position 38038: 0.0007501946278138473
Position 56178: 0.0007264152046094813
Position 36407: 0.0007230057160837947
Position 1486: 0.0007024657398865397
Position 34727: 0.0005999073866682808
Position 1655: 0.0005919622575549306
Position 36030: 0.000582684847563513
Position 35613: 0.0004572717859945184
Position 55409: 0.00041895644722461856
Position 38006: 0.0003732812097597359
Position 535: 0.0003361886351901542
Position 43864: 0.0003299702029618854
Position 35636: 0.0002987293152089291
Position 36269: 0.0002822254878423584
Position 35812: 0.00027298758683809237
Position 497: 0.00024917897185640055
Position 55936: 0.00023597469870988535
Position 34893: 0.0001997260556808748
Position 43914: 0.00017867346058742032
Position 35369: 0.0001773138816675225
Position 34742: 0.00017475478436908425
Position 36625: 0.0001743951158287108
Position 450: 0.00015732214274153872
Position 43560: 0.0001572001354186486
Position 34486: 0.00014524935232244435
Position 453: 0.00010655082946301496
Position 240: 7.253487980662467e-05
Position 34560: 6.887930092291615e-05
Position 36489: 6.860699769621103e-05
Position 34662: 6.428101836265481e-05
Position 36291: 4.9467949704389816e-05
Position 34602: 4.8794004022909556e-05
Position 53578: 4.7158398590990514e-05
Position 576: 4.277639189922904e-05
Position 49136: 3.821510007465327e-05
Position 44986: 3.779916533593804e-05
Position 199: 3.7141709264853266e-05
Position 463: 2.7904508150195474e-05
Position 801: 2.7309697103643824e-05
Position 45007: 2.7053766630567483e-05
Position 49767: 2.299085674226379e-05
Position 846: 2.2615252890422565e-05
Position 42718: 1.667473565186801e-05
Position 460: 1.5100476393484226e-05
