Gene = IL17RC
index = 689
Annotated 5SS: [  536   637   978  1312  1512  3505  3872  6923  7194 11123 11389 11533
 12800 13052 13362 13846 15606 15761]
Annotated 3SS: [  614   824  1236  1401  3392  3826  6782  7133 11067 11206 11481 12753
 12929 13301 13796 15509 15721 15854]
SMsplice 5SS: [  323   757   978  1312  1512  3505  3716  3872  5584  6923  7194 11123
 11389 12800 13846 15606 15761]
SMsplice 3SS: [  614   824  1236  1401  3392  3583  3792  5446  6782  7133 11067 11206
 12724 13796 15509 15721 15854]
top_k =  500
Partition function (log Z): 25.51071014506334

Sorted 5' Splice Sites (High to Low Probability):
Position 11389: 0.9634439448934119
Position 1312: 0.9311907134648045
Position 3505: 0.9056809291171428
Position 12800: 0.8839866989069894
Position 3872: 0.8666075578277995
Position 15606: 0.8513317511851571
Position 5584: 0.8512014613630074
Position 3716: 0.8178969073541041
Position 11123: 0.8169447171165168
Position 13846: 0.7803923080277916
Position 978: 0.7586256184437626
Position 323: 0.7410431137830055
Position 15761: 0.6166584742514742
Position 6923: 0.5955670937998109
Position 7194: 0.5547704501214713
Position 1512: 0.5219418098404961
Position 757: 0.5095254628802208
Position 13362: 0.4396384247651124
Position 1501: 0.4271041638549641
Position 536: 0.4269887278400425
Position 11533: 0.39020913948222363
Position 13052: 0.30167073787485693
Position 14168: 0.2428798233417589
Position 2829: 0.20163933629665998
Position 1014: 0.19247357925245415
Position 13240: 0.15511071283271322
Position 637: 0.14886403479137322
Position 11811: 0.13897550360197886
Position 14175: 0.12295191472794008
Position 6884: 0.11413977138274385
Position 9802: 0.10973663021497722
Position 3899: 0.07922817993057542
Position 3467: 0.07864121766396595
Position 11711: 0.06279883780267789
Position 13855: 0.05922550289494013
Position 9842: 0.05751429104277755
Position 7587: 0.04076219957367787
Position 3709: 0.040214943738723925
Position 7297: 0.039956753820166606
Position 6482: 0.03742325890186567
Position 3687: 0.03304441602211644
Position 11330: 0.031135146171536558
Position 13554: 0.027327742587469554
Position 13271: 0.024657332418549265
Position 7847: 0.02122329526813263
Position 1651: 0.020222254781214637
Position 16083: 0.01878380726745797
Position 3024: 0.018578780583897288
Position 5541: 0.01844221498648952
Position 12851: 0.018108218702994634
Position 1470: 0.016798019642271563
